index,sim,saf,sat,ewt,ist,wit,n_occ,x,y,T
715,239,0.505868619,29.44,14.17,15.142,12.504,3,9.23,1.575,18.88821009
716,239,0.505868619,29.44,14.17,15.142,12.504,3,6.9225,3.425,18.8013551
717,239,0.505868619,29.44,14.17,15.142,12.504,3,20.7675,3.425,18.70635614
718,240,0.505868619,29.44,14.17,15.142,11.671,3,9.23,1.575,18.86821205
719,240,0.505868619,29.44,14.17,15.142,11.671,3,6.9225,3.425,18.77024447
720,240,0.505868619,29.44,14.17,15.142,11.671,3,20.7675,3.425,18.6839202
721,241,0.505868619,29.44,15.56,15.977,14.727,3,9.23,1.575,19.83825137
722,241,0.505868619,29.44,15.56,15.977,14.727,3,6.9225,3.425,19.59258731
723,241,0.505868619,29.44,15.56,15.977,14.727,3,20.7675,3.425,19.60024802
724,242,0.505868619,29.44,15.56,15.977,12.504,3,9.23,1.575,19.70756544
725,242,0.505868619,29.44,15.56,15.977,12.504,3,6.9225,3.425,19.43912717
726,242,0.505868619,29.44,15.56,15.977,12.504,3,20.7675,3.425,19.51185555
727,243,0.505868619,29.44,15.56,15.977,11.671,3,9.23,1.575,19.70634632
728,243,0.505868619,29.44,15.56,15.977,11.671,3,6.9225,3.425,19.3938901
729,243,0.505868619,29.44,15.56,15.977,11.671,3,20.7675,3.425,19.47930955
730,244,0.505868619,29.44,15.56,16.532,14.727,3,9.23,1.575,20.13318243
731,244,0.505868619,29.44,15.56,16.532,14.727,3,6.9225,3.425,19.8786121
732,244,0.505868619,29.44,15.56,16.532,14.727,3,20.7675,3.425,19.92592698
733,245,0.505868619,29.44,15.56,16.532,12.504,3,9.23,1.575,20.0950988
734,245,0.505868619,29.44,15.56,16.532,12.504,3,6.9225,3.425,19.84952807
735,245,0.505868619,29.44,15.56,16.532,12.504,3,20.7675,3.425,19.85422812
736,246,0.505868619,29.44,15.56,16.532,11.671,3,9.23,1.575,20.0307129
737,246,0.505868619,29.44,15.56,16.532,11.671,3,6.9225,3.425,19.82804503
738,246,0.505868619,29.44,15.56,16.532,11.671,3,20.7675,3.425,19.82383037
739,247,0.505868619,29.44,18.33,18.747,14.727,3,9.23,1.575,21.98704432
740,247,0.505868619,29.44,18.33,18.747,14.727,3,6.9225,3.425,21.63625515
741,247,0.505868619,29.44,18.33,18.747,14.727,3,20.7675,3.425,21.86159205
742,248,0.505868619,29.44,18.33,18.747,12.504,3,9.23,1.575,21.84515998
743,248,0.505868619,29.44,18.33,18.747,12.504,3,6.9225,3.425,21.55511672
744,248,0.505868619,29.44,18.33,18.747,12.504,3,20.7675,3.425,21.73953206
745,249,0.505868619,29.44,18.33,18.747,11.671,3,9.23,1.575,21.84549916
746,249,0.505868619,29.44,18.33,18.747,11.671,3,6.9225,3.425,21.4471279
747,249,0.505868619,29.44,18.33,18.747,11.671,3,20.7675,3.425,21.65779752
748,250,0.505868619,29.44,18.33,19.302,14.727,3,9.23,1.575,22.32711058
749,250,0.505868619,29.44,18.33,19.302,14.727,3,6.9225,3.425,22.00875695
750,250,0.505868619,29.44,18.33,19.302,14.727,3,20.7675,3.425,22.16974367
751,251,0.505868619,29.44,18.33,19.302,12.504,3,9.23,1.575,22.22916069
752,251,0.505868619,29.44,18.33,19.302,12.504,3,6.9225,3.425,21.82365188
753,251,0.505868619,29.44,18.33,19.302,12.504,3,20.7675,3.425,21.91456759
754,252,0.505868619,29.44,18.33,19.302,11.671,3,9.23,1.575,22.2224345
755,252,0.505868619,29.44,18.33,19.302,11.671,3,6.9225,3.425,21.76735408
756,252,0.505868619,29.44,18.33,19.302,11.671,3,20.7675,3.425,21.89612236
757,253,0.505868619,35,14.17,14.587,17.497,3,9.23,1.575,19.38619007
758,253,0.505868619,35,14.17,14.587,17.497,3,6.9225,3.425,19.2395333
759,253,0.505868619,35,14.17,14.587,17.497,3,20.7675,3.425,19.37532381
760,254,0.505868619,35,14.17,14.587,15.274,3,9.23,1.575,19.40572991
761,254,0.505868619,35,14.17,14.587,15.274,3,6.9225,3.425,19.31997566
762,254,0.505868619,35,14.17,14.587,15.274,3,20.7675,3.425,19.36550322
763,255,0.505868619,35,14.17,14.587,14.441,3,9.23,1.575,19.42100195
764,255,0.505868619,35,14.17,14.587,14.441,3,6.9225,3.425,19.25662432
765,255,0.505868619,35,14.17,14.587,14.441,3,20.7675,3.425,19.3483234
766,256,0.505868619,35,14.17,15.142,17.497,3,9.23,1.575,19.78802432
767,256,0.505868619,35,14.17,15.142,17.497,3,6.9225,3.425,19.66401871
768,256,0.505868619,35,14.17,15.142,17.497,3,20.7675,3.425,19.85115791
769,257,0.505868619,35,14.17,15.142,15.274,3,9.23,1.575,19.78607173
770,257,0.505868619,35,14.17,15.142,15.274,3,6.9225,3.425,19.72605126
771,257,0.505868619,35,14.17,15.142,15.274,3,20.7675,3.425,19.81747486
772,258,0.505868619,35,14.17,15.142,14.441,3,9.23,1.575,19.77587767
773,258,0.505868619,35,14.17,15.142,14.441,3,6.9225,3.425,19.71892788
774,258,0.505868619,35,14.17,15.142,14.441,3,20.7675,3.425,19.8084925
775,259,0.505868619,35,15.56,15.977,17.497,3,9.23,1.575,20.58279817
776,259,0.505868619,35,15.56,15.977,17.497,3,6.9225,3.425,20.39311514
777,259,0.505868619,35,15.56,15.977,17.497,3,20.7675,3.425,20.65468301
778,260,0.505868619,35,15.56,15.977,15.274,3,9.23,1.575,20.50913009
779,260,0.505868619,35,15.56,15.977,15.274,3,6.9225,3.425,20.418624
780,260,0.505868619,35,15.56,15.977,15.274,3,20.7675,3.425,20.58555894
781,261,0.505868619,35,15.56,15.977,14.441,3,9.23,1.575,20.54329104
782,261,0.505868619,35,15.56,15.977,14.441,3,6.9225,3.425,20.43443432
783,261,0.505868619,35,15.56,15.977,14.441,3,20.7675,3.425,20.54425102
784,262,0.505868619,35,15.56,16.532,17.497,3,9.23,1.575,20.9565781
785,262,0.505868619,35,15.56,16.532,17.497,3,6.9225,3.425,20.76897647
786,262,0.505868619,35,15.56,16.532,17.497,3,20.7675,3.425,21.03520049
787,263,0.505868619,35,15.56,16.532,15.274,3,9.23,1.575,20.94058066
788,263,0.505868619,35,15.56,16.532,15.274,3,6.9225,3.425,20.85024985
789,263,0.505868619,35,15.56,16.532,15.274,3,20.7675,3.425,20.93526287
790,264,0.505868619,35,15.56,16.532,14.441,3,9.23,1.575,20.91260195
791,264,0.505868619,35,15.56,16.532,14.441,3,6.9225,3.425,20.84207514
792,264,0.505868619,35,15.56,16.532,14.441,3,20.7675,3.425,20.87767073
793,265,0.505868619,35,18.33,18.747,17.497,3,9.23,1.575,22.8462455
794,265,0.505868619,35,18.33,18.747,17.497,3,6.9225,3.425,22.64374189
795,265,0.505868619,35,18.33,18.747,17.497,3,20.7675,3.425,22.72309323
796,266,0.505868619,35,18.33,18.747,15.274,3,9.23,1.575,22.79779256
797,266,0.505868619,35,18.33,18.747,15.274,3,6.9225,3.425,22.62021024
798,266,0.505868619,35,18.33,18.747,15.274,3,20.7675,3.425,22.63189544
799,267,0.505868619,35,18.33,18.747,14.441,3,9.23,1.575,22.78704477
800,267,0.505868619,35,18.33,18.747,14.441,3,6.9225,3.425,22.59947665
801,267,0.505868619,35,18.33,18.747,14.441,3,20.7675,3.425,22.55019841
802,268,0.505868619,35,18.33,19.302,17.497,3,9.23,1.575,23.2165643
803,268,0.505868619,35,18.33,19.302,17.497,3,6.9225,3.425,23.04676369
804,268,0.505868619,35,18.33,19.302,17.497,3,20.7675,3.425,23.05811948
805,269,0.505868619,35,18.33,19.302,15.274,3,9.23,1.575,23.16209455
806,269,0.505868619,35,18.33,19.302,15.274,3,6.9225,3.425,23.04171678
807,269,0.505868619,35,18.33,19.302,15.274,3,20.7675,3.425,22.94932029
808,270,0.505868619,35,18.33,19.302,14.441,3,9.23,1.575,23.14810005
809,270,0.505868619,35,18.33,19.302,14.441,3,6.9225,3.425,23.04192131
810,270,0.505868619,35,18.33,19.302,14.441,3,20.7675,3.425,22.91940185
811,271,0.60993302,23.89,14.17,14.587,13.337,3,9.23,1.575,18.13282415
812,271,0.60993302,23.89,14.17,14.587,13.337,3,6.9225,3.425,17.43971745
813,271,0.60993302,23.89,14.17,14.587,13.337,3,20.7675,3.425,17.40207215
814,272,0.60993302,23.89,14.17,14.587,11.114,3,9.23,1.575,18.08352866
815,272,0.60993302,23.89,14.17,14.587,11.114,3,6.9225,3.425,17.31016659
816,272,0.60993302,23.89,14.17,14.587,11.114,3,20.7675,3.425,17.31399933
817,273,0.60993302,23.89,14.17,14.587,10.281,3,9.23,1.575,18.04151181
818,273,0.60993302,23.89,14.17,14.587,10.281,3,6.9225,3.425,17.27881522
819,273,0.60993302,23.89,14.17,14.587,10.281,3,20.7675,3.425,17.26935905
820,274,0.60993302,23.89,14.17,15.142,13.337,3,9.23,1.575,18.51437071
821,274,0.60993302,23.89,14.17,15.142,13.337,3,6.9225,3.425,17.78035838
822,274,0.60993302,23.89,14.17,15.142,13.337,3,20.7675,3.425,17.68218201
823,275,0.60993302,23.89,14.17,15.142,11.114,3,9.23,1.575,18.4463592
824,275,0.60993302,23.89,14.17,15.142,11.114,3,6.9225,3.425,17.67850722
825,275,0.60993302,23.89,14.17,15.142,11.114,3,20.7675,3.425,17.63309176
826,276,0.60993302,23.89,14.17,15.142,10.281,3,9.23,1.575,18.50917595
827,276,0.60993302,23.89,14.17,15.142,10.281,3,6.9225,3.425,17.64260968
828,276,0.60993302,23.89,14.17,15.142,10.281,3,20.7675,3.425,17.62227364
829,277,0.60993302,23.89,15.56,15.977,13.337,3,9.23,1.575,19.23887675
830,277,0.60993302,23.89,15.56,15.977,13.337,3,6.9225,3.425,18.39724277
831,277,0.60993302,23.89,15.56,15.977,13.337,3,20.7675,3.425,18.30435673
832,278,0.60993302,23.89,15.56,15.977,11.114,3,9.23,1.575,19.09588209
833,278,0.60993302,23.89,15.56,15.977,11.114,3,6.9225,3.425,18.28519265
834,278,0.60993302,23.89,15.56,15.977,11.114,3,20.7675,3.425,18.20538641
835,279,0.60993302,23.89,15.56,15.977,10.281,3,9.23,1.575,19.11956501
836,279,0.60993302,23.89,15.56,15.977,10.281,3,6.9225,3.425,18.25305041
837,279,0.60993302,23.89,15.56,15.977,10.281,3,20.7675,3.425,18.17365249
838,280,0.60993302,23.89,15.56,16.532,13.337,3,9.23,1.575,19.54612527
839,280,0.60993302,23.89,15.56,16.532,13.337,3,6.9225,3.425,18.73643652
840,280,0.60993302,23.89,15.56,16.532,13.337,3,20.7675,3.425,18.62361223
841,281,0.60993302,23.89,15.56,16.532,11.114,3,9.23,1.575,19.58096056
842,281,0.60993302,23.89,15.56,16.532,11.114,3,6.9225,3.425,18.61346634
843,281,0.60993302,23.89,15.56,16.532,11.114,3,20.7675,3.425,18.5699434
844,282,0.60993302,23.89,15.56,16.532,10.281,3,9.23,1.575,19.44948415
845,282,0.60993302,23.89,15.56,16.532,10.281,3,6.9225,3.425,18.59550898
846,282,0.60993302,23.89,15.56,16.532,10.281,3,20.7675,3.425,18.54133831
847,283,0.60993302,23.89,18.33,18.747,13.337,3,9.23,1.575,21.24011461
848,283,0.60993302,23.89,18.33,18.747,13.337,3,6.9225,3.425,20.39404026
849,283,0.60993302,23.89,18.33,18.747,13.337,3,20.7675,3.425,20.2772718
850,284,0.60993302,23.89,18.33,18.747,11.114,3,9.23,1.575,21.1725197
851,284,0.60993302,23.89,18.33,18.747,11.114,3,6.9225,3.425,20.26902671
852,284,0.60993302,23.89,18.33,18.747,11.114,3,20.7675,3.425,20.15593797
853,285,0.60993302,23.89,18.33,18.747,10.281,3,9.23,1.575,21.10342873
854,285,0.60993302,23.89,18.33,18.747,10.281,3,6.9225,3.425,20.22027561
855,285,0.60993302,23.89,18.33,18.747,10.281,3,20.7675,3.425,20.14381528
856,286,0.60993302,23.89,18.33,19.302,13.337,3,9.23,1.575,21.56468956
857,286,0.60993302,23.89,18.33,19.302,13.337,3,6.9225,3.425,20.71456333
858,286,0.60993302,23.89,18.33,19.302,13.337,3,20.7675,3.425,20.60654186
859,287,0.60993302,23.89,18.33,19.302,11.114,3,9.23,1.575,21.47898214
860,287,0.60993302,23.89,18.33,19.302,11.114,3,6.9225,3.425,20.5642813
861,287,0.60993302,23.89,18.33,19.302,11.114,3,20.7675,3.425,20.5046762
862,288,0.60993302,23.89,18.33,19.302,10.281,3,9.23,1.575,21.4530754
863,288,0.60993302,23.89,18.33,19.302,10.281,3,6.9225,3.425,20.51749268
864,288,0.60993302,23.89,18.33,19.302,10.281,3,20.7675,3.425,20.50024273
865,289,0.60993302,29.44,14.17,14.587,14.727,3,9.23,1.575,19.14814104
866,289,0.60993302,29.44,14.17,14.587,14.727,3,6.9225,3.425,18.67426869
867,289,0.60993302,29.44,14.17,14.587,14.727,3,20.7675,3.425,18.72980941
868,290,0.60993302,29.44,14.17,14.587,12.504,3,9.23,1.575,19.15415888
869,290,0.60993302,29.44,14.17,14.587,12.504,3,6.9225,3.425,18.48140516
870,290,0.60993302,29.44,14.17,14.587,12.504,3,20.7675,3.425,18.75608195
871,291,0.60993302,29.44,14.17,14.587,11.671,3,9.23,1.575,19.13565491
872,291,0.60993302,29.44,14.17,14.587,11.671,3,6.9225,3.425,18.38777214
873,291,0.60993302,29.44,14.17,14.587,11.671,3,20.7675,3.425,18.75382149
874,292,0.60993302,29.44,14.17,15.142,14.727,3,9.23,1.575,19.55410242
875,292,0.60993302,29.44,14.17,15.142,14.727,3,6.9225,3.425,18.92563032
876,292,0.60993302,29.44,14.17,15.142,14.727,3,20.7675,3.425,19.18597756
877,293,0.60993302,29.44,14.17,15.142,12.504,3,9.23,1.575,19.39137905
878,293,0.60993302,29.44,14.17,15.142,12.504,3,6.9225,3.425,18.80032206
879,293,0.60993302,29.44,14.17,15.142,12.504,3,20.7675,3.425,19.07213765
880,294,0.60993302,29.44,14.17,15.142,11.671,3,9.23,1.575,19.38105519
881,294,0.60993302,29.44,14.17,15.142,11.671,3,6.9225,3.425,18.87219101
882,294,0.60993302,29.44,14.17,15.142,11.671,3,20.7675,3.425,19.01275375
883,295,0.60993302,29.44,15.56,15.977,14.727,3,9.23,1.575,20.23656269
884,295,0.60993302,29.44,15.56,15.977,14.727,3,6.9225,3.425,19.59068601
885,295,0.60993302,29.44,15.56,15.977,14.727,3,20.7675,3.425,19.83478609
886,296,0.60993302,29.44,15.56,15.977,12.504,3,9.23,1.575,20.11650408
887,296,0.60993302,29.44,15.56,15.977,12.504,3,6.9225,3.425,19.46523714
888,296,0.60993302,29.44,15.56,15.977,12.504,3,20.7675,3.425,19.68587793
889,297,0.60993302,29.44,15.56,15.977,11.671,3,9.23,1.575,20.05556236
890,297,0.60993302,29.44,15.56,15.977,11.671,3,6.9225,3.425,19.51639167
891,297,0.60993302,29.44,15.56,15.977,11.671,3,20.7675,3.425,19.55869054
892,298,0.60993302,29.44,15.56,16.532,14.727,3,9.23,1.575,20.57794693
893,298,0.60993302,29.44,15.56,16.532,14.727,3,6.9225,3.425,19.9122095
894,298,0.60993302,29.44,15.56,16.532,14.727,3,20.7675,3.425,20.22858155
895,299,0.60993302,29.44,15.56,16.532,12.504,3,9.23,1.575,20.45202716
896,299,0.60993302,29.44,15.56,16.532,12.504,3,6.9225,3.425,19.96838951
897,299,0.60993302,29.44,15.56,16.532,12.504,3,20.7675,3.425,19.89764958
898,300,0.60993302,29.44,15.56,16.532,11.671,3,9.23,1.575,20.39091523
899,300,0.60993302,29.44,15.56,16.532,11.671,3,6.9225,3.425,19.9119722
900,300,0.60993302,29.44,15.56,16.532,11.671,3,20.7675,3.425,19.87221687
901,301,0.60993302,29.44,18.33,18.747,14.727,3,9.23,1.575,22.34916194
902,301,0.60993302,29.44,18.33,18.747,14.727,3,6.9225,3.425,21.5533903
903,301,0.60993302,29.44,18.33,18.747,14.727,3,20.7675,3.425,21.73563423
904,302,0.60993302,29.44,18.33,18.747,12.504,3,9.23,1.575,22.2840393
905,302,0.60993302,29.44,18.33,18.747,12.504,3,6.9225,3.425,21.58508152
906,302,0.60993302,29.44,18.33,18.747,12.504,3,20.7675,3.425,21.61579596
907,303,0.60993302,29.44,18.33,18.747,11.671,3,9.23,1.575,22.23939002
908,303,0.60993302,29.44,18.33,18.747,11.671,3,6.9225,3.425,21.5123276
909,303,0.60993302,29.44,18.33,18.747,11.671,3,20.7675,3.425,21.5619946
910,304,0.60993302,29.44,18.33,19.302,14.727,3,9.23,1.575,22.73244672
911,304,0.60993302,29.44,18.33,19.302,14.727,3,6.9225,3.425,21.84758025
912,304,0.60993302,29.44,18.33,19.302,14.727,3,20.7675,3.425,22.03389588
913,305,0.60993302,29.44,18.33,19.302,12.504,3,9.23,1.575,22.76617661
914,305,0.60993302,29.44,18.33,19.302,12.504,3,6.9225,3.425,21.78895856
915,305,0.60993302,29.44,18.33,19.302,12.504,3,20.7675,3.425,21.94633476
916,306,0.60993302,29.44,18.33,19.302,11.671,3,9.23,1.575,22.65951312
917,306,0.60993302,29.44,18.33,19.302,11.671,3,6.9225,3.425,21.74760782
918,306,0.60993302,29.44,18.33,19.302,11.671,3,20.7675,3.425,21.91273525
919,307,0.60993302,35,14.17,14.587,17.497,3,9.23,1.575,20.09604342
920,307,0.60993302,35,14.17,14.587,17.497,3,6.9225,3.425,19.69663346
921,307,0.60993302,35,14.17,14.587,17.497,3,20.7675,3.425,19.04304521
922,308,0.60993302,35,14.17,14.587,15.274,3,9.23,1.575,20.01701781
923,308,0.60993302,35,14.17,14.587,15.274,3,6.9225,3.425,19.70511143
924,308,0.60993302,35,14.17,14.587,15.274,3,20.7675,3.425,19.2451264
925,309,0.60993302,35,14.17,14.587,14.441,3,9.23,1.575,20.02207416
926,309,0.60993302,35,14.17,14.587,14.441,3,6.9225,3.425,19.64110892
927,309,0.60993302,35,14.17,14.587,14.441,3,20.7675,3.425,19.23081548
928,310,0.60993302,35,14.17,15.142,17.497,3,9.23,1.575,20.52897622
929,310,0.60993302,35,14.17,15.142,17.497,3,6.9225,3.425,20.1124265
930,310,0.60993302,35,14.17,15.142,17.497,3,20.7675,3.425,19.55219676
931,311,0.60993302,35,14.17,15.142,15.274,3,9.23,1.575,20.4656621
932,311,0.60993302,35,14.17,15.142,15.274,3,6.9225,3.425,20.09133281
933,311,0.60993302,35,14.17,15.142,15.274,3,20.7675,3.425,19.75329725
934,312,0.60993302,35,14.17,15.142,14.441,3,9.23,1.575,20.41162211
935,312,0.60993302,35,14.17,15.142,14.441,3,6.9225,3.425,20.02661419
936,312,0.60993302,35,14.17,15.142,14.441,3,20.7675,3.425,19.85929794
937,313,0.60993302,35,15.56,15.977,17.497,3,9.23,1.575,21.17551576
938,313,0.60993302,35,15.56,15.977,17.497,3,6.9225,3.425,20.73013874
939,313,0.60993302,35,15.56,15.977,17.497,3,20.7675,3.425,20.58456974
940,314,0.60993302,35,15.56,15.977,15.274,3,9.23,1.575,21.16710761
941,314,0.60993302,35,15.56,15.977,15.274,3,6.9225,3.425,20.7865575
942,314,0.60993302,35,15.56,15.977,15.274,3,20.7675,3.425,20.50088002
943,315,0.60993302,35,15.56,15.977,14.441,3,9.23,1.575,21.13923384
944,315,0.60993302,35,15.56,15.977,14.441,3,6.9225,3.425,20.7644448
945,315,0.60993302,35,15.56,15.977,14.441,3,20.7675,3.425,20.67639119
946,316,0.60993302,35,15.56,16.532,17.497,3,9.23,1.575,21.57736444
947,316,0.60993302,35,15.56,16.532,17.497,3,6.9225,3.425,21.27144259
948,316,0.60993302,35,15.56,16.532,17.497,3,20.7675,3.425,20.87685565
949,317,0.60993302,35,15.56,16.532,15.274,3,9.23,1.575,21.56682608
950,317,0.60993302,35,15.56,16.532,15.274,3,6.9225,3.425,21.19733922
951,317,0.60993302,35,15.56,16.532,15.274,3,20.7675,3.425,21.11726161
952,318,0.60993302,35,15.56,16.532,14.441,3,9.23,1.575,21.6005178
953,318,0.60993302,35,15.56,16.532,14.441,3,6.9225,3.425,21.1513803
954,318,0.60993302,35,15.56,16.532,14.441,3,20.7675,3.425,21.09157241
955,319,0.60993302,35,18.33,18.747,17.497,3,9.23,1.575,23.43822768
956,319,0.60993302,35,18.33,18.747,17.497,3,6.9225,3.425,22.74224754
957,319,0.60993302,35,18.33,18.747,17.497,3,20.7675,3.425,22.89490965
958,320,0.60993302,35,18.33,18.747,15.274,3,9.23,1.575,23.33343548
959,320,0.60993302,35,18.33,18.747,15.274,3,6.9225,3.425,22.65986498
960,320,0.60993302,35,18.33,18.747,15.274,3,20.7675,3.425,22.92975758
961,321,0.60993302,35,18.33,18.747,14.441,3,9.23,1.575,23.31862395
962,321,0.60993302,35,18.33,18.747,14.441,3,6.9225,3.425,22.67474076
963,321,0.60993302,35,18.33,18.747,14.441,3,20.7675,3.425,22.91195495
964,322,0.60993302,35,18.33,19.302,17.497,3,9.23,1.575,23.78580082
965,322,0.60993302,35,18.33,19.302,17.497,3,6.9225,3.425,23.06711399
966,322,0.60993302,35,18.33,19.302,17.497,3,20.7675,3.425,23.37973682
967,323,0.60993302,35,18.33,19.302,15.274,3,9.23,1.575,23.71270322
968,323,0.60993302,35,18.33,19.302,15.274,3,6.9225,3.425,23.12170649
969,323,0.60993302,35,18.33,19.302,15.274,3,20.7675,3.425,23.26220979
970,324,0.60993302,35,18.33,19.302,14.441,3,9.23,1.575,23.6542715
971,324,0.60993302,35,18.33,19.302,14.441,3,6.9225,3.425,23.10924115
972,324,0.60993302,35,18.33,19.302,14.441,3,20.7675,3.425,23.20637278
973,325,0.393132184,4.44,23.89,23.89,24.584,7,4.615,1.575,22.0970518
974,325,0.393132184,4.44,23.89,23.89,24.584,7,13.845,1.575,21.03024396
975,325,0.393132184,4.44,23.89,23.89,24.584,7,23.075,1.575,22.1378236
976,325,0.393132184,4.44,23.89,23.89,24.584,7,24.875,1.575,21.8533553
977,325,0.393132184,4.44,23.89,23.89,24.584,7,6.9225,3.425,21.54169859
978,325,0.393132184,4.44,23.89,23.89,24.584,7,11.5375,3.425,20.74959964
979,325,0.393132184,4.44,23.89,23.89,24.584,7,20.7675,3.425,22.27820996
980,326,0.393132184,4.44,23.89,23.89,26.112,7,4.615,1.575,22.22014666
981,326,0.393132184,4.44,23.89,23.89,26.112,7,13.845,1.575,21.04856876
982,326,0.393132184,4.44,23.89,23.89,26.112,7,23.075,1.575,22.18662111
983,326,0.393132184,4.44,23.89,23.89,26.112,7,24.875,1.575,21.91020133
984,326,0.393132184,4.44,23.89,23.89,26.112,7,6.9225,3.425,21.54415031
985,326,0.393132184,4.44,23.89,23.89,26.112,7,11.5375,3.425,20.89824358
986,326,0.393132184,4.44,23.89,23.89,26.112,7,20.7675,3.425,22.25799074
987,327,0.393132184,4.44,23.89,23.89,27.501,7,4.615,1.575,22.21680427
988,327,0.393132184,4.44,23.89,23.89,27.501,7,13.845,1.575,20.7905377
989,327,0.393132184,4.44,23.89,23.89,27.501,7,23.075,1.575,22.2052777
990,327,0.393132184,4.44,23.89,23.89,27.501,7,24.875,1.575,21.93055814
991,327,0.393132184,4.44,23.89,23.89,27.501,7,6.9225,3.425,21.55375961
992,327,0.393132184,4.44,23.89,23.89,27.501,7,11.5375,3.425,20.88020554
993,327,0.393132184,4.44,23.89,23.89,27.501,7,20.7675,3.425,22.16669331
994,328,0.393132184,4.44,25.97,25.97,24.584,7,4.615,1.575,23.7289368
995,328,0.393132184,4.44,25.97,25.97,24.584,7,13.845,1.575,22.55309044
996,328,0.393132184,4.44,25.97,25.97,24.584,7,23.075,1.575,23.77520733
997,328,0.393132184,4.44,25.97,25.97,24.584,7,24.875,1.575,23.47697043
998,328,0.393132184,4.44,25.97,25.97,24.584,7,6.9225,3.425,23.11978151
999,328,0.393132184,4.44,25.97,25.97,24.584,7,11.5375,3.425,22.18278937
1000,328,0.393132184,4.44,25.97,25.97,24.584,7,20.7675,3.425,23.76131793
1001,329,0.393132184,4.44,25.97,25.97,26.112,7,4.615,1.575,23.67941029
1002,329,0.393132184,4.44,25.97,25.97,26.112,7,13.845,1.575,22.60213419
1003,329,0.393132184,4.44,25.97,25.97,26.112,7,23.075,1.575,23.84148054
1004,329,0.393132184,4.44,25.97,25.97,26.112,7,24.875,1.575,23.53396379
1005,329,0.393132184,4.44,25.97,25.97,26.112,7,6.9225,3.425,23.29831927
1006,329,0.393132184,4.44,25.97,25.97,26.112,7,11.5375,3.425,22.37963776
1007,329,0.393132184,4.44,25.97,25.97,26.112,7,20.7675,3.425,23.7372618
1008,330,0.393132184,4.44,25.97,25.97,27.501,7,4.615,1.575,23.84914623
1009,330,0.393132184,4.44,25.97,25.97,27.501,7,13.845,1.575,22.53788677
1010,330,0.393132184,4.44,25.97,25.97,27.501,7,23.075,1.575,23.81414695
1011,330,0.393132184,4.44,25.97,25.97,27.501,7,24.875,1.575,23.5135813
1012,330,0.393132184,4.44,25.97,25.97,27.501,7,6.9225,3.425,23.32175032
1013,330,0.393132184,4.44,25.97,25.97,27.501,7,11.5375,3.425,22.39404091
1014,330,0.393132184,4.44,25.97,25.97,27.501,7,20.7675,3.425,23.73842809
1015,331,0.393132184,4.44,28.06,28.06,24.584,7,4.615,1.575,25.38036482
1016,331,0.393132184,4.44,28.06,28.06,24.584,7,13.845,1.575,24.08893893
1017,331,0.393132184,4.44,28.06,28.06,24.584,7,23.075,1.575,25.47084151
1018,331,0.393132184,4.44,28.06,28.06,24.584,7,24.875,1.575,25.18991202
1019,331,0.393132184,4.44,28.06,28.06,24.584,7,6.9225,3.425,24.64860858
1020,331,0.393132184,4.44,28.06,28.06,24.584,7,11.5375,3.425,23.87081335
1021,331,0.393132184,4.44,28.06,28.06,24.584,7,20.7675,3.425,25.23078544
1022,332,0.393132184,4.44,28.06,28.06,26.112,7,4.615,1.575,25.41244765
1023,332,0.393132184,4.44,28.06,28.06,26.112,7,13.845,1.575,24.02116242
1024,332,0.393132184,4.44,28.06,28.06,26.112,7,23.075,1.575,25.40060394
1025,332,0.393132184,4.44,28.06,28.06,26.112,7,24.875,1.575,25.11060618
1026,332,0.393132184,4.44,28.06,28.06,26.112,7,6.9225,3.425,24.77250809
1027,332,0.393132184,4.44,28.06,28.06,26.112,7,11.5375,3.425,23.83476405
1028,332,0.393132184,4.44,28.06,28.06,26.112,7,20.7675,3.425,25.39711255
1029,333,0.393132184,4.44,28.06,28.06,27.501,7,4.615,1.575,25.47476734
1030,333,0.393132184,4.44,28.06,28.06,27.501,7,13.845,1.575,24.06782749
1031,333,0.393132184,4.44,28.06,28.06,27.501,7,23.075,1.575,25.47428314
1032,333,0.393132184,4.44,28.06,28.06,27.501,7,24.875,1.575,25.1642677
1033,333,0.393132184,4.44,28.06,28.06,27.501,7,6.9225,3.425,24.79551179
1034,333,0.393132184,4.44,28.06,28.06,27.501,7,11.5375,3.425,23.98343018
1035,333,0.393132184,4.44,28.06,28.06,27.501,7,20.7675,3.425,25.35028475
1036,334,0.393132184,8.61,23.89,23.89,26.664,7,4.615,1.575,22.72494308
1037,334,0.393132184,8.61,23.89,23.89,26.664,7,13.845,1.575,21.78109693
1038,334,0.393132184,8.61,23.89,23.89,26.664,7,23.075,1.575,22.87397438
1039,334,0.393132184,8.61,23.89,23.89,26.664,7,24.875,1.575,22.58368243
1040,334,0.393132184,8.61,23.89,23.89,26.664,7,6.9225,3.425,22.1998012
1041,334,0.393132184,8.61,23.89,23.89,26.664,7,11.5375,3.425,21.49435541
1042,334,0.393132184,8.61,23.89,23.89,26.664,7,20.7675,3.425,22.57290686
1043,335,0.393132184,8.61,23.89,23.89,28.192,7,4.615,1.575,22.71083764
1044,335,0.393132184,8.61,23.89,23.89,28.192,7,13.845,1.575,21.9273465
1045,335,0.393132184,8.61,23.89,23.89,28.192,7,23.075,1.575,22.85399284
