index,sim,saf,sat,ewt,ist,wit,n_occ,x,y,T
3715,692,0.439383029,8.61,28.06,28.06,28.192,11,4.615,1.575,25.93111559
3716,692,0.439383029,8.61,28.06,28.06,28.192,11,9.23,1.575,25.72838208
3717,692,0.439383029,8.61,28.06,28.06,28.192,11,13.845,1.575,24.88390029
3718,692,0.439383029,8.61,28.06,28.06,28.192,11,18.46,1.575,25.92280772
3719,692,0.439383029,8.61,28.06,28.06,28.192,11,23.075,1.575,25.91718308
3720,692,0.439383029,8.61,28.06,28.06,28.192,11,24.875,1.575,25.66239788
3721,692,0.439383029,8.61,28.06,28.06,28.192,11,6.9225,3.425,25.48276888
3722,692,0.439383029,8.61,28.06,28.06,28.192,11,11.5375,3.425,24.39275539
3723,692,0.439383029,8.61,28.06,28.06,28.192,11,16.1525,3.425,24.62238594
3724,692,0.439383029,8.61,28.06,28.06,28.192,11,20.7675,3.425,25.71471904
3725,693,0.439383029,8.61,28.06,28.06,29.581,11,2.825,1.575,25.89315912
3726,693,0.439383029,8.61,28.06,28.06,29.581,11,4.615,1.575,26.11457225
3727,693,0.439383029,8.61,28.06,28.06,29.581,11,9.23,1.575,25.48699145
3728,693,0.439383029,8.61,28.06,28.06,29.581,11,13.845,1.575,24.82159869
3729,693,0.439383029,8.61,28.06,28.06,29.581,11,18.46,1.575,25.50938268
3730,693,0.439383029,8.61,28.06,28.06,29.581,11,23.075,1.575,25.97832494
3731,693,0.439383029,8.61,28.06,28.06,29.581,11,24.875,1.575,25.69650345
3732,693,0.439383029,8.61,28.06,28.06,29.581,11,6.9225,3.425,25.43213567
3733,693,0.439383029,8.61,28.06,28.06,29.581,11,11.5375,3.425,24.63127583
3734,693,0.439383029,8.61,28.06,28.06,29.581,11,16.1525,3.425,24.46981123
3735,693,0.439383029,8.61,28.06,28.06,29.581,11,20.7675,3.425,25.4627811
3736,694,0.439383029,12.78,23.89,23.89,28.754,11,2.825,1.575,23.3380145
3737,694,0.439383029,12.78,23.89,23.89,28.754,11,4.615,1.575,23.81806094
3738,694,0.439383029,12.78,23.89,23.89,28.754,11,9.23,1.575,23.12267857
3739,694,0.439383029,12.78,23.89,23.89,28.754,11,13.845,1.575,22.94560326
3740,694,0.439383029,12.78,23.89,23.89,28.754,11,18.46,1.575,23.10961269
3741,694,0.439383029,12.78,23.89,23.89,28.754,11,23.075,1.575,23.73985044
3742,694,0.439383029,12.78,23.89,23.89,28.754,11,24.875,1.575,23.27038915
3743,694,0.439383029,12.78,23.89,23.89,28.754,11,6.9225,3.425,23.09224868
3744,694,0.439383029,12.78,23.89,23.89,28.754,11,11.5375,3.425,22.5437108
3745,694,0.439383029,12.78,23.89,23.89,28.754,11,16.1525,3.425,22.65230325
3746,694,0.439383029,12.78,23.89,23.89,28.754,11,20.7675,3.425,23.03573061
3747,695,0.439383029,12.78,23.89,23.89,30.282,11,2.825,1.575,23.4239784
3748,695,0.439383029,12.78,23.89,23.89,30.282,11,4.615,1.575,23.91245587
3749,695,0.439383029,12.78,23.89,23.89,30.282,11,9.23,1.575,23.21533811
3750,695,0.439383029,12.78,23.89,23.89,30.282,11,13.845,1.575,23.04091234
3751,695,0.439383029,12.78,23.89,23.89,30.282,11,18.46,1.575,23.09402895
3752,695,0.439383029,12.78,23.89,23.89,30.282,11,23.075,1.575,23.80443771
3753,695,0.439383029,12.78,23.89,23.89,30.282,11,24.875,1.575,23.27381236
3754,695,0.439383029,12.78,23.89,23.89,30.282,11,6.9225,3.425,22.99609778
3755,695,0.439383029,12.78,23.89,23.89,30.282,11,11.5375,3.425,22.53482766
3756,695,0.439383029,12.78,23.89,23.89,30.282,11,16.1525,3.425,22.68435854
3757,695,0.439383029,12.78,23.89,23.89,30.282,11,20.7675,3.425,23.05902884
3758,696,0.439383029,12.78,23.89,23.89,31.671,11,2.825,1.575,23.33912164
3759,696,0.439383029,12.78,23.89,23.89,31.671,11,4.615,1.575,23.87273297
3760,696,0.439383029,12.78,23.89,23.89,31.671,11,9.23,1.575,23.43289015
3761,696,0.439383029,12.78,23.89,23.89,31.671,11,13.845,1.575,23.05478712
3762,696,0.439383029,12.78,23.89,23.89,31.671,11,18.46,1.575,23.17901379
3763,696,0.439383029,12.78,23.89,23.89,31.671,11,23.075,1.575,23.88635878
3764,696,0.439383029,12.78,23.89,23.89,31.671,11,24.875,1.575,23.27022224
3765,696,0.439383029,12.78,23.89,23.89,31.671,11,6.9225,3.425,23.43003615
3766,696,0.439383029,12.78,23.89,23.89,31.671,11,11.5375,3.425,22.57307181
3767,696,0.439383029,12.78,23.89,23.89,31.671,11,16.1525,3.425,22.70813226
3768,696,0.439383029,12.78,23.89,23.89,31.671,11,20.7675,3.425,23.11074068
3769,697,0.439383029,12.78,25.97,25.97,28.754,11,2.825,1.575,24.9183865
3770,697,0.439383029,12.78,25.97,25.97,28.754,11,4.615,1.575,25.19423303
3771,697,0.439383029,12.78,25.97,25.97,28.754,11,9.23,1.575,24.89401388
3772,697,0.439383029,12.78,25.97,25.97,28.754,11,13.845,1.575,24.36124629
3773,697,0.439383029,12.78,25.97,25.97,28.754,11,18.46,1.575,24.40977581
3774,697,0.439383029,12.78,25.97,25.97,28.754,11,23.075,1.575,25.27294956
3775,697,0.439383029,12.78,25.97,25.97,28.754,11,24.875,1.575,24.83321663
3776,697,0.439383029,12.78,25.97,25.97,28.754,11,6.9225,3.425,24.8983334
3777,697,0.439383029,12.78,25.97,25.97,28.754,11,11.5375,3.425,24.09861691
3778,697,0.439383029,12.78,25.97,25.97,28.754,11,16.1525,3.425,23.97746286
3779,697,0.439383029,12.78,25.97,25.97,28.754,11,20.7675,3.425,24.48827352
3780,698,0.439383029,12.78,25.97,25.97,30.282,11,2.825,1.575,24.98443358
3781,698,0.439383029,12.78,25.97,25.97,30.282,11,4.615,1.575,25.19038957
3782,698,0.439383029,12.78,25.97,25.97,30.282,11,9.23,1.575,24.77718112
3783,698,0.439383029,12.78,25.97,25.97,30.282,11,13.845,1.575,24.34796741
3784,698,0.439383029,12.78,25.97,25.97,30.282,11,18.46,1.575,24.43772623
3785,698,0.439383029,12.78,25.97,25.97,30.282,11,23.075,1.575,25.33187427
3786,698,0.439383029,12.78,25.97,25.97,30.282,11,24.875,1.575,24.78082078
3787,698,0.439383029,12.78,25.97,25.97,30.282,11,6.9225,3.425,24.71482901
3788,698,0.439383029,12.78,25.97,25.97,30.282,11,11.5375,3.425,24.0147567
3789,698,0.439383029,12.78,25.97,25.97,30.282,11,16.1525,3.425,24.07786454
3790,698,0.439383029,12.78,25.97,25.97,30.282,11,20.7675,3.425,24.35531021
3791,699,0.439383029,12.78,25.97,25.97,31.671,11,2.825,1.575,25.0039171
3792,699,0.439383029,12.78,25.97,25.97,31.671,11,4.615,1.575,25.33331202
3793,699,0.439383029,12.78,25.97,25.97,31.671,11,9.23,1.575,24.84597629
3794,699,0.439383029,12.78,25.97,25.97,31.671,11,13.845,1.575,24.46552325
3795,699,0.439383029,12.78,25.97,25.97,31.671,11,18.46,1.575,24.60952298
3796,699,0.439383029,12.78,25.97,25.97,31.671,11,23.075,1.575,25.42091426
3797,699,0.439383029,12.78,25.97,25.97,31.671,11,24.875,1.575,24.88744449
3798,699,0.439383029,12.78,25.97,25.97,31.671,11,6.9225,3.425,24.78046564
3799,699,0.439383029,12.78,25.97,25.97,31.671,11,11.5375,3.425,24.26053091
3800,699,0.439383029,12.78,25.97,25.97,31.671,11,16.1525,3.425,23.94991725
3801,699,0.439383029,12.78,25.97,25.97,31.671,11,20.7675,3.425,24.6475049
3802,700,0.439383029,12.78,28.06,28.06,28.754,11,2.825,1.575,26.50243041
3803,700,0.439383029,12.78,28.06,28.06,28.754,11,4.615,1.575,26.68553835
3804,700,0.439383029,12.78,28.06,28.06,28.754,11,9.23,1.575,26.13990667
3805,700,0.439383029,12.78,28.06,28.06,28.754,11,13.845,1.575,25.68510406
3806,700,0.439383029,12.78,28.06,28.06,28.754,11,18.46,1.575,26.28821321
3807,700,0.439383029,12.78,28.06,28.06,28.754,11,23.075,1.575,26.6357441
3808,700,0.439383029,12.78,28.06,28.06,28.754,11,24.875,1.575,26.41822777
3809,700,0.439383029,12.78,28.06,28.06,28.754,11,6.9225,3.425,26.19526753
3810,700,0.439383029,12.78,28.06,28.06,28.754,11,11.5375,3.425,25.49968355
3811,700,0.439383029,12.78,28.06,28.06,28.754,11,16.1525,3.425,25.37857613
3812,700,0.439383029,12.78,28.06,28.06,28.754,11,20.7675,3.425,26.23151841
3813,701,0.439383029,12.78,28.06,28.06,30.282,11,2.825,1.575,26.54101822
3814,701,0.439383029,12.78,28.06,28.06,30.282,11,4.615,1.575,26.78289316
3815,701,0.439383029,12.78,28.06,28.06,30.282,11,9.23,1.575,26.23060539
3816,701,0.439383029,12.78,28.06,28.06,30.282,11,13.845,1.575,25.66148603
3817,701,0.439383029,12.78,28.06,28.06,30.282,11,18.46,1.575,26.28506834
3818,701,0.439383029,12.78,28.06,28.06,30.282,11,23.075,1.575,26.80431101
3819,701,0.439383029,12.78,28.06,28.06,30.282,11,24.875,1.575,26.44647069
3820,701,0.439383029,12.78,28.06,28.06,30.282,11,6.9225,3.425,26.28692952
3821,701,0.439383029,12.78,28.06,28.06,30.282,11,11.5375,3.425,25.65134755
3822,701,0.439383029,12.78,28.06,28.06,30.282,11,16.1525,3.425,25.40172315
3823,701,0.439383029,12.78,28.06,28.06,30.282,11,20.7675,3.425,26.18340249
3824,702,0.439383029,12.78,28.06,28.06,31.671,11,2.825,1.575,26.59553007
3825,702,0.439383029,12.78,28.06,28.06,31.671,11,4.615,1.575,26.88638564
3826,702,0.439383029,12.78,28.06,28.06,31.671,11,9.23,1.575,26.1360048
3827,702,0.439383029,12.78,28.06,28.06,31.671,11,13.845,1.575,25.87644002
3828,702,0.439383029,12.78,28.06,28.06,31.671,11,18.46,1.575,26.28231156
3829,702,0.439383029,12.78,28.06,28.06,31.671,11,23.075,1.575,26.7389513
3830,702,0.439383029,12.78,28.06,28.06,31.671,11,24.875,1.575,26.43914271
3831,702,0.439383029,12.78,28.06,28.06,31.671,11,6.9225,3.425,26.2172621
3832,702,0.439383029,12.78,28.06,28.06,31.671,11,11.5375,3.425,25.84079677
3833,702,0.439383029,12.78,28.06,28.06,31.671,11,16.1525,3.425,25.43665815
3834,702,0.439383029,12.78,28.06,28.06,31.671,11,20.7675,3.425,26.18971054
3835,703,0.505868619,4.44,23.89,23.89,24.584,11,2.825,1.575,21.72500752
3836,703,0.505868619,4.44,23.89,23.89,24.584,11,4.615,1.575,21.8594442
3837,703,0.505868619,4.44,23.89,23.89,24.584,11,9.23,1.575,21.22501018
3838,703,0.505868619,4.44,23.89,23.89,24.584,11,13.845,1.575,20.86213901
3839,703,0.505868619,4.44,23.89,23.89,24.584,11,18.46,1.575,21.24238538
3840,703,0.505868619,4.44,23.89,23.89,24.584,11,23.075,1.575,21.88799525
3841,703,0.505868619,4.44,23.89,23.89,24.584,11,24.875,1.575,21.60162669
3842,703,0.505868619,4.44,23.89,23.89,24.584,11,6.9225,3.425,21.14404408
3843,703,0.505868619,4.44,23.89,23.89,24.584,11,11.5375,3.425,20.18002817
3844,703,0.505868619,4.44,23.89,23.89,24.584,11,16.1525,3.425,20.41180899
3845,703,0.505868619,4.44,23.89,23.89,24.584,11,20.7675,3.425,21.47411354
3846,704,0.505868619,4.44,23.89,23.89,26.112,11,2.825,1.575,21.8288894
3847,704,0.505868619,4.44,23.89,23.89,26.112,11,4.615,1.575,22.08989051
3848,704,0.505868619,4.44,23.89,23.89,26.112,11,9.23,1.575,21.38247111
3849,704,0.505868619,4.44,23.89,23.89,26.112,11,13.845,1.575,20.86994422
3850,704,0.505868619,4.44,23.89,23.89,26.112,11,18.46,1.575,21.1379986
3851,704,0.505868619,4.44,23.89,23.89,26.112,11,23.075,1.575,22.12492972
3852,704,0.505868619,4.44,23.89,23.89,26.112,11,24.875,1.575,21.64744004
3853,704,0.505868619,4.44,23.89,23.89,26.112,11,6.9225,3.425,21.28059722
3854,704,0.505868619,4.44,23.89,23.89,26.112,11,11.5375,3.425,20.30309656
3855,704,0.505868619,4.44,23.89,23.89,26.112,11,16.1525,3.425,20.44832866
3856,704,0.505868619,4.44,23.89,23.89,26.112,11,20.7675,3.425,21.23968752
3857,705,0.505868619,4.44,23.89,23.89,27.501,11,2.825,1.575,21.77035467
3858,705,0.505868619,4.44,23.89,23.89,27.501,11,4.615,1.575,22.00548328
3859,705,0.505868619,4.44,23.89,23.89,27.501,11,9.23,1.575,21.27026948
3860,705,0.505868619,4.44,23.89,23.89,27.501,11,13.845,1.575,20.97148813
3861,705,0.505868619,4.44,23.89,23.89,27.501,11,18.46,1.575,21.28763529
3862,705,0.505868619,4.44,23.89,23.89,27.501,11,23.075,1.575,22.12034833
3863,705,0.505868619,4.44,23.89,23.89,27.501,11,24.875,1.575,21.64544269
3864,705,0.505868619,4.44,23.89,23.89,27.501,11,6.9225,3.425,21.14976251
3865,705,0.505868619,4.44,23.89,23.89,27.501,11,11.5375,3.425,20.58086146
3866,705,0.505868619,4.44,23.89,23.89,27.501,11,16.1525,3.425,20.41186132
3867,705,0.505868619,4.44,23.89,23.89,27.501,11,20.7675,3.425,21.12397703
3868,706,0.505868619,4.44,25.97,25.97,24.584,11,2.825,1.575,23.41684027
3869,706,0.505868619,4.44,25.97,25.97,24.584,11,4.615,1.575,23.49938405
3870,706,0.505868619,4.44,25.97,25.97,24.584,11,9.23,1.575,22.85258881
3871,706,0.505868619,4.44,25.97,25.97,24.584,11,13.845,1.575,21.91411001
3872,706,0.505868619,4.44,25.97,25.97,24.584,11,18.46,1.575,22.93162184
3873,706,0.505868619,4.44,25.97,25.97,24.584,11,23.075,1.575,23.4167175
3874,706,0.505868619,4.44,25.97,25.97,24.584,11,24.875,1.575,23.11256045
3875,706,0.505868619,4.44,25.97,25.97,24.584,11,6.9225,3.425,22.64586617
3876,706,0.505868619,4.44,25.97,25.97,24.584,11,11.5375,3.425,21.81964573
3877,706,0.505868619,4.44,25.97,25.97,24.584,11,16.1525,3.425,21.67593809
3878,706,0.505868619,4.44,25.97,25.97,24.584,11,20.7675,3.425,22.79039343
3879,707,0.505868619,4.44,25.97,25.97,26.112,11,2.825,1.575,23.38925377
3880,707,0.505868619,4.44,25.97,25.97,26.112,11,4.615,1.575,23.50439331
3881,707,0.505868619,4.44,25.97,25.97,26.112,11,9.23,1.575,22.75476376
3882,707,0.505868619,4.44,25.97,25.97,26.112,11,13.845,1.575,22.34538209
3883,707,0.505868619,4.44,25.97,25.97,26.112,11,18.46,1.575,22.86628156
3884,707,0.505868619,4.44,25.97,25.97,26.112,11,23.075,1.575,23.46350492
3885,707,0.505868619,4.44,25.97,25.97,26.112,11,24.875,1.575,23.17649081
3886,707,0.505868619,4.44,25.97,25.97,26.112,11,6.9225,3.425,22.69904451
3887,707,0.505868619,4.44,25.97,25.97,26.112,11,11.5375,3.425,21.74238341
3888,707,0.505868619,4.44,25.97,25.97,26.112,11,16.1525,3.425,21.97877848
3889,707,0.505868619,4.44,25.97,25.97,26.112,11,20.7675,3.425,23.06464901
3890,708,0.505868619,4.44,25.97,25.97,27.501,11,2.825,1.575,23.28542482
3891,708,0.505868619,4.44,25.97,25.97,27.501,11,4.615,1.575,23.50917215
3892,708,0.505868619,4.44,25.97,25.97,27.501,11,9.23,1.575,22.8067817
3893,708,0.505868619,4.44,25.97,25.97,27.501,11,13.845,1.575,21.98707479
3894,708,0.505868619,4.44,25.97,25.97,27.501,11,18.46,1.575,22.86344731
3895,708,0.505868619,4.44,25.97,25.97,27.501,11,23.075,1.575,23.52105319
3896,708,0.505868619,4.44,25.97,25.97,27.501,11,24.875,1.575,23.19977706
3897,708,0.505868619,4.44,25.97,25.97,27.501,11,6.9225,3.425,22.96662424
3898,708,0.505868619,4.44,25.97,25.97,27.501,11,11.5375,3.425,21.84911341
3899,708,0.505868619,4.44,25.97,25.97,27.501,11,16.1525,3.425,21.79126886
3900,708,0.505868619,4.44,25.97,25.97,27.501,11,20.7675,3.425,22.99439665
3901,709,0.505868619,4.44,28.06,28.06,24.584,11,2.825,1.575,24.8945893
3902,709,0.505868619,4.44,28.06,28.06,24.584,11,4.615,1.575,25.05528573
3903,709,0.505868619,4.44,28.06,28.06,24.584,11,9.23,1.575,24.17941979
3904,709,0.505868619,4.44,28.06,28.06,24.584,11,13.845,1.575,23.48152251
3905,709,0.505868619,4.44,28.06,28.06,24.584,11,18.46,1.575,24.63678853
3906,709,0.505868619,4.44,28.06,28.06,24.584,11,23.075,1.575,24.95222408
3907,709,0.505868619,4.44,28.06,28.06,24.584,11,24.875,1.575,24.66342537
3908,709,0.505868619,4.44,28.06,28.06,24.584,11,6.9225,3.425,24.33100939
3909,709,0.505868619,4.44,28.06,28.06,24.584,11,11.5375,3.425,23.40753576
3910,709,0.505868619,4.44,28.06,28.06,24.584,11,16.1525,3.425,23.29223048
3911,709,0.505868619,4.44,28.06,28.06,24.584,11,20.7675,3.425,24.57834914
3912,710,0.505868619,4.44,28.06,28.06,26.112,11,2.825,1.575,25.05765561
3913,710,0.505868619,4.44,28.06,28.06,26.112,11,4.615,1.575,25.13495824
3914,710,0.505868619,4.44,28.06,28.06,26.112,11,9.23,1.575,24.20108177
3915,710,0.505868619,4.44,28.06,28.06,26.112,11,13.845,1.575,23.86072759
3916,710,0.505868619,4.44,28.06,28.06,26.112,11,18.46,1.575,24.65973372
3917,710,0.505868619,4.44,28.06,28.06,26.112,11,23.075,1.575,25.03466169
3918,710,0.505868619,4.44,28.06,28.06,26.112,11,24.875,1.575,24.74503679
3919,710,0.505868619,4.44,28.06,28.06,26.112,11,6.9225,3.425,24.19293656
3920,710,0.505868619,4.44,28.06,28.06,26.112,11,11.5375,3.425,23.54158086
3921,710,0.505868619,4.44,28.06,28.06,26.112,11,16.1525,3.425,23.22373623
3922,710,0.505868619,4.44,28.06,28.06,26.112,11,20.7675,3.425,24.87646974
3923,711,0.505868619,4.44,28.06,28.06,27.501,11,2.825,1.575,24.85839688
3924,711,0.505868619,4.44,28.06,28.06,27.501,11,4.615,1.575,25.05529374
3925,711,0.505868619,4.44,28.06,28.06,27.501,11,9.23,1.575,24.41376153
3926,711,0.505868619,4.44,28.06,28.06,27.501,11,13.845,1.575,23.28239287
3927,711,0.505868619,4.44,28.06,28.06,27.501,11,18.46,1.575,24.52684597
3928,711,0.505868619,4.44,28.06,28.06,27.501,11,23.075,1.575,25.01981586
3929,711,0.505868619,4.44,28.06,28.06,27.501,11,24.875,1.575,24.69620218
3930,711,0.505868619,4.44,28.06,28.06,27.501,11,6.9225,3.425,24.43045811
3931,711,0.505868619,4.44,28.06,28.06,27.501,11,11.5375,3.425,23.26133211
3932,711,0.505868619,4.44,28.06,28.06,27.501,11,16.1525,3.425,23.12592134
3933,711,0.505868619,4.44,28.06,28.06,27.501,11,20.7675,3.425,24.39691428
3934,712,0.505868619,8.61,23.89,23.89,26.664,11,2.825,1.575,22.4675448
3935,712,0.505868619,8.61,23.89,23.89,26.664,11,4.615,1.575,22.97380203
3936,712,0.505868619,8.61,23.89,23.89,26.664,11,9.23,1.575,22.2476997
3937,712,0.505868619,8.61,23.89,23.89,26.664,11,13.845,1.575,21.88535668
3938,712,0.505868619,8.61,23.89,23.89,26.664,11,18.46,1.575,21.96046987
3939,712,0.505868619,8.61,23.89,23.89,26.664,11,23.075,1.575,22.90443466
3940,712,0.505868619,8.61,23.89,23.89,26.664,11,24.875,1.575,22.25982628
3941,712,0.505868619,8.61,23.89,23.89,26.664,11,6.9225,3.425,22.17632253
3942,712,0.505868619,8.61,23.89,23.89,26.664,11,11.5375,3.425,21.39855522
3943,712,0.505868619,8.61,23.89,23.89,26.664,11,16.1525,3.425,21.49265366
3944,712,0.505868619,8.61,23.89,23.89,26.664,11,20.7675,3.425,22.01316274
3945,713,0.505868619,8.61,23.89,23.89,28.192,11,2.825,1.575,22.54015072
3946,713,0.505868619,8.61,23.89,23.89,28.192,11,4.615,1.575,23.01850327
3947,713,0.505868619,8.61,23.89,23.89,28.192,11,9.23,1.575,22.13265786
3948,713,0.505868619,8.61,23.89,23.89,28.192,11,13.845,1.575,21.75143385
3949,713,0.505868619,8.61,23.89,23.89,28.192,11,18.46,1.575,21.85534303
3950,713,0.505868619,8.61,23.89,23.89,28.192,11,23.075,1.575,22.95870664
3951,713,0.505868619,8.61,23.89,23.89,28.192,11,24.875,1.575,22.22147131
3952,713,0.505868619,8.61,23.89,23.89,28.192,11,6.9225,3.425,21.93201583
3953,713,0.505868619,8.61,23.89,23.89,28.192,11,11.5375,3.425,21.29797213
3954,713,0.505868619,8.61,23.89,23.89,28.192,11,16.1525,3.425,21.39461282
3955,713,0.505868619,8.61,23.89,23.89,28.192,11,20.7675,3.425,21.78260975
3956,714,0.505868619,8.61,23.89,23.89,29.581,11,2.825,1.575,22.46100819
3957,714,0.505868619,8.61,23.89,23.89,29.581,11,4.615,1.575,23.11632728
3958,714,0.505868619,8.61,23.89,23.89,29.581,11,9.23,1.575,22.16099383
3959,714,0.505868619,8.61,23.89,23.89,29.581,11,13.845,1.575,21.93463796
3960,714,0.505868619,8.61,23.89,23.89,29.581,11,18.46,1.575,21.89494397
3961,714,0.505868619,8.61,23.89,23.89,29.581,11,23.075,1.575,22.86405031
3962,714,0.505868619,8.61,23.89,23.89,29.581,11,24.875,1.575,22.36479162
3963,714,0.505868619,8.61,23.89,23.89,29.581,11,6.9225,3.425,22.18699497
3964,714,0.505868619,8.61,23.89,23.89,29.581,11,11.5375,3.425,21.5531228
3965,714,0.505868619,8.61,23.89,23.89,29.581,11,16.1525,3.425,21.32709524
3966,714,0.505868619,8.61,23.89,23.89,29.581,11,20.7675,3.425,22.10236644
3967,715,0.505868619,8.61,25.97,25.97,26.664,11,2.825,1.575,24.03806858
3968,715,0.505868619,8.61,25.97,25.97,26.664,11,4.615,1.575,24.32240844
3969,715,0.505868619,8.61,25.97,25.97,26.664,11,9.23,1.575,23.49071328
3970,715,0.505868619,8.61,25.97,25.97,26.664,11,13.845,1.575,23.11499589
3971,715,0.505868619,8.61,25.97,25.97,26.664,11,18.46,1.575,23.74490556
3972,715,0.505868619,8.61,25.97,25.97,26.664,11,23.075,1.575,24.54420981
3973,715,0.505868619,8.61,25.97,25.97,26.664,11,24.875,1.575,23.8926654
3974,715,0.505868619,8.61,25.97,25.97,26.664,11,6.9225,3.425,23.33704581
3975,715,0.505868619,8.61,25.97,25.97,26.664,11,11.5375,3.425,23.02200981
3976,715,0.505868619,8.61,25.97,25.97,26.664,11,16.1525,3.425,22.8485868
3977,715,0.505868619,8.61,25.97,25.97,26.664,11,20.7675,3.425,23.64513064
3978,716,0.505868619,8.61,25.97,25.97,28.192,11,2.825,1.575,24.00735652
3979,716,0.505868619,8.61,25.97,25.97,28.192,11,4.615,1.575,24.40862818
3980,716,0.505868619,8.61,25.97,25.97,28.192,11,9.23,1.575,23.45415501
3981,716,0.505868619,8.61,25.97,25.97,28.192,11,13.845,1.575,23.0634796
3982,716,0.505868619,8.61,25.97,25.97,28.192,11,18.46,1.575,23.70922465
3983,716,0.505868619,8.61,25.97,25.97,28.192,11,23.075,1.575,24.42674685
3984,716,0.505868619,8.61,25.97,25.97,28.192,11,24.875,1.575,23.85345969
3985,716,0.505868619,8.61,25.97,25.97,28.192,11,6.9225,3.425,23.37033554
3986,716,0.505868619,8.61,25.97,25.97,28.192,11,11.5375,3.425,22.81945933
3987,716,0.505868619,8.61,25.97,25.97,28.192,11,16.1525,3.425,22.80707589
3988,716,0.505868619,8.61,25.97,25.97,28.192,11,20.7675,3.425,23.55943182
3989,717,0.505868619,8.61,25.97,25.97,29.581,11,2.825,1.575,24.09880609
3990,717,0.505868619,8.61,25.97,25.97,29.581,11,4.615,1.575,24.52944644
3991,717,0.505868619,8.61,25.97,25.97,29.581,11,9.23,1.575,23.51846332
3992,717,0.505868619,8.61,25.97,25.97,29.581,11,13.845,1.575,23.18506841
3993,717,0.505868619,8.61,25.97,25.97,29.581,11,18.46,1.575,23.69623678
3994,717,0.505868619,8.61,25.97,25.97,29.581,11,23.075,1.575,24.53636472
3995,717,0.505868619,8.61,25.97,25.97,29.581,11,24.875,1.575,23.92215754
3996,717,0.505868619,8.61,25.97,25.97,29.581,11,6.9225,3.425,23.3466359
3997,717,0.505868619,8.61,25.97,25.97,29.581,11,11.5375,3.425,22.89461401
3998,717,0.505868619,8.61,25.97,25.97,29.581,11,16.1525,3.425,22.85807658
3999,717,0.505868619,8.61,25.97,25.97,29.581,11,20.7675,3.425,23.63019269
4000,718,0.505868619,8.61,28.06,28.06,26.664,11,2.825,1.575,25.58539286
4001,718,0.505868619,8.61,28.06,28.06,26.664,11,4.615,1.575,25.86655125
4002,718,0.505868619,8.61,28.06,28.06,26.664,11,9.23,1.575,25.03634596
4003,718,0.505868619,8.61,28.06,28.06,26.664,11,13.845,1.575,24.29457405
4004,718,0.505868619,8.61,28.06,28.06,26.664,11,18.46,1.575,25.40046202
4005,718,0.505868619,8.61,28.06,28.06,26.664,11,23.075,1.575,26.08698888
4006,718,0.505868619,8.61,28.06,28.06,26.664,11,24.875,1.575,25.57483977
4007,718,0.505868619,8.61,28.06,28.06,26.664,11,6.9225,3.425,25.12221156
4008,718,0.505868619,8.61,28.06,28.06,26.664,11,11.5375,3.425,24.23358346
4009,718,0.505868619,8.61,28.06,28.06,26.664,11,16.1525,3.425,24.17924849
4010,718,0.505868619,8.61,28.06,28.06,26.664,11,20.7675,3.425,25.34151513
4011,719,0.505868619,8.61,28.06,28.06,28.192,11,2.825,1.575,25.70604365
4012,719,0.505868619,8.61,28.06,28.06,28.192,11,4.615,1.575,25.97768202
4013,719,0.505868619,8.61,28.06,28.06,28.192,11,9.23,1.575,25.11512282
4014,719,0.505868619,8.61,28.06,28.06,28.192,11,13.845,1.575,24.33534927
4015,719,0.505868619,8.61,28.06,28.06,28.192,11,18.46,1.575,25.05943253
4016,719,0.505868619,8.61,28.06,28.06,28.192,11,23.075,1.575,26.13928937
4017,719,0.505868619,8.61,28.06,28.06,28.192,11,24.875,1.575,25.56988282
4018,719,0.505868619,8.61,28.06,28.06,28.192,11,6.9225,3.425,25.02985608
4019,719,0.505868619,8.61,28.06,28.06,28.192,11,11.5375,3.425,24.3610823
4020,719,0.505868619,8.61,28.06,28.06,28.192,11,16.1525,3.425,24.01011596
4021,719,0.505868619,8.61,28.06,28.06,28.192,11,20.7675,3.425,25.16225036
4022,720,0.505868619,8.61,28.06,28.06,29.581,11,2.825,1.575,25.55860633
4023,720,0.505868619,8.61,28.06,28.06,29.581,11,4.615,1.575,25.80436377
4024,720,0.505868619,8.61,28.06,28.06,29.581,11,9.23,1.575,25.00879181
4025,720,0.505868619,8.61,28.06,28.06,29.581,11,13.845,1.575,24.63818433
4026,720,0.505868619,8.61,28.06,28.06,29.581,11,18.46,1.575,25.21955738
4027,720,0.505868619,8.61,28.06,28.06,29.581,11,23.075,1.575,26.03243393
4028,720,0.505868619,8.61,28.06,28.06,29.581,11,24.875,1.575,25.55571231
4029,720,0.505868619,8.61,28.06,28.06,29.581,11,6.9225,3.425,24.7734073
4030,720,0.505868619,8.61,28.06,28.06,29.581,11,11.5375,3.425,24.21827816
4031,720,0.505868619,8.61,28.06,28.06,29.581,11,16.1525,3.425,24.34517821
4032,720,0.505868619,8.61,28.06,28.06,29.581,11,20.7675,3.425,25.17329005
4033,721,0.505868619,12.78,23.89,23.89,28.754,11,2.825,1.575,23.17917171
4034,721,0.505868619,12.78,23.89,23.89,28.754,11,4.615,1.575,23.59546601
4035,721,0.505868619,12.78,23.89,23.89,28.754,11,9.23,1.575,22.99261142
4036,721,0.505868619,12.78,23.89,23.89,28.754,11,13.845,1.575,22.71145923
