index,sim,saf,sat,ewt,ist,wit,n_occ,x,y,MRT
1639,420,0.60993302,8.61,25.97,25.97,29.581,7,13.845,1.575,26.72076574
1640,420,0.60993302,8.61,25.97,25.97,29.581,7,23.075,1.575,26.8839071
1641,420,0.60993302,8.61,25.97,25.97,29.581,7,24.875,1.575,27.03216869
1642,420,0.60993302,8.61,25.97,25.97,29.581,7,6.9225,3.425,26.86260874
1643,420,0.60993302,8.61,25.97,25.97,29.581,7,11.5375,3.425,26.81586915
1644,420,0.60993302,8.61,25.97,25.97,29.581,7,20.7675,3.425,26.82009219
1645,421,0.60993302,8.61,28.06,28.06,26.664,7,4.615,1.575,28.67926952
1646,421,0.60993302,8.61,28.06,28.06,26.664,7,13.845,1.575,28.46709567
1647,421,0.60993302,8.61,28.06,28.06,26.664,7,23.075,1.575,28.65300135
1648,421,0.60993302,8.61,28.06,28.06,26.664,7,24.875,1.575,28.65550989
1649,421,0.60993302,8.61,28.06,28.06,26.664,7,6.9225,3.425,28.54279971
1650,421,0.60993302,8.61,28.06,28.06,26.664,7,11.5375,3.425,28.48145798
1651,421,0.60993302,8.61,28.06,28.06,26.664,7,20.7675,3.425,28.47529567
1652,422,0.60993302,8.61,28.06,28.06,28.192,7,4.615,1.575,28.67435729
1653,422,0.60993302,8.61,28.06,28.06,28.192,7,13.845,1.575,28.47286031
1654,422,0.60993302,8.61,28.06,28.06,28.192,7,23.075,1.575,28.65403836
1655,422,0.60993302,8.61,28.06,28.06,28.192,7,24.875,1.575,28.71364904
1656,422,0.60993302,8.61,28.06,28.06,28.192,7,6.9225,3.425,28.57708753
1657,422,0.60993302,8.61,28.06,28.06,28.192,7,11.5375,3.425,28.5258803
1658,422,0.60993302,8.61,28.06,28.06,28.192,7,20.7675,3.425,28.51184222
1659,423,0.60993302,8.61,28.06,28.06,29.581,7,4.615,1.575,28.69535916
1660,423,0.60993302,8.61,28.06,28.06,29.581,7,13.845,1.575,28.48699269
1661,423,0.60993302,8.61,28.06,28.06,29.581,7,23.075,1.575,28.66901056
1662,423,0.60993302,8.61,28.06,28.06,29.581,7,24.875,1.575,28.78027687
1663,423,0.60993302,8.61,28.06,28.06,29.581,7,6.9225,3.425,28.61634181
1664,423,0.60993302,8.61,28.06,28.06,29.581,7,11.5375,3.425,28.58091505
1665,423,0.60993302,8.61,28.06,28.06,29.581,7,20.7675,3.425,28.5781022
1666,424,0.60993302,12.78,23.89,23.89,28.754,7,4.615,1.575,25.17870304
1667,424,0.60993302,12.78,23.89,23.89,28.754,7,13.845,1.575,25.05505528
1668,424,0.60993302,12.78,23.89,23.89,28.754,7,23.075,1.575,25.16835473
1669,424,0.60993302,12.78,23.89,23.89,28.754,7,24.875,1.575,25.29489564
1670,424,0.60993302,12.78,23.89,23.89,28.754,7,6.9225,3.425,25.20877394
1671,424,0.60993302,12.78,23.89,23.89,28.754,7,11.5375,3.425,25.1381177
1672,424,0.60993302,12.78,23.89,23.89,28.754,7,20.7675,3.425,25.16879362
1673,425,0.60993302,12.78,23.89,23.89,30.282,7,4.615,1.575,25.19314407
1674,425,0.60993302,12.78,23.89,23.89,30.282,7,13.845,1.575,25.06691364
1675,425,0.60993302,12.78,23.89,23.89,30.282,7,23.075,1.575,25.19019308
1676,425,0.60993302,12.78,23.89,23.89,30.282,7,24.875,1.575,25.3624098
1677,425,0.60993302,12.78,23.89,23.89,30.282,7,6.9225,3.425,25.2495921
1678,425,0.60993302,12.78,23.89,23.89,30.282,7,11.5375,3.425,25.19005409
1679,425,0.60993302,12.78,23.89,23.89,30.282,7,20.7675,3.425,25.22333766
1680,426,0.60993302,12.78,23.89,23.89,31.671,7,4.615,1.575,25.20513246
1681,426,0.60993302,12.78,23.89,23.89,31.671,7,13.845,1.575,25.08426981
1682,426,0.60993302,12.78,23.89,23.89,31.671,7,23.075,1.575,25.20317919
1683,426,0.60993302,12.78,23.89,23.89,31.671,7,24.875,1.575,25.42382934
1684,426,0.60993302,12.78,23.89,23.89,31.671,7,6.9225,3.425,25.28994503
1685,426,0.60993302,12.78,23.89,23.89,31.671,7,11.5375,3.425,25.23486174
1686,426,0.60993302,12.78,23.89,23.89,31.671,7,20.7675,3.425,25.26357556
1687,427,0.60993302,12.78,25.97,25.97,28.754,7,4.615,1.575,26.96689152
1688,427,0.60993302,12.78,25.97,25.97,28.754,7,13.845,1.575,26.81347072
1689,427,0.60993302,12.78,25.97,25.97,28.754,7,23.075,1.575,26.95015877
1690,427,0.60993302,12.78,25.97,25.97,28.754,7,24.875,1.575,27.0310251
1691,427,0.60993302,12.78,25.97,25.97,28.754,7,6.9225,3.425,26.95695556
1692,427,0.60993302,12.78,25.97,25.97,28.754,7,11.5375,3.425,26.86797649
1693,427,0.60993302,12.78,25.97,25.97,28.754,7,20.7675,3.425,26.89442109
1694,428,0.60993302,12.78,25.97,25.97,30.282,7,4.615,1.575,26.98506624
1695,428,0.60993302,12.78,25.97,25.97,30.282,7,13.845,1.575,26.837383
1696,428,0.60993302,12.78,25.97,25.97,30.282,7,23.075,1.575,26.95443525
1697,428,0.60993302,12.78,25.97,25.97,30.282,7,24.875,1.575,27.09175513
1698,428,0.60993302,12.78,25.97,25.97,30.282,7,6.9225,3.425,26.992125
1699,428,0.60993302,12.78,25.97,25.97,30.282,7,11.5375,3.425,26.93167745
1700,428,0.60993302,12.78,25.97,25.97,30.282,7,20.7675,3.425,26.94277776
1701,429,0.60993302,12.78,25.97,25.97,31.671,7,4.615,1.575,26.99352188
1702,429,0.60993302,12.78,25.97,25.97,31.671,7,13.845,1.575,26.8359285
1703,429,0.60993302,12.78,25.97,25.97,31.671,7,23.075,1.575,26.98003391
1704,429,0.60993302,12.78,25.97,25.97,31.671,7,24.875,1.575,27.15622936
1705,429,0.60993302,12.78,25.97,25.97,31.671,7,6.9225,3.425,27.02239737
1706,429,0.60993302,12.78,25.97,25.97,31.671,7,11.5375,3.425,26.96830957
1707,429,0.60993302,12.78,25.97,25.97,31.671,7,20.7675,3.425,26.98854582
1708,430,0.60993302,12.78,28.06,28.06,28.754,7,4.615,1.575,28.77700601
1709,430,0.60993302,12.78,28.06,28.06,28.754,7,13.845,1.575,28.58897162
1710,430,0.60993302,12.78,28.06,28.06,28.754,7,23.075,1.575,28.75099471
1711,430,0.60993302,12.78,28.06,28.06,28.754,7,24.875,1.575,28.78841631
1712,430,0.60993302,12.78,28.06,28.06,28.754,7,6.9225,3.425,28.70744937
1713,430,0.60993302,12.78,28.06,28.06,28.754,7,11.5375,3.425,28.61758303
1714,430,0.60993302,12.78,28.06,28.06,28.754,7,20.7675,3.425,28.63484394
1715,431,0.60993302,12.78,28.06,28.06,30.282,7,4.615,1.575,28.78562554
1716,431,0.60993302,12.78,28.06,28.06,30.282,7,13.845,1.575,28.60828324
1717,431,0.60993302,12.78,28.06,28.06,30.282,7,23.075,1.575,28.75722301
1718,431,0.60993302,12.78,28.06,28.06,30.282,7,24.875,1.575,28.84991392
1719,431,0.60993302,12.78,28.06,28.06,30.282,7,6.9225,3.425,28.7394897
1720,431,0.60993302,12.78,28.06,28.06,30.282,7,11.5375,3.425,28.70014535
1721,431,0.60993302,12.78,28.06,28.06,30.282,7,20.7675,3.425,28.69689695
1722,432,0.60993302,12.78,28.06,28.06,31.671,7,4.615,1.575,28.79430768
1723,432,0.60993302,12.78,28.06,28.06,31.671,7,13.845,1.575,28.60874738
1724,432,0.60993302,12.78,28.06,28.06,31.671,7,23.075,1.575,28.76044416
1725,432,0.60993302,12.78,28.06,28.06,31.671,7,24.875,1.575,28.91003122
1726,432,0.60993302,12.78,28.06,28.06,31.671,7,6.9225,3.425,28.77823765
1727,432,0.60993302,12.78,28.06,28.06,31.671,7,11.5375,3.425,28.70954315
1728,432,0.60993302,12.78,28.06,28.06,31.671,7,20.7675,3.425,28.72937355
1729,433,0.393132184,23.89,14.17,14.587,13.337,7,4.615,1.575,17.2049334
1730,433,0.393132184,23.89,14.17,14.587,13.337,7,13.845,1.575,17.29962758
1731,433,0.393132184,23.89,14.17,14.587,13.337,7,23.075,1.575,17.27590369
1732,433,0.393132184,23.89,14.17,14.587,13.337,7,24.875,1.575,16.96022038
1733,433,0.393132184,23.89,14.17,14.587,13.337,7,6.9225,3.425,17.22124124
1734,433,0.393132184,23.89,14.17,14.587,13.337,7,11.5375,3.425,17.21401723
1735,433,0.393132184,23.89,14.17,14.587,13.337,7,20.7675,3.425,17.23217056
1736,434,0.393132184,23.89,14.17,14.587,11.114,7,4.615,1.575,17.18512305
1737,434,0.393132184,23.89,14.17,14.587,11.114,7,13.845,1.575,17.28151056
1738,434,0.393132184,23.89,14.17,14.587,11.114,7,23.075,1.575,17.26088984
1739,434,0.393132184,23.89,14.17,14.587,11.114,7,24.875,1.575,16.87198637
1740,434,0.393132184,23.89,14.17,14.587,11.114,7,6.9225,3.425,17.14872502
1741,434,0.393132184,23.89,14.17,14.587,11.114,7,11.5375,3.425,17.14704768
1742,434,0.393132184,23.89,14.17,14.587,11.114,7,20.7675,3.425,17.16833655
1743,435,0.393132184,23.89,14.17,14.587,10.281,7,4.615,1.575,17.17735826
1744,435,0.393132184,23.89,14.17,14.587,10.281,7,13.845,1.575,17.27496857
1745,435,0.393132184,23.89,14.17,14.587,10.281,7,23.075,1.575,17.25562163
1746,435,0.393132184,23.89,14.17,14.587,10.281,7,24.875,1.575,16.83935462
1747,435,0.393132184,23.89,14.17,14.587,10.281,7,6.9225,3.425,17.12230792
1748,435,0.393132184,23.89,14.17,14.587,10.281,7,11.5375,3.425,17.12286977
1749,435,0.393132184,23.89,14.17,14.587,10.281,7,20.7675,3.425,17.14445335
1750,436,0.393132184,23.89,14.17,15.142,13.337,7,4.615,1.575,17.60600388
1751,436,0.393132184,23.89,14.17,15.142,13.337,7,13.845,1.575,17.69706459
1752,436,0.393132184,23.89,14.17,15.142,13.337,7,23.075,1.575,17.67973409
1753,436,0.393132184,23.89,14.17,15.142,13.337,7,24.875,1.575,17.36209185
1754,436,0.393132184,23.89,14.17,15.142,13.337,7,6.9225,3.425,17.6232203
1755,436,0.393132184,23.89,14.17,15.142,13.337,7,11.5375,3.425,17.619853
1756,436,0.393132184,23.89,14.17,15.142,13.337,7,20.7675,3.425,17.63723609
1757,437,0.393132184,23.89,14.17,15.142,11.114,7,4.615,1.575,17.58696195
1758,437,0.393132184,23.89,14.17,15.142,11.114,7,13.845,1.575,17.68020334
1759,437,0.393132184,23.89,14.17,15.142,11.114,7,23.075,1.575,17.66557103
1760,437,0.393132184,23.89,14.17,15.142,11.114,7,24.875,1.575,17.27420973
1761,437,0.393132184,23.89,14.17,15.142,11.114,7,6.9225,3.425,17.55039401
1762,437,0.393132184,23.89,14.17,15.142,11.114,7,11.5375,3.425,17.55315094
1763,437,0.393132184,23.89,14.17,15.142,11.114,7,20.7675,3.425,17.57369496
1764,438,0.393132184,23.89,14.17,15.142,10.281,7,4.615,1.575,17.58025423
1765,438,0.393132184,23.89,14.17,15.142,10.281,7,13.845,1.575,17.67361176
1766,438,0.393132184,23.89,14.17,15.142,10.281,7,23.075,1.575,17.65969482
1767,438,0.393132184,23.89,14.17,15.142,10.281,7,24.875,1.575,17.24130543
1768,438,0.393132184,23.89,14.17,15.142,10.281,7,6.9225,3.425,17.52466624
1769,438,0.393132184,23.89,14.17,15.142,10.281,7,11.5375,3.425,17.52915028
1770,438,0.393132184,23.89,14.17,15.142,10.281,7,20.7675,3.425,17.54966743
1771,439,0.393132184,23.89,15.56,15.977,13.337,7,4.615,1.575,18.38645208
1772,439,0.393132184,23.89,15.56,15.977,13.337,7,13.845,1.575,18.47658591
1773,439,0.393132184,23.89,15.56,15.977,13.337,7,23.075,1.575,18.45715507
1774,439,0.393132184,23.89,15.56,15.977,13.337,7,24.875,1.575,18.11518798
1775,439,0.393132184,23.89,15.56,15.977,13.337,7,6.9225,3.425,18.36504313
1776,439,0.393132184,23.89,15.56,15.977,13.337,7,11.5375,3.425,18.37168923
1777,439,0.393132184,23.89,15.56,15.977,13.337,7,20.7675,3.425,18.38514513
1778,440,0.393132184,23.89,15.56,15.977,11.114,7,4.615,1.575,18.3626692
1779,440,0.393132184,23.89,15.56,15.977,11.114,7,13.845,1.575,18.45948505
1780,440,0.393132184,23.89,15.56,15.977,11.114,7,23.075,1.575,18.44040892
1781,440,0.393132184,23.89,15.56,15.977,11.114,7,24.875,1.575,18.02693497
1782,440,0.393132184,23.89,15.56,15.977,11.114,7,6.9225,3.425,18.29913247
1783,440,0.393132184,23.89,15.56,15.977,11.114,7,11.5375,3.425,18.30204306
1784,440,0.393132184,23.89,15.56,15.977,11.114,7,20.7675,3.425,18.32176332
1785,441,0.393132184,23.89,15.56,15.977,10.281,7,4.615,1.575,18.35527284
1786,441,0.393132184,23.89,15.56,15.977,10.281,7,13.845,1.575,18.4535578
1787,441,0.393132184,23.89,15.56,15.977,10.281,7,23.075,1.575,18.43374833
1788,441,0.393132184,23.89,15.56,15.977,10.281,7,24.875,1.575,17.99411497
1789,441,0.393132184,23.89,15.56,15.977,10.281,7,6.9225,3.425,18.27485455
1790,441,0.393132184,23.89,15.56,15.977,10.281,7,11.5375,3.425,18.27779798
1791,441,0.393132184,23.89,15.56,15.977,10.281,7,20.7675,3.425,18.29737311
1792,442,0.393132184,23.89,15.56,16.532,13.337,7,4.615,1.575,18.78850904
1793,442,0.393132184,23.89,15.56,16.532,13.337,7,13.845,1.575,18.87675143
1794,442,0.393132184,23.89,15.56,16.532,13.337,7,23.075,1.575,18.86127087
1795,442,0.393132184,23.89,15.56,16.532,13.337,7,24.875,1.575,18.51706509
1796,442,0.393132184,23.89,15.56,16.532,13.337,7,6.9225,3.425,18.77040021
1797,442,0.393132184,23.89,15.56,16.532,13.337,7,11.5375,3.425,18.77487027
1798,442,0.393132184,23.89,15.56,16.532,13.337,7,20.7675,3.425,18.79073979
1799,443,0.393132184,23.89,15.56,16.532,11.114,7,4.615,1.575,18.76907307
1800,443,0.393132184,23.89,15.56,16.532,11.114,7,13.845,1.575,18.85998111
1801,443,0.393132184,23.89,15.56,16.532,11.114,7,23.075,1.575,18.84409777
1802,443,0.393132184,23.89,15.56,16.532,11.114,7,24.875,1.575,18.4293505
1803,443,0.393132184,23.89,15.56,16.532,11.114,7,6.9225,3.425,18.70613241
1804,443,0.393132184,23.89,15.56,16.532,11.114,7,11.5375,3.425,18.70743456
1805,443,0.393132184,23.89,15.56,16.532,11.114,7,20.7675,3.425,18.7260175
1806,444,0.393132184,23.89,15.56,16.532,10.281,7,4.615,1.575,18.76040353
1807,444,0.393132184,23.89,15.56,16.532,10.281,7,13.845,1.575,18.85395232
1808,444,0.393132184,23.89,15.56,16.532,10.281,7,23.075,1.575,18.83826864
1809,444,0.393132184,23.89,15.56,16.532,10.281,7,24.875,1.575,18.3971243
1810,444,0.393132184,23.89,15.56,16.532,10.281,7,6.9225,3.425,18.68209121
1811,444,0.393132184,23.89,15.56,16.532,10.281,7,11.5375,3.425,18.68455314
1812,444,0.393132184,23.89,15.56,16.532,10.281,7,20.7675,3.425,18.7026058
1813,445,0.393132184,23.89,18.33,18.747,13.337,7,4.615,1.575,20.74396273
1814,445,0.393132184,23.89,18.33,18.747,13.337,7,13.845,1.575,20.83200436
1815,445,0.393132184,23.89,18.33,18.747,13.337,7,23.075,1.575,20.82873128
1816,445,0.393132184,23.89,18.33,18.747,13.337,7,24.875,1.575,20.42618644
1817,445,0.393132184,23.89,18.33,18.747,13.337,7,6.9225,3.425,20.67387296
1818,445,0.393132184,23.89,18.33,18.747,13.337,7,11.5375,3.425,20.67356788
1819,445,0.393132184,23.89,18.33,18.747,13.337,7,20.7675,3.425,20.68874061
1820,446,0.393132184,23.89,18.33,18.747,11.114,7,4.615,1.575,20.72396022
1821,446,0.393132184,23.89,18.33,18.747,11.114,7,13.845,1.575,20.81397094
1822,446,0.393132184,23.89,18.33,18.747,11.114,7,23.075,1.575,20.81247574
1823,446,0.393132184,23.89,18.33,18.747,11.114,7,24.875,1.575,20.33991486
1824,446,0.393132184,23.89,18.33,18.747,11.114,7,6.9225,3.425,20.61408993
1825,446,0.393132184,23.89,18.33,18.747,11.114,7,11.5375,3.425,20.60955068
1826,446,0.393132184,23.89,18.33,18.747,11.114,7,20.7675,3.425,20.62521096
1827,447,0.393132184,23.89,18.33,18.747,10.281,7,4.615,1.575,20.71670087
1828,447,0.393132184,23.89,18.33,18.747,10.281,7,13.845,1.575,20.80515111
1829,447,0.393132184,23.89,18.33,18.747,10.281,7,23.075,1.575,20.80635652
1830,447,0.393132184,23.89,18.33,18.747,10.281,7,24.875,1.575,20.30773569
1831,447,0.393132184,23.89,18.33,18.747,10.281,7,6.9225,3.425,20.59151002
1832,447,0.393132184,23.89,18.33,18.747,10.281,7,11.5375,3.425,20.58767491
1833,447,0.393132184,23.89,18.33,18.747,10.281,7,20.7675,3.425,20.60361512
1834,448,0.393132184,23.89,18.33,19.302,13.337,7,4.615,1.575,21.15203594
1835,448,0.393132184,23.89,18.33,19.302,13.337,7,13.845,1.575,21.23094441
1836,448,0.393132184,23.89,18.33,19.302,13.337,7,23.075,1.575,21.23190024
1837,448,0.393132184,23.89,18.33,19.302,13.337,7,24.875,1.575,20.82949946
1838,448,0.393132184,23.89,18.33,19.302,13.337,7,6.9225,3.425,21.08621211
1839,448,0.393132184,23.89,18.33,19.302,13.337,7,11.5375,3.425,21.08028365
1840,448,0.393132184,23.89,18.33,19.302,13.337,7,20.7675,3.425,21.09547641
1841,449,0.393132184,23.89,18.33,19.302,11.114,7,4.615,1.575,21.13092245
1842,449,0.393132184,23.89,18.33,19.302,11.114,7,13.845,1.575,21.21262249
1843,449,0.393132184,23.89,18.33,19.302,11.114,7,23.075,1.575,21.21306131
1844,449,0.393132184,23.89,18.33,19.302,11.114,7,24.875,1.575,20.74229254
1845,449,0.393132184,23.89,18.33,19.302,11.114,7,6.9225,3.425,21.0241349
1846,449,0.393132184,23.89,18.33,19.302,11.114,7,11.5375,3.425,21.0188156
1847,449,0.393132184,23.89,18.33,19.302,11.114,7,20.7675,3.425,21.03306101
1848,450,0.393132184,23.89,18.33,19.302,10.281,7,4.615,1.575,21.1234387
1849,450,0.393132184,23.89,18.33,19.302,10.281,7,13.845,1.575,21.20564129
1850,450,0.393132184,23.89,18.33,19.302,10.281,7,23.075,1.575,21.20189544
1851,450,0.393132184,23.89,18.33,19.302,10.281,7,24.875,1.575,20.7102652
1852,450,0.393132184,23.89,18.33,19.302,10.281,7,6.9225,3.425,21.00145003
1853,450,0.393132184,23.89,18.33,19.302,10.281,7,11.5375,3.425,20.99694951
1854,450,0.393132184,23.89,18.33,19.302,10.281,7,20.7675,3.425,21.00678258
1855,451,0.393132184,29.44,14.17,14.587,14.727,7,4.615,1.575,17.31687333
1856,451,0.393132184,29.44,14.17,14.587,14.727,7,13.845,1.575,17.39813153
1857,451,0.393132184,29.44,14.17,14.587,14.727,7,23.075,1.575,17.367677
1858,451,0.393132184,29.44,14.17,14.587,14.727,7,24.875,1.575,17.06161254
1859,451,0.393132184,29.44,14.17,14.587,14.727,7,6.9225,3.425,17.35205808
1860,451,0.393132184,29.44,14.17,14.587,14.727,7,11.5375,3.425,17.34530976
1861,451,0.393132184,29.44,14.17,14.587,14.727,7,20.7675,3.425,17.35537738
1862,452,0.393132184,29.44,14.17,14.587,12.504,7,4.615,1.575,17.29649557
1863,452,0.393132184,29.44,14.17,14.587,12.504,7,13.845,1.575,17.3803975
1864,452,0.393132184,29.44,14.17,14.587,12.504,7,23.075,1.575,17.34677684
1865,452,0.393132184,29.44,14.17,14.587,12.504,7,24.875,1.575,16.96878697
1866,452,0.393132184,29.44,14.17,14.587,12.504,7,6.9225,3.425,17.28705305
1867,452,0.393132184,29.44,14.17,14.587,12.504,7,11.5375,3.425,17.28342822
1868,452,0.393132184,29.44,14.17,14.587,12.504,7,20.7675,3.425,17.29106664
1869,453,0.393132184,29.44,14.17,14.587,11.671,7,4.615,1.575,17.28878429
1870,453,0.393132184,29.44,14.17,14.587,11.671,7,13.845,1.575,17.37422109
1871,453,0.393132184,29.44,14.17,14.587,11.671,7,23.075,1.575,17.33937748
1872,453,0.393132184,29.44,14.17,14.587,11.671,7,24.875,1.575,16.93444445
1873,453,0.393132184,29.44,14.17,14.587,11.671,7,6.9225,3.425,17.26202146
1874,453,0.393132184,29.44,14.17,14.587,11.671,7,11.5375,3.425,17.25898009
1875,453,0.393132184,29.44,14.17,14.587,11.671,7,20.7675,3.425,17.2672164
1876,454,0.393132184,29.44,14.17,15.142,14.727,7,4.615,1.575,17.72048067
1877,454,0.393132184,29.44,14.17,15.142,14.727,7,13.845,1.575,17.79653526
1878,454,0.393132184,29.44,14.17,15.142,14.727,7,23.075,1.575,17.77152785
1879,454,0.393132184,29.44,14.17,15.142,14.727,7,24.875,1.575,17.46223089
1880,454,0.393132184,29.44,14.17,15.142,14.727,7,6.9225,3.425,17.7587517
1881,454,0.393132184,29.44,14.17,15.142,14.727,7,11.5375,3.425,17.75326088
1882,454,0.393132184,29.44,14.17,15.142,14.727,7,20.7675,3.425,17.76050653
1883,455,0.393132184,29.44,14.17,15.142,12.504,7,4.615,1.575,17.70033314
1884,455,0.393132184,29.44,14.17,15.142,12.504,7,13.845,1.575,17.77974291
1885,455,0.393132184,29.44,14.17,15.142,12.504,7,23.075,1.575,17.75524156
1886,455,0.393132184,29.44,14.17,15.142,12.504,7,24.875,1.575,17.37123505
1887,455,0.393132184,29.44,14.17,15.142,12.504,7,6.9225,3.425,17.69223747
1888,455,0.393132184,29.44,14.17,15.142,12.504,7,11.5375,3.425,17.68902284
1889,455,0.393132184,29.44,14.17,15.142,12.504,7,20.7675,3.425,17.69702603
1890,456,0.393132184,29.44,14.17,15.142,11.671,7,4.615,1.575,17.69333615
1891,456,0.393132184,29.44,14.17,15.142,11.671,7,13.845,1.575,17.77097288
1892,456,0.393132184,29.44,14.17,15.142,11.671,7,23.075,1.575,17.74837432
1893,456,0.393132184,29.44,14.17,15.142,11.671,7,24.875,1.575,17.3372651
1894,456,0.393132184,29.44,14.17,15.142,11.671,7,6.9225,3.425,17.66774966
1895,456,0.393132184,29.44,14.17,15.142,11.671,7,11.5375,3.425,17.66424663
1896,456,0.393132184,29.44,14.17,15.142,11.671,7,20.7675,3.425,17.67363724
1897,457,0.393132184,29.44,15.56,15.977,14.727,7,4.615,1.575,18.50036
1898,457,0.393132184,29.44,15.56,15.977,14.727,7,13.845,1.575,18.57370719
1899,457,0.393132184,29.44,15.56,15.977,14.727,7,23.075,1.575,18.54877032
1900,457,0.393132184,29.44,15.56,15.977,14.727,7,24.875,1.575,18.2146126
1901,457,0.393132184,29.44,15.56,15.977,14.727,7,6.9225,3.425,18.50541015
1902,457,0.393132184,29.44,15.56,15.977,14.727,7,11.5375,3.425,18.49807661
1903,457,0.393132184,29.44,15.56,15.977,14.727,7,20.7675,3.425,18.50955335
1904,458,0.393132184,29.44,15.56,15.977,12.504,7,4.615,1.575,18.48036272
1905,458,0.393132184,29.44,15.56,15.977,12.504,7,13.845,1.575,18.5551284
1906,458,0.393132184,29.44,15.56,15.977,12.504,7,23.075,1.575,18.53414352
1907,458,0.393132184,29.44,15.56,15.977,12.504,7,24.875,1.575,18.12441289
1908,458,0.393132184,29.44,15.56,15.977,12.504,7,6.9225,3.425,18.44209
1909,458,0.393132184,29.44,15.56,15.977,12.504,7,11.5375,3.425,18.43686256
1910,458,0.393132184,29.44,15.56,15.977,12.504,7,20.7675,3.425,18.44789754
1911,459,0.393132184,29.44,15.56,15.977,11.671,7,4.615,1.575,18.47288847
1912,459,0.393132184,29.44,15.56,15.977,11.671,7,13.845,1.575,18.54880437
1913,459,0.393132184,29.44,15.56,15.977,11.671,7,23.075,1.575,18.52494511
1914,459,0.393132184,29.44,15.56,15.977,11.671,7,24.875,1.575,18.0903588
1915,459,0.393132184,29.44,15.56,15.977,11.671,7,6.9225,3.425,18.41768509
1916,459,0.393132184,29.44,15.56,15.977,11.671,7,11.5375,3.425,18.41388114
1917,459,0.393132184,29.44,15.56,15.977,11.671,7,20.7675,3.425,18.42253991
1918,460,0.393132184,29.44,15.56,16.532,14.727,7,4.615,1.575,18.90292044
1919,460,0.393132184,29.44,15.56,16.532,14.727,7,13.845,1.575,18.97511404
1920,460,0.393132184,29.44,15.56,16.532,14.727,7,23.075,1.575,18.95296437
1921,460,0.393132184,29.44,15.56,16.532,14.727,7,24.875,1.575,18.61554482
1922,460,0.393132184,29.44,15.56,16.532,14.727,7,6.9225,3.425,18.91237081
1923,460,0.393132184,29.44,15.56,16.532,14.727,7,11.5375,3.425,18.90599774
1924,460,0.393132184,29.44,15.56,16.532,14.727,7,20.7675,3.425,18.91906608
1925,461,0.393132184,29.44,15.56,16.532,12.504,7,4.615,1.575,18.88363519
1926,461,0.393132184,29.44,15.56,16.532,12.504,7,13.845,1.575,18.95615115
1927,461,0.393132184,29.44,15.56,16.532,12.504,7,23.075,1.575,18.93499659
1928,461,0.393132184,29.44,15.56,16.532,12.504,7,24.875,1.575,18.52506978
1929,461,0.393132184,29.44,15.56,16.532,12.504,7,6.9225,3.425,18.84780711
1930,461,0.393132184,29.44,15.56,16.532,12.504,7,11.5375,3.425,18.84389897
1931,461,0.393132184,29.44,15.56,16.532,12.504,7,20.7675,3.425,18.8527022
1932,462,0.393132184,29.44,15.56,16.532,11.671,7,4.615,1.575,18.87658963
1933,462,0.393132184,29.44,15.56,16.532,11.671,7,13.845,1.575,18.94856354
1934,462,0.393132184,29.44,15.56,16.532,11.671,7,23.075,1.575,18.92917801
1935,462,0.393132184,29.44,15.56,16.532,11.671,7,24.875,1.575,18.49199453
1936,462,0.393132184,29.44,15.56,16.532,11.671,7,6.9225,3.425,18.82303817
1937,462,0.393132184,29.44,15.56,16.532,11.671,7,11.5375,3.425,18.82010463
1938,462,0.393132184,29.44,15.56,16.532,11.671,7,20.7675,3.425,18.82960447
1939,463,0.393132184,29.44,18.33,18.747,14.727,7,4.615,1.575,20.85759656
1940,463,0.393132184,29.44,18.33,18.747,14.727,7,13.845,1.575,20.93423113
1941,463,0.393132184,29.44,18.33,18.747,14.727,7,23.075,1.575,20.9052351
1942,463,0.393132184,29.44,18.33,18.747,14.727,7,24.875,1.575,20.51822829
1943,463,0.393132184,29.44,18.33,18.747,14.727,7,6.9225,3.425,20.81302611
1944,463,0.393132184,29.44,18.33,18.747,14.727,7,11.5375,3.425,20.80360117
1945,463,0.393132184,29.44,18.33,18.747,14.727,7,20.7675,3.425,20.81778907
1946,464,0.393132184,29.44,18.33,18.747,12.504,7,4.615,1.575,20.84345196
1947,464,0.393132184,29.44,18.33,18.747,12.504,7,13.845,1.575,20.91588336
1948,464,0.393132184,29.44,18.33,18.747,12.504,7,23.075,1.575,20.88715711
1949,464,0.393132184,29.44,18.33,18.747,12.504,7,24.875,1.575,20.42895488
1950,464,0.393132184,29.44,18.33,18.747,12.504,7,6.9225,3.425,20.74683321
1951,464,0.393132184,29.44,18.33,18.747,12.504,7,11.5375,3.425,20.74447308
1952,464,0.393132184,29.44,18.33,18.747,12.504,7,20.7675,3.425,20.75202599
1953,465,0.393132184,29.44,18.33,18.747,11.671,7,4.615,1.575,20.83730461
1954,465,0.393132184,29.44,18.33,18.747,11.671,7,13.845,1.575,20.90772735
1955,465,0.393132184,29.44,18.33,18.747,11.671,7,23.075,1.575,20.88101674
1956,465,0.393132184,29.44,18.33,18.747,11.671,7,24.875,1.575,20.39604497
1957,465,0.393132184,29.44,18.33,18.747,11.671,7,6.9225,3.425,20.72209321
1958,465,0.393132184,29.44,18.33,18.747,11.671,7,11.5375,3.425,20.72110827
1959,465,0.393132184,29.44,18.33,18.747,11.671,7,20.7675,3.425,20.72889821
