index,sim,saf,sat,ewt,ist,wit,n_occ,x,y,V
1174,353,0.439383029,4.44,23.89,23.89,26.112,7,11.5375,3.425,0.133733015
1175,353,0.439383029,4.44,23.89,23.89,26.112,7,20.7675,3.425,0.17109809
1176,354,0.439383029,4.44,23.89,23.89,27.501,7,4.615,1.575,0.124526108
1177,354,0.439383029,4.44,23.89,23.89,27.501,7,13.845,1.575,0.118505634
1178,354,0.439383029,4.44,23.89,23.89,27.501,7,23.075,1.575,0.141269825
1179,354,0.439383029,4.44,23.89,23.89,27.501,7,24.875,1.575,0.127033644
1180,354,0.439383029,4.44,23.89,23.89,27.501,7,6.9225,3.425,0.162221676
1181,354,0.439383029,4.44,23.89,23.89,27.501,7,11.5375,3.425,0.144341374
1182,354,0.439383029,4.44,23.89,23.89,27.501,7,20.7675,3.425,0.185655697
1183,355,0.439383029,4.44,25.97,25.97,24.584,7,4.615,1.575,0.123092614
1184,355,0.439383029,4.44,25.97,25.97,24.584,7,13.845,1.575,0.153574669
1185,355,0.439383029,4.44,25.97,25.97,24.584,7,23.075,1.575,0.129079964
1186,355,0.439383029,4.44,25.97,25.97,24.584,7,24.875,1.575,0.120264007
1187,355,0.439383029,4.44,25.97,25.97,24.584,7,6.9225,3.425,0.170614201
1188,355,0.439383029,4.44,25.97,25.97,24.584,7,11.5375,3.425,0.168591345
1189,355,0.439383029,4.44,25.97,25.97,24.584,7,20.7675,3.425,0.194751088
1190,356,0.439383029,4.44,25.97,25.97,26.112,7,4.615,1.575,0.124747966
1191,356,0.439383029,4.44,25.97,25.97,26.112,7,13.845,1.575,0.149925178
1192,356,0.439383029,4.44,25.97,25.97,26.112,7,23.075,1.575,0.129538779
1193,356,0.439383029,4.44,25.97,25.97,26.112,7,24.875,1.575,0.123604932
1194,356,0.439383029,4.44,25.97,25.97,26.112,7,6.9225,3.425,0.16178922
1195,356,0.439383029,4.44,25.97,25.97,26.112,7,11.5375,3.425,0.147116578
1196,356,0.439383029,4.44,25.97,25.97,26.112,7,20.7675,3.425,0.173451939
1197,357,0.439383029,4.44,25.97,25.97,27.501,7,4.615,1.575,0.125348474
1198,357,0.439383029,4.44,25.97,25.97,27.501,7,13.845,1.575,0.143127642
1199,357,0.439383029,4.44,25.97,25.97,27.501,7,23.075,1.575,0.14554019
1200,357,0.439383029,4.44,25.97,25.97,27.501,7,24.875,1.575,0.13247369
1201,357,0.439383029,4.44,25.97,25.97,27.501,7,6.9225,3.425,0.160340056
1202,357,0.439383029,4.44,25.97,25.97,27.501,7,11.5375,3.425,0.153266777
1203,357,0.439383029,4.44,25.97,25.97,27.501,7,20.7675,3.425,0.184885412
1204,358,0.439383029,4.44,28.06,28.06,24.584,7,4.615,1.575,0.126278875
1205,358,0.439383029,4.44,28.06,28.06,24.584,7,13.845,1.575,0.145723467
1206,358,0.439383029,4.44,28.06,28.06,24.584,7,23.075,1.575,0.133245802
1207,358,0.439383029,4.44,28.06,28.06,24.584,7,24.875,1.575,0.125462026
1208,358,0.439383029,4.44,28.06,28.06,24.584,7,6.9225,3.425,0.175192477
1209,358,0.439383029,4.44,28.06,28.06,24.584,7,11.5375,3.425,0.163404551
1210,358,0.439383029,4.44,28.06,28.06,24.584,7,20.7675,3.425,0.180932372
1211,359,0.439383029,4.44,28.06,28.06,26.112,7,4.615,1.575,0.125445652
1212,359,0.439383029,4.44,28.06,28.06,26.112,7,13.845,1.575,0.14237892
1213,359,0.439383029,4.44,28.06,28.06,26.112,7,23.075,1.575,0.133671339
1214,359,0.439383029,4.44,28.06,28.06,26.112,7,24.875,1.575,0.123243106
1215,359,0.439383029,4.44,28.06,28.06,26.112,7,6.9225,3.425,0.169143035
1216,359,0.439383029,4.44,28.06,28.06,26.112,7,11.5375,3.425,0.14424055
1217,359,0.439383029,4.44,28.06,28.06,26.112,7,20.7675,3.425,0.203103768
1218,360,0.439383029,4.44,28.06,28.06,27.501,7,4.615,1.575,0.125604114
1219,360,0.439383029,4.44,28.06,28.06,27.501,7,13.845,1.575,0.149922552
1220,360,0.439383029,4.44,28.06,28.06,27.501,7,23.075,1.575,0.13236896
1221,360,0.439383029,4.44,28.06,28.06,27.501,7,24.875,1.575,0.123425684
1222,360,0.439383029,4.44,28.06,28.06,27.501,7,6.9225,3.425,0.166644609
1223,360,0.439383029,4.44,28.06,28.06,27.501,7,11.5375,3.425,0.142979559
1224,360,0.439383029,4.44,28.06,28.06,27.501,7,20.7675,3.425,0.191450667
1225,361,0.439383029,8.61,23.89,23.89,26.664,7,4.615,1.575,0.099821272
1226,361,0.439383029,8.61,23.89,23.89,26.664,7,13.845,1.575,0.14462439
1227,361,0.439383029,8.61,23.89,23.89,26.664,7,23.075,1.575,0.131952859
1228,361,0.439383029,8.61,23.89,23.89,26.664,7,24.875,1.575,0.120432852
1229,361,0.439383029,8.61,23.89,23.89,26.664,7,6.9225,3.425,0.160773322
1230,361,0.439383029,8.61,23.89,23.89,26.664,7,11.5375,3.425,0.126569164
1231,361,0.439383029,8.61,23.89,23.89,26.664,7,20.7675,3.425,0.174892435
1232,362,0.439383029,8.61,23.89,23.89,28.192,7,4.615,1.575,0.105997779
1233,362,0.439383029,8.61,23.89,23.89,28.192,7,13.845,1.575,0.142907146
1234,362,0.439383029,8.61,23.89,23.89,28.192,7,23.075,1.575,0.124267955
1235,362,0.439383029,8.61,23.89,23.89,28.192,7,24.875,1.575,0.117153784
1236,362,0.439383029,8.61,23.89,23.89,28.192,7,6.9225,3.425,0.158337805
1237,362,0.439383029,8.61,23.89,23.89,28.192,7,11.5375,3.425,0.14312455
1238,362,0.439383029,8.61,23.89,23.89,28.192,7,20.7675,3.425,0.167532057
1239,363,0.439383029,8.61,23.89,23.89,29.581,7,4.615,1.575,0.105604428
1240,363,0.439383029,8.61,23.89,23.89,29.581,7,13.845,1.575,0.133759078
1241,363,0.439383029,8.61,23.89,23.89,29.581,7,23.075,1.575,0.131149253
1242,363,0.439383029,8.61,23.89,23.89,29.581,7,24.875,1.575,0.11758456
1243,363,0.439383029,8.61,23.89,23.89,29.581,7,6.9225,3.425,0.162935585
1244,363,0.439383029,8.61,23.89,23.89,29.581,7,11.5375,3.425,0.120991509
1245,363,0.439383029,8.61,23.89,23.89,29.581,7,20.7675,3.425,0.174131012
1246,364,0.439383029,8.61,25.97,25.97,26.664,7,4.615,1.575,0.112977474
1247,364,0.439383029,8.61,25.97,25.97,26.664,7,13.845,1.575,0.123347635
1248,364,0.439383029,8.61,25.97,25.97,26.664,7,23.075,1.575,0.122397576
1249,364,0.439383029,8.61,25.97,25.97,26.664,7,24.875,1.575,0.11707737
1250,364,0.439383029,8.61,25.97,25.97,26.664,7,6.9225,3.425,0.15719724
1251,364,0.439383029,8.61,25.97,25.97,26.664,7,11.5375,3.425,0.146015209
1252,364,0.439383029,8.61,25.97,25.97,26.664,7,20.7675,3.425,0.170644419
1253,365,0.439383029,8.61,25.97,25.97,28.192,7,4.615,1.575,0.107668041
1254,365,0.439383029,8.61,25.97,25.97,28.192,7,13.845,1.575,0.147632808
1255,365,0.439383029,8.61,25.97,25.97,28.192,7,23.075,1.575,0.126072254
1256,365,0.439383029,8.61,25.97,25.97,28.192,7,24.875,1.575,0.120084462
1257,365,0.439383029,8.61,25.97,25.97,28.192,7,6.9225,3.425,0.152340725
1258,365,0.439383029,8.61,25.97,25.97,28.192,7,11.5375,3.425,0.135238916
1259,365,0.439383029,8.61,25.97,25.97,28.192,7,20.7675,3.425,0.178144775
1260,366,0.439383029,8.61,25.97,25.97,29.581,7,4.615,1.575,0.1184873
1261,366,0.439383029,8.61,25.97,25.97,29.581,7,13.845,1.575,0.145283674
1262,366,0.439383029,8.61,25.97,25.97,29.581,7,23.075,1.575,0.126148686
1263,366,0.439383029,8.61,25.97,25.97,29.581,7,24.875,1.575,0.12207685
1264,366,0.439383029,8.61,25.97,25.97,29.581,7,6.9225,3.425,0.162505044
1265,366,0.439383029,8.61,25.97,25.97,29.581,7,11.5375,3.425,0.14328998
1266,366,0.439383029,8.61,25.97,25.97,29.581,7,20.7675,3.425,0.171569945
1267,367,0.439383029,8.61,28.06,28.06,26.664,7,4.615,1.575,0.114837418
1268,367,0.439383029,8.61,28.06,28.06,26.664,7,13.845,1.575,0.150535144
1269,367,0.439383029,8.61,28.06,28.06,26.664,7,23.075,1.575,0.124651656
1270,367,0.439383029,8.61,28.06,28.06,26.664,7,24.875,1.575,0.113446981
1271,367,0.439383029,8.61,28.06,28.06,26.664,7,6.9225,3.425,0.159792102
1272,367,0.439383029,8.61,28.06,28.06,26.664,7,11.5375,3.425,0.141543165
1273,367,0.439383029,8.61,28.06,28.06,26.664,7,20.7675,3.425,0.190342432
1274,368,0.439383029,8.61,28.06,28.06,28.192,7,4.615,1.575,0.116577299
1275,368,0.439383029,8.61,28.06,28.06,28.192,7,13.845,1.575,0.128816138
1276,368,0.439383029,8.61,28.06,28.06,28.192,7,23.075,1.575,0.124078993
1277,368,0.439383029,8.61,28.06,28.06,28.192,7,24.875,1.575,0.117736259
1278,368,0.439383029,8.61,28.06,28.06,28.192,7,6.9225,3.425,0.147382213
1279,368,0.439383029,8.61,28.06,28.06,28.192,7,11.5375,3.425,0.147658143
1280,368,0.439383029,8.61,28.06,28.06,28.192,7,20.7675,3.425,0.182180724
1281,369,0.439383029,8.61,28.06,28.06,29.581,7,4.615,1.575,0.114221648
1282,369,0.439383029,8.61,28.06,28.06,29.581,7,13.845,1.575,0.134669901
1283,369,0.439383029,8.61,28.06,28.06,29.581,7,23.075,1.575,0.122899726
1284,369,0.439383029,8.61,28.06,28.06,29.581,7,24.875,1.575,0.119612896
1285,369,0.439383029,8.61,28.06,28.06,29.581,7,6.9225,3.425,0.155643483
1286,369,0.439383029,8.61,28.06,28.06,29.581,7,11.5375,3.425,0.150674062
1287,369,0.439383029,8.61,28.06,28.06,29.581,7,20.7675,3.425,0.180879583
1288,370,0.439383029,12.78,23.89,23.89,28.754,7,4.615,1.575,0.113964282
1289,370,0.439383029,12.78,23.89,23.89,28.754,7,13.845,1.575,0.128840656
1290,370,0.439383029,12.78,23.89,23.89,28.754,7,23.075,1.575,0.130246743
1291,370,0.439383029,12.78,23.89,23.89,28.754,7,24.875,1.575,0.101513062
1292,370,0.439383029,12.78,23.89,23.89,28.754,7,6.9225,3.425,0.157216442
1293,370,0.439383029,12.78,23.89,23.89,28.754,7,11.5375,3.425,0.1216254
1294,370,0.439383029,12.78,23.89,23.89,28.754,7,20.7675,3.425,0.167193653
1295,371,0.439383029,12.78,23.89,23.89,30.282,7,4.615,1.575,0.131426341
1296,371,0.439383029,12.78,23.89,23.89,30.282,7,13.845,1.575,0.127627378
1297,371,0.439383029,12.78,23.89,23.89,30.282,7,23.075,1.575,0.134288312
1298,371,0.439383029,12.78,23.89,23.89,30.282,7,24.875,1.575,0.104044195
1299,371,0.439383029,12.78,23.89,23.89,30.282,7,6.9225,3.425,0.169077312
1300,371,0.439383029,12.78,23.89,23.89,30.282,7,11.5375,3.425,0.115955176
1301,371,0.439383029,12.78,23.89,23.89,30.282,7,20.7675,3.425,0.167418857
1302,372,0.439383029,12.78,23.89,23.89,31.671,7,4.615,1.575,0.136393816
1303,372,0.439383029,12.78,23.89,23.89,31.671,7,13.845,1.575,0.14770746
1304,372,0.439383029,12.78,23.89,23.89,31.671,7,23.075,1.575,0.133695738
1305,372,0.439383029,12.78,23.89,23.89,31.671,7,24.875,1.575,0.104588409
1306,372,0.439383029,12.78,23.89,23.89,31.671,7,6.9225,3.425,0.174260053
1307,372,0.439383029,12.78,23.89,23.89,31.671,7,11.5375,3.425,0.128207521
1308,372,0.439383029,12.78,23.89,23.89,31.671,7,20.7675,3.425,0.17656082
1309,373,0.439383029,12.78,25.97,25.97,28.754,7,4.615,1.575,0.111057154
1310,373,0.439383029,12.78,25.97,25.97,28.754,7,13.845,1.575,0.116177707
1311,373,0.439383029,12.78,25.97,25.97,28.754,7,23.075,1.575,0.11082505
1312,373,0.439383029,12.78,25.97,25.97,28.754,7,24.875,1.575,0.107328649
1313,373,0.439383029,12.78,25.97,25.97,28.754,7,6.9225,3.425,0.144833472
1314,373,0.439383029,12.78,25.97,25.97,28.754,7,11.5375,3.425,0.136174913
1315,373,0.439383029,12.78,25.97,25.97,28.754,7,20.7675,3.425,0.16121051
1316,374,0.439383029,12.78,25.97,25.97,30.282,7,4.615,1.575,0.11011499
1317,374,0.439383029,12.78,25.97,25.97,30.282,7,13.845,1.575,0.131935399
1318,374,0.439383029,12.78,25.97,25.97,30.282,7,23.075,1.575,0.115617291
1319,374,0.439383029,12.78,25.97,25.97,30.282,7,24.875,1.575,0.106581472
1320,374,0.439383029,12.78,25.97,25.97,30.282,7,6.9225,3.425,0.158561125
1321,374,0.439383029,12.78,25.97,25.97,30.282,7,11.5375,3.425,0.141771927
1322,374,0.439383029,12.78,25.97,25.97,30.282,7,20.7675,3.425,0.170574029
1323,375,0.439383029,12.78,25.97,25.97,31.671,7,4.615,1.575,0.106278953
1324,375,0.439383029,12.78,25.97,25.97,31.671,7,13.845,1.575,0.138174187
1325,375,0.439383029,12.78,25.97,25.97,31.671,7,23.075,1.575,0.114639198
1326,375,0.439383029,12.78,25.97,25.97,31.671,7,24.875,1.575,0.105272953
1327,375,0.439383029,12.78,25.97,25.97,31.671,7,6.9225,3.425,0.152964763
1328,375,0.439383029,12.78,25.97,25.97,31.671,7,11.5375,3.425,0.150336532
1329,375,0.439383029,12.78,25.97,25.97,31.671,7,20.7675,3.425,0.167723578
1330,376,0.439383029,12.78,28.06,28.06,28.754,7,4.615,1.575,0.101365667
1331,376,0.439383029,12.78,28.06,28.06,28.754,7,13.845,1.575,0.121327522
1332,376,0.439383029,12.78,28.06,28.06,28.754,7,23.075,1.575,0.108030675
1333,376,0.439383029,12.78,28.06,28.06,28.754,7,24.875,1.575,0.109748656
1334,376,0.439383029,12.78,28.06,28.06,28.754,7,6.9225,3.425,0.147421754
1335,376,0.439383029,12.78,28.06,28.06,28.754,7,11.5375,3.425,0.146019002
1336,376,0.439383029,12.78,28.06,28.06,28.754,7,20.7675,3.425,0.164468057
1337,377,0.439383029,12.78,28.06,28.06,30.282,7,4.615,1.575,0.100611349
1338,377,0.439383029,12.78,28.06,28.06,30.282,7,13.845,1.575,0.151883133
1339,377,0.439383029,12.78,28.06,28.06,30.282,7,23.075,1.575,0.10420923
1340,377,0.439383029,12.78,28.06,28.06,30.282,7,24.875,1.575,0.107882985
1341,377,0.439383029,12.78,28.06,28.06,30.282,7,6.9225,3.425,0.136232927
1342,377,0.439383029,12.78,28.06,28.06,30.282,7,11.5375,3.425,0.110695267
1343,377,0.439383029,12.78,28.06,28.06,30.282,7,20.7675,3.425,0.153104723
1344,378,0.439383029,12.78,28.06,28.06,31.671,7,4.615,1.575,0.104754543
1345,378,0.439383029,12.78,28.06,28.06,31.671,7,13.845,1.575,0.141059395
1346,378,0.439383029,12.78,28.06,28.06,31.671,7,23.075,1.575,0.109791957
1347,378,0.439383029,12.78,28.06,28.06,31.671,7,24.875,1.575,0.107637793
1348,378,0.439383029,12.78,28.06,28.06,31.671,7,6.9225,3.425,0.159299821
1349,378,0.439383029,12.78,28.06,28.06,31.671,7,11.5375,3.425,0.143659823
1350,378,0.439383029,12.78,28.06,28.06,31.671,7,20.7675,3.425,0.156992557
1351,379,0.505868619,4.44,23.89,23.89,24.584,7,4.615,1.575,0.114779428
1352,379,0.505868619,4.44,23.89,23.89,24.584,7,13.845,1.575,0.136237673
1353,379,0.505868619,4.44,23.89,23.89,24.584,7,23.075,1.575,0.123521817
1354,379,0.505868619,4.44,23.89,23.89,24.584,7,24.875,1.575,0.125026109
1355,379,0.505868619,4.44,23.89,23.89,24.584,7,6.9225,3.425,0.160556344
1356,379,0.505868619,4.44,23.89,23.89,24.584,7,11.5375,3.425,0.17660266
1357,379,0.505868619,4.44,23.89,23.89,24.584,7,20.7675,3.425,0.191375487
1358,380,0.505868619,4.44,23.89,23.89,26.112,7,4.615,1.575,0.111356424
1359,380,0.505868619,4.44,23.89,23.89,26.112,7,13.845,1.575,0.141167516
1360,380,0.505868619,4.44,23.89,23.89,26.112,7,23.075,1.575,0.130461744
1361,380,0.505868619,4.44,23.89,23.89,26.112,7,24.875,1.575,0.12888124
1362,380,0.505868619,4.44,23.89,23.89,26.112,7,6.9225,3.425,0.159808992
1363,380,0.505868619,4.44,23.89,23.89,26.112,7,11.5375,3.425,0.155378196
1364,380,0.505868619,4.44,23.89,23.89,26.112,7,20.7675,3.425,0.194823435
1365,381,0.505868619,4.44,23.89,23.89,27.501,7,4.615,1.575,0.124442444
1366,381,0.505868619,4.44,23.89,23.89,27.501,7,13.845,1.575,0.154041735
1367,381,0.505868619,4.44,23.89,23.89,27.501,7,23.075,1.575,0.137192371
1368,381,0.505868619,4.44,23.89,23.89,27.501,7,24.875,1.575,0.131797084
1369,381,0.505868619,4.44,23.89,23.89,27.501,7,6.9225,3.425,0.17334362
1370,381,0.505868619,4.44,23.89,23.89,27.501,7,11.5375,3.425,0.16123304
1371,381,0.505868619,4.44,23.89,23.89,27.501,7,20.7675,3.425,0.202215069
1372,382,0.505868619,4.44,25.97,25.97,24.584,7,4.615,1.575,0.12180071
1373,382,0.505868619,4.44,25.97,25.97,24.584,7,13.845,1.575,0.158977787
1374,382,0.505868619,4.44,25.97,25.97,24.584,7,23.075,1.575,0.121249856
1375,382,0.505868619,4.44,25.97,25.97,24.584,7,24.875,1.575,0.127076043
1376,382,0.505868619,4.44,25.97,25.97,24.584,7,6.9225,3.425,0.177074322
1377,382,0.505868619,4.44,25.97,25.97,24.584,7,11.5375,3.425,0.134967928
1378,382,0.505868619,4.44,25.97,25.97,24.584,7,20.7675,3.425,0.191419045
1379,383,0.505868619,4.44,25.97,25.97,26.112,7,4.615,1.575,0.145601343
1380,383,0.505868619,4.44,25.97,25.97,26.112,7,13.845,1.575,0.155823586
1381,383,0.505868619,4.44,25.97,25.97,26.112,7,23.075,1.575,0.123321086
1382,383,0.505868619,4.44,25.97,25.97,26.112,7,24.875,1.575,0.127504538
1383,383,0.505868619,4.44,25.97,25.97,26.112,7,6.9225,3.425,0.155455497
1384,383,0.505868619,4.44,25.97,25.97,26.112,7,11.5375,3.425,0.173401401
1385,383,0.505868619,4.44,25.97,25.97,26.112,7,20.7675,3.425,0.194373532
1386,384,0.505868619,4.44,25.97,25.97,27.501,7,4.615,1.575,0.124208019
1387,384,0.505868619,4.44,25.97,25.97,27.501,7,13.845,1.575,0.177630693
1388,384,0.505868619,4.44,25.97,25.97,27.501,7,23.075,1.575,0.13801266
1389,384,0.505868619,4.44,25.97,25.97,27.501,7,24.875,1.575,0.133823312
1390,384,0.505868619,4.44,25.97,25.97,27.501,7,6.9225,3.425,0.161117671
1391,384,0.505868619,4.44,25.97,25.97,27.501,7,11.5375,3.425,0.142337905
1392,384,0.505868619,4.44,25.97,25.97,27.501,7,20.7675,3.425,0.201860434
1393,385,0.505868619,4.44,28.06,28.06,24.584,7,4.615,1.575,0.122283619
1394,385,0.505868619,4.44,28.06,28.06,24.584,7,13.845,1.575,0.143553946
1395,385,0.505868619,4.44,28.06,28.06,24.584,7,23.075,1.575,0.127423637
1396,385,0.505868619,4.44,28.06,28.06,24.584,7,24.875,1.575,0.127147562
1397,385,0.505868619,4.44,28.06,28.06,24.584,7,6.9225,3.425,0.170039142
1398,385,0.505868619,4.44,28.06,28.06,24.584,7,11.5375,3.425,0.161325872
1399,385,0.505868619,4.44,28.06,28.06,24.584,7,20.7675,3.425,0.200587359
1400,386,0.505868619,4.44,28.06,28.06,26.112,7,4.615,1.575,0.137796375
1401,386,0.505868619,4.44,28.06,28.06,26.112,7,13.845,1.575,0.133204186
1402,386,0.505868619,4.44,28.06,28.06,26.112,7,23.075,1.575,0.132362043
1403,386,0.505868619,4.44,28.06,28.06,26.112,7,24.875,1.575,0.132108904
1404,386,0.505868619,4.44,28.06,28.06,26.112,7,6.9225,3.425,0.179645638
1405,386,0.505868619,4.44,28.06,28.06,26.112,7,11.5375,3.425,0.149846173
1406,386,0.505868619,4.44,28.06,28.06,26.112,7,20.7675,3.425,0.202950425
1407,387,0.505868619,4.44,28.06,28.06,27.501,7,4.615,1.575,0.118820458
1408,387,0.505868619,4.44,28.06,28.06,27.501,7,13.845,1.575,0.139579987
1409,387,0.505868619,4.44,28.06,28.06,27.501,7,23.075,1.575,0.125616905
1410,387,0.505868619,4.44,28.06,28.06,27.501,7,24.875,1.575,0.127334171
1411,387,0.505868619,4.44,28.06,28.06,27.501,7,6.9225,3.425,0.16954423
1412,387,0.505868619,4.44,28.06,28.06,27.501,7,11.5375,3.425,0.146893062
1413,387,0.505868619,4.44,28.06,28.06,27.501,7,20.7675,3.425,0.208298216
1414,388,0.505868619,8.61,23.89,23.89,26.664,7,4.615,1.575,0.111307762
1415,388,0.505868619,8.61,23.89,23.89,26.664,7,13.845,1.575,0.154220519
1416,388,0.505868619,8.61,23.89,23.89,26.664,7,23.075,1.575,0.147999526
1417,388,0.505868619,8.61,23.89,23.89,26.664,7,24.875,1.575,0.119726342
1418,388,0.505868619,8.61,23.89,23.89,26.664,7,6.9225,3.425,0.163910724
1419,388,0.505868619,8.61,23.89,23.89,26.664,7,11.5375,3.425,0.157493017
1420,388,0.505868619,8.61,23.89,23.89,26.664,7,20.7675,3.425,0.18732205
1421,389,0.505868619,8.61,23.89,23.89,28.192,7,4.615,1.575,0.139028795
1422,389,0.505868619,8.61,23.89,23.89,28.192,7,13.845,1.575,0.159317809
1423,389,0.505868619,8.61,23.89,23.89,28.192,7,23.075,1.575,0.152127193
1424,389,0.505868619,8.61,23.89,23.89,28.192,7,24.875,1.575,0.12244904
1425,389,0.505868619,8.61,23.89,23.89,28.192,7,6.9225,3.425,0.160851693
1426,389,0.505868619,8.61,23.89,23.89,28.192,7,11.5375,3.425,0.145921257
1427,389,0.505868619,8.61,23.89,23.89,28.192,7,20.7675,3.425,0.194002445
1428,390,0.505868619,8.61,23.89,23.89,29.581,7,4.615,1.575,0.147873333
1429,390,0.505868619,8.61,23.89,23.89,29.581,7,13.845,1.575,0.151863151
1430,390,0.505868619,8.61,23.89,23.89,29.581,7,23.075,1.575,0.161373578
1431,390,0.505868619,8.61,23.89,23.89,29.581,7,24.875,1.575,0.119540203
1432,390,0.505868619,8.61,23.89,23.89,29.581,7,6.9225,3.425,0.165705749
1433,390,0.505868619,8.61,23.89,23.89,29.581,7,11.5375,3.425,0.160546282
1434,390,0.505868619,8.61,23.89,23.89,29.581,7,20.7675,3.425,0.19480259
1435,391,0.505868619,8.61,25.97,25.97,26.664,7,4.615,1.575,0.117881792
1436,391,0.505868619,8.61,25.97,25.97,26.664,7,13.845,1.575,0.179969615
1437,391,0.505868619,8.61,25.97,25.97,26.664,7,23.075,1.575,0.120275564
1438,391,0.505868619,8.61,25.97,25.97,26.664,7,24.875,1.575,0.118092504
1439,391,0.505868619,8.61,25.97,25.97,26.664,7,6.9225,3.425,0.152486222
1440,391,0.505868619,8.61,25.97,25.97,26.664,7,11.5375,3.425,0.151118834
1441,391,0.505868619,8.61,25.97,25.97,26.664,7,20.7675,3.425,0.178458902
1442,392,0.505868619,8.61,25.97,25.97,28.192,7,4.615,1.575,0.124827018
1443,392,0.505868619,8.61,25.97,25.97,28.192,7,13.845,1.575,0.152041357
1444,392,0.505868619,8.61,25.97,25.97,28.192,7,23.075,1.575,0.115832562
1445,392,0.505868619,8.61,25.97,25.97,28.192,7,24.875,1.575,0.119196274
1446,392,0.505868619,8.61,25.97,25.97,28.192,7,6.9225,3.425,0.164022495
1447,392,0.505868619,8.61,25.97,25.97,28.192,7,11.5375,3.425,0.160754712
1448,392,0.505868619,8.61,25.97,25.97,28.192,7,20.7675,3.425,0.182998874
1449,393,0.505868619,8.61,25.97,25.97,29.581,7,4.615,1.575,0.122523324
1450,393,0.505868619,8.61,25.97,25.97,29.581,7,13.845,1.575,0.14058945
1451,393,0.505868619,8.61,25.97,25.97,29.581,7,23.075,1.575,0.121084162
1452,393,0.505868619,8.61,25.97,25.97,29.581,7,24.875,1.575,0.119131588
1453,393,0.505868619,8.61,25.97,25.97,29.581,7,6.9225,3.425,0.155649097
1454,393,0.505868619,8.61,25.97,25.97,29.581,7,11.5375,3.425,0.155195198
1455,393,0.505868619,8.61,25.97,25.97,29.581,7,20.7675,3.425,0.180970554
1456,394,0.505868619,8.61,28.06,28.06,26.664,7,4.615,1.575,0.110752484
1457,394,0.505868619,8.61,28.06,28.06,26.664,7,13.845,1.575,0.17966159
1458,394,0.505868619,8.61,28.06,28.06,26.664,7,23.075,1.575,0.112656492
1459,394,0.505868619,8.61,28.06,28.06,26.664,7,24.875,1.575,0.118828076
1460,394,0.505868619,8.61,28.06,28.06,26.664,7,6.9225,3.425,0.17221163
1461,394,0.505868619,8.61,28.06,28.06,26.664,7,11.5375,3.425,0.147318722
1462,394,0.505868619,8.61,28.06,28.06,26.664,7,20.7675,3.425,0.183750775
1463,395,0.505868619,8.61,28.06,28.06,28.192,7,4.615,1.575,0.107578445
1464,395,0.505868619,8.61,28.06,28.06,28.192,7,13.845,1.575,0.160474531
1465,395,0.505868619,8.61,28.06,28.06,28.192,7,23.075,1.575,0.111674958
1466,395,0.505868619,8.61,28.06,28.06,28.192,7,24.875,1.575,0.122603582
1467,395,0.505868619,8.61,28.06,28.06,28.192,7,6.9225,3.425,0.134720391
1468,395,0.505868619,8.61,28.06,28.06,28.192,7,11.5375,3.425,0.141153118
1469,395,0.505868619,8.61,28.06,28.06,28.192,7,20.7675,3.425,0.195669162
1470,396,0.505868619,8.61,28.06,28.06,29.581,7,4.615,1.575,0.139702749
1471,396,0.505868619,8.61,28.06,28.06,29.581,7,13.845,1.575,0.13366078
1472,396,0.505868619,8.61,28.06,28.06,29.581,7,23.075,1.575,0.12186581
1473,396,0.505868619,8.61,28.06,28.06,29.581,7,24.875,1.575,0.122547262
1474,396,0.505868619,8.61,28.06,28.06,29.581,7,6.9225,3.425,0.16150381
1475,396,0.505868619,8.61,28.06,28.06,29.581,7,11.5375,3.425,0.165713232
1476,396,0.505868619,8.61,28.06,28.06,29.581,7,20.7675,3.425,0.185522853
1477,397,0.505868619,12.78,23.89,23.89,28.754,7,4.615,1.575,0.132087776
1478,397,0.505868619,12.78,23.89,23.89,28.754,7,13.845,1.575,0.164407198
1479,397,0.505868619,12.78,23.89,23.89,28.754,7,23.075,1.575,0.135444524
1480,397,0.505868619,12.78,23.89,23.89,28.754,7,24.875,1.575,0.121704611
1481,397,0.505868619,12.78,23.89,23.89,28.754,7,6.9225,3.425,0.190500799
1482,397,0.505868619,12.78,23.89,23.89,28.754,7,11.5375,3.425,0.117656851
1483,397,0.505868619,12.78,23.89,23.89,28.754,7,20.7675,3.425,0.189024392
1484,398,0.505868619,12.78,23.89,23.89,30.282,7,4.615,1.575,0.136069153
1485,398,0.505868619,12.78,23.89,23.89,30.282,7,13.845,1.575,0.140440154
1486,398,0.505868619,12.78,23.89,23.89,30.282,7,23.075,1.575,0.138423444
1487,398,0.505868619,12.78,23.89,23.89,30.282,7,24.875,1.575,0.123673338
1488,398,0.505868619,12.78,23.89,23.89,30.282,7,6.9225,3.425,0.176550632
1489,398,0.505868619,12.78,23.89,23.89,30.282,7,11.5375,3.425,0.134675428
1490,398,0.505868619,12.78,23.89,23.89,30.282,7,20.7675,3.425,0.189316983
1491,399,0.505868619,12.78,23.89,23.89,31.671,7,4.615,1.575,0.134367145
1492,399,0.505868619,12.78,23.89,23.89,31.671,7,13.845,1.575,0.126222349
1493,399,0.505868619,12.78,23.89,23.89,31.671,7,23.075,1.575,0.132457661
1494,399,0.505868619,12.78,23.89,23.89,31.671,7,24.875,1.575,0.121585875
