index,sim,saf,sat,ewt,ist,wit,n_occ,x,y,V
3047,621,0.60993302,29.44,15.56,15.977,11.671,7,23.075,1.575,0.13729696
3048,621,0.60993302,29.44,15.56,15.977,11.671,7,24.875,1.575,0.138853917
3049,621,0.60993302,29.44,15.56,15.977,11.671,7,6.9225,3.425,0.114051643
3050,621,0.60993302,29.44,15.56,15.977,11.671,7,11.5375,3.425,0.114791578
3051,621,0.60993302,29.44,15.56,15.977,11.671,7,20.7675,3.425,0.091737651
3052,622,0.60993302,29.44,15.56,16.532,14.727,7,4.615,1.575,0.115410164
3053,622,0.60993302,29.44,15.56,16.532,14.727,7,13.845,1.575,0.129956042
3054,622,0.60993302,29.44,15.56,16.532,14.727,7,23.075,1.575,0.131962307
3055,622,0.60993302,29.44,15.56,16.532,14.727,7,24.875,1.575,0.136513355
3056,622,0.60993302,29.44,15.56,16.532,14.727,7,6.9225,3.425,0.103450676
3057,622,0.60993302,29.44,15.56,16.532,14.727,7,11.5375,3.425,0.110917989
3058,622,0.60993302,29.44,15.56,16.532,14.727,7,20.7675,3.425,0.101319605
3059,623,0.60993302,29.44,15.56,16.532,12.504,7,4.615,1.575,0.112707105
3060,623,0.60993302,29.44,15.56,16.532,12.504,7,13.845,1.575,0.133106145
3061,623,0.60993302,29.44,15.56,16.532,12.504,7,23.075,1.575,0.132856642
3062,623,0.60993302,29.44,15.56,16.532,12.504,7,24.875,1.575,0.137139702
3063,623,0.60993302,29.44,15.56,16.532,12.504,7,6.9225,3.425,0.114767321
3064,623,0.60993302,29.44,15.56,16.532,12.504,7,11.5375,3.425,0.111088685
3065,623,0.60993302,29.44,15.56,16.532,12.504,7,20.7675,3.425,0.091535937
3066,624,0.60993302,29.44,15.56,16.532,11.671,7,4.615,1.575,0.112388439
3067,624,0.60993302,29.44,15.56,16.532,11.671,7,13.845,1.575,0.129888024
3068,624,0.60993302,29.44,15.56,16.532,11.671,7,23.075,1.575,0.130954299
3069,624,0.60993302,29.44,15.56,16.532,11.671,7,24.875,1.575,0.13862624
3070,624,0.60993302,29.44,15.56,16.532,11.671,7,6.9225,3.425,0.117169819
3071,624,0.60993302,29.44,15.56,16.532,11.671,7,11.5375,3.425,0.111631835
3072,624,0.60993302,29.44,15.56,16.532,11.671,7,20.7675,3.425,0.092496967
3073,625,0.60993302,29.44,18.33,18.747,14.727,7,4.615,1.575,0.1216422
3074,625,0.60993302,29.44,18.33,18.747,14.727,7,13.845,1.575,0.131449521
3075,625,0.60993302,29.44,18.33,18.747,14.727,7,23.075,1.575,0.141888948
3076,625,0.60993302,29.44,18.33,18.747,14.727,7,24.875,1.575,0.127573617
3077,625,0.60993302,29.44,18.33,18.747,14.727,7,6.9225,3.425,0.116638845
3078,625,0.60993302,29.44,18.33,18.747,14.727,7,11.5375,3.425,0.13291731
3079,625,0.60993302,29.44,18.33,18.747,14.727,7,20.7675,3.425,0.1088391
3080,626,0.60993302,29.44,18.33,18.747,12.504,7,4.615,1.575,0.120070464
3081,626,0.60993302,29.44,18.33,18.747,12.504,7,13.845,1.575,0.13151005
3082,626,0.60993302,29.44,18.33,18.747,12.504,7,23.075,1.575,0.141972935
3083,626,0.60993302,29.44,18.33,18.747,12.504,7,24.875,1.575,0.128448929
3084,626,0.60993302,29.44,18.33,18.747,12.504,7,6.9225,3.425,0.129275139
3085,626,0.60993302,29.44,18.33,18.747,12.504,7,11.5375,3.425,0.121176441
3086,626,0.60993302,29.44,18.33,18.747,12.504,7,20.7675,3.425,0.106353571
3087,627,0.60993302,29.44,18.33,18.747,11.671,7,4.615,1.575,0.119002386
3088,627,0.60993302,29.44,18.33,18.747,11.671,7,13.845,1.575,0.132360582
3089,627,0.60993302,29.44,18.33,18.747,11.671,7,23.075,1.575,0.142187851
3090,627,0.60993302,29.44,18.33,18.747,11.671,7,24.875,1.575,0.129088632
3091,627,0.60993302,29.44,18.33,18.747,11.671,7,6.9225,3.425,0.132598304
3092,627,0.60993302,29.44,18.33,18.747,11.671,7,11.5375,3.425,0.113042476
3093,627,0.60993302,29.44,18.33,18.747,11.671,7,20.7675,3.425,0.104273638
3094,628,0.60993302,29.44,18.33,19.302,14.727,7,4.615,1.575,0.121589359
3095,628,0.60993302,29.44,18.33,19.302,14.727,7,13.845,1.575,0.129720743
3096,628,0.60993302,29.44,18.33,19.302,14.727,7,23.075,1.575,0.138746366
3097,628,0.60993302,29.44,18.33,19.302,14.727,7,24.875,1.575,0.125843697
3098,628,0.60993302,29.44,18.33,19.302,14.727,7,6.9225,3.425,0.132613302
3099,628,0.60993302,29.44,18.33,19.302,14.727,7,11.5375,3.425,0.12786299
3100,628,0.60993302,29.44,18.33,19.302,14.727,7,20.7675,3.425,0.107997032
3101,629,0.60993302,29.44,18.33,19.302,12.504,7,4.615,1.575,0.118278789
3102,629,0.60993302,29.44,18.33,19.302,12.504,7,13.845,1.575,0.132859865
3103,629,0.60993302,29.44,18.33,19.302,12.504,7,23.075,1.575,0.138921222
3104,629,0.60993302,29.44,18.33,19.302,12.504,7,24.875,1.575,0.127322145
3105,629,0.60993302,29.44,18.33,19.302,12.504,7,6.9225,3.425,0.137302621
3106,629,0.60993302,29.44,18.33,19.302,12.504,7,11.5375,3.425,0.113982846
3107,629,0.60993302,29.44,18.33,19.302,12.504,7,20.7675,3.425,0.103429535
3108,630,0.60993302,29.44,18.33,19.302,11.671,7,4.615,1.575,0.117330424
3109,630,0.60993302,29.44,18.33,19.302,11.671,7,13.845,1.575,0.135736818
3110,630,0.60993302,29.44,18.33,19.302,11.671,7,23.075,1.575,0.139357653
3111,630,0.60993302,29.44,18.33,19.302,11.671,7,24.875,1.575,0.127799575
3112,630,0.60993302,29.44,18.33,19.302,11.671,7,6.9225,3.425,0.137178989
3113,630,0.60993302,29.44,18.33,19.302,11.671,7,11.5375,3.425,0.110201901
3114,630,0.60993302,29.44,18.33,19.302,11.671,7,20.7675,3.425,0.101390379
3115,631,0.60993302,35,14.17,14.587,17.497,7,4.615,1.575,0.096547416
3116,631,0.60993302,35,14.17,14.587,17.497,7,13.845,1.575,0.110984888
3117,631,0.60993302,35,14.17,14.587,17.497,7,23.075,1.575,0.128342589
3118,631,0.60993302,35,14.17,14.587,17.497,7,24.875,1.575,0.136547448
3119,631,0.60993302,35,14.17,14.587,17.497,7,6.9225,3.425,0.132503336
3120,631,0.60993302,35,14.17,14.587,17.497,7,11.5375,3.425,0.121001733
3121,631,0.60993302,35,14.17,14.587,17.497,7,20.7675,3.425,0.099506136
3122,632,0.60993302,35,14.17,14.587,15.274,7,4.615,1.575,0.09654791
3123,632,0.60993302,35,14.17,14.587,15.274,7,13.845,1.575,0.10995285
3124,632,0.60993302,35,14.17,14.587,15.274,7,23.075,1.575,0.123631404
3125,632,0.60993302,35,14.17,14.587,15.274,7,24.875,1.575,0.139825248
3126,632,0.60993302,35,14.17,14.587,15.274,7,6.9225,3.425,0.134586776
3127,632,0.60993302,35,14.17,14.587,15.274,7,11.5375,3.425,0.125493467
3128,632,0.60993302,35,14.17,14.587,15.274,7,20.7675,3.425,0.099545384
3129,633,0.60993302,35,14.17,14.587,14.441,7,4.615,1.575,0.096473426
3130,633,0.60993302,35,14.17,14.587,14.441,7,13.845,1.575,0.10827111
3131,633,0.60993302,35,14.17,14.587,14.441,7,23.075,1.575,0.122131513
3132,633,0.60993302,35,14.17,14.587,14.441,7,24.875,1.575,0.141591725
3133,633,0.60993302,35,14.17,14.587,14.441,7,6.9225,3.425,0.13845601
3134,633,0.60993302,35,14.17,14.587,14.441,7,11.5375,3.425,0.128815823
3135,633,0.60993302,35,14.17,14.587,14.441,7,20.7675,3.425,0.105639821
3136,634,0.60993302,35,14.17,15.142,17.497,7,4.615,1.575,0.096957322
3137,634,0.60993302,35,14.17,15.142,17.497,7,13.845,1.575,0.109452838
3138,634,0.60993302,35,14.17,15.142,17.497,7,23.075,1.575,0.121264721
3139,634,0.60993302,35,14.17,15.142,17.497,7,24.875,1.575,0.139041324
3140,634,0.60993302,35,14.17,15.142,17.497,7,6.9225,3.425,0.135591855
3141,634,0.60993302,35,14.17,15.142,17.497,7,11.5375,3.425,0.124697542
3142,634,0.60993302,35,14.17,15.142,17.497,7,20.7675,3.425,0.097921277
3143,635,0.60993302,35,14.17,15.142,15.274,7,4.615,1.575,0.096731737
3144,635,0.60993302,35,14.17,15.142,15.274,7,13.845,1.575,0.113326509
3145,635,0.60993302,35,14.17,15.142,15.274,7,23.075,1.575,0.116664081
3146,635,0.60993302,35,14.17,15.142,15.274,7,24.875,1.575,0.138873818
3147,635,0.60993302,35,14.17,15.142,15.274,7,6.9225,3.425,0.137826464
3148,635,0.60993302,35,14.17,15.142,15.274,7,11.5375,3.425,0.130236284
3149,635,0.60993302,35,14.17,15.142,15.274,7,20.7675,3.425,0.105152592
3150,636,0.60993302,35,14.17,15.142,14.441,7,4.615,1.575,0.097610525
3151,636,0.60993302,35,14.17,15.142,14.441,7,13.845,1.575,0.113992471
3152,636,0.60993302,35,14.17,15.142,14.441,7,23.075,1.575,0.113925035
3153,636,0.60993302,35,14.17,15.142,14.441,7,24.875,1.575,0.141522091
3154,636,0.60993302,35,14.17,15.142,14.441,7,6.9225,3.425,0.139933266
3155,636,0.60993302,35,14.17,15.142,14.441,7,11.5375,3.425,0.129160651
3156,636,0.60993302,35,14.17,15.142,14.441,7,20.7675,3.425,0.102179196
3157,637,0.60993302,35,15.56,15.977,17.497,7,4.615,1.575,0.095672069
3158,637,0.60993302,35,15.56,15.977,17.497,7,13.845,1.575,0.110176216
3159,637,0.60993302,35,15.56,15.977,17.497,7,23.075,1.575,0.125384809
3160,637,0.60993302,35,15.56,15.977,17.497,7,24.875,1.575,0.135867505
3161,637,0.60993302,35,15.56,15.977,17.497,7,6.9225,3.425,0.123849506
3162,637,0.60993302,35,15.56,15.977,17.497,7,11.5375,3.425,0.095485002
3163,637,0.60993302,35,15.56,15.977,17.497,7,20.7675,3.425,0.100610935
3164,638,0.60993302,35,15.56,15.977,15.274,7,4.615,1.575,0.096337957
3165,638,0.60993302,35,15.56,15.977,15.274,7,13.845,1.575,0.109500603
3166,638,0.60993302,35,15.56,15.977,15.274,7,23.075,1.575,0.119741853
3167,638,0.60993302,35,15.56,15.977,15.274,7,24.875,1.575,0.140708486
3168,638,0.60993302,35,15.56,15.977,15.274,7,6.9225,3.425,0.130110638
3169,638,0.60993302,35,15.56,15.977,15.274,7,11.5375,3.425,0.102163408
3170,638,0.60993302,35,15.56,15.977,15.274,7,20.7675,3.425,0.105222047
3171,639,0.60993302,35,15.56,15.977,14.441,7,4.615,1.575,0.097393702
3172,639,0.60993302,35,15.56,15.977,14.441,7,13.845,1.575,0.110410227
3173,639,0.60993302,35,15.56,15.977,14.441,7,23.075,1.575,0.120273619
3174,639,0.60993302,35,15.56,15.977,14.441,7,24.875,1.575,0.138573251
3175,639,0.60993302,35,15.56,15.977,14.441,7,6.9225,3.425,0.131137044
3176,639,0.60993302,35,15.56,15.977,14.441,7,11.5375,3.425,0.111643245
3177,639,0.60993302,35,15.56,15.977,14.441,7,20.7675,3.425,0.104045498
3178,640,0.60993302,35,15.56,16.532,17.497,7,4.615,1.575,0.096942785
3179,640,0.60993302,35,15.56,16.532,17.497,7,13.845,1.575,0.113279259
3180,640,0.60993302,35,15.56,16.532,17.497,7,23.075,1.575,0.112946534
3181,640,0.60993302,35,15.56,16.532,17.497,7,24.875,1.575,0.133963889
3182,640,0.60993302,35,15.56,16.532,17.497,7,6.9225,3.425,0.126738107
3183,640,0.60993302,35,15.56,16.532,17.497,7,11.5375,3.425,0.104084132
3184,640,0.60993302,35,15.56,16.532,17.497,7,20.7675,3.425,0.105726143
3185,641,0.60993302,35,15.56,16.532,15.274,7,4.615,1.575,0.099800667
3186,641,0.60993302,35,15.56,16.532,15.274,7,13.845,1.575,0.117089689
3187,641,0.60993302,35,15.56,16.532,15.274,7,23.075,1.575,0.111482171
3188,641,0.60993302,35,15.56,16.532,15.274,7,24.875,1.575,0.139107518
3189,641,0.60993302,35,15.56,16.532,15.274,7,6.9225,3.425,0.130927353
3190,641,0.60993302,35,15.56,16.532,15.274,7,11.5375,3.425,0.121370332
3191,641,0.60993302,35,15.56,16.532,15.274,7,20.7675,3.425,0.102147598
3192,642,0.60993302,35,15.56,16.532,14.441,7,4.615,1.575,0.098822716
3193,642,0.60993302,35,15.56,16.532,14.441,7,13.845,1.575,0.133094277
3194,642,0.60993302,35,15.56,16.532,14.441,7,23.075,1.575,0.106202033
3195,642,0.60993302,35,15.56,16.532,14.441,7,24.875,1.575,0.147716317
3196,642,0.60993302,35,15.56,16.532,14.441,7,6.9225,3.425,0.130970329
3197,642,0.60993302,35,15.56,16.532,14.441,7,11.5375,3.425,0.12663849
3198,642,0.60993302,35,15.56,16.532,14.441,7,20.7675,3.425,0.106115762
3199,643,0.60993302,35,18.33,18.747,17.497,7,4.615,1.575,0.1009634
3200,643,0.60993302,35,18.33,18.747,17.497,7,13.845,1.575,0.117661765
3201,643,0.60993302,35,18.33,18.747,17.497,7,23.075,1.575,0.116023029
3202,643,0.60993302,35,18.33,18.747,17.497,7,24.875,1.575,0.134792323
3203,643,0.60993302,35,18.33,18.747,17.497,7,6.9225,3.425,0.107836386
3204,643,0.60993302,35,18.33,18.747,17.497,7,11.5375,3.425,0.096428868
3205,643,0.60993302,35,18.33,18.747,17.497,7,20.7675,3.425,0.105913065
3206,644,0.60993302,35,18.33,18.747,15.274,7,4.615,1.575,0.099857854
3207,644,0.60993302,35,18.33,18.747,15.274,7,13.845,1.575,0.119908069
3208,644,0.60993302,35,18.33,18.747,15.274,7,23.075,1.575,0.11363669
3209,644,0.60993302,35,18.33,18.747,15.274,7,24.875,1.575,0.139108821
3210,644,0.60993302,35,18.33,18.747,15.274,7,6.9225,3.425,0.114228797
3211,644,0.60993302,35,18.33,18.747,15.274,7,11.5375,3.425,0.111326597
3212,644,0.60993302,35,18.33,18.747,15.274,7,20.7675,3.425,0.103619599
3213,645,0.60993302,35,18.33,18.747,14.441,7,4.615,1.575,0.099403096
3214,645,0.60993302,35,18.33,18.747,14.441,7,13.845,1.575,0.122982958
3215,645,0.60993302,35,18.33,18.747,14.441,7,23.075,1.575,0.108999353
3216,645,0.60993302,35,18.33,18.747,14.441,7,24.875,1.575,0.146376544
3217,645,0.60993302,35,18.33,18.747,14.441,7,6.9225,3.425,0.117815596
3218,645,0.60993302,35,18.33,18.747,14.441,7,11.5375,3.425,0.115653279
3219,645,0.60993302,35,18.33,18.747,14.441,7,20.7675,3.425,0.098479609
3220,646,0.60993302,35,18.33,19.302,17.497,7,4.615,1.575,0.100775616
3221,646,0.60993302,35,18.33,19.302,17.497,7,13.845,1.575,0.119984682
3222,646,0.60993302,35,18.33,19.302,17.497,7,23.075,1.575,0.113213973
3223,646,0.60993302,35,18.33,19.302,17.497,7,24.875,1.575,0.134002376
3224,646,0.60993302,35,18.33,19.302,17.497,7,6.9225,3.425,0.111607412
3225,646,0.60993302,35,18.33,19.302,17.497,7,11.5375,3.425,0.108846593
3226,646,0.60993302,35,18.33,19.302,17.497,7,20.7675,3.425,0.106566277
3227,647,0.60993302,35,18.33,19.302,15.274,7,4.615,1.575,0.099793893
3228,647,0.60993302,35,18.33,19.302,15.274,7,13.845,1.575,0.142630361
3229,647,0.60993302,35,18.33,19.302,15.274,7,23.075,1.575,0.106769085
3230,647,0.60993302,35,18.33,19.302,15.274,7,24.875,1.575,0.14483958
3231,647,0.60993302,35,18.33,19.302,15.274,7,6.9225,3.425,0.119414231
3232,647,0.60993302,35,18.33,19.302,15.274,7,11.5375,3.425,0.116673134
3233,647,0.60993302,35,18.33,19.302,15.274,7,20.7675,3.425,0.105373251
3234,648,0.60993302,35,18.33,19.302,14.441,7,4.615,1.575,0.099358933
3235,648,0.60993302,35,18.33,19.302,14.441,7,13.845,1.575,0.130852593
3236,648,0.60993302,35,18.33,19.302,14.441,7,23.075,1.575,0.104774115
3237,648,0.60993302,35,18.33,19.302,14.441,7,24.875,1.575,0.147420085
3238,648,0.60993302,35,18.33,19.302,14.441,7,6.9225,3.425,0.120136017
3239,648,0.60993302,35,18.33,19.302,14.441,7,11.5375,3.425,0.117976826
3240,648,0.60993302,35,18.33,19.302,14.441,7,20.7675,3.425,0.107937337
3241,649,0.393132184,4.44,23.89,23.89,24.584,11,2.825,1.575,0.125260072
3242,649,0.393132184,4.44,23.89,23.89,24.584,11,4.615,1.575,0.134974212
3243,649,0.393132184,4.44,23.89,23.89,24.584,11,9.23,1.575,0.142796849
3244,649,0.393132184,4.44,23.89,23.89,24.584,11,13.845,1.575,0.139100827
3245,649,0.393132184,4.44,23.89,23.89,24.584,11,18.46,1.575,0.146192607
3246,649,0.393132184,4.44,23.89,23.89,24.584,11,23.075,1.575,0.132765122
3247,649,0.393132184,4.44,23.89,23.89,24.584,11,24.875,1.575,0.112570559
3248,649,0.393132184,4.44,23.89,23.89,24.584,11,6.9225,3.425,0.12502324
3249,649,0.393132184,4.44,23.89,23.89,24.584,11,11.5375,3.425,0.144591093
3250,649,0.393132184,4.44,23.89,23.89,24.584,11,16.1525,3.425,0.12677929
3251,649,0.393132184,4.44,23.89,23.89,24.584,11,20.7675,3.425,0.154011991
3252,650,0.393132184,4.44,23.89,23.89,26.112,11,2.825,1.575,0.130334071
3253,650,0.393132184,4.44,23.89,23.89,26.112,11,4.615,1.575,0.146245134
3254,650,0.393132184,4.44,23.89,23.89,26.112,11,9.23,1.575,0.148967852
3255,650,0.393132184,4.44,23.89,23.89,26.112,11,13.845,1.575,0.139466286
3256,650,0.393132184,4.44,23.89,23.89,26.112,11,18.46,1.575,0.140404963
3257,650,0.393132184,4.44,23.89,23.89,26.112,11,23.075,1.575,0.132242644
3258,650,0.393132184,4.44,23.89,23.89,26.112,11,24.875,1.575,0.110659388
3259,650,0.393132184,4.44,23.89,23.89,26.112,11,6.9225,3.425,0.137118665
3260,650,0.393132184,4.44,23.89,23.89,26.112,11,11.5375,3.425,0.147985654
3261,650,0.393132184,4.44,23.89,23.89,26.112,11,16.1525,3.425,0.152879156
3262,650,0.393132184,4.44,23.89,23.89,26.112,11,20.7675,3.425,0.150808503
3263,651,0.393132184,4.44,23.89,23.89,27.501,11,2.825,1.575,0.124320891
3264,651,0.393132184,4.44,23.89,23.89,27.501,11,4.615,1.575,0.145877791
3265,651,0.393132184,4.44,23.89,23.89,27.501,11,9.23,1.575,0.142032136
3266,651,0.393132184,4.44,23.89,23.89,27.501,11,13.845,1.575,0.169136612
3267,651,0.393132184,4.44,23.89,23.89,27.501,11,18.46,1.575,0.153797949
3268,651,0.393132184,4.44,23.89,23.89,27.501,11,23.075,1.575,0.135617109
3269,651,0.393132184,4.44,23.89,23.89,27.501,11,24.875,1.575,0.114946982
3270,651,0.393132184,4.44,23.89,23.89,27.501,11,6.9225,3.425,0.133019151
3271,651,0.393132184,4.44,23.89,23.89,27.501,11,11.5375,3.425,0.154719988
3272,651,0.393132184,4.44,23.89,23.89,27.501,11,16.1525,3.425,0.125381798
3273,651,0.393132184,4.44,23.89,23.89,27.501,11,20.7675,3.425,0.153738755
3274,652,0.393132184,4.44,25.97,25.97,24.584,11,2.825,1.575,0.133550853
3275,652,0.393132184,4.44,25.97,25.97,24.584,11,4.615,1.575,0.135964813
3276,652,0.393132184,4.44,25.97,25.97,24.584,11,9.23,1.575,0.164957303
3277,652,0.393132184,4.44,25.97,25.97,24.584,11,13.845,1.575,0.155218659
3278,652,0.393132184,4.44,25.97,25.97,24.584,11,18.46,1.575,0.130913864
3279,652,0.393132184,4.44,25.97,25.97,24.584,11,23.075,1.575,0.132377717
3280,652,0.393132184,4.44,25.97,25.97,24.584,11,24.875,1.575,0.115733528
3281,652,0.393132184,4.44,25.97,25.97,24.584,11,6.9225,3.425,0.146892808
3282,652,0.393132184,4.44,25.97,25.97,24.584,11,11.5375,3.425,0.152071454
3283,652,0.393132184,4.44,25.97,25.97,24.584,11,16.1525,3.425,0.155080065
3284,652,0.393132184,4.44,25.97,25.97,24.584,11,20.7675,3.425,0.154176066
3285,653,0.393132184,4.44,25.97,25.97,26.112,11,2.825,1.575,0.123302159
3286,653,0.393132184,4.44,25.97,25.97,26.112,11,4.615,1.575,0.126546407
3287,653,0.393132184,4.44,25.97,25.97,26.112,11,9.23,1.575,0.157680124
3288,653,0.393132184,4.44,25.97,25.97,26.112,11,13.845,1.575,0.138882574
3289,653,0.393132184,4.44,25.97,25.97,26.112,11,18.46,1.575,0.133442124
3290,653,0.393132184,4.44,25.97,25.97,26.112,11,23.075,1.575,0.132989646
3291,653,0.393132184,4.44,25.97,25.97,26.112,11,24.875,1.575,0.116168607
3292,653,0.393132184,4.44,25.97,25.97,26.112,11,6.9225,3.425,0.145281264
3293,653,0.393132184,4.44,25.97,25.97,26.112,11,11.5375,3.425,0.149392102
3294,653,0.393132184,4.44,25.97,25.97,26.112,11,16.1525,3.425,0.173735963
3295,653,0.393132184,4.44,25.97,25.97,26.112,11,20.7675,3.425,0.152230103
3296,654,0.393132184,4.44,25.97,25.97,27.501,11,2.825,1.575,0.126987121
3297,654,0.393132184,4.44,25.97,25.97,27.501,11,4.615,1.575,0.149987657
3298,654,0.393132184,4.44,25.97,25.97,27.501,11,9.23,1.575,0.150034616
3299,654,0.393132184,4.44,25.97,25.97,27.501,11,13.845,1.575,0.149445611
3300,654,0.393132184,4.44,25.97,25.97,27.501,11,18.46,1.575,0.126546527
3301,654,0.393132184,4.44,25.97,25.97,27.501,11,23.075,1.575,0.13162883
3302,654,0.393132184,4.44,25.97,25.97,27.501,11,24.875,1.575,0.116267692
3303,654,0.393132184,4.44,25.97,25.97,27.501,11,6.9225,3.425,0.135860519
3304,654,0.393132184,4.44,25.97,25.97,27.501,11,11.5375,3.425,0.154736944
3305,654,0.393132184,4.44,25.97,25.97,27.501,11,16.1525,3.425,0.141065686
3306,654,0.393132184,4.44,25.97,25.97,27.501,11,20.7675,3.425,0.156556334
3307,655,0.393132184,4.44,28.06,28.06,24.584,11,2.825,1.575,0.13997417
3308,655,0.393132184,4.44,28.06,28.06,24.584,11,4.615,1.575,0.147358222
3309,655,0.393132184,4.44,28.06,28.06,24.584,11,9.23,1.575,0.146435061
3310,655,0.393132184,4.44,28.06,28.06,24.584,11,13.845,1.575,0.145919526
3311,655,0.393132184,4.44,28.06,28.06,24.584,11,18.46,1.575,0.138388355
3312,655,0.393132184,4.44,28.06,28.06,24.584,11,23.075,1.575,0.127911624
3313,655,0.393132184,4.44,28.06,28.06,24.584,11,24.875,1.575,0.115847888
3314,655,0.393132184,4.44,28.06,28.06,24.584,11,6.9225,3.425,0.148746773
3315,655,0.393132184,4.44,28.06,28.06,24.584,11,11.5375,3.425,0.157802712
3316,655,0.393132184,4.44,28.06,28.06,24.584,11,16.1525,3.425,0.164535501
3317,655,0.393132184,4.44,28.06,28.06,24.584,11,20.7675,3.425,0.158012145
3318,656,0.393132184,4.44,28.06,28.06,26.112,11,2.825,1.575,0.13635028
3319,656,0.393132184,4.44,28.06,28.06,26.112,11,4.615,1.575,0.141720517
3320,656,0.393132184,4.44,28.06,28.06,26.112,11,9.23,1.575,0.149490018
3321,656,0.393132184,4.44,28.06,28.06,26.112,11,13.845,1.575,0.134920123
3322,656,0.393132184,4.44,28.06,28.06,26.112,11,18.46,1.575,0.130505781
3323,656,0.393132184,4.44,28.06,28.06,26.112,11,23.075,1.575,0.129758255
3324,656,0.393132184,4.44,28.06,28.06,26.112,11,24.875,1.575,0.119321989
3325,656,0.393132184,4.44,28.06,28.06,26.112,11,6.9225,3.425,0.149463858
3326,656,0.393132184,4.44,28.06,28.06,26.112,11,11.5375,3.425,0.167776425
3327,656,0.393132184,4.44,28.06,28.06,26.112,11,16.1525,3.425,0.149125915
3328,656,0.393132184,4.44,28.06,28.06,26.112,11,20.7675,3.425,0.150179736
3329,657,0.393132184,4.44,28.06,28.06,27.501,11,2.825,1.575,0.129319925
3330,657,0.393132184,4.44,28.06,28.06,27.501,11,4.615,1.575,0.132055862
3331,657,0.393132184,4.44,28.06,28.06,27.501,11,9.23,1.575,0.150951812
3332,657,0.393132184,4.44,28.06,28.06,27.501,11,13.845,1.575,0.135310932
3333,657,0.393132184,4.44,28.06,28.06,27.501,11,18.46,1.575,0.147619108
3334,657,0.393132184,4.44,28.06,28.06,27.501,11,23.075,1.575,0.129433314
3335,657,0.393132184,4.44,28.06,28.06,27.501,11,24.875,1.575,0.118058948
3336,657,0.393132184,4.44,28.06,28.06,27.501,11,6.9225,3.425,0.144541698
3337,657,0.393132184,4.44,28.06,28.06,27.501,11,11.5375,3.425,0.137917463
3338,657,0.393132184,4.44,28.06,28.06,27.501,11,16.1525,3.425,0.142583669
3339,657,0.393132184,4.44,28.06,28.06,27.501,11,20.7675,3.425,0.155010579
3340,658,0.393132184,8.61,23.89,23.89,26.664,11,2.825,1.575,0.119908559
3341,658,0.393132184,8.61,23.89,23.89,26.664,11,4.615,1.575,0.120086388
3342,658,0.393132184,8.61,23.89,23.89,26.664,11,9.23,1.575,0.156530081
3343,658,0.393132184,8.61,23.89,23.89,26.664,11,13.845,1.575,0.13267071
3344,658,0.393132184,8.61,23.89,23.89,26.664,11,18.46,1.575,0.154143229
3345,658,0.393132184,8.61,23.89,23.89,26.664,11,23.075,1.575,0.121466036
3346,658,0.393132184,8.61,23.89,23.89,26.664,11,24.875,1.575,0.10399367
3347,658,0.393132184,8.61,23.89,23.89,26.664,11,6.9225,3.425,0.140603733
3348,658,0.393132184,8.61,23.89,23.89,26.664,11,11.5375,3.425,0.134980507
3349,658,0.393132184,8.61,23.89,23.89,26.664,11,16.1525,3.425,0.131976483
3350,658,0.393132184,8.61,23.89,23.89,26.664,11,20.7675,3.425,0.149745401
3351,659,0.393132184,8.61,23.89,23.89,28.192,11,2.825,1.575,0.121657128
3352,659,0.393132184,8.61,23.89,23.89,28.192,11,4.615,1.575,0.120780282
3353,659,0.393132184,8.61,23.89,23.89,28.192,11,9.23,1.575,0.147865758
3354,659,0.393132184,8.61,23.89,23.89,28.192,11,13.845,1.575,0.147650393
3355,659,0.393132184,8.61,23.89,23.89,28.192,11,18.46,1.575,0.157528147
3356,659,0.393132184,8.61,23.89,23.89,28.192,11,23.075,1.575,0.122815786
3357,659,0.393132184,8.61,23.89,23.89,28.192,11,24.875,1.575,0.103087503
3358,659,0.393132184,8.61,23.89,23.89,28.192,11,6.9225,3.425,0.135230659
3359,659,0.393132184,8.61,23.89,23.89,28.192,11,11.5375,3.425,0.137401407
3360,659,0.393132184,8.61,23.89,23.89,28.192,11,16.1525,3.425,0.121470898
3361,659,0.393132184,8.61,23.89,23.89,28.192,11,20.7675,3.425,0.156190821
3362,660,0.393132184,8.61,23.89,23.89,29.581,11,2.825,1.575,0.11991721
3363,660,0.393132184,8.61,23.89,23.89,29.581,11,4.615,1.575,0.128802091
3364,660,0.393132184,8.61,23.89,23.89,29.581,11,9.23,1.575,0.148334604
3365,660,0.393132184,8.61,23.89,23.89,29.581,11,13.845,1.575,0.125751446
3366,660,0.393132184,8.61,23.89,23.89,29.581,11,18.46,1.575,0.158416942
3367,660,0.393132184,8.61,23.89,23.89,29.581,11,23.075,1.575,0.123841245
3368,660,0.393132184,8.61,23.89,23.89,29.581,11,24.875,1.575,0.103636332
3369,660,0.393132184,8.61,23.89,23.89,29.581,11,6.9225,3.425,0.140203024
3370,660,0.393132184,8.61,23.89,23.89,29.581,11,11.5375,3.425,0.13867123
3371,660,0.393132184,8.61,23.89,23.89,29.581,11,16.1525,3.425,0.121043554
3372,660,0.393132184,8.61,23.89,23.89,29.581,11,20.7675,3.425,0.151573565
3373,661,0.393132184,8.61,25.97,25.97,26.664,11,2.825,1.575,0.110945484
