index,sim,saf,sat,ewt,ist,wit,n_occ,x,y,MRT,T,V
1491,399,0.505868619,12.78,23.89,23.89,31.671,7,4.615,1.575,25.22100095,23.5656172,0.134367145
1492,399,0.505868619,12.78,23.89,23.89,31.671,7,13.845,1.575,25.126727,22.62247204,0.126222349
1493,399,0.505868619,12.78,23.89,23.89,31.671,7,23.075,1.575,25.21886538,23.319432,0.132457661
1494,399,0.505868619,12.78,23.89,23.89,31.671,7,24.875,1.575,25.43371318,22.97063034,0.121585875
1495,399,0.505868619,12.78,23.89,23.89,31.671,7,6.9225,3.425,25.32903946,22.94355656,0.171688742
1496,399,0.505868619,12.78,23.89,23.89,31.671,7,11.5375,3.425,25.27658038,22.54948378,0.148147279
1497,399,0.505868619,12.78,23.89,23.89,31.671,7,20.7675,3.425,25.29281168,22.87648024,0.18873474699999998
1498,400,0.505868619,12.78,25.97,25.97,28.754,7,4.615,1.575,26.98882823,25.08528674,0.133897976
1499,400,0.505868619,12.78,25.97,25.97,28.754,7,13.845,1.575,26.86532774,24.10074686,0.144881337
1500,400,0.505868619,12.78,25.97,25.97,28.754,7,23.075,1.575,26.975852500000002,25.05600206,0.137225092
1501,400,0.505868619,12.78,25.97,25.97,28.754,7,24.875,1.575,27.04770003,24.46864475,0.12523239
1502,400,0.505868619,12.78,25.97,25.97,28.754,7,6.9225,3.425,26.98337556,24.25554162,0.164609489
1503,400,0.505868619,12.78,25.97,25.97,28.754,7,11.5375,3.425,26.94460038,23.68886038,0.13425079999999998
1504,400,0.505868619,12.78,25.97,25.97,28.754,7,20.7675,3.425,26.95063223,23.98038749,0.181882949
1505,401,0.505868619,12.78,25.97,25.97,30.281999999999996,7,4.615,1.575,27.00268384,25.16359959,0.13669183099999999
1506,401,0.505868619,12.78,25.97,25.97,30.281999999999996,7,13.845,1.575,26.86813487,24.0021253,0.143673997
1507,401,0.505868619,12.78,25.97,25.97,30.281999999999996,7,23.075,1.575,26.99065712,24.98741088,0.136641325
1508,401,0.505868619,12.78,25.97,25.97,30.281999999999996,7,24.875,1.575,27.11477955,24.52607142,0.12384824300000001
1509,401,0.505868619,12.78,25.97,25.97,30.281999999999996,7,6.9225,3.425,27.03010615,24.32729171,0.160744311
1510,401,0.505868619,12.78,25.97,25.97,30.281999999999996,7,11.5375,3.425,26.9816002,23.627739000000002,0.14830702199999998
1511,401,0.505868619,12.78,25.97,25.97,30.281999999999996,7,20.7675,3.425,26.98653358,24.01550545,0.187284617
1512,402,0.505868619,12.78,25.97,25.97,31.671,7,4.615,1.575,27.01023639,25.17430175,0.13670169699999998
1513,402,0.505868619,12.78,25.97,25.97,31.671,7,13.845,1.575,26.8932901,24.09106115,0.156825495
1514,402,0.505868619,12.78,25.97,25.97,31.671,7,23.075,1.575,27.00109017,25.15610997,0.136823644
1515,402,0.505868619,12.78,25.97,25.97,31.671,7,24.875,1.575,27.17212822,24.53629603,0.12694688699999998
1516,402,0.505868619,12.78,25.97,25.97,31.671,7,6.9225,3.425,27.06310762,24.29363978,0.16796685
1517,402,0.505868619,12.78,25.97,25.97,31.671,7,11.5375,3.425,27.04496111,23.79945656,0.117489049
1518,402,0.505868619,12.78,25.97,25.97,31.671,7,20.7675,3.425,27.03520584,24.51630186,0.174684106
1519,403,0.505868619,12.78,28.06,28.06,28.754,7,4.615,1.575,28.80002105,26.61439305,0.130670455
1520,403,0.505868619,12.78,28.06,28.06,28.754,7,13.845,1.575,28.6628828,25.48052592,0.144153789
1521,403,0.505868619,12.78,28.06,28.06,28.754,7,23.075,1.575,28.77161133,26.76286131,0.144104817
1522,403,0.505868619,12.78,28.06,28.06,28.754,7,24.875,1.575,28.80193547,26.05097604,0.124029545
1523,403,0.505868619,12.78,28.06,28.06,28.754,7,6.9225,3.425,28.74949696,25.82257097,0.146721799
1524,403,0.505868619,12.78,28.06,28.06,28.754,7,11.5375,3.425,28.71122773,25.40514946,0.143662876
1525,403,0.505868619,12.78,28.06,28.06,28.754,7,20.7675,3.425,28.68770948,25.55602183,0.17567909199999998
1526,404,0.505868619,12.78,28.06,28.06,30.281999999999996,7,4.615,1.575,28.807727000000003,26.78150744,0.137350051
1527,404,0.505868619,12.78,28.06,28.06,30.281999999999996,7,13.845,1.575,28.65472772,25.32069835,0.142194995
1528,404,0.505868619,12.78,28.06,28.06,30.281999999999996,7,23.075,1.575,28.78077022,26.78754756,0.144653261
1529,404,0.505868619,12.78,28.06,28.06,30.281999999999996,7,24.875,1.575,28.86788654,26.13506304,0.12277469199999999
1530,404,0.505868619,12.78,28.06,28.06,30.281999999999996,7,6.9225,3.425,28.79234208,26.075477,0.148412745
1531,404,0.505868619,12.78,28.06,28.06,30.281999999999996,7,11.5375,3.425,28.70764689,25.25154034,0.14461638699999999
1532,404,0.505868619,12.78,28.06,28.06,30.281999999999996,7,20.7675,3.425,28.73764124,25.75504504,0.18059870100000003
1533,405,0.505868619,12.78,28.06,28.06,31.671,7,4.615,1.575,28.80909573,26.86839639,0.142185857
1534,405,0.505868619,12.78,28.06,28.06,31.671,7,13.845,1.575,28.67885575,25.53505165,0.148123441
1535,405,0.505868619,12.78,28.06,28.06,31.671,7,23.075,1.575,28.7871892,26.6974348,0.149118803
1536,405,0.505868619,12.78,28.06,28.06,31.671,7,24.875,1.575,28.91935881,25.95643559,0.12104943
1537,405,0.505868619,12.78,28.06,28.06,31.671,7,6.9225,3.425,28.81654217,25.89574076,0.157063455
1538,405,0.505868619,12.78,28.06,28.06,31.671,7,11.5375,3.425,28.76329547,25.4254505,0.14890951300000002
1539,405,0.505868619,12.78,28.06,28.06,31.671,7,20.7675,3.425,28.75909807,25.59780423,0.18326704300000002
1540,406,0.60993302,4.44,23.89,23.89,24.584,7,4.615,1.575,24.98036286,21.8066506,0.157126876
1541,406,0.60993302,4.44,23.89,23.89,24.584,7,13.845,1.575,24.78011129,20.57041129,0.172313338
1542,406,0.60993302,4.44,23.89,23.89,24.584,7,23.075,1.575,24.98420172,21.8169999,0.16000483
1543,406,0.60993302,4.44,23.89,23.89,24.584,7,24.875,1.575,25.03755702,21.10308375,0.144235746
1544,406,0.60993302,4.44,23.89,23.89,24.584,7,6.9225,3.425,24.88050786,20.557544500000002,0.191855695
1545,406,0.60993302,4.44,23.89,23.89,24.584,7,11.5375,3.425,24.82359125,19.95849517,0.141897404
1546,406,0.60993302,4.44,23.89,23.89,24.584,7,20.7675,3.425,24.82859548,20.54440037,0.220638675
1547,407,0.60993302,4.44,23.89,23.89,26.112,7,4.615,1.575,24.99597592,21.89896446,0.15727196400000001
1548,407,0.60993302,4.44,23.89,23.89,26.112,7,13.845,1.575,24.79983891,20.342409600000003,0.145819182
1549,407,0.60993302,4.44,23.89,23.89,26.112,7,23.075,1.575,24.97397269,21.73441827,0.163979359
1550,407,0.60993302,4.44,23.89,23.89,26.112,7,24.875,1.575,25.09977971,21.11968601,0.142101148
1551,407,0.60993302,4.44,23.89,23.89,26.112,7,6.9225,3.425,24.92554761,20.69566309,0.179059575
1552,407,0.60993302,4.44,23.89,23.89,26.112,7,11.5375,3.425,24.87612435,20.03861214,0.168366751
1553,407,0.60993302,4.44,23.89,23.89,26.112,7,20.7675,3.425,24.86529809,20.678033600000003,0.228623203
1554,408,0.60993302,4.44,23.89,23.89,27.500999999999998,7,4.615,1.575,25.01378679,21.97543345,0.157388608
1555,408,0.60993302,4.44,23.89,23.89,27.500999999999998,7,13.845,1.575,24.80488591,20.27056908,0.173809358
1556,408,0.60993302,4.44,23.89,23.89,27.500999999999998,7,23.075,1.575,24.99228292,21.76302722,0.156597874
1557,408,0.60993302,4.44,23.89,23.89,27.500999999999998,7,24.875,1.575,25.1590807,21.09017267,0.14427896199999998
1558,408,0.60993302,4.44,23.89,23.89,27.500999999999998,7,6.9225,3.425,24.99042584,21.04946124,0.19225849899999997
1559,408,0.60993302,4.44,23.89,23.89,27.500999999999998,7,11.5375,3.425,24.93212419,20.05139456,0.16407133599999998
1560,408,0.60993302,4.44,23.89,23.89,27.500999999999998,7,20.7675,3.425,24.92931245,20.34506201,0.211649778
