index,sim,saf,sat,ewt,ist,wit,n_occ,x,y,MRT,T,V
3576,679,0.439383029,4.44,25.97,25.97,24.584,11,23.075,1.575,26.88827965,23.62405411,0.129982745
3577,679,0.439383029,4.44,25.97,25.97,24.584,11,24.875,1.575,26.82837362,23.38219222,0.11694786300000001
3578,679,0.439383029,4.44,25.97,25.97,24.584,11,6.9225,3.425,26.78570143,23.01699918,0.145590102
3579,679,0.439383029,4.44,25.97,25.97,24.584,11,11.5375,3.425,26.68800881,22.03799863,0.15022707400000002
3580,679,0.439383029,4.44,25.97,25.97,24.584,11,16.1525,3.425,26.74990613,22.26830961,0.159493614
3581,679,0.439383029,4.44,25.97,25.97,24.584,11,20.7675,3.425,26.76484108,23.59232323,0.16799086100000002
3582,680,0.439383029,4.44,25.97,25.97,26.112,11,2.825,1.575,22.16597808,23.69832186,0.130293585
3583,680,0.439383029,4.44,25.97,25.97,26.112,11,4.615,1.575,23.27730414,23.86672351,0.13833889300000002
3584,680,0.439383029,4.44,25.97,25.97,26.112,11,9.23,1.575,26.79583709,23.32555858,0.17870006100000002
3585,680,0.439383029,4.44,25.97,25.97,26.112,11,13.845,1.575,26.74244354,22.42287418,0.152503215
3586,680,0.439383029,4.44,25.97,25.97,26.112,11,18.46,1.575,26.81317564,23.27730414,0.16544678300000001
3587,680,0.439383029,4.44,25.97,25.97,26.112,11,23.075,1.575,26.89375525,23.63791645,0.132668481
3588,680,0.439383029,4.44,25.97,25.97,26.112,11,24.875,1.575,26.89190757,23.41953643,0.117990495
3589,680,0.439383029,4.44,25.97,25.97,26.112,11,6.9225,3.425,26.83204594,23.19770699,0.134834127
3590,680,0.439383029,4.44,25.97,25.97,26.112,11,11.5375,3.425,26.75144476,22.22958158,0.130591752
3591,680,0.439383029,4.44,25.97,25.97,26.112,11,16.1525,3.425,26.75848677,22.16597808,0.148999212
3592,680,0.439383029,4.44,25.97,25.97,26.112,11,20.7675,3.425,26.81105567,23.61442312,0.161612328
3593,681,0.439383029,4.44,25.97,25.97,27.500999999999998,11,2.825,1.575,22.38398219,23.81684588,0.12190622599999999
3594,681,0.439383029,4.44,25.97,25.97,27.500999999999998,11,4.615,1.575,23.37233967,23.89117681,0.128832025
3595,681,0.439383029,4.44,25.97,25.97,27.500999999999998,11,9.23,1.575,26.82465197,23.23315717,0.17018425899999998
3596,681,0.439383029,4.44,25.97,25.97,27.500999999999998,11,13.845,1.575,26.74483442,22.80420193,0.134968982
3597,681,0.439383029,4.44,25.97,25.97,27.500999999999998,11,18.46,1.575,26.78693687,23.37233967,0.158029057
3598,681,0.439383029,4.44,25.97,25.97,27.500999999999998,11,23.075,1.575,26.90476385,23.67283183,0.132144091
3599,681,0.439383029,4.44,25.97,25.97,27.500999999999998,11,24.875,1.575,26.94691545,23.38721539,0.117627275
3600,681,0.439383029,4.44,25.97,25.97,27.500999999999998,11,6.9225,3.425,26.87156877,23.15995695,0.16117695099999998
3601,681,0.439383029,4.44,25.97,25.97,27.500999999999998,11,11.5375,3.425,26.79066042,22.21291163,0.161367444
3602,681,0.439383029,4.44,25.97,25.97,27.500999999999998,11,16.1525,3.425,26.83900869,22.38398219,0.1422775
3603,681,0.439383029,4.44,25.97,25.97,27.500999999999998,11,20.7675,3.425,26.84058343,23.4992007,0.17018210600000003
3604,682,0.439383029,4.44,28.06,28.06,24.584,11,2.825,1.575,23.6978707,25.25988583,0.136625868
3605,682,0.439383029,4.44,28.06,28.06,24.584,11,4.615,1.575,24.88136385,25.38771382,0.130600541
3606,682,0.439383029,4.44,28.06,28.06,24.584,11,9.23,1.575,28.57058366,24.87231693,0.173884287
3607,682,0.439383029,4.44,28.06,28.06,24.584,11,13.845,1.575,28.48369863,23.82835283,0.147528396
3608,682,0.439383029,4.44,28.06,28.06,24.584,11,18.46,1.575,28.57003628,24.88136385,0.170807844
3609,682,0.439383029,4.44,28.06,28.06,24.584,11,23.075,1.575,28.67699954,25.17229027,0.131475228
3610,682,0.439383029,4.44,28.06,28.06,24.584,11,24.875,1.575,28.58315189,24.89307616,0.11993059699999999
3611,682,0.439383029,4.44,28.06,28.06,24.584,11,6.9225,3.425,28.53160113,24.63779264,0.13740705
3612,682,0.439383029,4.44,28.06,28.06,24.584,11,11.5375,3.425,28.43826303,23.63354512,0.133532209
3613,682,0.439383029,4.44,28.06,28.06,24.584,11,16.1525,3.425,28.46190643,23.6978707,0.160469904
3614,682,0.439383029,4.44,28.06,28.06,24.584,11,20.7675,3.425,28.51311878,24.69369567,0.171912793
3615,683,0.439383029,4.44,28.06,28.06,26.112,11,2.825,1.575,23.88576271,25.24981933,0.123304014
3616,683,0.439383029,4.44,28.06,28.06,26.112,11,4.615,1.575,25.08806314,25.38126935,0.12361337800000001
3617,683,0.439383029,4.44,28.06,28.06,26.112,11,9.23,1.575,28.574569800000003,24.79388992,0.17639613199999998
3618,683,0.439383029,4.44,28.06,28.06,26.112,11,13.845,1.575,28.535157199999997,24.08341456,0.134992688
3619,683,0.439383029,4.44,28.06,28.06,26.112,11,18.46,1.575,28.59467636,25.08806314,0.133068829
3620,683,0.439383029,4.44,28.06,28.06,26.112,11,23.075,1.575,28.69308835,25.25476668,0.127235214
3621,683,0.439383029,4.44,28.06,28.06,26.112,11,24.875,1.575,28.64150125,24.93229061,0.119971429
3622,683,0.439383029,4.44,28.06,28.06,26.112,11,6.9225,3.425,28.58892955,24.75325649,0.146599056
3623,683,0.439383029,4.44,28.06,28.06,26.112,11,11.5375,3.425,28.50331803,23.8381729,0.16788115399999998
3624,683,0.439383029,4.44,28.06,28.06,26.112,11,16.1525,3.425,28.52074098,23.88576271,0.150076177
3625,683,0.439383029,4.44,28.06,28.06,26.112,11,20.7675,3.425,28.53735207,25.00424634,0.170033445
3626,684,0.439383029,4.44,28.06,28.06,27.500999999999998,11,2.825,1.575,23.69639247,25.26924388,0.137422356
3627,684,0.439383029,4.44,28.06,28.06,27.500999999999998,11,4.615,1.575,25.20631397,25.50165181,0.136190198
3628,684,0.439383029,4.44,28.06,28.06,27.500999999999998,11,9.23,1.575,28.59223932,24.98279347,0.17981568399999998
3629,684,0.439383029,4.44,28.06,28.06,27.500999999999998,11,13.845,1.575,28.55158111,24.27395637,0.142524536
3630,684,0.439383029,4.44,28.06,28.06,27.500999999999998,11,18.46,1.575,28.60490146,25.20631397,0.140430319
3631,684,0.439383029,4.44,28.06,28.06,27.500999999999998,11,23.075,1.575,28.70774956,25.34369026,0.130397073
3632,684,0.439383029,4.44,28.06,28.06,27.500999999999998,11,24.875,1.575,28.70492928,25.06575317,0.11994789800000001
3633,684,0.439383029,4.44,28.06,28.06,27.500999999999998,11,6.9225,3.425,28.60300183,24.89500028,0.133262884
3634,684,0.439383029,4.44,28.06,28.06,27.500999999999998,11,11.5375,3.425,28.53347317,23.81289493,0.14986194
3635,684,0.439383029,4.44,28.06,28.06,27.500999999999998,11,16.1525,3.425,28.54547402,23.69639247,0.15048599999999998
3636,684,0.439383029,4.44,28.06,28.06,27.500999999999998,11,20.7675,3.425,28.59641899,25.20810772,0.172539055
3637,685,0.439383029,8.61,23.89,23.89,26.664,11,2.825,1.575,21.64014303,22.64892102,0.126694138
3638,685,0.439383029,8.61,23.89,23.89,26.664,11,4.615,1.575,22.60848999,22.91781377,0.11677431
3639,685,0.439383029,8.61,23.89,23.89,26.664,11,9.23,1.575,25.13765598,22.43447409,0.16714009300000002
3640,685,0.439383029,8.61,23.89,23.89,26.664,11,13.845,1.575,25.09075839,22.13072041,0.134396515
3641,685,0.439383029,8.61,23.89,23.89,26.664,11,18.46,1.575,25.11711841,22.60848999,0.16944183699999998
3642,685,0.439383029,8.61,23.89,23.89,26.664,11,23.075,1.575,25.18355588,22.8363305,0.120272065
3643,685,0.439383029,8.61,23.89,23.89,26.664,11,24.875,1.575,25.20740776,22.56568297,0.10678809199999999
3644,685,0.439383029,8.61,23.89,23.89,26.664,11,6.9225,3.425,25.19769417,22.543741100000002,0.156304146
3645,685,0.439383029,8.61,23.89,23.89,26.664,11,11.5375,3.425,25.13125016,21.51022408,0.12492451199999999
3646,685,0.439383029,8.61,23.89,23.89,26.664,11,16.1525,3.425,25.16947539,21.64014303,0.124619735
3647,685,0.439383029,8.61,23.89,23.89,26.664,11,20.7675,3.425,25.17601532,22.42540462,0.158632833
3648,686,0.439383029,8.61,23.89,23.89,28.191999999999997,11,2.825,1.575,21.61027569,22.69554336,0.11996809800000001
3649,686,0.439383029,8.61,23.89,23.89,28.191999999999997,11,4.615,1.575,22.20971522,22.98895684,0.11428370199999999
3650,686,0.439383029,8.61,23.89,23.89,28.191999999999997,11,9.23,1.575,25.15213715,22.40673812,0.16794052199999998
3651,686,0.439383029,8.61,23.89,23.89,28.191999999999997,11,13.845,1.575,25.08376575,21.75041893,0.14030386
3652,686,0.439383029,8.61,23.89,23.89,28.191999999999997,11,18.46,1.575,25.14201587,22.20971522,0.160443326
3653,686,0.439383029,8.61,23.89,23.89,28.191999999999997,11,23.075,1.575,25.20214682,22.93559392,0.11874251599999999
3654,686,0.439383029,8.61,23.89,23.89,28.191999999999997,11,24.875,1.575,25.27405138,22.61886699,0.10442044199999999
3655,686,0.439383029,8.61,23.89,23.89,28.191999999999997,11,6.9225,3.425,25.24311798,22.33778642,0.15563233099999998
3656,686,0.439383029,8.61,23.89,23.89,28.191999999999997,11,11.5375,3.425,25.19938657,21.59928429,0.15072102099999998
3657,686,0.439383029,8.61,23.89,23.89,28.191999999999997,11,16.1525,3.425,25.22490948,21.61027569,0.165701743
3658,686,0.439383029,8.61,23.89,23.89,28.191999999999997,11,20.7675,3.425,25.228054800000002,22.33915588,0.15512003
3659,687,0.439383029,8.61,23.89,23.89,29.581,11,2.825,1.575,21.65258535,22.66616046,0.120627234
3660,687,0.439383029,8.61,23.89,23.89,29.581,11,4.615,1.575,22.34821449,22.95395998,0.13016672
3661,687,0.439383029,8.61,23.89,23.89,29.581,11,9.23,1.575,25.15604423,22.39298726,0.156140972
3662,687,0.439383029,8.61,23.89,23.89,29.581,11,13.845,1.575,25.1067568,22.02310709,0.126111862
3663,687,0.439383029,8.61,23.89,23.89,29.581,11,18.46,1.575,25.14642321,22.34821449,0.167737532
3664,687,0.439383029,8.61,23.89,23.89,29.581,11,23.075,1.575,25.20517446,22.91323419,0.12179483199999999
3665,687,0.439383029,8.61,23.89,23.89,29.581,11,24.875,1.575,25.33341769,22.63121497,0.109145866
3666,687,0.439383029,8.61,23.89,23.89,29.581,11,6.9225,3.425,25.27727444,22.46640547,0.16643197699999998
3667,687,0.439383029,8.61,23.89,23.89,29.581,11,11.5375,3.425,25.24177878,21.73196449,0.14625131
3668,687,0.439383029,8.61,23.89,23.89,29.581,11,16.1525,3.425,25.2573924,21.65258535,0.131993009
3669,687,0.439383029,8.61,23.89,23.89,29.581,11,20.7675,3.425,25.26940657,22.37822319,0.15764423800000002
3670,688,0.439383029,8.61,25.97,25.97,26.664,11,2.825,1.575,23.02497765,24.24563902,0.12145217
3671,688,0.439383029,8.61,25.97,25.97,26.664,11,4.615,1.575,24.40535251,24.33524295,0.137725704
3672,688,0.439383029,8.61,25.97,25.97,26.664,11,9.23,1.575,26.88166452,23.79896861,0.16613567699999998
3673,688,0.439383029,8.61,25.97,25.97,26.664,11,13.845,1.575,26.84395714,23.59933077,0.128623772
3674,688,0.439383029,8.61,25.97,25.97,26.664,11,18.46,1.575,26.89639692,24.40535251,0.14993272800000002
3675,688,0.439383029,8.61,25.97,25.97,26.664,11,23.075,1.575,26.96843021,24.33508706,0.11883048199999999
3676,688,0.439383029,8.61,25.97,25.97,26.664,11,24.875,1.575,26.94912182,24.10169469,0.106115617
3677,688,0.439383029,8.61,25.97,25.97,26.664,11,6.9225,3.425,26.926219899999996,23.69190647,0.13544582800000002
3678,688,0.439383029,8.61,25.97,25.97,26.664,11,11.5375,3.425,26.86120393,23.14310622,0.12649750699999998
3679,688,0.439383029,8.61,25.97,25.97,26.664,11,16.1525,3.425,26.87475721,23.02497765,0.134732901
3680,688,0.439383029,8.61,25.97,25.97,26.664,11,20.7675,3.425,26.90867215,24.21447285,0.143641413
3681,689,0.439383029,8.61,25.97,25.97,28.191999999999997,11,2.825,1.575,23.07516595,24.25763449,0.125258693
3682,689,0.439383029,8.61,25.97,25.97,28.191999999999997,11,4.615,1.575,24.0820357,24.59374519,0.11866999
3683,689,0.439383029,8.61,25.97,25.97,28.191999999999997,11,9.23,1.575,26.916358799999998,24.00153034,0.15971360199999998
3684,689,0.439383029,8.61,25.97,25.97,28.191999999999997,11,13.845,1.575,26.83842858,23.15085127,0.12277974300000001
3685,689,0.439383029,8.61,25.97,25.97,28.191999999999997,11,18.46,1.575,26.89921483,24.0820357,0.163948032
3686,689,0.439383029,8.61,25.97,25.97,28.191999999999997,11,23.075,1.575,26.97977965,24.43605293,0.119260986
3687,689,0.439383029,8.61,25.97,25.97,28.191999999999997,11,24.875,1.575,27.01162246,24.13263083,0.10618395
3688,689,0.439383029,8.61,25.97,25.97,28.191999999999997,11,6.9225,3.425,26.96550122,23.99100065,0.140708978
3689,689,0.439383029,8.61,25.97,25.97,28.191999999999997,11,11.5375,3.425,26.9126276,23.05934295,0.132955367
3690,689,0.439383029,8.61,25.97,25.97,28.191999999999997,11,16.1525,3.425,26.93068749,23.07516595,0.139859281
3691,689,0.439383029,8.61,25.97,25.97,28.191999999999997,11,20.7675,3.425,26.94416293,23.98447482,0.162318787
3692,690,0.439383029,8.61,25.97,25.97,29.581,11,2.825,1.575,23.17919055,24.24208881,0.120052039
3693,690,0.439383029,8.61,25.97,25.97,29.581,11,4.615,1.575,24.03161466,24.36305736,0.135149255
3694,690,0.439383029,8.61,25.97,25.97,29.581,11,9.23,1.575,26.90801522,24.01173733,0.17297391899999998
3695,690,0.439383029,8.61,25.97,25.97,29.581,11,13.845,1.575,26.86224143,23.31798297,0.129506506
3696,690,0.439383029,8.61,25.97,25.97,29.581,11,18.46,1.575,26.91824644,24.03161466,0.15541498199999998
3697,690,0.439383029,8.61,25.97,25.97,29.581,11,23.075,1.575,26.98733082,24.45346637,0.12278595199999999
3698,690,0.439383029,8.61,25.97,25.97,29.581,11,24.875,1.575,27.072261100000002,24.16520373,0.108330287
3699,690,0.439383029,8.61,25.97,25.97,29.581,11,6.9225,3.425,27.01786629,23.81481667,0.132073592
3700,690,0.439383029,8.61,25.97,25.97,29.581,11,11.5375,3.425,26.95799373,23.07177813,0.134011351
3701,690,0.439383029,8.61,25.97,25.97,29.581,11,16.1525,3.425,26.96436725,23.17919055,0.135384549
3702,690,0.439383029,8.61,25.97,25.97,29.581,11,20.7675,3.425,26.99156875,23.95253957,0.162462122
3703,691,0.439383029,8.61,28.06,28.06,26.664,11,2.825,1.575,24.6647092,25.88628058,0.119749019
3704,691,0.439383029,8.61,28.06,28.06,26.664,11,4.615,1.575,25.69232691,26.03676543,0.129764228
3705,691,0.439383029,8.61,28.06,28.06,26.664,11,9.23,1.575,28.68031583,25.60046263,0.173865098
3706,691,0.439383029,8.61,28.06,28.06,26.664,11,13.845,1.575,28.59789158,24.89267033,0.147183691
3707,691,0.439383029,8.61,28.06,28.06,26.664,11,18.46,1.575,28.6400783,25.69232691,0.16814427399999998
3708,691,0.439383029,8.61,28.06,28.06,26.664,11,23.075,1.575,28.76510713,25.88928019,0.11762369800000001
3709,691,0.439383029,8.61,28.06,28.06,26.664,11,24.875,1.575,28.70194876,25.63349634,0.110646811
3710,691,0.439383029,8.61,28.06,28.06,26.664,11,6.9225,3.425,28.68085603,25.52093949,0.131105903
3711,691,0.439383029,8.61,28.06,28.06,26.664,11,11.5375,3.425,28.60432763,24.50260503,0.166259236
3712,691,0.439383029,8.61,28.06,28.06,26.664,11,16.1525,3.425,28.62931608,24.6647092,0.173357315
3713,691,0.439383029,8.61,28.06,28.06,26.664,11,20.7675,3.425,28.64367367,25.53746889,0.15488559699999999
3714,692,0.439383029,8.61,28.06,28.06,28.191999999999997,11,2.825,1.575,24.62238594,25.874348100000002,0.120838822
3715,692,0.439383029,8.61,28.06,28.06,28.191999999999997,11,4.615,1.575,25.92280772,25.93111559,0.134620933
3716,692,0.439383029,8.61,28.06,28.06,28.191999999999997,11,9.23,1.575,28.71093148,25.72838208,0.163977225
3717,692,0.439383029,8.61,28.06,28.06,28.191999999999997,11,13.845,1.575,28.61075926,24.88390029,0.15694028699999998
3718,692,0.439383029,8.61,28.06,28.06,28.191999999999997,11,18.46,1.575,28.66855939,25.92280772,0.158732332
3719,692,0.439383029,8.61,28.06,28.06,28.191999999999997,11,23.075,1.575,28.77243393,25.91718308,0.118770197
3720,692,0.439383029,8.61,28.06,28.06,28.191999999999997,11,24.875,1.575,28.7642067,25.66239788,0.109670516
3721,692,0.439383029,8.61,28.06,28.06,28.191999999999997,11,6.9225,3.425,28.71656533,25.48276888,0.13342207
3722,692,0.439383029,8.61,28.06,28.06,28.191999999999997,11,11.5375,3.425,28.61677021,24.39275539,0.14989619
3723,692,0.439383029,8.61,28.06,28.06,28.191999999999997,11,16.1525,3.425,28.67596454,24.62238594,0.16735878
3724,692,0.439383029,8.61,28.06,28.06,28.191999999999997,11,20.7675,3.425,28.68325255,25.71471904,0.159121236
3725,693,0.439383029,8.61,28.06,28.06,29.581,11,2.825,1.575,24.46981123,25.89315912,0.128220677
3726,693,0.439383029,8.61,28.06,28.06,29.581,11,4.615,1.575,25.50938268,26.11457225,0.130189626
3727,693,0.439383029,8.61,28.06,28.06,29.581,11,9.23,1.575,28.69031879,25.48699145,0.17108420000000002
3728,693,0.439383029,8.61,28.06,28.06,29.581,11,13.845,1.575,28.64351528,24.82159869,0.13246492599999998
3729,693,0.439383029,8.61,28.06,28.06,29.581,11,18.46,1.575,28.68355714,25.50938268,0.172754968
3730,693,0.439383029,8.61,28.06,28.06,29.581,11,23.075,1.575,28.78462033,25.97832494,0.119061855
3731,693,0.439383029,8.61,28.06,28.06,29.581,11,24.875,1.575,28.82197443,25.69650345,0.109723205
3732,693,0.439383029,8.61,28.06,28.06,29.581,11,6.9225,3.425,28.76661907,25.43213567,0.139566249
3733,693,0.439383029,8.61,28.06,28.06,29.581,11,11.5375,3.425,28.67417034,24.63127583,0.130616126
3734,693,0.439383029,8.61,28.06,28.06,29.581,11,16.1525,3.425,28.7043072,24.46981123,0.15839493300000002
3735,693,0.439383029,8.61,28.06,28.06,29.581,11,20.7675,3.425,28.73637905,25.4627811,0.155201255
3736,694,0.439383029,12.78,23.89,23.89,28.754,11,2.825,1.575,22.65230325,23.3380145,0.11444128
3737,694,0.439383029,12.78,23.89,23.89,28.754,11,4.615,1.575,23.10961269,23.81806094,0.12469423199999999
3738,694,0.439383029,12.78,23.89,23.89,28.754,11,9.23,1.575,25.23677225,23.12267857,0.148393188
3739,694,0.439383029,12.78,23.89,23.89,28.754,11,13.845,1.575,25.2080318,22.94560326,0.122776138
3740,694,0.439383029,12.78,23.89,23.89,28.754,11,18.46,1.575,25.22542781,23.10961269,0.166183314
3741,694,0.439383029,12.78,23.89,23.89,28.754,11,23.075,1.575,25.25036425,23.73985044,0.12404491
3742,694,0.439383029,12.78,23.89,23.89,28.754,11,24.875,1.575,25.32814985,23.27038915,0.09968890400000001
3743,694,0.439383029,12.78,23.89,23.89,28.754,11,6.9225,3.425,25.32990268,23.09224868,0.161271546
3744,694,0.439383029,12.78,23.89,23.89,28.754,11,11.5375,3.425,25.30615475,22.5437108,0.12357394699999999
3745,694,0.439383029,12.78,23.89,23.89,28.754,11,16.1525,3.425,25.33123495,22.65230325,0.108637355
3746,694,0.439383029,12.78,23.89,23.89,28.754,11,20.7675,3.425,25.30425244,23.03573061,0.159057438
3747,695,0.439383029,12.78,23.89,23.89,30.281999999999996,11,2.825,1.575,22.68435854,23.4239784,0.114127569
3748,695,0.439383029,12.78,23.89,23.89,30.281999999999996,11,4.615,1.575,23.09402895,23.91245587,0.124360459
3749,695,0.439383029,12.78,23.89,23.89,30.281999999999996,11,9.23,1.575,25.24876956,23.21533811,0.138411002
3750,695,0.439383029,12.78,23.89,23.89,30.281999999999996,11,13.845,1.575,25.20902105,23.04091234,0.127799104
3751,695,0.439383029,12.78,23.89,23.89,30.281999999999996,11,18.46,1.575,25.23784896,23.09402895,0.17158651800000002
3752,695,0.439383029,12.78,23.89,23.89,30.281999999999996,11,23.075,1.575,25.2601826,23.80443771,0.128153645
3753,695,0.439383029,12.78,23.89,23.89,30.281999999999996,11,24.875,1.575,25.39403086,23.27381236,0.10287044599999999
3754,695,0.439383029,12.78,23.89,23.89,30.281999999999996,11,6.9225,3.425,25.36884352,22.99609778,0.160432314
3755,695,0.439383029,12.78,23.89,23.89,30.281999999999996,11,11.5375,3.425,25.344085999999997,22.53482766,0.13729566199999998
3756,695,0.439383029,12.78,23.89,23.89,30.281999999999996,11,16.1525,3.425,25.38354367,22.68435854,0.132555469
3757,695,0.439383029,12.78,23.89,23.89,30.281999999999996,11,20.7675,3.425,25.34535,23.05902884,0.166300726
3758,696,0.439383029,12.78,23.89,23.89,31.671,11,2.825,1.575,22.70813226,23.33912164,0.12180196900000001
3759,696,0.439383029,12.78,23.89,23.89,31.671,11,4.615,1.575,23.17901379,23.87273297,0.130181723
3760,696,0.439383029,12.78,23.89,23.89,31.671,11,9.23,1.575,25.27897988,23.43289015,0.140477616
3761,696,0.439383029,12.78,23.89,23.89,31.671,11,13.845,1.575,25.22732257,23.05478712,0.120696838
3762,696,0.439383029,12.78,23.89,23.89,31.671,11,18.46,1.575,25.25749097,23.17901379,0.16511025699999998
3763,696,0.439383029,12.78,23.89,23.89,31.671,11,23.075,1.575,25.26968549,23.88635878,0.12581426
3764,696,0.439383029,12.78,23.89,23.89,31.671,11,24.875,1.575,25.45272458,23.27022224,0.10536478
3765,696,0.439383029,12.78,23.89,23.89,31.671,11,6.9225,3.425,25.42409945,23.43003615,0.141522914
3766,696,0.439383029,12.78,23.89,23.89,31.671,11,11.5375,3.425,25.40918536,22.57307181,0.126981848
3767,696,0.439383029,12.78,23.89,23.89,31.671,11,16.1525,3.425,25.42478658,22.70813226,0.11804818800000001
3768,696,0.439383029,12.78,23.89,23.89,31.671,11,20.7675,3.425,25.38308309,23.11074068,0.175049945
3769,697,0.439383029,12.78,25.97,25.97,28.754,11,2.825,1.575,23.97746286,24.9183865,0.10955630000000001
3770,697,0.439383029,12.78,25.97,25.97,28.754,11,4.615,1.575,24.40977581,25.19423303,0.10161888300000001
3771,697,0.439383029,12.78,25.97,25.97,28.754,11,9.23,1.575,27.00142151,24.89401388,0.171514036
3772,697,0.439383029,12.78,25.97,25.97,28.754,11,13.845,1.575,26.95946544,24.36124629,0.12548357300000001
3773,697,0.439383029,12.78,25.97,25.97,28.754,11,18.46,1.575,26.98382638,24.40977581,0.159894008
3774,697,0.439383029,12.78,25.97,25.97,28.754,11,23.075,1.575,27.04385031,25.27294956,0.107118244
3775,697,0.439383029,12.78,25.97,25.97,28.754,11,24.875,1.575,27.06609487,24.83321663,0.102900588
3776,697,0.439383029,12.78,25.97,25.97,28.754,11,6.9225,3.425,27.06994085,24.8983334,0.12908587900000001
3777,697,0.439383029,12.78,25.97,25.97,28.754,11,11.5375,3.425,27.03704716,24.09861691,0.125718901
3778,697,0.439383029,12.78,25.97,25.97,28.754,11,16.1525,3.425,27.03289545,23.97746286,0.129298861
3779,697,0.439383029,12.78,25.97,25.97,28.754,11,20.7675,3.425,27.0596437,24.48827352,0.15346537
3780,698,0.439383029,12.78,25.97,25.97,30.281999999999996,11,2.825,1.575,24.07786454,24.98443358,0.10539559400000001
3781,698,0.439383029,12.78,25.97,25.97,30.281999999999996,11,4.615,1.575,24.43772623,25.19038957,0.099065929
3782,698,0.439383029,12.78,25.97,25.97,30.281999999999996,11,9.23,1.575,27.01890429,24.77718112,0.143241378
3783,698,0.439383029,12.78,25.97,25.97,30.281999999999996,11,13.845,1.575,26.95886111,24.34796741,0.115506803
3784,698,0.439383029,12.78,25.97,25.97,30.281999999999996,11,18.46,1.575,26.99591995,24.43772623,0.162369862
3785,698,0.439383029,12.78,25.97,25.97,30.281999999999996,11,23.075,1.575,27.04864435,25.33187427,0.113332802
3786,698,0.439383029,12.78,25.97,25.97,30.281999999999996,11,24.875,1.575,27.12698505,24.78082078,0.10771391
3787,698,0.439383029,12.78,25.97,25.97,30.281999999999996,11,6.9225,3.425,27.10952418,24.71482901,0.128485825
3788,698,0.439383029,12.78,25.97,25.97,30.281999999999996,11,11.5375,3.425,27.05720428,24.0147567,0.14365623800000002
3789,698,0.439383029,12.78,25.97,25.97,30.281999999999996,11,16.1525,3.425,27.09039947,24.07786454,0.130393991
3790,698,0.439383029,12.78,25.97,25.97,30.281999999999996,11,20.7675,3.425,27.09152686,24.35531021,0.162567285
3791,699,0.439383029,12.78,25.97,25.97,31.671,11,2.825,1.575,23.94991725,25.0039171,0.11372643699999999
3792,699,0.439383029,12.78,25.97,25.97,31.671,11,4.615,1.575,24.60952298,25.33331202,0.10926318300000001
3793,699,0.439383029,12.78,25.97,25.97,31.671,11,9.23,1.575,27.02760793,24.84597629,0.163295787
3794,699,0.439383029,12.78,25.97,25.97,31.671,11,13.845,1.575,26.97969304,24.46552325,0.14103416400000002
3795,699,0.439383029,12.78,25.97,25.97,31.671,11,18.46,1.575,27.01385107,24.60952298,0.154684715
3796,699,0.439383029,12.78,25.97,25.97,31.671,11,23.075,1.575,27.06435592,25.42091426,0.112113462
3797,699,0.439383029,12.78,25.97,25.97,31.671,11,24.875,1.575,27.19134568,24.88744449,0.102359017
3798,699,0.439383029,12.78,25.97,25.97,31.671,11,6.9225,3.425,27.15513325,24.78046564,0.151185928
3799,699,0.439383029,12.78,25.97,25.97,31.671,11,11.5375,3.425,27.14437402,24.26053091,0.125064186
3800,699,0.439383029,12.78,25.97,25.97,31.671,11,16.1525,3.425,27.12753637,23.94991725,0.12944821
3801,699,0.439383029,12.78,25.97,25.97,31.671,11,20.7675,3.425,27.138594899999998,24.6475049,0.148340005
3802,700,0.439383029,12.78,28.06,28.06,28.754,11,2.825,1.575,25.37857613,26.50243041,0.11428176
3803,700,0.439383029,12.78,28.06,28.06,28.754,11,4.615,1.575,26.28821321,26.68553835,0.09798419300000001
3804,700,0.439383029,12.78,28.06,28.06,28.754,11,9.23,1.575,28.76397613,26.13990667,0.16939406199999998
3805,700,0.439383029,12.78,28.06,28.06,28.754,11,13.845,1.575,28.72333035,25.68510406,0.153878701
3806,700,0.439383029,12.78,28.06,28.06,28.754,11,18.46,1.575,28.75403366,26.28821321,0.164928755
3807,700,0.439383029,12.78,28.06,28.06,28.754,11,23.075,1.575,28.84424169,26.6357441,0.10457204099999999
3808,700,0.439383029,12.78,28.06,28.06,28.754,11,24.875,1.575,28.82300034,26.41822777,0.102682378
3809,700,0.439383029,12.78,28.06,28.06,28.754,11,6.9225,3.425,28.81027677,26.19526753,0.13290840199999998
3810,700,0.439383029,12.78,28.06,28.06,28.754,11,11.5375,3.425,28.77936731,25.49968355,0.13879185800000002
3811,700,0.439383029,12.78,28.06,28.06,28.754,11,16.1525,3.425,28.75787649,25.37857613,0.14007957099999999
3812,700,0.439383029,12.78,28.06,28.06,28.754,11,20.7675,3.425,28.79653156,26.23151841,0.14190841699999998
3813,701,0.439383029,12.78,28.06,28.06,30.281999999999996,11,2.825,1.575,25.40172315,26.54101822,0.11830388
3814,701,0.439383029,12.78,28.06,28.06,30.281999999999996,11,4.615,1.575,26.28506834,26.78289316,0.11764550300000001
3815,701,0.439383029,12.78,28.06,28.06,30.281999999999996,11,9.23,1.575,28.77905158,26.23060539,0.170288621
3816,701,0.439383029,12.78,28.06,28.06,30.281999999999996,11,13.845,1.575,28.72898011,25.66148603,0.141938869
