index,sim,tem,mass,n,occ,x,y,MRT
1220,407,19,3,28,3,13.175,5.8,28.90449889
1221,408,17,30,21,3,7.185,5.8,23.03834315
1222,408,17,30,21,3,10.185,3.8,23.16330233
1223,408,17,30,21,3,13.175,5.8,23.19606363
1224,409,20,10,24,3,7.185,5.8,25.45135978
1225,409,20,10,24,3,10.185,3.8,25.48407529
1226,409,20,10,24,3,13.175,5.8,25.51765486
1227,410,14,10,22,3,7.185,5.8,23.73182159
1228,410,14,10,22,3,10.185,3.8,23.82493537
1229,410,14,10,22,3,13.175,5.8,23.84620826
1230,411,21,13,23,3,7.185,5.8,24.60082484
1231,411,21,13,23,3,10.185,3.8,24.67526892
1232,411,21,13,23,3,13.175,5.8,24.69957147
1233,412,18,29,28,3,7.185,5.8,29.18404471
1234,412,18,29,28,3,10.185,3.8,29.28040407
1235,412,18,29,28,3,13.175,5.8,29.30165896
1236,413,21,3,21,3,7.185,5.8,22.75943469
1237,413,21,3,21,3,10.185,3.8,22.74994085
1238,413,21,3,21,3,13.175,5.8,22.79775709
1239,414,24,9,21,3,7.185,5.8,22.78907289
1240,414,24,9,21,3,10.185,3.8,22.83457934
1241,414,24,9,21,3,13.175,5.8,22.86894372
1242,415,25,9,26,3,7.185,5.8,27.19055432
1243,415,25,9,26,3,10.185,3.8,27.16523791
1244,415,25,9,26,3,13.175,5.8,27.17554889
1245,416,15,25,20,3,7.185,5.8,22.11974006
1246,416,15,25,20,3,10.185,3.8,22.23620253
1247,416,15,25,20,3,13.175,5.8,22.2682099
1248,417,19,9,28,3,7.185,5.8,28.9770538
1249,417,19,9,28,3,10.185,3.8,28.97175296
1250,417,19,9,28,3,13.175,5.8,29.00257784
1251,418,19,26,21,3,7.185,5.8,23.00731892
1252,418,19,26,21,3,10.185,3.8,23.12929255
1253,418,19,26,21,3,13.175,5.8,23.15786813
1254,419,16,30,25,3,7.185,5.8,26.55370557
1255,419,16,30,25,3,10.185,3.8,26.65826786
1256,419,16,30,25,3,13.175,5.8,26.67895258
1257,420,18,27,28,3,7.185,5.8,29.162432
1258,420,18,27,28,3,10.185,3.8,29.25870692
1259,420,18,27,28,3,13.175,5.8,29.27613138
1260,421,27,2,27,3,7.185,5.8,27.90735557
1261,421,27,2,27,3,10.185,3.8,27.86324743
1262,421,27,2,27,3,13.175,5.8,27.89199233
1263,422,13,11,23,3,7.185,5.8,24.62880338
1264,422,13,11,23,3,10.185,3.8,24.71623736
1265,422,13,11,23,3,13.175,5.8,24.73786418
1266,423,15,12,28,3,7.185,5.8,29.04874164
1267,423,15,12,28,3,10.185,3.8,29.05650957
1268,423,15,12,28,3,13.175,5.8,29.07824548
1269,424,22,20,27,3,7.185,5.8,28.18394371
1270,424,22,20,27,3,10.185,3.8,28.26804319
1271,424,22,20,27,3,13.175,5.8,28.27762875
1272,425,18,3,26,3,7.185,5.8,27.17747546
1273,425,18,3,26,3,10.185,3.8,27.0980381
1274,425,18,3,26,3,13.175,5.8,27.12930136
1275,426,26,7,27,3,7.185,5.8,27.99269841
1276,426,26,7,27,3,10.185,3.8,27.97949969
1277,426,26,7,27,3,13.175,5.8,27.97884899
1278,427,12,5,21,3,7.185,5.8,22.83536357
1279,427,12,5,21,3,10.185,3.8,22.91102325
1280,427,12,5,21,3,13.175,5.8,22.9403739
1281,428,13,16,25,3,7.185,5.8,26.429126
1282,428,13,16,25,3,10.185,3.8,26.52285712
1283,428,13,16,25,3,13.175,5.8,26.54015614
1284,429,16,4,28,3,7.185,5.8,28.96958917
1285,429,16,4,28,3,10.185,3.8,28.93387784
1286,429,16,4,28,3,13.175,5.8,28.86585103
1287,430,18,2,21,3,7.185,5.8,22.77052056
1288,430,18,2,21,3,10.185,3.8,22.77783397
1289,430,18,2,21,3,13.175,5.8,22.79897537
1290,431,14,13,20,3,7.185,5.8,22.01409161
1291,431,14,13,20,3,10.185,3.8,22.11859453
1292,431,14,13,20,3,13.175,5.8,22.14350608
1293,432,27,9,28,3,7.185,5.8,28.92969295
1294,432,27,9,28,3,10.185,3.8,28.86391081
1295,432,27,9,28,3,13.175,5.8,28.91060927
1296,433,22,3,28,3,7.185,5.8,28.86423407
1297,433,22,3,28,3,10.185,3.8,28.8105971
1298,433,22,3,28,3,13.175,5.8,28.85084761
1299,434,17,25,27,3,7.185,5.8,28.26070737
1300,434,17,25,27,3,10.185,3.8,28.35993035
1301,434,17,25,27,3,13.175,5.8,28.37490514
1302,435,15,29,24,3,7.185,5.8,25.65993691
1303,435,15,29,24,3,10.185,3.8,25.77140971
1304,435,15,29,24,3,13.175,5.8,25.79679345
1305,436,18,13,23,3,7.185,5.8,24.61849349
1306,436,18,13,23,3,10.185,3.8,24.70424087
1307,436,18,13,23,3,13.175,5.8,24.72224482
1308,437,22,2,26,3,7.185,5.8,27.13263633
1309,437,22,2,26,3,10.185,3.8,27.06912667
1310,437,22,2,26,3,13.175,5.8,27.10084223
1311,438,20,21,24,3,7.185,5.8,25.58653028
1312,438,20,21,24,3,10.185,3.8,25.68236245
1313,438,20,21,24,3,13.175,5.8,25.70082598
1314,439,20,27,27,3,7.185,5.8,28.28442717
1315,439,20,27,27,3,10.185,3.8,28.38269077
1316,439,20,27,27,3,13.175,5.8,28.4077493
1317,440,13,16,24,3,7.185,5.8,25.55304279
1318,440,13,16,24,3,10.185,3.8,25.64729327
1319,440,13,16,24,3,13.175,5.8,25.66653618
1320,441,16,2,21,3,7.185,5.8,22.75367987
1321,441,16,2,21,3,10.185,3.8,22.79655068
1322,441,16,2,21,3,13.175,5.8,22.83042233
1323,442,17,13,23,3,7.185,5.8,24.62934621
1324,442,17,13,23,3,10.185,3.8,24.71072744
1325,442,17,13,23,3,13.175,5.8,24.73493509
1326,443,19,12,23,3,7.185,5.8,24.60251208
1327,443,19,12,23,3,10.185,3.8,24.67094752
1328,443,19,12,23,3,13.175,5.8,24.70327702
1329,444,15,24,28,3,7.185,5.8,29.14505663
1330,444,15,24,28,3,10.185,3.8,29.23063949
1331,444,15,24,28,3,13.175,5.8,29.24168974
1332,445,18,17,23,3,7.185,5.8,24.66354838
1333,445,18,17,23,3,10.185,3.8,24.76767505
1334,445,18,17,23,3,13.175,5.8,24.7770703
1335,446,14,2,27,3,7.185,5.8,28.07025069
1336,446,14,2,27,3,10.185,3.8,28.05000054
1337,446,14,2,27,3,13.175,5.8,27.98193789
1338,447,24,1,26,3,7.185,5.8,27.05120839
1339,447,24,1,26,3,10.185,3.8,26.99500824
1340,447,24,1,26,3,13.175,5.8,27.04090085
1341,448,18,8,21,3,7.185,5.8,22.82010341
1342,448,18,8,21,3,10.185,3.8,22.88701966
1343,448,18,8,21,3,13.175,5.8,22.91460491
1344,449,12,14,21,3,7.185,5.8,22.9057703
1345,449,12,14,21,3,10.185,3.8,23.01061271
1346,449,12,14,21,3,13.175,5.8,23.0386396
1347,450,15,24,24,3,7.185,5.8,25.61847239
1348,450,15,24,24,3,10.185,3.8,25.72148085
1349,450,15,24,24,3,13.175,5.8,25.74898137
1350,451,15,1,23,3,7.185,5.8,24.5205766
1351,451,15,1,23,3,10.185,3.8,24.52621696
1352,451,15,1,23,3,13.175,5.8,24.56243641
1353,452,21,5,25,3,7.185,5.8,26.2980119
1354,452,21,5,25,3,10.185,3.8,26.26524077
1355,452,21,5,25,3,13.175,5.8,26.28039677
1356,453,20,24,25,3,7.185,5.8,26.49272114
1357,453,20,24,25,3,10.185,3.8,26.59857439
1358,453,20,24,25,3,13.175,5.8,26.61969736
1359,454,20,18,20,3,7.185,5.8,22.0419614
1360,454,20,18,20,3,10.185,3.8,22.1601513
1361,454,20,18,20,3,13.175,5.8,22.19158511
1362,455,19,4,27,3,7.185,5.8,28.07118742
1363,455,19,4,27,3,10.185,3.8,28.01898276
1364,455,19,4,27,3,13.175,5.8,28.01541296
1365,456,11,5,25,3,7.185,5.8,26.36528846
1366,456,11,5,25,3,10.185,3.8,26.39128094
1367,456,11,5,25,3,13.175,5.8,26.41335088
1368,457,18,30,23,3,7.185,5.8,24.7981481
1369,457,18,30,23,3,10.185,3.8,24.91782911
1370,457,18,30,23,3,13.175,5.8,24.94113057
1371,458,18,10,21,3,7.185,5.8,22.83180364
1372,458,18,10,21,3,10.185,3.8,22.91996706
1373,458,18,10,21,3,13.175,5.8,22.94345646
1374,459,17,14,21,3,7.185,5.8,22.88052078
1375,459,17,14,21,3,10.185,3.8,22.98871775
1376,459,17,14,21,3,13.175,5.8,23.00153988
1377,460,24,2,28,3,7.185,5.8,28.81403366
1378,460,24,2,28,3,10.185,3.8,28.77332542
1379,460,24,2,28,3,13.175,5.8,28.801126
1380,461,19,4,28,3,7.185,5.8,28.94233057
1381,461,19,4,28,3,10.185,3.8,28.87667572
1382,461,19,4,28,3,13.175,5.8,28.8946711
1383,462,13,9,26,3,7.185,5.8,27.27471052
1384,462,13,9,26,3,10.185,3.8,27.28707901
1385,462,13,9,26,3,13.175,5.8,27.25393447
1386,463,20,4,24,3,7.185,5.8,25.41029851
1387,463,20,4,24,3,10.185,3.8,25.40039717
1388,463,20,4,24,3,13.175,5.8,25.40817852
1389,464,16,20,23,3,7.185,5.8,24.70163768
1390,464,16,20,23,3,10.185,3.8,24.80872895
1391,464,16,20,23,3,13.175,5.8,24.82809617
1392,465,18,21,23,3,7.185,5.8,24.70335355
1393,465,18,21,23,3,10.185,3.8,24.81515167
1394,465,18,21,23,3,13.175,5.8,24.83688068
1395,466,14,6,28,3,7.185,5.8,29.00244098
1396,466,14,6,28,3,10.185,3.8,28.9557832
1397,466,14,6,28,3,13.175,5.8,28.90414211
1398,467,15,22,22,3,7.185,5.8,23.84394271
1399,467,15,22,22,3,10.185,3.8,23.95585068
1400,467,15,22,22,3,13.175,5.8,23.98620174
1401,468,18,31,27,3,7.185,5.8,28.32445608
1402,468,18,31,27,3,10.185,3.8,28.42666634
1403,468,18,31,27,3,13.175,5.8,28.4460182
1404,469,17,20,27,3,7.185,5.8,28.20828179
1405,469,17,20,27,3,10.185,3.8,28.29844917
1406,469,17,20,27,3,13.175,5.8,28.30787947
1407,470,16,6,22,3,7.185,5.8,23.68738599
1408,470,16,6,22,3,10.185,3.8,23.74639065
1409,470,16,6,22,3,13.175,5.8,23.76724488
1410,471,17,16,22,3,7.185,5.8,23.78151246
1411,471,17,16,22,3,10.185,3.8,23.88742704
1412,471,17,16,22,3,13.175,5.8,23.89874912
1413,472,21,30,24,3,7.185,5.8,25.68127385
1414,472,21,30,24,3,10.185,3.8,25.79910367
1415,472,21,30,24,3,13.175,5.8,25.82311836
1416,473,21,9,27,3,7.185,5.8,28.06783452
1417,473,21,9,27,3,10.185,3.8,28.0748813
1418,473,21,9,27,3,13.175,5.8,28.10054362
1419,474,13,18,25,3,7.185,5.8,26.45065704
1420,474,13,18,25,3,10.185,3.8,26.54493784
1421,474,13,18,25,3,13.175,5.8,26.56226371
1422,475,23,4,21,3,7.185,5.8,22.72819525
1423,475,23,4,21,3,10.185,3.8,22.739778
1424,475,23,4,21,3,13.175,5.8,22.78146415
1425,476,19,19,24,3,7.185,5.8,25.56274274
1426,476,19,19,24,3,10.185,3.8,25.66095809
1427,476,19,19,24,3,13.175,5.8,25.66591557
1428,477,20,17,20,3,7.185,5.8,22.0414996
1429,477,20,17,20,3,10.185,3.8,22.14763884
1430,477,20,17,20,3,13.175,5.8,22.17468832
1431,478,14,9,23,3,7.185,5.8,24.61041758
1432,478,14,9,23,3,10.185,3.8,24.68373591
1433,478,14,9,23,3,13.175,5.8,24.70192719
1434,479,15,29,26,3,7.185,5.8,27.42415578
1435,479,15,29,26,3,10.185,3.8,27.52304693
1436,479,15,29,26,3,13.175,5.8,27.54586679
1437,480,16,28,24,3,7.185,5.8,25.65945146
1438,480,16,28,24,3,10.185,3.8,25.76365503
1439,480,16,28,24,3,13.175,5.8,25.78784451
1440,481,13,6,22,3,7.185,5.8,23.7228243
1441,481,13,6,22,3,10.185,3.8,23.78117023
1442,481,13,6,22,3,13.175,5.8,23.80303073
1443,482,21,20,26,3,7.185,5.8,27.31427947
1444,482,21,20,26,3,10.185,3.8,27.41174633
1445,482,21,20,26,3,13.175,5.8,27.41353411
1446,483,15,16,24,3,7.185,5.8,25.54035572
1447,483,15,16,24,3,10.185,3.8,25.63616645
1448,483,15,16,24,3,13.175,5.8,25.65214959
1449,484,17,13,27,3,7.185,5.8,28.15354326
1450,484,17,13,27,3,10.185,3.8,28.17997143
1451,484,17,13,27,3,13.175,5.8,28.20702859
1452,485,22,28,26,3,7.185,5.8,27.41798636
1453,485,22,28,26,3,10.185,3.8,27.51967896
1454,485,22,28,26,3,13.175,5.8,27.55151046
1455,486,19,10,21,3,7.185,5.8,22.82496421
1456,486,19,10,21,3,10.185,3.8,22.91288691
1457,486,19,10,21,3,13.175,5.8,22.93550025
1458,487,17,6,25,3,7.185,5.8,26.33612074
1459,487,17,6,25,3,10.185,3.8,26.31882186
1460,487,17,6,25,3,13.175,5.8,26.34571914
1461,488,12,16,26,3,7.185,5.8,27.31943188
1462,488,12,16,26,3,10.185,3.8,27.40203051
1463,488,12,16,26,3,13.175,5.8,27.42091171
1464,489,12,3,21,3,7.185,5.8,22.82323708
1465,489,12,3,21,3,10.185,3.8,22.85702304
1466,489,12,3,21,3,13.175,5.8,22.83459958
1467,490,21,13,27,3,7.185,5.8,28.11182285
1468,490,21,13,27,3,10.185,3.8,28.1437817
1469,490,21,13,27,3,13.175,5.8,28.1664044
1470,491,18,26,22,3,7.185,5.8,23.88466407
1471,491,18,26,22,3,10.185,3.8,23.99888379
1472,491,18,26,22,3,13.175,5.8,24.02731416
1473,492,22,30,24,3,7.185,5.8,25.68387763
1474,492,22,30,24,3,10.185,3.8,25.80451383
1475,492,22,30,24,3,13.175,5.8,25.82371569
1476,493,16,19,26,3,7.185,5.8,27.3283123
1477,493,16,19,26,3,10.185,3.8,27.41959675
1478,493,16,19,26,3,13.175,5.8,27.42639081
1479,494,17,17,20,3,7.185,5.8,22.04100228
1480,494,17,17,20,3,10.185,3.8,22.15590079
1481,494,17,17,20,3,13.175,5.8,22.17819955
1482,495,15,5,26,3,7.185,5.8,27.24405709
1483,495,15,5,26,3,10.185,3.8,27.2314877
1484,495,15,5,26,3,13.175,5.8,27.22004327
1485,496,14,24,20,3,7.185,5.8,22.10914648
1486,496,14,24,20,3,10.185,3.8,22.22467784
1487,496,14,24,20,3,13.175,5.8,22.25960578
1488,497,15,3,25,3,7.185,5.8,26.33644794
1489,497,15,3,25,3,10.185,3.8,26.2798272
1490,497,15,3,25,3,13.175,5.8,26.3290038
1491,498,21,22,23,3,7.185,5.8,24.71680263
1492,498,21,22,23,3,10.185,3.8,24.82759617
1493,498,21,22,23,3,13.175,5.8,24.85230634
1494,499,22,2,21,3,7.185,5.8,22.72264682
1495,499,22,2,21,3,10.185,3.8,22.71385161
1496,499,22,2,21,3,13.175,5.8,22.76814536
1497,500,16,28,27,3,7.185,5.8,28.29499303
1498,500,16,28,27,3,10.185,3.8,28.39051553
1499,500,16,28,27,3,13.175,5.8,28.41507539
1500,501,20,21,26,3,7.185,5.8,27.33516358
1501,501,20,21,26,3,10.185,3.8,27.43045059
1502,501,20,21,26,3,13.175,5.8,27.4351344
1503,502,22,31,22,3,7.185,5.8,23.94141342
1504,502,22,31,22,3,10.185,3.8,24.06560584
1505,502,22,31,22,3,13.175,5.8,24.09991304
1506,503,19,4,22,3,7.185,5.8,23.65609117
1507,503,19,4,22,3,10.185,3.8,23.66302664
1508,503,19,4,22,3,13.175,5.8,23.69230961
1509,504,20,2,26,3,7.185,5.8,27.16572456
1510,504,20,2,26,3,10.185,3.8,27.10848973
1511,504,20,2,26,3,13.175,5.8,27.12758502
1512,505,22,11,28,3,7.185,5.8,28.96015351
1513,505,22,11,28,3,10.185,3.8,28.96690894
1514,505,22,11,28,3,13.175,5.8,28.99253926
1515,506,17,19,26,3,7.185,5.8,27.31943369
1516,506,17,19,26,3,10.185,3.8,27.41045439
1517,506,17,19,26,3,13.175,5.8,27.42180251
1518,507,12,4,27,3,7.185,5.8,28.0951893
1519,507,12,4,27,3,10.185,3.8,28.08240175
1520,507,12,4,27,3,13.175,5.8,28.07958213
1521,508,18,26,21,3,7.185,5.8,23.00871852
1522,508,18,26,21,3,10.185,3.8,23.12550029
1523,508,18,26,21,3,13.175,5.8,23.16148247
1524,509,23,2,21,3,7.185,5.8,22.70320541
1525,509,23,2,21,3,10.185,3.8,22.72237863
1526,509,23,2,21,3,13.175,5.8,22.74389844
1527,510,15,9,25,3,7.185,5.8,26.38254574
1528,510,15,9,25,3,10.185,3.8,26.37992313
1529,510,15,9,25,3,13.175,5.8,26.4134798
1530,511,12,5,24,3,7.185,5.8,25.49073917
1531,511,12,5,24,3,10.185,3.8,25.50864679
1532,511,12,5,24,3,13.175,5.8,25.49560289
1533,512,21,23,20,3,7.185,5.8,22.10392315
1534,512,21,23,20,3,10.185,3.8,22.22602331
1535,512,21,23,20,3,13.175,5.8,22.26272484
1536,513,17,25,25,3,7.185,5.8,26.50788173
1537,513,17,25,25,3,10.185,3.8,26.60940912
1538,513,17,25,25,3,13.175,5.8,26.63311205
1539,514,15,20,26,3,7.185,5.8,27.34310152
1540,514,15,20,26,3,10.185,3.8,27.43583706
1541,514,15,20,26,3,13.175,5.8,27.44436502
1542,515,20,19,23,3,7.185,5.8,24.68815216
1543,515,20,19,23,3,10.185,3.8,24.78336547
1544,515,20,19,23,3,13.175,5.8,24.7989365
1545,516,14,20,26,3,7.185,5.8,27.34491985
1546,516,14,20,26,3,10.185,3.8,27.43767178
1547,516,14,20,26,3,13.175,5.8,27.45031324
1548,517,14,21,24,3,7.185,5.8,25.58834983
1549,517,14,21,24,3,10.185,3.8,25.69752105
1550,517,14,21,24,3,13.175,5.8,25.71791251
1551,518,18,26,26,3,7.185,5.8,27.39750773
1552,518,18,26,26,3,10.185,3.8,27.49543969
1553,518,18,26,26,3,13.175,5.8,27.51730814
1554,519,20,13,27,3,7.185,5.8,28.11943716
1555,519,20,13,27,3,10.185,3.8,28.15258262
1556,519,20,13,27,3,13.175,5.8,28.17264701
1557,520,13,20,20,3,7.185,5.8,22.07459667
1558,520,13,20,20,3,10.185,3.8,22.1883901
1559,520,13,20,20,3,13.175,5.8,22.22666856
1560,521,18,22,21,3,7.185,5.8,22.96899279
1561,521,18,22,21,3,10.185,3.8,23.08313128
1562,521,18,22,21,3,13.175,5.8,23.11824544
1563,522,13,1,25,3,7.185,5.8,26.27919731
1564,522,13,1,25,3,10.185,3.8,26.27657969
1565,522,13,1,25,3,13.175,5.8,26.26530033
1566,523,21,4,23,3,7.185,5.8,24.52971426
1567,523,21,4,23,3,10.185,3.8,24.51641535
1568,523,21,4,23,3,13.175,5.8,24.54541186
1569,524,17,19,20,3,7.185,5.8,22.05857201
1570,524,17,19,20,3,10.185,3.8,22.17830879
1571,524,17,19,20,3,13.175,5.8,22.20909241
1572,525,18,23,28,3,7.185,5.8,29.1201199
1573,525,18,23,28,3,10.185,3.8,29.2130377
1574,525,18,23,28,3,13.175,5.8,29.21571476
1575,526,14,3,24,3,7.185,5.8,25.47143401
1576,526,14,3,24,3,10.185,3.8,25.43559686
1577,526,14,3,24,3,13.175,5.8,25.47199683
1578,527,18,27,23,3,7.185,5.8,24.77190582
1579,527,18,27,23,3,10.185,3.8,24.88410152
1580,527,18,27,23,3,13.175,5.8,24.91139964
1581,528,23,9,20,3,7.185,5.8,21.91610448
1582,528,23,9,20,3,10.185,3.8,21.98781622
1583,528,23,9,20,3,13.175,5.8,22.01647644
1584,529,20,16,28,3,7.185,5.8,29.03736114
1585,529,20,16,28,3,10.185,3.8,29.08475592
1586,529,20,16,28,3,13.175,5.8,29.1099415
1587,530,19,15,28,3,7.185,5.8,29.03208249
1588,530,19,15,28,3,10.185,3.8,29.06007981
1589,530,19,15,28,3,13.175,5.8,29.08847191
1590,531,15,5,23,3,7.185,5.8,24.55869738
1591,531,15,5,23,3,10.185,3.8,24.59629609
1592,531,15,5,23,3,13.175,5.8,24.62353817
1593,532,21,7,25,3,7.185,5.8,26.2922398
1594,532,21,7,25,3,10.185,3.8,26.29240395
1595,532,21,7,25,3,13.175,5.8,26.32931292
1596,533,23,8,24,3,7.185,5.8,25.40213638
1597,533,23,8,24,3,10.185,3.8,25.41571973
1598,533,23,8,24,3,13.175,5.8,25.45251932
1599,534,17,5,27,3,7.185,5.8,28.0906777
1600,534,17,5,27,3,10.185,3.8,28.04097801
1601,534,17,5,27,3,13.175,5.8,28.06305706
1602,535,15,3,23,3,7.185,5.8,24.52990584
1603,535,15,3,23,3,10.185,3.8,24.55177846
1604,535,15,3,23,3,13.175,5.8,24.59412943
1605,536,16,31,27,3,7.185,5.8,28.32141095
1606,536,16,31,27,3,10.185,3.8,28.42224129
1607,536,16,31,27,3,13.175,5.8,28.44047345
1608,537,14,8,24,3,7.185,5.8,25.49199863
1609,537,14,8,24,3,10.185,3.8,25.53323359
1610,537,14,8,24,3,13.175,5.8,25.55364888
1611,538,14,12,22,3,7.185,5.8,23.75338064
1612,538,14,12,22,3,10.185,3.8,23.85095116
1613,538,14,12,22,3,13.175,5.8,23.87022658
1614,539,21,31,20,3,7.185,5.8,22.18470675
1615,539,21,31,20,3,10.185,3.8,22.32036634
1616,539,21,31,20,3,13.175,5.8,22.36129319
1617,540,19,2,20,3,7.185,5.8,21.88127926
1618,540,19,2,20,3,10.185,3.8,21.90492419
1619,540,19,2,20,3,13.175,5.8,21.93012515
1620,541,14,5,24,3,7.185,5.8,25.47898097
1621,541,14,5,24,3,10.185,3.8,25.4697112
1622,541,14,5,24,3,13.175,5.8,25.49427331
1623,0,15,26,24,8,4.415,3.8,25.6790275
1624,0,15,26,24,8,4.415,5.8,25.65704606
1625,0,15,26,24,8,7.185,3.8,25.77390279
1626,0,15,26,24,8,7.185,5.8,25.76944814
1627,0,15,26,24,8,10.185,3.8,25.76526019
1628,0,15,26,24,8,13.175,5.8,25.80603869
1629,0,15,26,24,8,15.885,3.8,25.65401419
1630,0,15,26,24,8,15.885,5.8,25.6598707
1631,1,17,1,23,8,4.415,3.8,24.52006703
1632,1,17,1,23,8,4.415,5.8,24.52751145
1633,1,17,1,23,8,7.185,3.8,24.46835171
1634,1,17,1,23,8,7.185,5.8,24.51675568
1635,1,17,1,23,8,10.185,3.8,24.52344749
1636,1,17,1,23,8,13.175,5.8,24.57904315
1637,1,17,1,23,8,15.885,3.8,24.51119186
1638,1,17,1,23,8,15.885,5.8,24.52365968
1639,2,17,11,23,8,4.415,3.8,24.65041149
1640,2,17,11,23,8,4.415,5.8,24.62599414
1641,2,17,11,23,8,7.185,3.8,24.65773168
1642,2,17,11,23,8,7.185,5.8,24.65930966
1643,2,17,11,23,8,10.185,3.8,24.68385424
1644,2,17,11,23,8,13.175,5.8,24.72561834
1645,2,17,11,23,8,15.885,3.8,24.61532779
1646,2,17,11,23,8,15.885,5.8,24.61505926
1647,3,13,23,25,8,4.415,3.8,26.53354608
1648,3,13,23,25,8,4.415,5.8,26.50951796
1649,3,13,23,25,8,7.185,3.8,26.62626471
1650,3,13,23,25,8,7.185,5.8,26.61399692
1651,3,13,23,25,8,10.185,3.8,26.61823813
1652,3,13,23,25,8,13.175,5.8,26.64809508
1653,3,13,23,25,8,15.885,3.8,26.51433975
1654,3,13,23,25,8,15.885,5.8,26.51416927
1655,4,22,19,28,8,4.415,3.8,29.0647817
1656,4,22,19,28,8,4.415,5.8,29.06312214
1657,4,22,19,28,8,7.185,3.8,29.07792489
1658,4,22,19,28,8,7.185,5.8,29.07981952
1659,4,22,19,28,8,10.185,3.8,29.13920066
1660,4,22,19,28,8,13.175,5.8,29.1489669
1661,4,22,19,28,8,15.885,3.8,29.06133508
1662,4,22,19,28,8,15.885,5.8,29.06436846
1663,5,17,30,24,8,4.415,3.8,25.71332168
1664,5,17,30,24,8,4.415,5.8,25.69453992
1665,5,17,30,24,8,7.185,3.8,25.81357181
1666,5,17,30,24,8,7.185,5.8,25.80909498
1667,5,17,30,24,8,10.185,3.8,25.81157237
1668,5,17,30,24,8,13.175,5.8,25.84521253
1669,5,17,30,24,8,15.885,3.8,25.68876651
1670,5,17,30,24,8,15.885,5.8,25.69549478
1671,6,20,4,25,8,4.415,3.8,26.25121998
1672,6,20,4,25,8,4.415,5.8,26.28124945
1673,6,20,4,25,8,7.185,3.8,26.22344855
1674,6,20,4,25,8,7.185,5.8,26.22317909
1675,6,20,4,25,8,10.185,3.8,26.25039534
1676,6,20,4,25,8,13.175,5.8,26.21432569
1677,6,20,4,25,8,15.885,3.8,26.19789066
1678,6,20,4,25,8,15.885,5.8,26.25185802
1679,7,27,4,21,8,4.415,3.8,22.67292746
1680,7,27,4,21,8,4.415,5.8,22.74470737
1681,7,27,4,21,8,7.185,3.8,22.66627817
1682,7,27,4,21,8,7.185,5.8,22.70051048
1683,7,27,4,21,8,10.185,3.8,22.73655269
1684,7,27,4,21,8,13.175,5.8,22.7911404
1685,7,27,4,21,8,15.885,3.8,22.68366701
1686,7,27,4,21,8,15.885,5.8,22.71294803
1687,8,18,20,25,8,4.415,3.8,26.49471233
1688,8,18,20,25,8,4.415,5.8,26.47425037
1689,8,18,20,25,8,7.185,3.8,26.55572133
1690,8,18,20,25,8,7.185,5.8,26.56141689
1691,8,18,20,25,8,10.185,3.8,26.5762271
1692,8,18,20,25,8,13.175,5.8,26.60075493
1693,8,18,20,25,8,15.885,3.8,26.47260499
1694,8,18,20,25,8,15.885,5.8,26.47295686
1695,9,18,14,25,8,4.415,3.8,26.40384343
1696,9,18,14,25,8,4.415,5.8,26.40844527
1697,9,18,14,25,8,7.185,3.8,26.45000444
1698,9,18,14,25,8,7.185,5.8,26.43029902
1699,9,18,14,25,8,10.185,3.8,26.44562771
1700,9,18,14,25,8,13.175,5.8,26.49073346
1701,9,18,14,25,8,15.885,3.8,26.39169627
1702,9,18,14,25,8,15.885,5.8,26.391396
1703,10,20,19,27,8,4.415,3.8,28.2126567
1704,10,20,19,27,8,4.415,5.8,28.20310027
1705,10,20,19,27,8,7.185,3.8,28.23672053
1706,10,20,19,27,8,7.185,5.8,28.232906
1707,10,20,19,27,8,10.185,3.8,28.28213717
1708,10,20,19,27,8,13.175,5.8,28.30141206
1709,10,20,19,27,8,15.885,3.8,28.20227845
1710,10,20,19,27,8,15.885,5.8,28.19172616
1711,11,15,14,27,8,4.415,3.8,28.18960487
1712,11,15,14,27,8,4.415,5.8,28.18313429
1713,11,15,14,27,8,7.185,3.8,28.19991898
1714,11,15,14,27,8,7.185,5.8,28.20373976
1715,11,15,14,27,8,10.185,3.8,28.24651918
1716,11,15,14,27,8,13.175,5.8,28.27178981
1717,11,15,14,27,8,15.885,3.8,28.17908095
1718,11,15,14,27,8,15.885,5.8,28.17871003
1719,12,18,3,25,8,4.415,3.8,26.26248603
1720,12,18,3,25,8,4.415,5.8,26.29443308
1721,12,18,3,25,8,7.185,3.8,26.24233093
1722,12,18,3,25,8,7.185,5.8,26.24990614
1723,12,18,3,25,8,10.185,3.8,26.27888824
1724,12,18,3,25,8,13.175,5.8,26.2314284
1725,12,18,3,25,8,15.885,3.8,26.21384758
1726,12,18,3,25,8,15.885,5.8,26.27372837
1727,13,23,8,21,8,4.415,3.8,22.78215808
1728,13,23,8,21,8,4.415,5.8,22.81886263
1729,13,23,8,21,8,7.185,3.8,22.81283188
1730,13,23,8,21,8,7.185,5.8,22.81827514
1731,13,23,8,21,8,10.185,3.8,22.86220556
1732,13,23,8,21,8,13.175,5.8,22.90188281
1733,13,23,8,21,8,15.885,3.8,22.78279898
1734,13,23,8,21,8,15.885,5.8,22.79168753
1735,14,22,1,22,8,4.415,3.8,23.56108908
1736,14,22,1,22,8,4.415,5.8,23.62974474
