index,sim,tem,mass,n,occ,x,y,MRT
533,178,16,1,28,3,13.175,5.8,28.91674135
534,179,16,9,20,3,7.185,5.8,21.95826384
535,179,16,9,20,3,10.185,3.8,22.04776239
536,179,16,9,20,3,13.175,5.8,22.07697009
537,180,18,7,26,3,7.185,5.8,27.22168126
538,180,18,7,26,3,10.185,3.8,27.20699678
539,180,18,7,26,3,13.175,5.8,27.21760705
540,181,12,17,23,3,7.185,5.8,24.68786192
541,181,12,17,23,3,10.185,3.8,24.79073099
542,181,12,17,23,3,13.175,5.8,24.81514716
543,182,21,30,21,3,7.185,5.8,23.05108693
544,182,21,30,21,3,10.185,3.8,23.18035617
545,182,21,30,21,3,13.175,5.8,23.21338433
546,183,20,31,25,3,7.185,5.8,26.5684835
547,183,20,31,25,3,10.185,3.8,26.68297373
548,183,20,31,25,3,13.175,5.8,26.70355746
549,184,14,29,21,3,7.185,5.8,23.02001062
550,184,14,29,21,3,10.185,3.8,23.13980924
551,184,14,29,21,3,13.175,5.8,23.16870193
552,185,24,3,21,3,7.185,5.8,22.71242053
553,185,24,3,21,3,10.185,3.8,22.7270797
554,185,24,3,21,3,13.175,5.8,22.74982436
555,186,12,5,22,3,7.185,5.8,23.71300786
556,186,12,5,22,3,10.185,3.8,23.77464543
557,186,12,5,22,3,13.175,5.8,23.80218874
558,187,25,3,21,3,7.185,5.8,22.69972818
559,187,25,3,21,3,10.185,3.8,22.67992321
560,187,25,3,21,3,13.175,5.8,22.74468768
561,188,16,7,28,3,7.185,5.8,29.0102074
562,188,16,7,28,3,10.185,3.8,28.97973545
563,188,16,7,28,3,13.175,5.8,28.99367682
564,189,15,24,26,3,7.185,5.8,27.37555699
565,189,15,24,26,3,10.185,3.8,27.47672916
566,189,15,24,26,3,13.175,5.8,27.49800135
567,190,22,3,20,3,7.185,5.8,21.85202616
568,190,22,3,20,3,10.185,3.8,21.88342385
569,190,22,3,20,3,13.175,5.8,21.90572377
570,191,12,9,23,3,7.185,5.8,24.62071193
571,191,12,9,23,3,10.185,3.8,24.67814922
572,191,12,9,23,3,13.175,5.8,24.71618512
573,192,12,15,20,3,7.185,5.8,22.02736463
574,192,12,15,20,3,10.185,3.8,22.14768179
575,192,12,15,20,3,13.175,5.8,22.1794097
576,193,14,5,21,3,7.185,5.8,22.82169896
577,193,14,5,21,3,10.185,3.8,22.88150499
578,193,14,5,21,3,13.175,5.8,22.90255895
579,194,13,14,27,3,7.185,5.8,28.18504103
580,194,13,14,27,3,10.185,3.8,28.24710034
581,194,13,14,27,3,13.175,5.8,28.26381038
582,195,11,8,23,3,7.185,5.8,24.62854903
583,195,11,8,23,3,10.185,3.8,24.69071254
584,195,11,8,23,3,13.175,5.8,24.7242819
585,196,14,26,22,3,7.185,5.8,23.87895286
586,196,14,26,22,3,10.185,3.8,23.99087262
587,196,14,26,22,3,13.175,5.8,24.02373043
588,197,25,7,22,3,7.185,5.8,23.63641622
589,197,25,7,22,3,10.185,3.8,23.64228714
590,197,25,7,22,3,13.175,5.8,23.68416152
591,198,16,23,28,3,7.185,5.8,29.12944659
592,198,16,23,28,3,10.185,3.8,29.21909973
593,198,16,23,28,3,13.175,5.8,29.22283002
594,199,20,3,25,3,7.185,5.8,26.29482473
595,199,20,3,25,3,10.185,3.8,26.23957583
596,199,20,3,25,3,13.175,5.8,26.25752803
597,200,12,9,21,3,7.185,5.8,22.86264386
598,200,12,9,21,3,10.185,3.8,22.95658296
599,200,12,9,21,3,13.175,5.8,22.9816335
600,201,27,7,20,3,7.185,5.8,21.86629543
601,201,27,7,20,3,10.185,3.8,21.90539809
602,201,27,7,20,3,13.175,5.8,21.95694535
603,202,18,5,21,3,7.185,5.8,22.79394375
604,202,18,5,21,3,10.185,3.8,22.83947029
605,202,18,5,21,3,13.175,5.8,22.87019587
606,203,15,11,22,3,7.185,5.8,23.73331876
607,203,15,11,22,3,10.185,3.8,23.82669723
608,203,15,11,22,3,13.175,5.8,23.85033363
609,204,17,31,26,3,7.185,5.8,27.44063572
610,204,17,31,26,3,10.185,3.8,27.54554623
611,204,17,31,26,3,13.175,5.8,27.56809689
612,205,19,15,27,3,7.185,5.8,28.15295229
613,205,19,15,27,3,10.185,3.8,28.19077108
614,205,19,15,27,3,13.175,5.8,28.21939297
615,206,21,5,28,3,7.185,5.8,28.9390283
616,206,21,5,28,3,10.185,3.8,28.88660454
617,206,21,5,28,3,13.175,5.8,28.89235713
618,207,16,27,24,3,7.185,5.8,25.64910536
619,207,16,27,24,3,10.185,3.8,25.75292656
620,207,16,27,24,3,13.175,5.8,25.78065708
621,208,21,20,21,3,7.185,5.8,22.94133585
622,208,21,20,21,3,10.185,3.8,23.05889733
623,208,21,20,21,3,13.175,5.8,23.08851403
624,209,17,8,20,3,7.185,5.8,21.94273848
625,209,17,8,20,3,10.185,3.8,22.02474103
626,209,17,8,20,3,13.175,5.8,22.0562936
627,210,18,21,20,3,7.185,5.8,22.08269948
628,210,18,21,20,3,10.185,3.8,22.19937403
629,210,18,21,20,3,13.175,5.8,22.24054068
630,211,21,1,21,3,7.185,5.8,22.73628323
631,211,21,1,21,3,10.185,3.8,22.72862701
632,211,21,1,21,3,13.175,5.8,22.75677217
633,212,17,9,23,3,7.185,5.8,24.59392246
634,212,17,9,23,3,10.185,3.8,24.64882068
635,212,17,9,23,3,13.175,5.8,24.67285448
636,213,22,23,26,3,7.185,5.8,27.3594637
637,213,22,23,26,3,10.185,3.8,27.45192966
638,213,22,23,26,3,13.175,5.8,27.46206485
639,214,23,2,27,3,7.185,5.8,27.95865272
640,214,23,2,27,3,10.185,3.8,27.87142049
641,214,23,2,27,3,13.175,5.8,27.92596008
642,215,15,19,27,3,7.185,5.8,28.20791772
643,215,15,19,27,3,10.185,3.8,28.29740266
644,215,15,19,27,3,13.175,5.8,28.31018233
645,216,13,24,21,3,7.185,5.8,22.98304351
646,216,13,24,21,3,10.185,3.8,23.09564637
647,216,13,24,21,3,13.175,5.8,23.13036874
648,217,13,13,26,3,7.185,5.8,27.29056345
649,217,13,13,26,3,10.185,3.8,27.35756724
650,217,13,13,26,3,13.175,5.8,27.37531164
651,218,19,25,28,3,7.185,5.8,29.14757883
652,218,19,25,28,3,10.185,3.8,29.22986848
653,218,19,25,28,3,13.175,5.8,29.24563671
654,219,17,28,28,3,7.185,5.8,29.17759689
655,219,17,28,28,3,10.185,3.8,29.26837062
656,219,17,28,28,3,13.175,5.8,29.28740431
657,220,16,31,25,3,7.185,5.8,26.55947978
658,220,16,31,25,3,10.185,3.8,26.66948833
659,220,16,31,25,3,13.175,5.8,26.69092867
660,221,16,25,26,3,7.185,5.8,27.38549127
661,221,16,25,26,3,10.185,3.8,27.48632588
662,221,16,25,26,3,13.175,5.8,27.50441511
663,222,20,24,26,3,7.185,5.8,27.37182443
664,222,20,24,26,3,10.185,3.8,27.46855805
665,222,20,24,26,3,13.175,5.8,27.48400678
666,223,20,2,23,3,7.185,5.8,24.50916429
667,223,20,2,23,3,10.185,3.8,24.49400492
668,223,20,2,23,3,13.175,5.8,24.51485714
669,224,16,15,27,3,7.185,5.8,28.17013131
670,224,16,15,27,3,10.185,3.8,28.23014727
671,224,16,15,27,3,13.175,5.8,28.24943506
672,225,14,19,26,3,7.185,5.8,27.33510082
673,225,14,19,26,3,10.185,3.8,27.42633087
674,225,14,19,26,3,13.175,5.8,27.44103202
675,226,18,11,24,3,7.185,5.8,25.48463951
676,226,18,11,24,3,10.185,3.8,25.54016171
677,226,18,11,24,3,13.175,5.8,25.56092659
678,227,20,22,20,3,7.185,5.8,22.09428971
679,227,20,22,20,3,10.185,3.8,22.21215986
680,227,20,22,20,3,13.175,5.8,22.25384416
681,228,21,24,28,3,7.185,5.8,29.127719
682,228,21,24,28,3,10.185,3.8,29.21511222
683,228,21,24,28,3,13.175,5.8,29.21470562
684,229,18,16,28,3,7.185,5.8,29.05693433
685,229,18,16,28,3,10.185,3.8,29.08904765
686,229,18,16,28,3,13.175,5.8,29.11390105
687,230,16,3,28,3,7.185,5.8,28.89917215
688,230,16,3,28,3,10.185,3.8,28.89882379
689,230,16,3,28,3,13.175,5.8,28.8440112
690,231,14,10,26,3,7.185,5.8,27.26512371
691,231,14,10,26,3,10.185,3.8,27.29182354
692,231,14,10,26,3,13.175,5.8,27.24980404
693,232,18,10,27,3,7.185,5.8,28.12633491
694,232,18,10,27,3,10.185,3.8,28.12559555
695,232,18,10,27,3,13.175,5.8,28.14618405
696,233,16,24,24,3,7.185,5.8,25.61995089
697,233,16,24,24,3,10.185,3.8,25.723676
698,233,16,24,24,3,13.175,5.8,25.74962601
699,234,16,22,22,3,7.185,5.8,23.8460355
700,234,16,22,22,3,10.185,3.8,23.95417205
701,234,16,22,22,3,13.175,5.8,23.98674539
702,235,17,3,24,3,7.185,5.8,25.44524399
703,235,17,3,24,3,10.185,3.8,25.40069896
704,235,17,3,24,3,13.175,5.8,25.42610599
705,236,20,5,22,3,7.185,5.8,23.66843071
706,236,20,5,22,3,10.185,3.8,23.67843377
707,236,20,5,22,3,13.175,5.8,23.71019321
708,237,14,3,26,3,7.185,5.8,27.1851822
709,237,14,3,26,3,10.185,3.8,27.20603859
710,237,14,3,26,3,13.175,5.8,27.21967852
711,238,22,29,24,3,7.185,5.8,25.67232574
712,238,22,29,24,3,10.185,3.8,25.7899167
713,238,22,29,24,3,13.175,5.8,25.81589256
714,239,18,24,22,3,7.185,5.8,23.86603921
715,239,18,24,22,3,10.185,3.8,23.97561952
716,239,18,24,22,3,13.175,5.8,24.00776923
717,240,11,15,27,3,7.185,5.8,28.20222144
718,240,11,15,27,3,10.185,3.8,28.27748999
719,240,11,15,27,3,13.175,5.8,28.29478058
720,241,17,22,21,3,7.185,5.8,22.97260507
721,241,17,22,21,3,10.185,3.8,23.08117912
722,241,17,22,21,3,13.175,5.8,23.11542219
723,242,22,28,21,3,7.185,5.8,23.03359688
724,242,22,28,21,3,10.185,3.8,23.16367907
725,242,22,28,21,3,13.175,5.8,23.19212064
726,243,19,30,26,3,7.185,5.8,27.44075348
727,243,19,30,26,3,10.185,3.8,27.54211474
728,243,19,30,26,3,13.175,5.8,27.56380457
729,244,20,29,25,3,7.185,5.8,26.54824162
730,244,20,29,25,3,10.185,3.8,26.65886221
731,244,20,29,25,3,13.175,5.8,26.68201041
732,245,17,15,23,3,7.185,5.8,24.64124867
733,245,17,15,23,3,10.185,3.8,24.74349043
734,245,17,15,23,3,13.175,5.8,24.75377138
735,246,14,3,28,3,7.185,5.8,28.97731861
736,246,14,3,28,3,10.185,3.8,28.95236027
737,246,14,3,28,3,13.175,5.8,28.90288443
738,247,26,7,21,3,7.185,5.8,22.75077315
739,247,26,7,21,3,10.185,3.8,22.77209921
740,247,26,7,21,3,13.175,5.8,22.81254599
741,248,16,10,20,3,7.185,5.8,21.96564854
742,248,16,10,20,3,10.185,3.8,22.06283044
743,248,16,10,20,3,13.175,5.8,22.09261601
744,249,22,29,21,3,7.185,5.8,23.04271743
745,249,22,29,21,3,10.185,3.8,23.17497318
746,249,22,29,21,3,13.175,5.8,23.20630059
747,250,22,10,21,3,7.185,5.8,22.80884998
748,250,22,10,21,3,10.185,3.8,22.87150119
749,250,22,10,21,3,13.175,5.8,22.91181993
750,251,15,9,21,3,7.185,5.8,22.8381135
751,251,15,9,21,3,10.185,3.8,22.92960773
752,251,15,9,21,3,13.175,5.8,22.95337316
753,252,16,16,28,3,7.185,5.8,29.05842248
754,252,16,16,28,3,10.185,3.8,29.12304424
755,252,16,16,28,3,13.175,5.8,29.13881191
756,253,16,7,21,3,7.185,5.8,22.81351743
757,253,16,7,21,3,10.185,3.8,22.89861201
758,253,16,7,21,3,13.175,5.8,22.91553906
759,254,13,20,23,3,7.185,5.8,24.70309794
760,254,13,20,23,3,10.185,3.8,24.81557587
761,254,13,20,23,3,13.175,5.8,24.83710178
762,255,20,8,23,3,7.185,5.8,24.55249592
763,255,20,8,23,3,10.185,3.8,24.60455308
764,255,20,8,23,3,13.175,5.8,24.62648405
765,256,18,24,23,3,7.185,5.8,24.74308701
766,256,18,24,23,3,10.185,3.8,24.84986646
767,256,18,24,23,3,13.175,5.8,24.8814108
768,257,21,19,22,3,7.185,5.8,23.80973236
769,257,21,19,22,3,10.185,3.8,23.91085904
770,257,21,19,22,3,13.175,5.8,23.9299726
771,258,11,6,25,3,7.185,5.8,26.39295297
772,258,11,6,25,3,10.185,3.8,26.38933076
773,258,11,6,25,3,13.175,5.8,26.38836756
774,259,12,5,20,3,7.185,5.8,21.95726795
775,259,12,5,20,3,10.185,3.8,22.02567328
776,259,12,5,20,3,13.175,5.8,22.05637077
777,260,13,2,20,3,7.185,5.8,21.92294301
778,260,13,2,20,3,10.185,3.8,21.96963232
779,260,13,2,20,3,13.175,5.8,22.00155672
780,261,18,14,28,3,7.185,5.8,29.02816169
781,261,18,14,28,3,10.185,3.8,29.06068896
782,261,18,14,28,3,13.175,5.8,29.09467572
783,262,14,21,25,3,7.185,5.8,26.47541891
784,262,14,21,25,3,10.185,3.8,26.57425504
785,262,14,21,25,3,13.175,5.8,26.58961483
786,263,20,11,25,3,7.185,5.8,26.33814038
787,263,20,11,25,3,10.185,3.8,26.37514717
788,263,20,11,25,3,13.175,5.8,26.40254766
789,264,13,9,25,3,7.185,5.8,26.3836126
790,264,13,9,25,3,10.185,3.8,26.43307396
791,264,13,9,25,3,13.175,5.8,26.45229101
792,265,19,3,21,3,7.185,5.8,22.77444514
793,265,19,3,21,3,10.185,3.8,22.79243202
794,265,19,3,21,3,13.175,5.8,22.82636959
795,266,16,23,24,3,7.185,5.8,25.6102457
796,266,16,23,24,3,10.185,3.8,25.71416642
797,266,16,23,24,3,13.175,5.8,25.73850596
798,267,13,16,23,3,7.185,5.8,24.67289629
799,267,13,16,23,3,10.185,3.8,24.77365379
800,267,13,16,23,3,13.175,5.8,24.79573788
801,268,21,21,26,3,7.185,5.8,27.33174248
802,268,21,21,26,3,10.185,3.8,27.42668595
803,268,21,21,26,3,13.175,5.8,27.4281061
804,269,17,26,28,3,7.185,5.8,29.1510361
805,269,17,26,28,3,10.185,3.8,29.24747055
806,269,17,26,28,3,13.175,5.8,29.26479373
807,270,20,1,28,3,7.185,5.8,28.87420594
808,270,20,1,28,3,10.185,3.8,28.81278426
809,270,20,1,28,3,13.175,5.8,28.82512274
810,271,12,6,22,3,7.185,5.8,23.71841805
811,271,12,6,22,3,10.185,3.8,23.79525881
812,271,12,6,22,3,13.175,5.8,23.81949724
813,272,21,23,23,3,7.185,5.8,24.73199409
814,272,21,23,23,3,10.185,3.8,24.84088577
815,272,21,23,23,3,13.175,5.8,24.871058
816,273,19,12,21,3,7.185,5.8,22.84570627
817,273,19,12,21,3,10.185,3.8,22.93951977
818,273,19,12,21,3,13.175,5.8,22.96810081
819,274,15,21,28,3,7.185,5.8,29.11060228
820,274,15,21,28,3,10.185,3.8,29.19794219
821,274,15,21,28,3,13.175,5.8,29.20872316
822,275,16,19,23,3,7.185,5.8,24.69596066
823,275,16,19,23,3,10.185,3.8,24.7987931
824,275,16,19,23,3,13.175,5.8,24.8153952
825,276,14,20,28,3,7.185,5.8,29.10681532
826,276,14,20,28,3,10.185,3.8,29.18880847
827,276,14,20,28,3,13.175,5.8,29.20112202
828,277,20,15,27,3,7.185,5.8,28.14668417
829,277,20,15,27,3,10.185,3.8,28.18120361
830,277,20,15,27,3,13.175,5.8,28.20953137
831,278,17,17,21,3,7.185,5.8,22.91841831
832,278,17,17,21,3,10.185,3.8,23.02707234
833,278,17,17,21,3,13.175,5.8,23.0450836
834,279,22,11,24,3,7.185,5.8,25.44365746
835,279,22,11,24,3,10.185,3.8,25.48424193
836,279,22,11,24,3,13.175,5.8,25.51626262
837,280,13,25,27,3,7.185,5.8,28.27073366
838,280,13,25,27,3,10.185,3.8,28.36706701
839,280,13,25,27,3,13.175,5.8,28.38098576
840,281,15,23,20,3,7.185,5.8,22.1003792
841,281,15,23,20,3,10.185,3.8,22.21719967
842,281,15,23,20,3,13.175,5.8,22.25602988
843,282,19,6,22,3,7.185,5.8,23.68012048
844,282,19,6,22,3,10.185,3.8,23.70854402
845,282,19,6,22,3,13.175,5.8,23.73789907
846,283,17,6,20,3,7.185,5.8,21.92752258
847,283,17,6,20,3,10.185,3.8,21.99291948
848,283,17,6,20,3,13.175,5.8,22.02763178
849,284,17,8,23,3,7.185,5.8,24.58658427
850,284,17,8,23,3,10.185,3.8,24.63481073
851,284,17,8,23,3,13.175,5.8,24.65032865
852,285,16,4,25,3,7.185,5.8,26.33497228
853,285,16,4,25,3,10.185,3.8,26.28628413
854,285,16,4,25,3,13.175,5.8,26.32095777
855,286,13,26,25,3,7.185,5.8,26.51649955
856,286,13,26,25,3,10.185,3.8,26.61776204
857,286,13,26,25,3,13.175,5.8,26.64293389
858,287,15,23,21,3,7.185,5.8,22.97671231
859,287,15,23,21,3,10.185,3.8,23.0891139
860,287,15,23,21,3,13.175,5.8,23.12877365
861,288,20,28,25,3,7.185,5.8,26.53917398
862,288,20,28,25,3,10.185,3.8,26.64638824
863,288,20,28,25,3,13.175,5.8,26.67218595
864,289,19,13,25,3,7.185,5.8,26.37111859
865,289,19,13,25,3,10.185,3.8,26.4207554
866,289,19,13,25,3,13.175,5.8,26.45250232
867,290,16,14,26,3,7.185,5.8,27.27938932
868,290,16,14,26,3,10.185,3.8,27.34586148
869,290,16,14,26,3,13.175,5.8,27.36931858
870,291,20,7,26,3,7.185,5.8,27.20223401
871,291,20,7,26,3,10.185,3.8,27.16677103
872,291,20,7,26,3,13.175,5.8,27.21173984
873,292,15,2,24,3,7.185,5.8,25.45347321
874,292,15,2,24,3,10.185,3.8,25.40515152
875,292,15,2,24,3,13.175,5.8,25.44737665
876,293,21,29,24,3,7.185,5.8,25.67272626
877,293,21,29,24,3,10.185,3.8,25.78941025
878,293,21,29,24,3,13.175,5.8,25.81310363
879,294,27,4,27,3,7.185,5.8,27.94351345
880,294,27,4,27,3,10.185,3.8,27.87925787
881,294,27,4,27,3,13.175,5.8,27.92119537
882,295,13,6,25,3,7.185,5.8,26.37489074
883,295,13,6,25,3,10.185,3.8,26.3871816
884,295,13,6,25,3,13.175,5.8,26.4064276
885,296,23,9,22,3,7.185,5.8,23.66952414
886,296,23,9,22,3,10.185,3.8,23.69712315
887,296,23,9,22,3,13.175,5.8,23.73898037
888,297,17,7,23,3,7.185,5.8,24.58515564
889,297,17,7,23,3,10.185,3.8,24.60980348
890,297,17,7,23,3,13.175,5.8,24.64368991
891,298,19,18,20,3,7.185,5.8,22.04250527
892,298,19,18,20,3,10.185,3.8,22.16238158
893,298,19,18,20,3,13.175,5.8,22.19448987
894,299,19,15,24,3,7.185,5.8,25.51060544
895,299,19,15,24,3,10.185,3.8,25.59212596
896,299,19,15,24,3,13.175,5.8,25.61519825
897,300,15,31,28,3,7.185,5.8,29.20222957
898,300,15,31,28,3,10.185,3.8,29.29555078
899,300,15,31,28,3,13.175,5.8,29.31522442
900,301,12,1,25,3,7.185,5.8,26.31411499
901,301,12,1,25,3,10.185,3.8,26.29610768
902,301,12,1,25,3,13.175,5.8,26.27378148
903,302,16,25,25,3,7.185,5.8,26.50693089
904,302,16,25,25,3,10.185,3.8,26.60905472
905,302,16,25,25,3,13.175,5.8,26.63525581
906,303,15,2,21,3,7.185,5.8,22.79568388
907,303,15,2,21,3,10.185,3.8,22.81179859
908,303,15,2,21,3,13.175,5.8,22.85431092
909,304,22,15,26,3,7.185,5.8,27.25301378
910,304,22,15,26,3,10.185,3.8,27.29341758
911,304,22,15,26,3,13.175,5.8,27.32215676
912,305,22,30,25,3,7.185,5.8,26.56174019
913,305,22,30,25,3,10.185,3.8,26.67687205
914,305,22,30,25,3,13.175,5.8,26.6977271
915,306,17,29,27,3,7.185,5.8,28.30425121
916,306,17,29,27,3,10.185,3.8,28.40215207
917,306,17,29,27,3,13.175,5.8,28.42592825
918,307,24,1,23,3,7.185,5.8,24.42774571
919,307,24,1,23,3,10.185,3.8,24.38437305
920,307,24,1,23,3,13.175,5.8,24.43186345
921,308,14,20,25,3,7.185,5.8,26.46844401
922,308,14,20,25,3,10.185,3.8,26.56354837
923,308,14,20,25,3,13.175,5.8,26.57820987
924,309,17,11,28,3,7.185,5.8,29.03256073
925,309,17,11,28,3,10.185,3.8,29.01700455
926,309,17,11,28,3,13.175,5.8,29.05602755
927,310,13,12,27,3,7.185,5.8,28.17552765
928,310,13,12,27,3,10.185,3.8,28.21590313
929,310,13,12,27,3,13.175,5.8,28.23592703
930,311,21,1,20,3,7.185,5.8,21.86255349
931,311,21,1,20,3,10.185,3.8,21.85246961
932,311,21,1,20,3,13.175,5.8,21.87886325
933,312,21,17,23,3,7.185,5.8,24.65202915
934,312,21,17,23,3,10.185,3.8,24.75414732
935,312,21,17,23,3,13.175,5.8,24.75850503
936,313,19,30,22,3,7.185,5.8,23.92270139
937,313,19,30,22,3,10.185,3.8,24.04661944
938,313,19,30,22,3,13.175,5.8,24.07700092
939,314,17,9,21,3,7.185,5.8,22.83340492
940,314,17,9,21,3,10.185,3.8,22.91022384
941,314,17,9,21,3,13.175,5.8,22.9414158
942,315,20,24,27,3,7.185,5.8,28.25416917
943,315,20,24,27,3,10.185,3.8,28.34202328
944,315,20,24,27,3,13.175,5.8,28.35480544
945,316,22,11,25,3,7.185,5.8,26.32225649
946,316,22,11,25,3,10.185,3.8,26.36466251
947,316,22,11,25,3,13.175,5.8,26.38373435
948,317,26,8,24,3,7.185,5.8,25.38115564
949,317,26,8,24,3,10.185,3.8,25.39546342
950,317,26,8,24,3,13.175,5.8,25.4307514
951,318,16,11,21,3,7.185,5.8,22.850573
952,318,16,11,21,3,10.185,3.8,22.94775296
953,318,16,11,21,3,13.175,5.8,22.97213639
954,319,14,22,20,3,7.185,5.8,22.09366656
955,319,14,22,20,3,10.185,3.8,22.20670612
956,319,14,22,20,3,13.175,5.8,22.24594699
957,320,15,27,28,3,7.185,5.8,29.16804335
958,320,15,27,28,3,10.185,3.8,29.26071733
959,320,15,27,28,3,13.175,5.8,29.2783481
960,321,27,9,21,3,7.185,5.8,22.77303175
961,321,27,9,21,3,10.185,3.8,22.81469376
962,321,27,9,21,3,13.175,5.8,22.86048118
963,322,17,30,22,3,7.185,5.8,23.91997832
964,322,17,30,22,3,10.185,3.8,24.03730756
965,322,17,30,22,3,13.175,5.8,24.06825525
966,323,12,1,22,3,7.185,5.8,23.66697926
967,323,12,1,22,3,10.185,3.8,23.70777785
968,323,12,1,22,3,13.175,5.8,23.7373759
969,324,15,1,25,3,7.185,5.8,26.27982285
970,324,15,1,25,3,10.185,3.8,26.24265199
971,324,15,1,25,3,13.175,5.8,26.17092731
972,325,20,7,25,3,7.185,5.8,26.320985
973,325,20,7,25,3,10.185,3.8,26.30791075
974,325,20,7,25,3,13.175,5.8,26.32858017
975,326,12,3,20,3,7.185,5.8,21.94034669
976,326,12,3,20,3,10.185,3.8,22.01062335
977,326,12,3,20,3,13.175,5.8,22.04487067
978,327,17,21,26,3,7.185,5.8,27.34500821
979,327,17,21,26,3,10.185,3.8,27.44082679
980,327,17,21,26,3,13.175,5.8,27.44723742
981,328,20,22,27,3,7.185,5.8,28.22470622
982,328,20,22,27,3,10.185,3.8,28.31894448
983,328,20,22,27,3,13.175,5.8,28.31577746
984,329,18,9,24,3,7.185,5.8,25.46256832
985,329,18,9,24,3,10.185,3.8,25.50684979
986,329,18,9,24,3,13.175,5.8,25.53291087
987,330,16,16,21,3,7.185,5.8,22.91361474
988,330,16,16,21,3,10.185,3.8,23.01816941
989,330,16,16,21,3,13.175,5.8,23.0367357
990,331,18,10,20,3,7.185,5.8,21.95508522
991,331,18,10,20,3,10.185,3.8,22.05048713
992,331,18,10,20,3,13.175,5.8,22.07478069
993,332,25,8,21,3,7.185,5.8,22.76623796
994,332,25,8,21,3,10.185,3.8,22.80400243
995,332,25,8,21,3,13.175,5.8,22.84199166
996,333,13,17,21,3,7.185,5.8,22.92034231
997,333,13,17,21,3,10.185,3.8,23.03780213
998,333,13,17,21,3,13.175,5.8,23.06577202
999,334,24,3,20,3,7.185,5.8,21.82996524
1000,334,24,3,20,3,10.185,3.8,21.86894968
1001,334,24,3,20,3,13.175,5.8,21.89524332
1002,335,15,31,23,3,7.185,5.8,24.79860798
1003,335,15,31,23,3,10.185,3.8,24.91198436
1004,335,15,31,23,3,13.175,5.8,24.94058159
1005,336,12,12,28,3,7.185,5.8,29.0653294
1006,336,12,12,28,3,10.185,3.8,29.07078171
1007,336,12,12,28,3,13.175,5.8,29.06534338
1008,337,21,9,25,3,7.185,5.8,26.31128609
1009,337,21,9,25,3,10.185,3.8,26.333532
1010,337,21,9,25,3,13.175,5.8,26.35903873
1011,338,20,8,26,3,7.185,5.8,27.21329124
1012,338,20,8,26,3,10.185,3.8,27.1923104
1013,338,20,8,26,3,13.175,5.8,27.2102081
1014,339,19,25,22,3,7.185,5.8,23.87531468
1015,339,19,25,22,3,10.185,3.8,23.98977785
1016,339,19,25,22,3,13.175,5.8,24.02226407
1017,340,17,27,20,3,7.185,5.8,22.13981758
1018,340,17,27,20,3,10.185,3.8,22.26044593
1019,340,17,27,20,3,13.175,5.8,22.29138203
1020,341,23,2,24,3,7.185,5.8,25.32765529
1021,341,23,2,24,3,10.185,3.8,25.32202038
1022,341,23,2,24,3,13.175,5.8,25.33026133
1023,342,20,10,27,3,7.185,5.8,28.1032901
1024,342,20,10,27,3,10.185,3.8,28.10561771
1025,342,20,10,27,3,13.175,5.8,28.12418308
1026,343,20,28,24,3,7.185,5.8,25.66153989
1027,343,20,28,24,3,10.185,3.8,25.77297795
1028,343,20,28,24,3,13.175,5.8,25.79881824
1029,344,19,31,26,3,7.185,5.8,27.44474665
1030,344,19,31,26,3,10.185,3.8,27.55486433
1031,344,19,31,26,3,13.175,5.8,27.57494038
1032,345,12,12,25,3,7.185,5.8,26.40122841
1033,345,12,12,25,3,10.185,3.8,26.46106174
1034,345,12,12,25,3,13.175,5.8,26.49247103
1035,346,17,14,23,3,7.185,5.8,24.63021004
1036,346,17,14,23,3,10.185,3.8,24.72747235
1037,346,17,14,23,3,13.175,5.8,24.74824295
1038,347,20,29,21,3,7.185,5.8,23.039569
1039,347,20,29,21,3,10.185,3.8,23.16902334
1040,347,20,29,21,3,13.175,5.8,23.19650842
1041,348,15,27,24,3,7.185,5.8,25.64643116
1042,348,15,27,24,3,10.185,3.8,25.7505432
1043,348,15,27,24,3,13.175,5.8,25.77872792
1044,349,15,11,28,3,7.185,5.8,29.04202048
1045,349,15,11,28,3,10.185,3.8,29.05324771
1046,349,15,11,28,3,13.175,5.8,29.07711228
1047,350,19,1,25,3,7.185,5.8,26.27903295
1048,350,19,1,25,3,10.185,3.8,26.21691457
1049,350,19,1,25,3,13.175,5.8,26.24704326
1050,351,15,14,21,3,7.185,5.8,22.89503347
1051,351,15,14,21,3,10.185,3.8,22.99582669
1052,351,15,14,21,3,13.175,5.8,23.01632783
1053,352,19,2,21,3,7.185,5.8,22.75903187
1054,352,19,2,21,3,10.185,3.8,22.77723362
1055,352,19,2,21,3,13.175,5.8,22.79848031
1056,353,12,3,22,3,7.185,5.8,23.71382223
1057,353,12,3,22,3,10.185,3.8,23.73618307
1058,353,12,3,22,3,13.175,5.8,23.72556285
1059,354,14,9,22,3,7.185,5.8,23.72915804
1060,354,14,9,22,3,10.185,3.8,23.81319988
1061,354,14,9,22,3,13.175,5.8,23.83335961
1062,355,22,28,28,3,7.185,5.8,29.1747944
1063,355,22,28,28,3,10.185,3.8,29.26928783
1064,355,22,28,28,3,13.175,5.8,29.29293897
1065,356,20,22,21,3,7.185,5.8,22.97134209
1066,356,20,22,21,3,10.185,3.8,23.08383324
1067,356,20,22,21,3,13.175,5.8,23.12366607
