index,sim,tem,mass,n,occ,x,y,V
2454,103,11,15,24,8,15.885,5.8,0.06424354
2455,104,19,29,26,8,4.415,3.8,0.073854743
2456,104,19,29,26,8,4.415,5.8,0.062184284
2457,104,19,29,26,8,7.185,3.8,0.067928847
2458,104,19,29,26,8,7.185,5.8,0.062867229
2459,104,19,29,26,8,10.185,3.8,0.065714887
2460,104,19,29,26,8,13.175,5.8,0.07499468
2461,104,19,29,26,8,15.885,3.8,0.064955515
2462,104,19,29,26,8,15.885,5.8,0.060699497
2463,105,13,25,26,8,4.415,3.8,0.069235261
2464,105,13,25,26,8,4.415,5.8,0.062902936
2465,105,13,25,26,8,7.185,3.8,0.074490586
2466,105,13,25,26,8,7.185,5.8,0.068827425
2467,105,13,25,26,8,10.185,3.8,0.071956769
2468,105,13,25,26,8,13.175,5.8,0.07913222
2469,105,13,25,26,8,15.885,3.8,0.06202149
2470,105,13,25,26,8,15.885,5.8,0.061455928
2471,106,12,7,25,8,4.415,3.8,0.084728096
2472,106,12,7,25,8,4.415,5.8,0.100240189
2473,106,12,7,25,8,7.185,3.8,0.079265902
2474,106,12,7,25,8,7.185,5.8,0.104672696
2475,106,12,7,25,8,10.185,3.8,0.101565125
2476,106,12,7,25,8,13.175,5.8,0.086066472
2477,106,12,7,25,8,15.885,3.8,0.094039223
2478,106,12,7,25,8,15.885,5.8,0.085479393
2479,107,22,31,25,8,4.415,3.8,0.07345831
2480,107,22,31,25,8,4.415,5.8,0.062682071
2481,107,22,31,25,8,7.185,3.8,0.066817389
2482,107,22,31,25,8,7.185,5.8,0.062510502
2483,107,22,31,25,8,10.185,3.8,0.063763689
2484,107,22,31,25,8,13.175,5.8,0.069249175
2485,107,22,31,25,8,15.885,3.8,0.064038715
2486,107,22,31,25,8,15.885,5.8,0.061538903
2487,108,21,27,25,8,4.415,3.8,0.074969976
2488,108,21,27,25,8,4.415,5.8,0.064388596
2489,108,21,27,25,8,7.185,3.8,0.072418425
2490,108,21,27,25,8,7.185,5.8,0.068543549
2491,108,21,27,25,8,10.185,3.8,0.070279265
2492,108,21,27,25,8,13.175,5.8,0.080699172
2493,108,21,27,25,8,15.885,3.8,0.066875506
2494,108,21,27,25,8,15.885,5.8,0.062868193
2495,109,20,12,20,8,4.415,3.8,0.104020392
2496,109,20,12,20,8,4.415,5.8,0.109037248
2497,109,20,12,20,8,7.185,3.8,0.124317539
2498,109,20,12,20,8,7.185,5.8,0.117160434
2499,109,20,12,20,8,10.185,3.8,0.095159112
2500,109,20,12,20,8,13.175,5.8,0.101146548
2501,109,20,12,20,8,15.885,3.8,0.103226084
2502,109,20,12,20,8,15.885,5.8,0.094043927
2503,110,16,12,21,8,4.415,3.8,0.095255292
2504,110,16,12,21,8,4.415,5.8,0.100471639
2505,110,16,12,21,8,7.185,3.8,0.108362216
2506,110,16,12,21,8,7.185,5.8,0.103476416
2507,110,16,12,21,8,10.185,3.8,0.096445253
2508,110,16,12,21,8,13.175,5.8,0.097551003
2509,110,16,12,21,8,15.885,3.8,0.096478212
2510,110,16,12,21,8,15.885,5.8,0.083634717
2511,111,16,22,23,8,4.415,3.8,0.074278626
2512,111,16,22,23,8,4.415,5.8,0.06737261
2513,111,16,22,23,8,7.185,3.8,0.081407052
2514,111,16,22,23,8,7.185,5.8,0.075864703
2515,111,16,22,23,8,10.185,3.8,0.07855669
2516,111,16,22,23,8,13.175,5.8,0.085274356
2517,111,16,22,23,8,15.885,3.8,0.065223396
2518,111,16,22,23,8,15.885,5.8,0.066633448
2519,112,22,7,27,8,4.415,3.8,0.13386575
2520,112,22,7,27,8,4.415,5.8,0.119521909
2521,112,22,7,27,8,7.185,3.8,0.124440615
2522,112,22,7,27,8,7.185,5.8,0.115811853
2523,112,22,7,27,8,10.185,3.8,0.107639967
2524,112,22,7,27,8,13.175,5.8,0.107291684
2525,112,22,7,27,8,15.885,3.8,0.116828046
2526,112,22,7,27,8,15.885,5.8,0.113138296
2527,113,19,28,20,8,4.415,3.8,0.079548052
2528,113,19,28,20,8,4.415,5.8,0.068432753
2529,113,19,28,20,8,7.185,3.8,0.07464934
2530,113,19,28,20,8,7.185,5.8,0.071740181
2531,113,19,28,20,8,10.185,3.8,0.069629384
2532,113,19,28,20,8,13.175,5.8,0.077040482
2533,113,19,28,20,8,15.885,3.8,0.07114409
2534,113,19,28,20,8,15.885,5.8,0.068777885
2535,114,19,31,25,8,4.415,3.8,0.073232956
2536,114,19,31,25,8,4.415,5.8,0.0622346
2537,114,19,31,25,8,7.185,3.8,0.066378245
2538,114,19,31,25,8,7.185,5.8,0.063364875
2539,114,19,31,25,8,10.185,3.8,0.062678476
2540,114,19,31,25,8,13.175,5.8,0.070110912
2541,114,19,31,25,8,15.885,3.8,0.06356242
2542,114,19,31,25,8,15.885,5.8,0.061848756
2543,115,16,3,22,8,4.415,3.8,0.08678654
2544,115,16,3,22,8,4.415,5.8,0.112097955
2545,115,16,3,22,8,7.185,3.8,0.102492463
2546,115,16,3,22,8,7.185,5.8,0.116187484
2547,115,16,3,22,8,10.185,3.8,0.109769873
2548,115,16,3,22,8,13.175,5.8,0.099996884
2549,115,16,3,22,8,15.885,3.8,0.111544342
2550,115,16,3,22,8,15.885,5.8,0.100001969
2551,116,18,17,26,8,4.415,3.8,0.080308971
2552,116,18,17,26,8,4.415,5.8,0.104096719
2553,116,18,17,26,8,7.185,3.8,0.079115288
2554,116,18,17,26,8,7.185,5.8,0.104594505
2555,116,18,17,26,8,10.185,3.8,0.081000917
2556,116,18,17,26,8,13.175,5.8,0.092325823
2557,116,18,17,26,8,15.885,3.8,0.099784185
2558,116,18,17,26,8,15.885,5.8,0.094549969
2559,117,22,29,20,8,4.415,3.8,0.07573848
2560,117,22,29,20,8,4.415,5.8,0.067991963
2561,117,22,29,20,8,7.185,3.8,0.076471138
2562,117,22,29,20,8,7.185,5.8,0.070958517
2563,117,22,29,20,8,10.185,3.8,0.066994165
2564,117,22,29,20,8,13.175,5.8,0.073209003
2565,117,22,29,20,8,15.885,3.8,0.070801754
2566,117,22,29,20,8,15.885,5.8,0.068330648
2567,118,16,1,26,8,4.415,3.8,0.109816482
2568,118,16,1,26,8,4.415,5.8,0.100257474
2569,118,16,1,26,8,7.185,3.8,0.112107633
2570,118,16,1,26,8,7.185,5.8,0.099816544
2571,118,16,1,26,8,10.185,3.8,0.102932211
2572,118,16,1,26,8,13.175,5.8,0.098728073
2573,118,16,1,26,8,15.885,3.8,0.098991401
2574,118,16,1,26,8,15.885,5.8,0.103341195
2575,119,16,26,26,8,4.415,3.8,0.069983598
2576,119,16,26,26,8,4.415,5.8,0.062192267
2577,119,16,26,26,8,7.185,3.8,0.074818201
2578,119,16,26,26,8,7.185,5.8,0.067839813
2579,119,16,26,26,8,10.185,3.8,0.071917543
2580,119,16,26,26,8,13.175,5.8,0.079613227
2581,119,16,26,26,8,15.885,3.8,0.062466808
2582,119,16,26,26,8,15.885,5.8,0.061282703
2583,120,27,8,26,8,4.415,3.8,0.135376531
2584,120,27,8,26,8,4.415,5.8,0.127439799
2585,120,27,8,26,8,7.185,3.8,0.131934004
2586,120,27,8,26,8,7.185,5.8,0.12189505
2587,120,27,8,26,8,10.185,3.8,0.116208291
2588,120,27,8,26,8,13.175,5.8,0.109044719
2589,120,27,8,26,8,15.885,3.8,0.120556224
2590,120,27,8,26,8,15.885,5.8,0.123858462
2591,121,18,15,25,8,4.415,3.8,0.096405011
2592,121,18,15,25,8,4.415,5.8,0.104257909
2593,121,18,15,25,8,7.185,3.8,0.119866726
2594,121,18,15,25,8,7.185,5.8,0.108216046
2595,121,18,15,25,8,10.185,3.8,0.093624129
2596,121,18,15,25,8,13.175,5.8,0.093099443
2597,121,18,15,25,8,15.885,3.8,0.105328356
2598,121,18,15,25,8,15.885,5.8,0.090467522
2599,122,23,3,21,8,4.415,3.8,0.13839833
2600,122,23,3,21,8,4.415,5.8,0.130259763
2601,122,23,3,21,8,7.185,3.8,0.132251862
2602,122,23,3,21,8,7.185,5.8,0.125456505
2603,122,23,3,21,8,10.185,3.8,0.112293423
2604,122,23,3,21,8,13.175,5.8,0.105995667
2605,122,23,3,21,8,15.885,3.8,0.124277572
2606,122,23,3,21,8,15.885,5.8,0.113230475
2607,123,17,8,24,8,4.415,3.8,0.085066885
2608,123,17,8,24,8,4.415,5.8,0.104033965
2609,123,17,8,24,8,7.185,3.8,0.093132135
2610,123,17,8,24,8,7.185,5.8,0.106954078
2611,123,17,8,24,8,10.185,3.8,0.108975416
2612,123,17,8,24,8,13.175,5.8,0.095522024
2613,123,17,8,24,8,15.885,3.8,0.112219774
2614,123,17,8,24,8,15.885,5.8,0.100451897
2615,124,17,15,25,8,4.415,3.8,0.072726742
2616,124,17,15,25,8,4.415,5.8,0.105236511
2617,124,17,15,25,8,7.185,3.8,0.08243814
2618,124,17,15,25,8,7.185,5.8,0.105791167
2619,124,17,15,25,8,10.185,3.8,0.08722275
2620,124,17,15,25,8,13.175,5.8,0.09321722
2621,124,17,15,25,8,15.885,3.8,0.097881319
2622,124,17,15,25,8,15.885,5.8,0.096810459
2623,125,16,8,20,8,4.415,3.8,0.081670944
2624,125,16,8,20,8,4.415,5.8,0.112691868
2625,125,16,8,20,8,7.185,3.8,0.092332706
2626,125,16,8,20,8,7.185,5.8,0.113147687
2627,125,16,8,20,8,10.185,3.8,0.091661203
2628,125,16,8,20,8,13.175,5.8,0.09892419
2629,125,16,8,20,8,15.885,3.8,0.102281076
2630,125,16,8,20,8,15.885,5.8,0.097351405
2631,126,11,6,21,8,4.415,3.8,0.095857975
2632,126,11,6,21,8,4.415,5.8,0.10171285
2633,126,11,6,21,8,7.185,3.8,0.079680459
2634,126,11,6,21,8,7.185,5.8,0.100923943
2635,126,11,6,21,8,10.185,3.8,0.090322286
2636,126,11,6,21,8,13.175,5.8,0.091910688
2637,126,11,6,21,8,15.885,3.8,0.089408193
2638,126,11,6,21,8,15.885,5.8,0.080820609
2639,127,19,3,23,8,4.415,3.8,0.097061736
2640,127,19,3,23,8,4.415,5.8,0.111814937
2641,127,19,3,23,8,7.185,3.8,0.096728743
2642,127,19,3,23,8,7.185,5.8,0.11837328
2643,127,19,3,23,8,10.185,3.8,0.111781498
2644,127,19,3,23,8,13.175,5.8,0.10383477
2645,127,19,3,23,8,15.885,3.8,0.116277921
2646,127,19,3,23,8,15.885,5.8,0.108127942
2647,128,17,16,24,8,4.415,3.8,0.092774535
2648,128,17,16,24,8,4.415,5.8,0.098481012
2649,128,17,16,24,8,7.185,3.8,0.121112143
2650,128,17,16,24,8,7.185,5.8,0.105183826
2651,128,17,16,24,8,10.185,3.8,0.090747423
2652,128,17,16,24,8,13.175,5.8,0.095037549
2653,128,17,16,24,8,15.885,3.8,0.098836774
2654,128,17,16,24,8,15.885,5.8,0.08598708
2655,129,17,23,23,8,4.415,3.8,0.074790736
2656,129,17,23,23,8,4.415,5.8,0.066969506
2657,129,17,23,23,8,7.185,3.8,0.079678066
2658,129,17,23,23,8,7.185,5.8,0.074802608
2659,129,17,23,23,8,10.185,3.8,0.077349773
2660,129,17,23,23,8,13.175,5.8,0.084283503
2661,129,17,23,23,8,15.885,3.8,0.066599663
2662,129,17,23,23,8,15.885,5.8,0.066236445
2663,130,16,3,24,8,4.415,3.8,0.094257758
2664,130,16,3,24,8,4.415,5.8,0.103259637
2665,130,16,3,24,8,7.185,3.8,0.088166623
2666,130,16,3,24,8,7.185,5.8,0.104023264
2667,130,16,3,24,8,10.185,3.8,0.110508127
2668,130,16,3,24,8,13.175,5.8,0.101676353
2669,130,16,3,24,8,15.885,3.8,0.105414207
2670,130,16,3,24,8,15.885,5.8,0.098434233
2671,131,19,24,25,8,4.415,3.8,0.069877096
2672,131,19,24,25,8,4.415,5.8,0.065981358
2673,131,19,24,25,8,7.185,3.8,0.085743236
2674,131,19,24,25,8,7.185,5.8,0.073086533
2675,131,19,24,25,8,10.185,3.8,0.076782396
2676,131,19,24,25,8,13.175,5.8,0.085090032
2677,131,19,24,25,8,15.885,3.8,0.061458337
2678,131,19,24,25,8,15.885,5.8,0.064613713
2679,132,15,2,27,8,4.415,3.8,0.092826375
2680,132,15,2,27,8,4.415,5.8,0.1052447
2681,132,15,2,27,8,7.185,3.8,0.091081933
2682,132,15,2,27,8,7.185,5.8,0.105401375
2683,132,15,2,27,8,10.185,3.8,0.109232096
2684,132,15,2,27,8,13.175,5.8,0.100694223
2685,132,15,2,27,8,15.885,3.8,0.100381595
2686,132,15,2,27,8,15.885,5.8,0.107752596
2687,133,18,16,24,8,4.415,3.8,0.095317114
2688,133,18,16,24,8,4.415,5.8,0.1019142
2689,133,18,16,24,8,7.185,3.8,0.119406973
2690,133,18,16,24,8,7.185,5.8,0.110582898
2691,133,18,16,24,8,10.185,3.8,0.089920605
2692,133,18,16,24,8,13.175,5.8,0.095282266
2693,133,18,16,24,8,15.885,3.8,0.101349767
2694,133,18,16,24,8,15.885,5.8,0.089665183
2695,134,15,13,23,8,4.415,3.8,0.074051808
2696,134,15,13,23,8,4.415,5.8,0.105230323
2697,134,15,13,23,8,7.185,3.8,0.083422504
2698,134,15,13,23,8,7.185,5.8,0.106719662
2699,134,15,13,23,8,10.185,3.8,0.082769198
2700,134,15,13,23,8,13.175,5.8,0.095030542
2701,134,15,13,23,8,15.885,3.8,0.095845669
2702,134,15,13,23,8,15.885,5.8,0.09029553
2703,135,11,9,28,8,4.415,3.8,0.079640399
2704,135,11,9,28,8,4.415,5.8,0.087954213
2705,135,11,9,28,8,7.185,3.8,0.071091257
2706,135,11,9,28,8,7.185,5.8,0.081037423
2707,135,11,9,28,8,10.185,3.8,0.096479404
2708,135,11,9,28,8,13.175,5.8,0.083406677
2709,135,11,9,28,8,15.885,3.8,0.079637548
2710,135,11,9,28,8,15.885,5.8,0.076404005
2711,136,23,9,28,8,4.415,3.8,0.128941053
2712,136,23,9,28,8,4.415,5.8,0.115459756
2713,136,23,9,28,8,7.185,3.8,0.128608341
2714,136,23,9,28,8,7.185,5.8,0.119365741
2715,136,23,9,28,8,10.185,3.8,0.109859274
2716,136,23,9,28,8,13.175,5.8,0.103176381
2717,136,23,9,28,8,15.885,3.8,0.118739931
2718,136,23,9,28,8,15.885,5.8,0.110374601
2719,137,21,30,20,8,4.415,3.8,0.074826032
2720,137,21,30,20,8,4.415,5.8,0.067710852
2721,137,21,30,20,8,7.185,3.8,0.07622137
2722,137,21,30,20,8,7.185,5.8,0.071497453
2723,137,21,30,20,8,10.185,3.8,0.067363666
2724,137,21,30,20,8,13.175,5.8,0.072256196
2725,137,21,30,20,8,15.885,3.8,0.070238774
2726,137,21,30,20,8,15.885,5.8,0.068163699
2727,138,20,2,28,8,4.415,3.8,0.122371426
2728,138,20,2,28,8,4.415,5.8,0.109563473
2729,138,20,2,28,8,7.185,3.8,0.115590737
2730,138,20,2,28,8,7.185,5.8,0.115543367
2731,138,20,2,28,8,10.185,3.8,0.09885469
2732,138,20,2,28,8,13.175,5.8,0.122145661
2733,138,20,2,28,8,15.885,3.8,0.103578964
2734,138,20,2,28,8,15.885,5.8,0.116075669
2735,139,14,5,27,8,4.415,3.8,0.08153784
2736,139,14,5,27,8,4.415,5.8,0.099502754
2737,139,14,5,27,8,7.185,3.8,0.09312529
2738,139,14,5,27,8,7.185,5.8,0.082953403
2739,139,14,5,27,8,10.185,3.8,0.098270002
2740,139,14,5,27,8,13.175,5.8,0.101743885
2741,139,14,5,27,8,15.885,3.8,0.0875449
2742,139,14,5,27,8,15.885,5.8,0.110628502
2743,140,12,14,27,8,4.415,3.8,0.077587101
2744,140,12,14,27,8,4.415,5.8,0.085356111
2745,140,12,14,27,8,7.185,3.8,0.074042538
2746,140,12,14,27,8,7.185,5.8,0.083277086
2747,140,12,14,27,8,10.185,3.8,0.092275186
2748,140,12,14,27,8,13.175,5.8,0.083833342
2749,140,12,14,27,8,15.885,3.8,0.08259543
2750,140,12,14,27,8,15.885,5.8,0.082838663
2751,141,20,25,25,8,4.415,3.8,0.07194237
2752,141,20,25,25,8,4.415,5.8,0.062923556
2753,141,20,25,25,8,7.185,3.8,0.079652475
2754,141,20,25,25,8,7.185,5.8,0.073068085
2755,141,20,25,25,8,10.185,3.8,0.07719114
2756,141,20,25,25,8,13.175,5.8,0.084276634
2757,141,20,25,25,8,15.885,3.8,0.062158399
2758,141,20,25,25,8,15.885,5.8,0.063554286
2759,142,20,2,21,8,4.415,3.8,0.117160547
2760,142,20,2,21,8,4.415,5.8,0.126530103
2761,142,20,2,21,8,7.185,3.8,0.11446468
2762,142,20,2,21,8,7.185,5.8,0.12245645
2763,142,20,2,21,8,10.185,3.8,0.11952969
2764,142,20,2,21,8,13.175,5.8,0.104931896
2765,142,20,2,21,8,15.885,3.8,0.11756993
2766,142,20,2,21,8,15.885,5.8,0.114087651
2767,143,16,12,24,8,4.415,3.8,0.097816587
2768,143,16,12,24,8,4.415,5.8,0.106542203
2769,143,16,12,24,8,7.185,3.8,0.117463915
2770,143,16,12,24,8,7.185,5.8,0.110220902
2771,143,16,12,24,8,10.185,3.8,0.097934987
2772,143,16,12,24,8,13.175,5.8,0.09207943
2773,143,16,12,24,8,15.885,3.8,0.101625761
2774,143,16,12,24,8,15.885,5.8,0.083391769
2775,144,19,26,27,8,4.415,3.8,0.066729547
2776,144,19,26,27,8,4.415,5.8,0.062315035
2777,144,19,26,27,8,7.185,3.8,0.082466197
2778,144,19,26,27,8,7.185,5.8,0.069032442
2779,144,19,26,27,8,10.185,3.8,0.073558092
2780,144,19,26,27,8,13.175,5.8,0.081163655
2781,144,19,26,27,8,15.885,3.8,0.058296394
2782,144,19,26,27,8,15.885,5.8,0.061375382
2783,145,22,27,25,8,4.415,3.8,0.075033167
2784,145,22,27,25,8,4.415,5.8,0.064466763
2785,145,22,27,25,8,7.185,3.8,0.07255885
2786,145,22,27,25,8,7.185,5.8,0.069545748
2787,145,22,27,25,8,10.185,3.8,0.071232773
2788,145,22,27,25,8,13.175,5.8,0.08188807
2789,145,22,27,25,8,15.885,3.8,0.067127742
2790,145,22,27,25,8,15.885,5.8,0.06347594
2791,146,17,7,22,8,4.415,3.8,0.088353312
2792,146,17,7,22,8,4.415,5.8,0.109750989
2793,146,17,7,22,8,7.185,3.8,0.098059571
2794,146,17,7,22,8,7.185,5.8,0.109993583
2795,146,17,7,22,8,10.185,3.8,0.104699297
2796,146,17,7,22,8,13.175,5.8,0.099085306
2797,146,17,7,22,8,15.885,3.8,0.093650403
2798,146,17,7,22,8,15.885,5.8,0.10255874
2799,147,19,1,27,8,4.415,3.8,0.120318516
2800,147,19,1,27,8,4.415,5.8,0.115636562
2801,147,19,1,27,8,7.185,3.8,0.115717629
2802,147,19,1,27,8,7.185,5.8,0.113747429
2803,147,19,1,27,8,10.185,3.8,0.105082085
2804,147,19,1,27,8,13.175,5.8,0.120141815
2805,147,19,1,27,8,15.885,3.8,0.102341878
2806,147,19,1,27,8,15.885,5.8,0.113758743
2807,148,25,4,26,8,4.415,3.8,0.136534607
2808,148,25,4,26,8,4.415,5.8,0.124669387
2809,148,25,4,26,8,7.185,3.8,0.144703789
2810,148,25,4,26,8,7.185,5.8,0.130917252
2811,148,25,4,26,8,10.185,3.8,0.115082623
2812,148,25,4,26,8,13.175,5.8,0.10983103
2813,148,25,4,26,8,15.885,3.8,0.12587955
2814,148,25,4,26,8,15.885,5.8,0.118863176
2815,149,15,31,20,8,4.415,3.8,0.077238101
2816,149,15,31,20,8,4.415,5.8,0.066857995
2817,149,15,31,20,8,7.185,3.8,0.073845924
2818,149,15,31,20,8,7.185,5.8,0.072601568
2819,149,15,31,20,8,10.185,3.8,0.069538386
2820,149,15,31,20,8,13.175,5.8,0.074039931
2821,149,15,31,20,8,15.885,3.8,0.071664144
2822,149,15,31,20,8,15.885,5.8,0.06772387
2823,150,17,4,24,8,4.415,3.8,0.11901416
2824,150,17,4,24,8,4.415,5.8,0.104862222
2825,150,17,4,24,8,7.185,3.8,0.10892769
2826,150,17,4,24,8,7.185,5.8,0.100700847
2827,150,17,4,24,8,10.185,3.8,0.102163232
2828,150,17,4,24,8,13.175,5.8,0.103145632
2829,150,17,4,24,8,15.885,3.8,0.098548762
2830,150,17,4,24,8,15.885,5.8,0.1052163
2831,151,18,19,22,8,4.415,3.8,0.077962793
2832,151,18,19,22,8,4.415,5.8,0.074061849
2833,151,18,19,22,8,7.185,3.8,0.09727435
2834,151,18,19,22,8,7.185,5.8,0.084150315
2835,151,18,19,22,8,10.185,3.8,0.081403519
2836,151,18,19,22,8,13.175,5.8,0.090583896
2837,151,18,19,22,8,15.885,3.8,0.072414025
2838,151,18,19,22,8,15.885,5.8,0.071856977
2839,152,27,2,25,8,4.415,3.8,0.142790893
2840,152,27,2,25,8,4.415,5.8,0.13930157
2841,152,27,2,25,8,7.185,3.8,0.149830334
2842,152,27,2,25,8,7.185,5.8,0.135830377
2843,152,27,2,25,8,10.185,3.8,0.119948322
2844,152,27,2,25,8,13.175,5.8,0.1151324
2845,152,27,2,25,8,15.885,3.8,0.12920778
2846,152,27,2,25,8,15.885,5.8,0.131081939
2847,153,19,11,20,8,4.415,3.8,0.101861031
2848,153,19,11,20,8,4.415,5.8,0.10878634
2849,153,19,11,20,8,7.185,3.8,0.127776675
2850,153,19,11,20,8,7.185,5.8,0.117543994
2851,153,19,11,20,8,10.185,3.8,0.097415745
2852,153,19,11,20,8,13.175,5.8,0.102955186
2853,153,19,11,20,8,15.885,3.8,0.109256854
2854,153,19,11,20,8,15.885,5.8,0.097144112
2855,154,15,14,28,8,4.415,3.8,0.078446581
2856,154,15,14,28,8,4.415,5.8,0.099820699
2857,154,15,14,28,8,7.185,3.8,0.087919256
2858,154,15,14,28,8,7.185,5.8,0.101124724
2859,154,15,14,28,8,10.185,3.8,0.09480678
2860,154,15,14,28,8,13.175,5.8,0.08908966
2861,154,15,14,28,8,15.885,3.8,0.097583357
2862,154,15,14,28,8,15.885,5.8,0.090052037
2863,155,15,26,26,8,4.415,3.8,0.069910352
2864,155,15,26,26,8,4.415,5.8,0.062460419
2865,155,15,26,26,8,7.185,3.8,0.074091659
2866,155,15,26,26,8,7.185,5.8,0.067668542
2867,155,15,26,26,8,10.185,3.8,0.071564522
2868,155,15,26,26,8,13.175,5.8,0.079042173
2869,155,15,26,26,8,15.885,3.8,0.06268113
2870,155,15,26,26,8,15.885,5.8,0.061130521
2871,156,15,27,22,8,4.415,3.8,0.078392209
2872,156,15,27,22,8,4.415,5.8,0.066470728
2873,156,15,27,22,8,7.185,3.8,0.072706194
2874,156,15,27,22,8,7.185,5.8,0.069228359
2875,156,15,27,22,8,10.185,3.8,0.073507076
2876,156,15,27,22,8,13.175,5.8,0.079319897
2877,156,15,27,22,8,15.885,3.8,0.068293708
2878,156,15,27,22,8,15.885,5.8,0.06613314
2879,157,15,16,20,8,4.415,3.8,0.081536972
2880,157,15,16,20,8,4.415,5.8,0.076185305
2881,157,15,16,20,8,7.185,3.8,0.097314075
2882,157,15,16,20,8,7.185,5.8,0.088959831
2883,157,15,16,20,8,10.185,3.8,0.085792057
2884,157,15,16,20,8,13.175,5.8,0.093541142
2885,157,15,16,20,8,15.885,3.8,0.077523833
2886,157,15,16,20,8,15.885,5.8,0.072754913
2887,158,18,3,21,8,4.415,3.8,0.123083113
2888,158,18,3,21,8,4.415,5.8,0.118943973
2889,158,18,3,21,8,7.185,3.8,0.114214476
2890,158,18,3,21,8,7.185,5.8,0.111666286
2891,158,18,3,21,8,10.185,3.8,0.099445319
2892,158,18,3,21,8,13.175,5.8,0.100172733
2893,158,18,3,21,8,15.885,3.8,0.101710203
2894,158,18,3,21,8,15.885,5.8,0.108380213
2895,159,24,7,28,8,4.415,3.8,0.13051144
2896,159,24,7,28,8,4.415,5.8,0.11940901
2897,159,24,7,28,8,7.185,3.8,0.138157427
2898,159,24,7,28,8,7.185,5.8,0.128306073
2899,159,24,7,28,8,10.185,3.8,0.107352415
2900,159,24,7,28,8,13.175,5.8,0.098776725
2901,159,24,7,28,8,15.885,3.8,0.118581728
2902,159,24,7,28,8,15.885,5.8,0.114477316
2903,160,23,4,23,8,4.415,3.8,0.13789764
2904,160,23,4,23,8,4.415,5.8,0.130873517
2905,160,23,4,23,8,7.185,3.8,0.130324547
2906,160,23,4,23,8,7.185,5.8,0.122573543
2907,160,23,4,23,8,10.185,3.8,0.111718784
2908,160,23,4,23,8,13.175,5.8,0.105511429
2909,160,23,4,23,8,15.885,3.8,0.123915563
2910,160,23,4,23,8,15.885,5.8,0.114722593
2911,161,23,8,27,8,4.415,3.8,0.130636285
2912,161,23,8,27,8,4.415,5.8,0.114922103
2913,161,23,8,27,8,7.185,3.8,0.128948079
2914,161,23,8,27,8,7.185,5.8,0.123686409
2915,161,23,8,27,8,10.185,3.8,0.110233186
2916,161,23,8,27,8,13.175,5.8,0.103775297
2917,161,23,8,27,8,15.885,3.8,0.11783916
2918,161,23,8,27,8,15.885,5.8,0.110462607
2919,162,21,27,21,8,4.415,3.8,0.080258644
2920,162,21,27,21,8,4.415,5.8,0.068577891
2921,162,21,27,21,8,7.185,3.8,0.073852348
2922,162,21,27,21,8,7.185,5.8,0.069395756
2923,162,21,27,21,8,10.185,3.8,0.069910598
2924,162,21,27,21,8,13.175,5.8,0.076941738
2925,162,21,27,21,8,15.885,3.8,0.07021906
2926,162,21,27,21,8,15.885,5.8,0.068003934
2927,163,17,10,25,8,4.415,3.8,0.09074927
2928,163,17,10,25,8,4.415,5.8,0.10355915
2929,163,17,10,25,8,7.185,3.8,0.092294931
2930,163,17,10,25,8,7.185,5.8,0.104887208
2931,163,17,10,25,8,10.185,3.8,0.105422183
2932,163,17,10,25,8,13.175,5.8,0.096158129
2933,163,17,10,25,8,15.885,3.8,0.110036035
2934,163,17,10,25,8,15.885,5.8,0.100721498
2935,164,20,17,25,8,4.415,3.8,0.098943779
2936,164,20,17,25,8,4.415,5.8,0.103378966
2937,164,20,17,25,8,7.185,3.8,0.11529138
2938,164,20,17,25,8,7.185,5.8,0.107538917
2939,164,20,17,25,8,10.185,3.8,0.092543381
2940,164,20,17,25,8,13.175,5.8,0.093696818
2941,164,20,17,25,8,15.885,3.8,0.104097685
2942,164,20,17,25,8,15.885,5.8,0.091352765
2943,165,17,10,23,8,4.415,3.8,0.079633407
2944,165,17,10,23,8,4.415,5.8,0.112411011
2945,165,17,10,23,8,7.185,3.8,0.097438853
2946,165,17,10,23,8,7.185,5.8,0.111676523
2947,165,17,10,23,8,10.185,3.8,0.092572379
2948,165,17,10,23,8,13.175,5.8,0.096268276
2949,165,17,10,23,8,15.885,3.8,0.101094625
2950,165,17,10,23,8,15.885,5.8,0.101736663
2951,166,15,12,24,8,4.415,3.8,0.099164212
2952,166,15,12,24,8,4.415,5.8,0.105025387
2953,166,15,12,24,8,7.185,3.8,0.122627925
2954,166,15,12,24,8,7.185,5.8,0.109717704
2955,166,15,12,24,8,10.185,3.8,0.092694065
2956,166,15,12,24,8,13.175,5.8,0.092064058
2957,166,15,12,24,8,15.885,3.8,0.102280195
2958,166,15,12,24,8,15.885,5.8,0.081609081
2959,167,20,31,26,8,4.415,3.8,0.072626204
2960,167,20,31,26,8,4.415,5.8,0.061100759
2961,167,20,31,26,8,7.185,3.8,0.065229565
2962,167,20,31,26,8,7.185,5.8,0.061008525
2963,167,20,31,26,8,10.185,3.8,0.062890605
2964,167,20,31,26,8,13.175,5.8,0.070056486
2965,167,20,31,26,8,15.885,3.8,0.063025436
2966,167,20,31,26,8,15.885,5.8,0.060562153
2967,168,15,9,28,8,4.415,3.8,0.104158784
2968,168,15,9,28,8,4.415,5.8,0.097549312
2969,168,15,9,28,8,7.185,3.8,0.108941354
2970,168,15,9,28,8,7.185,5.8,0.103438634
