index,sim,tem,mass,n,occ,x,y,V
1250,417,19,9,28,3,13.175,5.8,0.096911677
1251,418,19,26,21,3,7.185,5.8,0.079002242
1252,418,19,26,21,3,10.185,3.8,0.079573452
1253,418,19,26,21,3,13.175,5.8,0.084672672
1254,419,16,30,25,3,7.185,5.8,0.071987025
1255,419,16,30,25,3,10.185,3.8,0.071639517
1256,419,16,30,25,3,13.175,5.8,0.076896352
1257,420,18,27,28,3,7.185,5.8,0.067705536
1258,420,18,27,28,3,10.185,3.8,0.071913314
1259,420,18,27,28,3,13.175,5.8,0.079784528
1260,421,27,2,27,3,7.185,5.8,0.14118576
1261,421,27,2,27,3,10.185,3.8,0.105556715
1262,421,27,2,27,3,13.175,5.8,0.130057129
1263,422,13,11,23,3,7.185,5.8,0.105769444
1264,422,13,11,23,3,10.185,3.8,0.096065575
1265,422,13,11,23,3,13.175,5.8,0.093406596
1266,423,15,12,28,3,7.185,5.8,0.090845204
1267,423,15,12,28,3,10.185,3.8,0.096406384
1268,423,15,12,28,3,13.175,5.8,0.090876933
1269,424,22,20,27,3,7.185,5.8,0.104790881
1270,424,22,20,27,3,10.185,3.8,0.089393174
1271,424,22,20,27,3,13.175,5.8,0.086682258
1272,425,18,3,26,3,7.185,5.8,0.102488165
1273,425,18,3,26,3,10.185,3.8,0.102624611
1274,425,18,3,26,3,13.175,5.8,0.108715677
1275,426,26,7,27,3,7.185,5.8,0.128444716
1276,426,26,7,27,3,10.185,3.8,0.10517951
1277,426,26,7,27,3,13.175,5.8,0.115520964
1278,427,12,5,21,3,7.185,5.8,0.106533991
1279,427,12,5,21,3,10.185,3.8,0.102410329
1280,427,12,5,21,3,13.175,5.8,0.094634867
1281,428,13,16,25,3,7.185,5.8,0.099527482
1282,428,13,16,25,3,10.185,3.8,0.088017407
1283,428,13,16,25,3,13.175,5.8,0.091665783
1284,429,16,4,28,3,7.185,5.8,0.092819931
1285,429,16,4,28,3,10.185,3.8,0.085593137
1286,429,16,4,28,3,13.175,5.8,0.101084382
1287,430,18,2,21,3,7.185,5.8,0.111546623
1288,430,18,2,21,3,10.185,3.8,0.108679867
1289,430,18,2,21,3,13.175,5.8,0.107400042
1290,431,14,13,20,3,7.185,5.8,0.093627811
1291,431,14,13,20,3,10.185,3.8,0.094865225
1292,431,14,13,20,3,13.175,5.8,0.099413315
1293,432,27,9,28,3,7.185,5.8,0.105548027
1294,432,27,9,28,3,10.185,3.8,0.113997412
1295,432,27,9,28,3,13.175,5.8,0.105379694
1296,433,22,3,28,3,7.185,5.8,0.109238753
1297,433,22,3,28,3,10.185,3.8,0.115989176
1298,433,22,3,28,3,13.175,5.8,0.105298954
1299,434,17,25,27,3,7.185,5.8,0.067396815
1300,434,17,25,27,3,10.185,3.8,0.075057807
1301,434,17,25,27,3,13.175,5.8,0.082565222
1302,435,15,29,24,3,7.185,5.8,0.073987416
1303,435,15,29,24,3,10.185,3.8,0.074344965
1304,435,15,29,24,3,13.175,5.8,0.079077274
1305,436,18,13,23,3,7.185,5.8,0.110963777
1306,436,18,13,23,3,10.185,3.8,0.09861445
1307,436,18,13,23,3,13.175,5.8,0.093873783
1308,437,22,2,26,3,7.185,5.8,0.103652181
1309,437,22,2,26,3,10.185,3.8,0.117762809
1310,437,22,2,26,3,13.175,5.8,0.104672305
1311,438,20,21,24,3,7.185,5.8,0.073076751
1312,438,20,21,24,3,10.185,3.8,0.081850356
1313,438,20,21,24,3,13.175,5.8,0.090736033
1314,439,20,27,27,3,7.185,5.8,0.072599823
1315,439,20,27,27,3,10.185,3.8,0.074309957
1316,439,20,27,27,3,13.175,5.8,0.080152766
1317,440,13,16,24,3,7.185,5.8,0.094354101
1318,440,13,16,24,3,10.185,3.8,0.088834757
1319,440,13,16,24,3,13.175,5.8,0.093582425
1320,441,16,2,21,3,7.185,5.8,0.102673436
1321,441,16,2,21,3,10.185,3.8,0.118206181
1322,441,16,2,21,3,13.175,5.8,0.099684048
1323,442,17,13,23,3,7.185,5.8,0.110047973
1324,442,17,13,23,3,10.185,3.8,0.097293192
1325,442,17,13,23,3,13.175,5.8,0.094612108
1326,443,19,12,23,3,7.185,5.8,0.110310098
1327,443,19,12,23,3,10.185,3.8,0.099335488
1328,443,19,12,23,3,13.175,5.8,0.092788513
1329,444,15,24,28,3,7.185,5.8,0.067154724
1330,444,15,24,28,3,10.185,3.8,0.076311344
1331,444,15,24,28,3,13.175,5.8,0.082765926
1332,445,18,17,23,3,7.185,5.8,0.100016847
1333,445,18,17,23,3,10.185,3.8,0.092297735
1334,445,18,17,23,3,13.175,5.8,0.092529708
1335,446,14,2,27,3,7.185,5.8,0.103521851
1336,446,14,2,27,3,10.185,3.8,0.114095744
1337,446,14,2,27,3,13.175,5.8,0.101530649
1338,447,24,1,26,3,7.185,5.8,0.137750812
1339,447,24,1,26,3,10.185,3.8,0.119037833
1340,447,24,1,26,3,13.175,5.8,0.105937999
1341,448,18,8,21,3,7.185,5.8,0.11082806
1342,448,18,8,21,3,10.185,3.8,0.105690505
1343,448,18,8,21,3,13.175,5.8,0.097885982
1344,449,12,14,21,3,7.185,5.8,0.082702015
1345,449,12,14,21,3,10.185,3.8,0.092126636
1346,449,12,14,21,3,13.175,5.8,0.098339187
1347,450,15,24,24,3,7.185,5.8,0.07775503
1348,450,15,24,24,3,10.185,3.8,0.080164184
1349,450,15,24,24,3,13.175,5.8,0.083802269
1350,451,15,1,23,3,7.185,5.8,0.095874446
1351,451,15,1,23,3,10.185,3.8,0.119695559
1352,451,15,1,23,3,13.175,5.8,0.099028233
1353,452,21,5,25,3,7.185,5.8,0.102315798
1354,452,21,5,25,3,10.185,3.8,0.106743135
1355,452,21,5,25,3,13.175,5.8,0.103860733
1356,453,20,24,25,3,7.185,5.8,0.072766473
1357,453,20,24,25,3,10.185,3.8,0.078843796
1358,453,20,24,25,3,13.175,5.8,0.086215601
1359,454,20,18,20,3,7.185,5.8,0.078673426
1360,454,20,18,20,3,10.185,3.8,0.089015164
1361,454,20,18,20,3,13.175,5.8,0.095090421
1362,455,19,4,27,3,7.185,5.8,0.098001414
1363,455,19,4,27,3,10.185,3.8,0.113900759
1364,455,19,4,27,3,13.175,5.8,0.101407906
1365,456,11,5,25,3,7.185,5.8,0.09784714
1366,456,11,5,25,3,10.185,3.8,0.097670235
1367,456,11,5,25,3,13.175,5.8,0.098498839
1368,457,18,30,23,3,7.185,5.8,0.073893764
1369,457,18,30,23,3,10.185,3.8,0.071810179
1370,457,18,30,23,3,13.175,5.8,0.077233619
1371,458,18,10,21,3,7.185,5.8,0.113612289
1372,458,18,10,21,3,10.185,3.8,0.102379826
1373,458,18,10,21,3,13.175,5.8,0.097990778
1374,459,17,14,21,3,7.185,5.8,0.107255706
1375,459,17,14,21,3,10.185,3.8,0.09600239
1376,459,17,14,21,3,13.175,5.8,0.096449055
1377,460,24,2,28,3,7.185,5.8,0.127233089
1378,460,24,2,28,3,10.185,3.8,0.109101211
1379,460,24,2,28,3,13.175,5.8,0.106880476
1380,461,19,4,28,3,7.185,5.8,0.100537616
1381,461,19,4,28,3,10.185,3.8,0.112499583
1382,461,19,4,28,3,13.175,5.8,0.11194979
1383,462,13,9,26,3,7.185,5.8,0.096122081
1384,462,13,9,26,3,10.185,3.8,0.100415073
1385,462,13,9,26,3,13.175,5.8,0.094011716
1386,463,20,4,24,3,7.185,5.8,0.107921433
1387,463,20,4,24,3,10.185,3.8,0.110006027
1388,463,20,4,24,3,13.175,5.8,0.10576043
1389,464,16,20,23,3,7.185,5.8,0.07298716
1390,464,16,20,23,3,10.185,3.8,0.085136922
1391,464,16,20,23,3,13.175,5.8,0.090709806
1392,465,18,21,23,3,7.185,5.8,0.074459238
1393,465,18,21,23,3,10.185,3.8,0.083507356
1394,465,18,21,23,3,13.175,5.8,0.089505214
1395,466,14,6,28,3,7.185,5.8,0.092833931
1396,466,14,6,28,3,10.185,3.8,0.091238768
1397,466,14,6,28,3,13.175,5.8,0.100689954
1398,467,15,22,22,3,7.185,5.8,0.080807558
1399,467,15,22,22,3,10.185,3.8,0.083605315
1400,467,15,22,22,3,13.175,5.8,0.087458357
1401,468,18,31,27,3,7.185,5.8,0.069306301
1402,468,18,31,27,3,10.185,3.8,0.067770239
1403,468,18,31,27,3,13.175,5.8,0.073600218
1404,469,17,20,27,3,7.185,5.8,0.101041099
1405,469,17,20,27,3,10.185,3.8,0.086010011
1406,469,17,20,27,3,13.175,5.8,0.086089814
1407,470,16,6,22,3,7.185,5.8,0.107940541
1408,470,16,6,22,3,10.185,3.8,0.104669437
1409,470,16,6,22,3,13.175,5.8,0.09730555
1410,471,17,16,22,3,7.185,5.8,0.09755604
1411,471,17,16,22,3,10.185,3.8,0.093065238
1412,471,17,16,22,3,13.175,5.8,0.094495988
1413,472,21,30,24,3,7.185,5.8,0.072653862
1414,472,21,30,24,3,10.185,3.8,0.070837088
1415,472,21,30,24,3,13.175,5.8,0.077055142
1416,473,21,9,27,3,7.185,5.8,0.116142257
1417,473,21,9,27,3,10.185,3.8,0.10214158
1418,473,21,9,27,3,13.175,5.8,0.100461881
1419,474,13,18,25,3,7.185,5.8,0.085691271
1420,474,13,18,25,3,10.185,3.8,0.085806942
1421,474,13,18,25,3,13.175,5.8,0.091162818
1422,475,23,4,21,3,7.185,5.8,0.129916107
1423,475,23,4,21,3,10.185,3.8,0.112311615
1424,475,23,4,21,3,13.175,5.8,0.108900884
1425,476,19,19,24,3,7.185,5.8,0.09175615
1426,476,19,19,24,3,10.185,3.8,0.088594501
1427,476,19,19,24,3,13.175,5.8,0.0918439
1428,477,20,17,20,3,7.185,5.8,0.078187427
1429,477,20,17,20,3,10.185,3.8,0.090723451
1430,477,20,17,20,3,13.175,5.8,0.096401339
1431,478,14,9,23,3,7.185,5.8,0.101337262
1432,478,14,9,23,3,10.185,3.8,0.099217768
1433,478,14,9,23,3,13.175,5.8,0.093056847
1434,479,15,29,26,3,7.185,5.8,0.072158491
1435,479,15,29,26,3,10.185,3.8,0.072719159
1436,479,15,29,26,3,13.175,5.8,0.076559287
1437,480,16,28,24,3,7.185,5.8,0.074934009
1438,480,16,28,24,3,10.185,3.8,0.075647949
1439,480,16,28,24,3,13.175,5.8,0.079791393
1440,481,13,6,22,3,7.185,5.8,0.099462592
1441,481,13,6,22,3,10.185,3.8,0.101961284
1442,481,13,6,22,3,13.175,5.8,0.09529869
1443,482,21,20,26,3,7.185,5.8,0.098751103
1444,482,21,20,26,3,10.185,3.8,0.089265032
1445,482,21,20,26,3,13.175,5.8,0.090148075
1446,483,15,16,24,3,7.185,5.8,0.104743272
1447,483,15,16,24,3,10.185,3.8,0.090861256
1448,483,15,16,24,3,13.175,5.8,0.093042513
1449,484,17,13,27,3,7.185,5.8,0.099473435
1450,484,17,13,27,3,10.185,3.8,0.096147474
1451,484,17,13,27,3,13.175,5.8,0.090457757
1452,485,22,28,26,3,7.185,5.8,0.074624714
1453,485,22,28,26,3,10.185,3.8,0.074056779
1454,485,22,28,26,3,13.175,5.8,0.076994332
1455,486,19,10,21,3,7.185,5.8,0.115058716
1456,486,19,10,21,3,10.185,3.8,0.103468714
1457,486,19,10,21,3,13.175,5.8,0.097169007
1458,487,17,6,25,3,7.185,5.8,0.102943688
1459,487,17,6,25,3,10.185,3.8,0.108575005
1460,487,17,6,25,3,13.175,5.8,0.102214304
1461,488,12,16,26,3,7.185,5.8,0.100484364
1462,488,12,16,26,3,10.185,3.8,0.087419566
1463,488,12,16,26,3,13.175,5.8,0.088755368
1464,489,12,3,21,3,7.185,5.8,0.105423539
1465,489,12,3,21,3,10.185,3.8,0.109213642
1466,489,12,3,21,3,13.175,5.8,0.095056615
1467,490,21,13,27,3,7.185,5.8,0.115267696
1468,490,21,13,27,3,10.185,3.8,0.096305312
1469,490,21,13,27,3,13.175,5.8,0.097135931
1470,491,18,26,22,3,7.185,5.8,0.078256433
1471,491,18,26,22,3,10.185,3.8,0.079533084
1472,491,18,26,22,3,13.175,5.8,0.083533876
1473,492,22,30,24,3,7.185,5.8,0.072256577
1474,492,22,30,24,3,10.185,3.8,0.071141398
1475,492,22,30,24,3,13.175,5.8,0.077124687
1476,493,16,19,26,3,7.185,5.8,0.098899626
1477,493,16,19,26,3,10.185,3.8,0.087669034
1478,493,16,19,26,3,13.175,5.8,0.088171262
1479,494,17,17,20,3,7.185,5.8,0.077294987
1480,494,17,17,20,3,10.185,3.8,0.09076472
1481,494,17,17,20,3,13.175,5.8,0.095081507
1482,495,15,5,26,3,7.185,5.8,0.092194821
1483,495,15,5,26,3,10.185,3.8,0.11142554
1484,495,15,5,26,3,13.175,5.8,0.096993711
1485,496,14,24,20,3,7.185,5.8,0.08098933
1486,496,14,24,20,3,10.185,3.8,0.083768808
1487,496,14,24,20,3,13.175,5.8,0.087057073
1488,497,15,3,25,3,7.185,5.8,0.093663809
1489,497,15,3,25,3,10.185,3.8,0.103131856
1490,497,15,3,25,3,13.175,5.8,0.097255167
1491,498,21,22,23,3,7.185,5.8,0.076319988
1492,498,21,22,23,3,10.185,3.8,0.082965674
1493,498,21,22,23,3,13.175,5.8,0.089765976
1494,499,22,2,21,3,7.185,5.8,0.123942385
1495,499,22,2,21,3,10.185,3.8,0.114158017
1496,499,22,2,21,3,13.175,5.8,0.104623397
1497,500,16,28,27,3,7.185,5.8,0.072844302
1498,500,16,28,27,3,10.185,3.8,0.073319162
1499,500,16,28,27,3,13.175,5.8,0.077683624
1500,501,20,21,26,3,7.185,5.8,0.089970399
1501,501,20,21,26,3,10.185,3.8,0.084743126
1502,501,20,21,26,3,13.175,5.8,0.090553331
1503,502,22,31,22,3,7.185,5.8,0.07408963
1504,502,22,31,22,3,10.185,3.8,0.070709113
1505,502,22,31,22,3,13.175,5.8,0.07459492
1506,503,19,4,22,3,7.185,5.8,0.110686952
1507,503,19,4,22,3,10.185,3.8,0.107260287
1508,503,19,4,22,3,13.175,5.8,0.102603519
1509,504,20,2,26,3,7.185,5.8,0.099294932
1510,504,20,2,26,3,10.185,3.8,0.113805672
1511,504,20,2,26,3,13.175,5.8,0.103575901
1512,505,22,11,28,3,7.185,5.8,0.114686223
1513,505,22,11,28,3,10.185,3.8,0.100922306
1514,505,22,11,28,3,13.175,5.8,0.103919203
1515,506,17,19,26,3,7.185,5.8,0.102011609
1516,506,17,19,26,3,10.185,3.8,0.087848364
1517,506,17,19,26,3,13.175,5.8,0.087880607
1518,507,12,4,27,3,7.185,5.8,0.098684455
1519,507,12,4,27,3,10.185,3.8,0.094407103
1520,507,12,4,27,3,13.175,5.8,0.092370766
1521,508,18,26,21,3,7.185,5.8,0.078999376
1522,508,18,26,21,3,10.185,3.8,0.079852682
1523,508,18,26,21,3,13.175,5.8,0.084805877
1524,509,23,2,21,3,7.185,5.8,0.13161609
1525,509,23,2,21,3,10.185,3.8,0.110286633
1526,509,23,2,21,3,13.175,5.8,0.111999005
1527,510,15,9,25,3,7.185,5.8,0.097977382
1528,510,15,9,25,3,10.185,3.8,0.087777418
1529,510,15,9,25,3,13.175,5.8,0.097833905
1530,511,12,5,24,3,7.185,5.8,0.099016578
1531,511,12,5,24,3,10.185,3.8,0.100771077
1532,511,12,5,24,3,13.175,5.8,0.087076787
1533,512,21,23,20,3,7.185,5.8,0.083436004
1534,512,21,23,20,3,10.185,3.8,0.084751279
1535,512,21,23,20,3,13.175,5.8,0.086044037
1536,513,17,25,25,3,7.185,5.8,0.076500915
1537,513,17,25,25,3,10.185,3.8,0.077867175
1538,513,17,25,25,3,13.175,5.8,0.08288563
1539,514,15,20,26,3,7.185,5.8,0.085884409
1540,514,15,20,26,3,10.185,3.8,0.084586776
1541,514,15,20,26,3,13.175,5.8,0.08812542
1542,515,20,19,23,3,7.185,5.8,0.082295555
1543,515,20,19,23,3,10.185,3.8,0.086709784
1544,515,20,19,23,3,13.175,5.8,0.094237304
1545,516,14,20,26,3,7.185,5.8,0.081341308
1546,516,14,20,26,3,10.185,3.8,0.083050026
1547,516,14,20,26,3,13.175,5.8,0.088270594
1548,517,14,21,24,3,7.185,5.8,0.073114634
1549,517,14,21,24,3,10.185,3.8,0.082567155
1550,517,14,21,24,3,13.175,5.8,0.088060734
1551,518,18,26,26,3,7.185,5.8,0.074471925
1552,518,18,26,26,3,10.185,3.8,0.076039434
1553,518,18,26,26,3,13.175,5.8,0.081622773
1554,519,20,13,27,3,7.185,5.8,0.113257811
1555,519,20,13,27,3,10.185,3.8,0.095674863
1556,519,20,13,27,3,13.175,5.8,0.094278802
1557,520,13,20,20,3,7.185,5.8,0.083480506
1558,520,13,20,20,3,10.185,3.8,0.086655625
1559,520,13,20,20,3,13.175,5.8,0.090827848
1560,521,18,22,21,3,7.185,5.8,0.082952776
1561,521,18,22,21,3,10.185,3.8,0.085057406
1562,521,18,22,21,3,13.175,5.8,0.088360983
1563,522,13,1,25,3,7.185,5.8,0.097375633
1564,522,13,1,25,3,10.185,3.8,0.098686705
1565,522,13,1,25,3,13.175,5.8,0.098737927
1566,523,21,4,23,3,7.185,5.8,0.108013043
1567,523,21,4,23,3,10.185,3.8,0.113810007
1568,523,21,4,23,3,13.175,5.8,0.099101907
1569,524,17,19,20,3,7.185,5.8,0.082200507
1570,524,17,19,20,3,10.185,3.8,0.087944442
1571,524,17,19,20,3,13.175,5.8,0.092540709
1572,525,18,23,28,3,7.185,5.8,0.086027872
1573,525,18,23,28,3,10.185,3.8,0.080569327
1574,525,18,23,28,3,13.175,5.8,0.084458596
1575,526,14,3,24,3,7.185,5.8,0.09875103
1576,526,14,3,24,3,10.185,3.8,0.09676
1577,526,14,3,24,3,13.175,5.8,0.107736364
1578,527,18,27,23,3,7.185,5.8,0.076428141
1579,527,18,27,23,3,10.185,3.8,0.077571136
1580,527,18,27,23,3,13.175,5.8,0.081841191
1581,528,23,9,20,3,7.185,5.8,0.126923045
1582,528,23,9,20,3,10.185,3.8,0.104831498
1583,528,23,9,20,3,13.175,5.8,0.101968882
1584,529,20,16,28,3,7.185,5.8,0.103620583
1585,529,20,16,28,3,10.185,3.8,0.093799766
1586,529,20,16,28,3,13.175,5.8,0.08462645
1587,530,19,15,28,3,7.185,5.8,0.105921281
1588,530,19,15,28,3,10.185,3.8,0.094558878
1589,530,19,15,28,3,13.175,5.8,0.089954209
1590,531,15,5,23,3,7.185,5.8,0.098119366
1591,531,15,5,23,3,10.185,3.8,0.112279283
1592,531,15,5,23,3,13.175,5.8,0.096440118
1593,532,21,7,25,3,7.185,5.8,0.116596907
1594,532,21,7,25,3,10.185,3.8,0.107345742
1595,532,21,7,25,3,13.175,5.8,0.100373823
1596,533,23,8,24,3,7.185,5.8,0.125656941
1597,533,23,8,24,3,10.185,3.8,0.107665984
1598,533,23,8,24,3,13.175,5.8,0.104495449
1599,534,17,5,27,3,7.185,5.8,0.098938415
1600,534,17,5,27,3,10.185,3.8,0.116607148
1601,534,17,5,27,3,13.175,5.8,0.104294456
1602,535,15,3,23,3,7.185,5.8,0.104229122
1603,535,15,3,23,3,10.185,3.8,0.115350089
1604,535,15,3,23,3,13.175,5.8,0.096816238
1605,536,16,31,27,3,7.185,5.8,0.069316089
1606,536,16,31,27,3,10.185,3.8,0.0684653
1607,536,16,31,27,3,13.175,5.8,0.073345203
1608,537,14,8,24,3,7.185,5.8,0.098445889
1609,537,14,8,24,3,10.185,3.8,0.10122339
1610,537,14,8,24,3,13.175,5.8,0.094829039
1611,538,14,12,22,3,7.185,5.8,0.109302323
1612,538,14,12,22,3,10.185,3.8,0.094810302
1613,538,14,12,22,3,13.175,5.8,0.097000218
1614,539,21,31,20,3,7.185,5.8,0.076895234
1615,539,21,31,20,3,10.185,3.8,0.072242123
1616,539,21,31,20,3,13.175,5.8,0.073701219
1617,540,19,2,20,3,7.185,5.8,0.115946041
1618,540,19,2,20,3,10.185,3.8,0.114393009
1619,540,19,2,20,3,13.175,5.8,0.104751262
1620,541,14,5,24,3,7.185,5.8,0.096687054
1621,541,14,5,24,3,10.185,3.8,0.094506314
1622,541,14,5,24,3,13.175,5.8,0.102355911
1623,0,15,26,24,8,4.415,3.8,0.075744709
1624,0,15,26,24,8,4.415,5.8,0.065562452
1625,0,15,26,24,8,7.185,3.8,0.073943198
1626,0,15,26,24,8,7.185,5.8,0.067879775
1627,0,15,26,24,8,10.185,3.8,0.072497284
1628,0,15,26,24,8,13.175,5.8,0.079801955
1629,0,15,26,24,8,15.885,3.8,0.067419837
1630,0,15,26,24,8,15.885,5.8,0.063598494
1631,1,17,1,23,8,4.415,3.8,0.097748066
1632,1,17,1,23,8,4.415,5.8,0.11319774
1633,1,17,1,23,8,7.185,3.8,0.096465265
1634,1,17,1,23,8,7.185,5.8,0.120529789
1635,1,17,1,23,8,10.185,3.8,0.11589918
1636,1,17,1,23,8,13.175,5.8,0.105946691
1637,1,17,1,23,8,15.885,3.8,0.110023694
1638,1,17,1,23,8,15.885,5.8,0.10331697
1639,2,17,11,23,8,4.415,3.8,0.075991583
1640,2,17,11,23,8,4.415,5.8,0.111390036
1641,2,17,11,23,8,7.185,3.8,0.090913495
1642,2,17,11,23,8,7.185,5.8,0.110569536
1643,2,17,11,23,8,10.185,3.8,0.090610476
1644,2,17,11,23,8,13.175,5.8,0.09575225
1645,2,17,11,23,8,15.885,3.8,0.101185418
1646,2,17,11,23,8,15.885,5.8,0.101085589
1647,3,13,23,25,8,4.415,3.8,0.070222181
1648,3,13,23,25,8,4.415,5.8,0.065407007
1649,3,13,23,25,8,7.185,3.8,0.078159887
1650,3,13,23,25,8,7.185,5.8,0.073225931
1651,3,13,23,25,8,10.185,3.8,0.074556267
1652,3,13,23,25,8,13.175,5.8,0.082447586
1653,3,13,23,25,8,15.885,3.8,0.065162846
1654,3,13,23,25,8,15.885,5.8,0.06411675
1655,4,22,19,28,8,4.415,3.8,0.101360454
1656,4,22,19,28,8,4.415,5.8,0.104959418
1657,4,22,19,28,8,7.185,3.8,0.108463034
1658,4,22,19,28,8,7.185,5.8,0.10720026
1659,4,22,19,28,8,10.185,3.8,0.094539833
1660,4,22,19,28,8,13.175,5.8,0.092657295
1661,4,22,19,28,8,15.885,3.8,0.101392013
1662,4,22,19,28,8,15.885,5.8,0.089718633
1663,5,17,30,24,8,4.415,3.8,0.074154593
1664,5,17,30,24,8,4.415,5.8,0.063682041
1665,5,17,30,24,8,7.185,3.8,0.06853292
1666,5,17,30,24,8,7.185,5.8,0.065604143
1667,5,17,30,24,8,10.185,3.8,0.066081297
1668,5,17,30,24,8,13.175,5.8,0.073156759
1669,5,17,30,24,8,15.885,3.8,0.065040422
1670,5,17,30,24,8,15.885,5.8,0.062968708
1671,6,20,4,25,8,4.415,3.8,0.103172718
1672,6,20,4,25,8,4.415,5.8,0.116052098
1673,6,20,4,25,8,7.185,3.8,0.094755513
1674,6,20,4,25,8,7.185,5.8,0.11592741
1675,6,20,4,25,8,10.185,3.8,0.11589116
1676,6,20,4,25,8,13.175,5.8,0.104395125
1677,6,20,4,25,8,15.885,3.8,0.113053585
1678,6,20,4,25,8,15.885,5.8,0.109578731
1679,7,27,4,21,8,4.415,3.8,0.139818002
1680,7,27,4,21,8,4.415,5.8,0.132915324
1681,7,27,4,21,8,7.185,3.8,0.135257091
1682,7,27,4,21,8,7.185,5.8,0.124250198
1683,7,27,4,21,8,10.185,3.8,0.119874745
1684,7,27,4,21,8,13.175,5.8,0.111888724
1685,7,27,4,21,8,15.885,3.8,0.120725351
1686,7,27,4,21,8,15.885,5.8,0.122608194
1687,8,18,20,25,8,4.415,3.8,0.084018072
1688,8,18,20,25,8,4.415,5.8,0.081528466
1689,8,18,20,25,8,7.185,3.8,0.10743905
1690,8,18,20,25,8,7.185,5.8,0.088226585
1691,8,18,20,25,8,10.185,3.8,0.081791069
1692,8,18,20,25,8,13.175,5.8,0.088642389
1693,8,18,20,25,8,15.885,3.8,0.081885351
1694,8,18,20,25,8,15.885,5.8,0.072155445
1695,9,18,14,25,8,4.415,3.8,0.080279021
1696,9,18,14,25,8,4.415,5.8,0.10578987
1697,9,18,14,25,8,7.185,3.8,0.081708074
1698,9,18,14,25,8,7.185,5.8,0.107423428
1699,9,18,14,25,8,10.185,3.8,0.092523052
1700,9,18,14,25,8,13.175,5.8,0.0933459
1701,9,18,14,25,8,15.885,3.8,0.1038697
1702,9,18,14,25,8,15.885,5.8,0.100609515
1703,10,20,19,27,8,4.415,3.8,0.093898401
1704,10,20,19,27,8,4.415,5.8,0.100990701
1705,10,20,19,27,8,7.185,3.8,0.113812486
1706,10,20,19,27,8,7.185,5.8,0.105219051
1707,10,20,19,27,8,10.185,3.8,0.090081667
1708,10,20,19,27,8,13.175,5.8,0.090545711
1709,10,20,19,27,8,15.885,3.8,0.10234791
1710,10,20,19,27,8,15.885,5.8,0.089330582
1711,11,15,14,27,8,4.415,3.8,0.097643211
1712,11,15,14,27,8,4.415,5.8,0.102261349
1713,11,15,14,27,8,7.185,3.8,0.114062758
1714,11,15,14,27,8,7.185,5.8,0.103245383
1715,11,15,14,27,8,10.185,3.8,0.095485324
1716,11,15,14,27,8,13.175,5.8,0.09006122
1717,11,15,14,27,8,15.885,3.8,0.094452693
1718,11,15,14,27,8,15.885,5.8,0.085680921
1719,12,18,3,25,8,4.415,3.8,0.100029563
1720,12,18,3,25,8,4.415,5.8,0.106380752
1721,12,18,3,25,8,7.185,3.8,0.098793855
1722,12,18,3,25,8,7.185,5.8,0.111790825
1723,12,18,3,25,8,10.185,3.8,0.11297945
1724,12,18,3,25,8,13.175,5.8,0.100142747
1725,12,18,3,25,8,15.885,3.8,0.106432433
1726,12,18,3,25,8,15.885,5.8,0.113131868
1727,13,23,8,21,8,4.415,3.8,0.124407747
1728,13,23,8,21,8,4.415,5.8,0.120431653
1729,13,23,8,21,8,7.185,3.8,0.124277688
1730,13,23,8,21,8,7.185,5.8,0.121331076
1731,13,23,8,21,8,10.185,3.8,0.113893315
1732,13,23,8,21,8,13.175,5.8,0.106621903
1733,13,23,8,21,8,15.885,3.8,0.111634432
1734,13,23,8,21,8,15.885,5.8,0.110644589
1735,14,22,1,22,8,4.415,3.8,0.13468969
1736,14,22,1,22,8,4.415,5.8,0.119697873
1737,14,22,1,22,8,7.185,3.8,0.134011654
1738,14,22,1,22,8,7.185,5.8,0.118945362
1739,14,22,1,22,8,10.185,3.8,0.118388369
1740,14,22,1,22,8,13.175,5.8,0.105790581
1741,14,22,1,22,8,15.885,3.8,0.123330791
1742,14,22,1,22,8,15.885,5.8,0.117362445
1743,15,19,27,22,8,4.415,3.8,0.079431043
1744,15,19,27,22,8,4.415,5.8,0.066960965
1745,15,19,27,22,8,7.185,3.8,0.072627222
1746,15,19,27,22,8,7.185,5.8,0.068213148
1747,15,19,27,22,8,10.185,3.8,0.071056891
1748,15,19,27,22,8,13.175,5.8,0.077772355
1749,15,19,27,22,8,15.885,3.8,0.069428852
1750,15,19,27,22,8,15.885,5.8,0.066648342
1751,16,13,15,28,8,4.415,3.8,0.095012282
1752,16,13,15,28,8,4.415,5.8,0.097268115
1753,16,13,15,28,8,7.185,3.8,0.112218749
1754,16,13,15,28,8,7.185,5.8,0.098461406
1755,16,13,15,28,8,10.185,3.8,0.089813602
1756,16,13,15,28,8,13.175,5.8,0.086129259
1757,16,13,15,28,8,15.885,3.8,0.087462838
1758,16,13,15,28,8,15.885,5.8,0.079527122
1759,17,13,15,27,8,4.415,3.8,0.075335968
1760,17,13,15,27,8,4.415,5.8,0.096332138
1761,17,13,15,27,8,7.185,3.8,0.070800905
1762,17,13,15,27,8,7.185,5.8,0.099976769
1763,17,13,15,27,8,10.185,3.8,0.089748617
1764,17,13,15,27,8,13.175,5.8,0.086254061
1765,17,13,15,27,8,15.885,3.8,0.080608824
1766,17,13,15,27,8,15.885,5.8,0.082981588
