index,sim,tem,mass,n,occ,x,y,T
3718,261,18,14,28,8,15.885,5.8,27.4627924096415
3719,262,14,21,25,8,4.415,3.8,25.6770552999725
3720,262,14,21,25,8,4.415,5.8,25.7304533945742
3721,262,14,21,25,8,7.185,3.8,26.0145931703824
3722,262,14,21,25,8,7.185,5.8,26.0526348822128
3723,262,14,21,25,8,10.185,3.8,26.0390771237265
3724,262,14,21,25,8,13.175,5.8,25.9706802892216
3725,262,14,21,25,8,15.885,3.8,25.7045800949911
3726,262,14,21,25,8,15.885,5.8,25.7319814899049
3727,263,20,11,25,8,4.415,3.8,24.2384747653972
3728,263,20,11,25,8,4.415,5.8,24.5260956664749
3729,263,20,11,25,8,7.185,3.8,24.3776957725046
3730,263,20,11,25,8,7.185,5.8,24.4253005661085
3731,263,20,11,25,8,10.185,3.8,24.5570053428611
3732,263,20,11,25,8,13.175,5.8,24.6562764323965
3733,263,20,11,25,8,15.885,3.8,24.5040544487412
3734,263,20,11,25,8,15.885,5.8,24.3616677468751
3735,264,13,9,25,8,4.415,3.8,24.7966576720542
3736,264,13,9,25,8,4.415,5.8,24.6723760333517
3737,264,13,9,25,8,7.185,3.8,24.8745744392041
3738,264,13,9,25,8,7.185,5.8,24.6185401195713
3739,264,13,9,25,8,10.185,3.8,24.9546484743258
3740,264,13,9,25,8,13.175,5.8,24.9948941795323
3741,264,13,9,25,8,15.885,3.8,24.8253609198769
3742,264,13,9,25,8,15.885,5.8,24.8187243537394
3743,265,19,3,21,8,4.415,3.8,19.87680384745
3744,265,19,3,21,8,4.415,5.8,20.504862645458
3745,265,19,3,21,8,7.185,3.8,20.0479751295865
3746,265,19,3,21,8,7.185,5.8,20.2143365395261
3747,265,19,3,21,8,10.185,3.8,20.4962880347952
3748,265,19,3,21,8,13.175,5.8,19.9502937559138
3749,265,19,3,21,8,15.885,3.8,20.3621668777061
3750,265,19,3,21,8,15.885,5.8,19.7399995282601
3751,266,16,23,24,8,4.415,3.8,24.9321184680477
3752,266,16,23,24,8,4.415,5.8,24.9984462257549
3753,266,16,23,24,8,7.185,3.8,25.1635385227361
3754,266,16,23,24,8,7.185,5.8,25.2427955846601
3755,266,16,23,24,8,10.185,3.8,25.257642281405
3756,266,16,23,24,8,13.175,5.8,25.1906655951564
3757,266,16,23,24,8,15.885,3.8,24.9555807201932
3758,266,16,23,24,8,15.885,5.8,24.9834782972252
3759,267,13,16,23,8,4.415,3.8,23.6317044347727
3760,267,13,16,23,8,4.415,5.8,23.6573331643203
3761,267,13,16,23,8,7.185,3.8,23.7380557422243
3762,267,13,16,23,8,7.185,5.8,23.9005605029365
3763,267,13,16,23,8,10.185,3.8,23.8920142211681
3764,267,13,16,23,8,13.175,5.8,23.8677066264655
3765,267,13,16,23,8,15.885,3.8,23.584220299319
3766,267,13,16,23,8,15.885,5.8,23.6217770612952
3767,268,21,21,26,8,4.415,3.8,26.4678128128111
3768,268,21,21,26,8,4.415,5.8,26.4535386948116
3769,268,21,21,26,8,7.185,3.8,26.6078262294636
3770,268,21,21,26,8,7.185,5.8,26.6523639966662
3771,268,21,21,26,8,10.185,3.8,26.7653274826483
3772,268,21,21,26,8,13.175,5.8,26.6167850565009
3773,268,21,21,26,8,15.885,3.8,26.4124283953848
3774,268,21,21,26,8,15.885,5.8,26.4377607814486
3775,269,17,26,28,8,4.415,3.8,28.6625535987105
3776,269,17,26,28,8,4.415,5.8,28.7222569101962
3777,269,17,26,28,8,7.185,3.8,28.8592596023144
3778,269,17,26,28,8,7.185,5.8,28.9494446094174
3779,269,17,26,28,8,10.185,3.8,28.9852265944377
3780,269,17,26,28,8,13.175,5.8,28.9195036674065
3781,269,17,26,28,8,15.885,3.8,28.678317802959
3782,269,17,26,28,8,15.885,5.8,28.7077106568121
3783,405,16,12,22,8,4.415,3.8,22.153584415618
3784,405,16,12,22,8,4.415,5.8,22.3384051332117
3785,405,16,12,22,8,7.185,3.8,22.2668745783932
3786,405,16,12,22,8,7.185,5.8,22.3427796860573
3787,405,16,12,22,8,10.185,3.8,22.4693276553061
3788,405,16,12,22,8,13.175,5.8,22.4521734505984
3789,405,16,12,22,8,15.885,3.8,22.2838195879846
3790,405,16,12,22,8,15.885,5.8,22.266674344152
3791,406,13,3,21,8,4.415,3.8,20.6897586326999
3792,406,13,3,21,8,4.415,5.8,20.9719766321384
3793,406,13,3,21,8,7.185,3.8,20.779059565241
3794,406,13,3,21,8,7.185,5.8,20.9640813179115
3795,406,13,3,21,8,10.185,3.8,21.0133661726596
3796,406,13,3,21,8,13.175,5.8,21.0497982186571
3797,406,13,3,21,8,15.885,3.8,20.8701771248228
3798,406,13,3,21,8,15.885,5.8,20.8817502240822
3799,407,19,3,28,8,4.415,3.8,25.3651771060636
3800,407,19,3,28,8,4.415,5.8,26.264556345005
3801,407,19,3,28,8,7.185,3.8,25.5934077273299
3802,407,19,3,28,8,7.185,5.8,25.9436680830798
3803,407,19,3,28,8,10.185,3.8,26.036342686658
3804,407,19,3,28,8,13.175,5.8,25.5880962666143
3805,407,19,3,28,8,15.885,3.8,26.3649547480271
3806,407,19,3,28,8,15.885,5.8,25.6972681200344
3807,408,17,30,21,8,4.415,3.8,22.8788592168391
3808,408,17,30,21,8,4.415,5.8,22.8704937340163
3809,408,17,30,21,8,7.185,3.8,22.9447845398955
3810,408,17,30,21,8,7.185,5.8,22.8889509708073
3811,408,17,30,21,8,10.185,3.8,23.0346155742447
3812,408,17,30,21,8,13.175,5.8,22.9650870149188
3813,408,17,30,21,8,15.885,3.8,22.8627750544235
3814,408,17,30,21,8,15.885,5.8,22.8103090746522
3815,409,20,10,24,8,4.415,3.8,23.3727446713664
3816,409,20,10,24,8,4.415,5.8,23.6097960875496
3817,409,20,10,24,8,7.185,3.8,23.1667491417823
3818,409,20,10,24,8,7.185,5.8,23.5269866573378
3819,409,20,10,24,8,10.185,3.8,23.6244377808233
3820,409,20,10,24,8,13.175,5.8,23.7157764932327
3821,409,20,10,24,8,15.885,3.8,23.5463349247871
3822,409,20,10,24,8,15.885,5.8,23.4231332158005
3823,410,14,10,22,8,4.415,3.8,22.3070726089894
3824,410,14,10,22,8,4.415,5.8,22.3409117360268
3825,410,14,10,22,8,7.185,3.8,22.4474435460533
3826,410,14,10,22,8,7.185,5.8,22.4618148241082
3827,410,14,10,22,8,10.185,3.8,22.500212553415
3828,410,14,10,22,8,13.175,5.8,22.5073628500983
3829,410,14,10,22,8,15.885,3.8,22.2122491912753
3830,410,14,10,22,8,15.885,5.8,22.2765053681192
3831,411,21,13,23,8,4.415,3.8,22.8857469037559
3832,411,21,13,23,8,4.415,5.8,22.9904928586188
3833,411,21,13,23,8,7.185,3.8,22.8417587662999
3834,411,21,13,23,8,7.185,5.8,22.9697789889363
3835,411,21,13,23,8,10.185,3.8,23.2646458287297
3836,411,21,13,23,8,13.175,5.8,23.2297300166882
3837,411,21,13,23,8,15.885,3.8,22.900420033017
3838,411,21,13,23,8,15.885,5.8,23.017500448434
3839,412,18,29,28,8,4.415,3.8,28.9160028578183
3840,412,18,29,28,8,4.415,5.8,28.9821579578294
3841,412,18,29,28,8,7.185,3.8,29.1038574360931
3842,412,18,29,28,8,7.185,5.8,29.1112801840145
3843,412,18,29,28,8,10.185,3.8,29.1810612448335
3844,412,18,29,28,8,13.175,5.8,29.1404281331318
3845,412,18,29,28,8,15.885,3.8,28.9498690877447
3846,412,18,29,28,8,15.885,5.8,28.9616766616293
3847,413,21,3,21,8,4.415,3.8,20.1997362907308
3848,413,21,3,21,8,4.415,5.8,20.4616864392013
3849,413,21,3,21,8,7.185,3.8,20.2421946366038
3850,413,21,3,21,8,7.185,5.8,20.1688230256141
3851,413,21,3,21,8,10.185,3.8,20.3284729872329
3852,413,21,3,21,8,13.175,5.8,20.4405837845906
3853,413,21,3,21,8,15.885,3.8,20.3359344859693
3854,413,21,3,21,8,15.885,5.8,20.1791185477143
3855,414,24,9,21,8,4.415,3.8,20.4331468423588
3856,414,24,9,21,8,4.415,5.8,20.9151725099042
3857,414,24,9,21,8,7.185,3.8,20.4771595138592
3858,414,24,9,21,8,7.185,5.8,20.7065205402278
3859,414,24,9,21,8,10.185,3.8,20.9916092885592
3860,414,24,9,21,8,13.175,5.8,20.9450414909409
3861,414,24,9,21,8,15.885,3.8,20.5933534681604
3862,414,24,9,21,8,15.885,5.8,20.570045536216
3863,415,25,9,26,8,4.415,3.8,24.4185399575098
3864,415,25,9,26,8,4.415,5.8,25.0438340558057
3865,415,25,9,26,8,7.185,3.8,24.4859848668278
3866,415,25,9,26,8,7.185,5.8,24.6759864616574
3867,415,25,9,26,8,10.185,3.8,24.9088505515799
3868,415,25,9,26,8,13.175,5.8,25.021273686392
3869,415,25,9,26,8,15.885,3.8,24.7532341577801
3870,415,25,9,26,8,15.885,5.8,24.5911268925865
3871,416,15,25,20,8,4.415,3.8,21.6122394131963
3872,416,15,25,20,8,4.415,5.8,21.6271506889916
3873,416,15,25,20,8,7.185,3.8,21.7145301923821
3874,416,15,25,20,8,7.185,5.8,21.727271208974
3875,416,15,25,20,8,10.185,3.8,21.8051156969618
3876,416,15,25,20,8,13.175,5.8,21.7237705685778
3877,416,15,25,20,8,15.885,3.8,21.5718790066513
3878,416,15,25,20,8,15.885,5.8,21.5633900722013
3879,417,19,9,28,8,4.415,3.8,26.5962405772765
3880,417,19,9,28,8,4.415,5.8,26.7997215943636
3881,417,19,9,28,8,7.185,3.8,26.4946535238163
3882,417,19,9,28,8,7.185,5.8,26.6460174731114
3883,417,19,9,28,8,10.185,3.8,26.8174060750133
3884,417,19,9,28,8,13.175,5.8,26.9697490705555
3885,417,19,9,28,8,15.885,3.8,26.9708001607577
3886,417,19,9,28,8,15.885,5.8,26.7299051817005
3887,418,19,26,21,8,4.415,3.8,22.6077960104433
3888,418,19,26,21,8,4.415,5.8,22.641767902772
3889,418,19,26,21,8,7.185,3.8,22.7184748971653
3890,418,19,26,21,8,7.185,5.8,22.7406863786601
3891,418,19,26,21,8,10.185,3.8,22.8153908102372
3892,418,19,26,21,8,13.175,5.8,22.7159411889995
3893,418,19,26,21,8,15.885,3.8,22.5927248102012
3894,418,19,26,21,8,15.885,5.8,22.583824494774
3895,419,16,30,25,8,4.415,3.8,26.3984068330802
3896,419,16,30,25,8,4.415,5.8,26.4240686494097
3897,419,16,30,25,8,7.185,3.8,26.4820338248109
3898,419,16,30,25,8,7.185,5.8,26.4796390582988
3899,419,16,30,25,8,10.185,3.8,26.5765434228284
3900,419,16,30,25,8,13.175,5.8,26.5160091747743
3901,419,16,30,25,8,15.885,3.8,26.3867552826419
3902,419,16,30,25,8,15.885,5.8,26.3821719766335
3903,420,18,27,28,8,4.415,3.8,28.7450177488771
3904,420,18,27,28,8,4.415,5.8,28.8084861412129
3905,420,18,27,28,8,7.185,3.8,28.9375199338408
3906,420,18,27,28,8,7.185,5.8,28.9949470322791
3907,420,18,27,28,8,10.185,3.8,29.0501613026564
3908,420,18,27,28,8,13.175,5.8,28.9878037432945
3909,420,18,27,28,8,15.885,3.8,28.7670938210079
3910,420,18,27,28,8,15.885,5.8,28.7862275512634
3911,421,27,2,27,8,4.415,3.8,24.0964461626888
3912,421,27,2,27,8,4.415,5.8,24.7786815647727
3913,421,27,2,27,8,7.185,3.8,24.1329164904808
3914,421,27,2,27,8,7.185,5.8,24.3776844882124
3915,421,27,2,27,8,10.185,3.8,24.8160071914286
3916,421,27,2,27,8,13.175,5.8,24.8959016810421
3917,421,27,2,27,8,15.885,3.8,24.9145889065671
3918,421,27,2,27,8,15.885,5.8,24.1794244363923
3919,422,13,11,23,8,4.415,3.8,23.3225348376137
3920,422,13,11,23,8,4.415,5.8,23.3474301821704
3921,422,13,11,23,8,7.185,3.8,23.440497976615
3922,422,13,11,23,8,7.185,5.8,23.47865896321
3923,422,13,11,23,8,10.185,3.8,23.5298147491221
3924,422,13,11,23,8,13.175,5.8,23.5107459355112
3925,422,13,11,23,8,15.885,3.8,23.2222828087323
3926,422,13,11,23,8,15.885,5.8,23.2781608619578
3927,423,15,12,28,8,4.415,3.8,27.3235694637864
3928,423,15,12,28,8,4.415,5.8,27.526201819036
3929,423,15,12,28,8,7.185,3.8,27.191771426772
3930,423,15,12,28,8,7.185,5.8,27.4690375531306
3931,423,15,12,28,8,10.185,3.8,27.5551341805424
3932,423,15,12,28,8,13.175,5.8,27.6573405532712
3933,423,15,12,28,8,15.885,3.8,27.5181161303676
3934,423,15,12,28,8,15.885,5.8,27.4492347323047
3935,424,22,20,27,8,4.415,3.8,27.1274921996003
3936,424,22,20,27,8,4.415,5.8,27.124840507346
3937,424,22,20,27,8,7.185,3.8,27.1929609965003
3938,424,22,20,27,8,7.185,5.8,27.1133809913754
3939,424,22,20,27,8,10.185,3.8,27.4417704455579
3940,424,22,20,27,8,13.175,5.8,27.2516334624279
3941,424,22,20,27,8,15.885,3.8,27.1168156754675
3942,424,22,20,27,8,15.885,5.8,27.077324039927
3943,425,18,3,26,8,4.415,3.8,24.5731439808155
3944,425,18,3,26,8,4.415,5.8,25.1447743636137
3945,425,18,3,26,8,7.185,3.8,24.4433517242041
3946,425,18,3,26,8,7.185,5.8,24.5296645676249
3947,425,18,3,26,8,10.185,3.8,24.7993497332511
3948,425,18,3,26,8,13.175,5.8,24.122559445775
3949,425,18,3,26,8,15.885,3.8,24.7804050829802
3950,425,18,3,26,8,15.885,5.8,23.9681803615341
3951,426,26,7,27,8,4.415,3.8,24.8383783618409
3952,426,26,7,27,8,4.415,5.8,25.4643895257739
3953,426,26,7,27,8,7.185,3.8,24.914358533699
3954,426,26,7,27,8,7.185,5.8,25.0594968053752
3955,426,26,7,27,8,10.185,3.8,25.4103831824769
3956,426,26,7,27,8,13.175,5.8,25.5354298531296
3957,426,26,7,27,8,15.885,3.8,25.2798783055619
3958,426,26,7,27,8,15.885,5.8,25.2726260609264
3959,427,12,5,21,8,4.415,3.8,21.0812943827025
3960,427,12,5,21,8,4.415,5.8,20.939627379534
3961,427,12,5,21,8,7.185,3.8,20.8523756341415
3962,427,12,5,21,8,7.185,5.8,20.9721014461243
3963,427,12,5,21,8,10.185,3.8,21.1690592422648
3964,427,12,5,21,8,13.175,5.8,20.9740505369371
3965,427,12,5,21,8,15.885,3.8,21.0532686350517
3966,427,12,5,21,8,15.885,5.8,20.7444324888678
3967,428,13,16,25,8,4.415,3.8,25.3792931232539
3968,428,13,16,25,8,4.415,5.8,25.4519063822746
3969,428,13,16,25,8,7.185,3.8,25.3991577698812
3970,428,13,16,25,8,7.185,5.8,25.532239478057
3971,428,13,16,25,8,10.185,3.8,25.5810030823439
3972,428,13,16,25,8,13.175,5.8,25.5537207164851
3973,428,13,16,25,8,15.885,3.8,25.2768612849629
3974,428,13,16,25,8,15.885,5.8,25.360589685286
3975,429,16,4,28,8,4.415,3.8,25.9471626570875
3976,429,16,4,28,8,4.415,5.8,26.8763123184093
3977,429,16,4,28,8,7.185,3.8,25.7900204070538
3978,429,16,4,28,8,7.185,5.8,26.2796724075533
3979,429,16,4,28,8,10.185,3.8,26.6047386567656
3980,429,16,4,28,8,13.175,5.8,26.4489055356918
3981,429,16,4,28,8,15.885,3.8,26.8495025371909
3982,429,16,4,28,8,15.885,5.8,25.933606702263
3983,430,18,2,21,8,4.415,3.8,20.0721766137507
3984,430,18,2,21,8,4.415,5.8,20.4628339672153
3985,430,18,2,21,8,7.185,3.8,19.8632817739107
3986,430,18,2,21,8,7.185,5.8,20.2492409376725
3987,430,18,2,21,8,10.185,3.8,20.3120978298698
3988,430,18,2,21,8,13.175,5.8,19.80123897291
3989,430,18,2,21,8,15.885,3.8,20.3794777427112
3990,430,18,2,21,8,15.885,5.8,19.7554382396773
3991,431,14,13,20,8,4.415,3.8,20.75182845436
3992,431,14,13,20,8,4.415,5.8,20.7601197760055
3993,431,14,13,20,8,7.185,3.8,21.1393278529471
3994,431,14,13,20,8,7.185,5.8,21.1440638121171
3995,431,14,13,20,8,10.185,3.8,21.0566509836538
3996,431,14,13,20,8,13.175,5.8,21.0399308856886
3997,431,14,13,20,8,15.885,3.8,20.7155605357567
3998,431,14,13,20,8,15.885,5.8,20.7603028210774
3999,432,27,9,28,8,4.415,3.8,25.8589008547063
4000,432,27,9,28,8,4.415,5.8,26.5352296061915
4001,432,27,9,28,8,7.185,3.8,25.9451259105062
4002,432,27,9,28,8,7.185,5.8,26.0570753441748
4003,432,27,9,28,8,10.185,3.8,26.447337674219
4004,432,27,9,28,8,13.175,5.8,26.5603470332798
4005,432,27,9,28,8,15.885,3.8,26.3284278534804
4006,432,27,9,28,8,15.885,5.8,26.2290081902025
4007,433,22,3,28,8,4.415,3.8,25.1323432298672
4008,433,22,3,28,8,4.415,5.8,26.1295595057822
4009,433,22,3,28,8,7.185,3.8,25.0851392837845
4010,433,22,3,28,8,7.185,5.8,25.7257336902987
4011,433,22,3,28,8,10.185,3.8,25.9932063318472
4012,433,22,3,28,8,13.175,5.8,25.4176222572223
4013,433,22,3,28,8,15.885,3.8,25.7545402556848
4014,433,22,3,28,8,15.885,5.8,24.8971900341799
4015,434,17,25,27,8,4.415,3.8,27.7043578288748
4016,434,17,25,27,8,4.415,5.8,27.7717355422263
4017,434,17,25,27,8,7.185,3.8,27.9194450642003
4018,434,17,25,27,8,7.185,5.8,28.0086124489361
4019,434,17,25,27,8,10.185,3.8,28.037382593558
4020,434,17,25,27,8,13.175,5.8,27.9666650279653
4021,434,17,25,27,8,15.885,3.8,27.7208576398368
4022,434,17,25,27,8,15.885,5.8,27.7465419631224
4023,435,15,29,24,8,4.415,3.8,25.4360996987377
4024,435,15,29,24,8,4.415,5.8,25.4507142444286
4025,435,15,29,24,8,7.185,3.8,25.5183076018884
4026,435,15,29,24,8,7.185,5.8,25.5193863670842
4027,435,15,29,24,8,10.185,3.8,25.6143061931459
4028,435,15,29,24,8,13.175,5.8,25.548642886312
4029,435,15,29,24,8,15.885,3.8,25.4091610745811
4030,435,15,29,24,8,15.885,5.8,25.4103853896639
4031,436,18,13,23,8,4.415,3.8,23.1755848108664
4032,436,18,13,23,8,4.415,5.8,23.2190670714127
4033,436,18,13,23,8,7.185,3.8,23.2997635540826
4034,436,18,13,23,8,7.185,5.8,23.249899816625
4035,436,18,13,23,8,10.185,3.8,23.4133265189366
4036,436,18,13,23,8,13.175,5.8,23.3886930073256
4037,436,18,13,23,8,15.885,3.8,23.1631524665897
4038,436,18,13,23,8,15.885,5.8,23.1746555181796
4039,437,22,2,26,8,4.415,3.8,24.0925665214378
4040,437,22,2,26,8,4.415,5.8,24.7262505863062
4041,437,22,2,26,8,7.185,3.8,23.9324866252173
4042,437,22,2,26,8,7.185,5.8,24.1054533502307
4043,437,22,2,26,8,10.185,3.8,24.2432668659911
4044,437,22,2,26,8,13.175,5.8,23.8921339366155
4045,437,22,2,26,8,15.885,3.8,24.2719412414013
4046,437,22,2,26,8,15.885,5.8,23.3915132121152
4047,438,20,21,24,8,4.415,3.8,24.691404991776
4048,438,20,21,24,8,4.415,5.8,24.7588107262225
4049,438,20,21,24,8,7.185,3.8,24.9641757620661
4050,438,20,21,24,8,7.185,5.8,25.0555595337298
4051,438,20,21,24,8,10.185,3.8,25.0878544480498
4052,438,20,21,24,8,13.175,5.8,24.9835998966929
4053,438,20,21,24,8,15.885,3.8,24.7109470645586
4054,438,20,21,24,8,15.885,5.8,24.7367375105197
4055,439,20,27,27,8,4.415,3.8,27.8580667126659
4056,439,20,27,27,8,4.415,5.8,27.9385585451802
4057,439,20,27,27,8,7.185,3.8,28.0585913146409
4058,439,20,27,27,8,7.185,5.8,28.1117140094212
4059,439,20,27,27,8,10.185,3.8,28.176957346257
4060,439,20,27,27,8,13.175,5.8,28.1197516251231
4061,439,20,27,27,8,15.885,3.8,27.8964962191085
4062,439,20,27,27,8,15.885,5.8,27.9081679922917
4063,440,13,16,24,8,4.415,3.8,24.5323786608726
4064,440,13,16,24,8,4.415,5.8,24.527513727476
4065,440,13,16,24,8,7.185,3.8,24.8648243856935
4066,440,13,16,24,8,7.185,5.8,24.8563943644134
4067,440,13,16,24,8,10.185,3.8,24.7990829345587
4068,440,13,16,24,8,13.175,5.8,24.7875420255887
4069,440,13,16,24,8,15.885,3.8,24.465348965318
4070,440,13,16,24,8,15.885,5.8,24.5350165434883
4071,441,16,2,21,8,4.415,3.8,20.5106996487448
4072,441,16,2,21,8,4.415,5.8,20.6993207092947
4073,441,16,2,21,8,7.185,3.8,20.5909357443713
4074,441,16,2,21,8,7.185,5.8,20.6173220264469
4075,441,16,2,21,8,10.185,3.8,20.6690849018764
4076,441,16,2,21,8,13.175,5.8,20.7720845368288
4077,441,16,2,21,8,15.885,3.8,20.6132658873225
4078,441,16,2,21,8,15.885,5.8,20.5396382290622
4079,442,17,13,23,8,4.415,3.8,23.0371945107553
4080,442,17,13,23,8,4.415,5.8,23.215371469278
4081,442,17,13,23,8,7.185,3.8,23.1474767423816
4082,442,17,13,23,8,7.185,5.8,23.1970265880371
4083,442,17,13,23,8,10.185,3.8,23.3342920151341
4084,442,17,13,23,8,13.175,5.8,23.3221017556967
4085,442,17,13,23,8,15.885,3.8,23.1429685848982
4086,442,17,13,23,8,15.885,5.8,23.1429480006942
4087,443,19,12,23,8,4.415,3.8,22.9922200553644
4088,443,19,12,23,8,4.415,5.8,23.003034533962
4089,443,19,12,23,8,7.185,3.8,23.1058332375591
4090,443,19,12,23,8,7.185,5.8,22.9981626856651
4091,443,19,12,23,8,10.185,3.8,23.1448876232332
4092,443,19,12,23,8,13.175,5.8,23.1779416143427
4093,443,19,12,23,8,15.885,3.8,22.9659197476936
4094,443,19,12,23,8,15.885,5.8,22.970233159361
4095,444,15,24,28,8,4.415,3.8,28.5379732142836
4096,444,15,24,28,8,4.415,5.8,28.5762734398875
4097,444,15,24,28,8,7.185,3.8,28.7357025788607
4098,444,15,24,28,8,7.185,5.8,28.812431430782
4099,444,15,24,28,8,10.185,3.8,28.8554468196464
4100,444,15,24,28,8,13.175,5.8,28.7913945606012
4101,444,15,24,28,8,15.885,3.8,28.5445773145055
4102,444,15,24,28,8,15.885,5.8,28.5665739360678
4103,445,18,17,23,8,4.415,3.8,23.5713571224073
4104,445,18,17,23,8,4.415,5.8,23.5626684222786
4105,445,18,17,23,8,7.185,3.8,23.7756047651239
4106,445,18,17,23,8,7.185,5.8,23.8395836719092
4107,445,18,17,23,8,10.185,3.8,23.873203841016
4108,445,18,17,23,8,13.175,5.8,23.7948569581379
4109,445,18,17,23,8,15.885,3.8,23.5329790766971
4110,445,18,17,23,8,15.885,5.8,23.5682531655515
4111,446,14,2,27,8,4.415,3.8,25.560355091502
4112,446,14,2,27,8,4.415,5.8,25.9309591911999
4113,446,14,2,27,8,7.185,3.8,25.0137479173914
4114,446,14,2,27,8,7.185,5.8,25.7697512863941
4115,446,14,2,27,8,10.185,3.8,25.8351746174583
4116,446,14,2,27,8,13.175,5.8,25.31115366211
4117,446,14,2,27,8,15.885,3.8,26.0699622769482
4118,446,14,2,27,8,15.885,5.8,25.6814707619619
4119,447,24,1,26,8,4.415,3.8,23.8451135203404
4120,447,24,1,26,8,4.415,5.8,24.2665219613186
4121,447,24,1,26,8,7.185,3.8,23.5786232836595
4122,447,24,1,26,8,7.185,5.8,23.7345540096796
4123,447,24,1,26,8,10.185,3.8,23.8304455488067
4124,447,24,1,26,8,13.175,5.8,23.077433675596
4125,447,24,1,26,8,15.885,3.8,23.7328883556382
4126,447,24,1,26,8,15.885,5.8,22.9963661594024
4127,448,18,8,21,8,4.415,3.8,20.9787111185299
4128,448,18,8,21,8,4.415,5.8,20.999535503839
4129,448,18,8,21,8,7.185,3.8,21.1476696389296
4130,448,18,8,21,8,7.185,5.8,21.0164484450764
4131,448,18,8,21,8,10.185,3.8,21.1620679224583
4132,448,18,8,21,8,13.175,5.8,21.2125993686398
4133,448,18,8,21,8,15.885,3.8,20.9779902685117
4134,448,18,8,21,8,15.885,5.8,20.9825272581309
4135,449,12,14,21,8,4.415,3.8,21.7372952618285
4136,449,12,14,21,8,4.415,5.8,21.8086519522266
4137,449,12,14,21,8,7.185,3.8,21.8620600156891
4138,449,12,14,21,8,7.185,5.8,22.0915421241967
4139,449,12,14,21,8,10.185,3.8,22.0397950995088
4140,449,12,14,21,8,13.175,5.8,22.0242176831393
4141,449,12,14,21,8,15.885,3.8,21.7346787268256
4142,449,12,14,21,8,15.885,5.8,21.764226814775
4143,450,15,24,24,8,4.415,3.8,25.0280399139839
4144,450,15,24,24,8,4.415,5.8,25.086949306792
4145,450,15,24,24,8,7.185,3.8,25.2487782383634
4146,450,15,24,24,8,7.185,5.8,25.2857951355742
4147,450,15,24,24,8,10.185,3.8,25.3148355326952
4148,450,15,24,24,8,13.175,5.8,25.2709696263718
4149,450,15,24,24,8,15.885,3.8,25.0463023712235
4150,450,15,24,24,8,15.885,5.8,25.0697625032158
4151,451,15,1,23,8,4.415,3.8,22.1264185407944
4152,451,15,1,23,8,4.415,5.8,22.3337316819802
4153,451,15,1,23,8,7.185,3.8,21.8264639901776
4154,451,15,1,23,8,7.185,5.8,22.3411258502935
4155,451,15,1,23,8,10.185,3.8,22.317628987533
4156,451,15,1,23,8,13.175,5.8,22.3477462604152
4157,451,15,1,23,8,15.885,3.8,22.2265238454103
4158,451,15,1,23,8,15.885,5.8,22.1954550775835
4159,452,21,5,25,8,4.415,3.8,23.1936670965267
4160,452,21,5,25,8,4.415,5.8,23.9470553407244
4161,452,21,5,25,8,7.185,3.8,23.1103063778779
4162,452,21,5,25,8,7.185,5.8,23.6179511471772
4163,452,21,5,25,8,10.185,3.8,23.8725698823043
4164,452,21,5,25,8,13.175,5.8,23.0982090246758
4165,452,21,5,25,8,15.885,3.8,23.7242273940691
4166,452,21,5,25,8,15.885,5.8,22.9547659041652
4167,453,20,24,25,8,4.415,3.8,25.8491617257918
4168,453,20,24,25,8,4.415,5.8,25.9288524865846
4169,453,20,24,25,8,7.185,3.8,26.0768525950436
4170,453,20,24,25,8,7.185,5.8,26.162468074698
4171,453,20,24,25,8,10.185,3.8,26.1999568618922
4172,453,20,24,25,8,13.175,5.8,26.1251089716367
4173,453,20,24,25,8,15.885,3.8,25.8811351091506
4174,453,20,24,25,8,15.885,5.8,25.9077680735081
4175,454,20,18,20,8,4.415,3.8,20.9630943740513
4176,454,20,18,20,8,4.415,5.8,21.049195824899
4177,454,20,18,20,8,7.185,3.8,21.2779377180241
4178,454,20,18,20,8,7.185,5.8,21.3884216185364
4179,454,20,18,20,8,10.185,3.8,21.3718480568273
4180,454,20,18,20,8,13.175,5.8,21.2743462875617
4181,454,20,18,20,8,15.885,3.8,20.9823379839412
4182,454,20,18,20,8,15.885,5.8,21.013284186163
4183,455,19,4,27,8,4.415,3.8,24.8709594236311
4184,455,19,4,27,8,4.415,5.8,25.5218237179035
4185,455,19,4,27,8,7.185,3.8,24.9828545354237
4186,455,19,4,27,8,7.185,5.8,25.2407708135412
4187,455,19,4,27,8,10.185,3.8,25.3607076611426
4188,455,19,4,27,8,13.175,5.8,25.1992467794279
4189,455,19,4,27,8,15.885,3.8,25.7337874989591
4190,455,19,4,27,8,15.885,5.8,24.8252062655553
4191,456,11,5,25,8,4.415,3.8,24.6686781181892
4192,456,11,5,25,8,4.415,5.8,24.4900657611221
4193,456,11,5,25,8,7.185,3.8,24.3982801606546
4194,456,11,5,25,8,7.185,5.8,24.2877235277974
4195,456,11,5,25,8,10.185,3.8,24.5377326842121
4196,456,11,5,25,8,13.175,5.8,24.3680014828849
4197,456,11,5,25,8,15.885,3.8,24.6994277008766
4198,456,11,5,25,8,15.885,5.8,24.6185834469151
4199,457,18,30,23,8,4.415,3.8,24.6703872533919
4200,457,18,30,23,8,4.415,5.8,24.6842711122392
