index,sim,tem,mass,n,occ,x,y,T
1017,340,17,27,20,3,7.185,5.8,21.5436552792424
1018,340,17,27,20,3,10.185,3.8,21.749413067686
1019,340,17,27,20,3,13.175,5.8,21.5862839707699
1020,341,23,2,24,3,7.185,5.8,22.5210718366117
1021,341,23,2,24,3,10.185,3.8,22.4457853119982
1022,341,23,2,24,3,13.175,5.8,22.4124299493781
1023,342,20,10,27,3,7.185,5.8,26.2862972519727
1024,342,20,10,27,3,10.185,3.8,26.0939783979345
1025,342,20,10,27,3,13.175,5.8,26.0970412586963
1026,343,20,28,24,3,7.185,5.8,25.251305789158
1027,343,20,28,24,3,10.185,3.8,25.4874402525439
1028,343,20,28,24,3,13.175,5.8,25.3482433533089
1029,344,19,31,26,3,7.185,5.8,27.2730481584035
1030,344,19,31,26,3,10.185,3.8,27.4834999043694
1031,344,19,31,26,3,13.175,5.8,27.3366046729661
1032,345,12,12,25,3,7.185,5.8,25.0021244671092
1033,345,12,12,25,3,10.185,3.8,25.053047594486
1034,345,12,12,25,3,13.175,5.8,25.0835390498875
1035,346,17,14,23,3,7.185,5.8,23.1580257700516
1036,346,17,14,23,3,10.185,3.8,23.4332139871639
1037,346,17,14,23,3,13.175,5.8,23.2862092051991
1038,347,20,29,21,3,7.185,5.8,22.6659712086016
1039,347,20,29,21,3,10.185,3.8,22.8637070422329
1040,347,20,29,21,3,13.175,5.8,22.72182385257
1041,348,15,27,24,3,7.185,5.8,25.1231261777199
1042,348,15,27,24,3,10.185,3.8,25.3529951302116
1043,348,15,27,24,3,13.175,5.8,25.2285418679526
1044,349,15,11,28,3,7.185,5.8,27.5763423570278
1045,349,15,11,28,3,10.185,3.8,27.5133218586018
1046,349,15,11,28,3,13.175,5.8,27.422721282117
1047,350,19,1,25,3,7.185,5.8,23.9715195660717
1048,350,19,1,25,3,10.185,3.8,23.4556605909038
1049,350,19,1,25,3,13.175,5.8,23.512635654644
1050,351,15,14,21,3,7.185,5.8,21.459695316916
1051,351,15,14,21,3,10.185,3.8,21.7678496673136
1052,351,15,14,21,3,13.175,5.8,21.6181206006945
1053,352,19,2,21,3,7.185,5.8,20.3766369074909
1054,352,19,2,21,3,10.185,3.8,20.2795354150337
1055,352,19,2,21,3,13.175,5.8,20.2033802058326
1056,353,12,3,22,3,7.185,5.8,21.8842865550677
1057,353,12,3,22,3,10.185,3.8,21.7582451633665
1058,353,12,3,22,3,13.175,5.8,21.4648297730905
1059,354,14,9,22,3,7.185,5.8,22.0669296938952
1060,354,14,9,22,3,10.185,3.8,22.2384628573926
1061,354,14,9,22,3,13.175,5.8,22.1307972836476
1062,355,22,28,28,3,7.185,5.8,28.7798788704828
1063,355,22,28,28,3,10.185,3.8,29.0349141651099
1064,355,22,28,28,3,13.175,5.8,28.9480407903951
1065,356,20,22,21,3,7.185,5.8,22.0512066735218
1066,356,20,22,21,3,10.185,3.8,22.3244833860477
1067,356,20,22,21,3,13.175,5.8,22.2189340398281
1068,357,17,17,28,3,7.185,5.8,27.8011066637059
1069,357,17,17,28,3,10.185,3.8,27.9764390889176
1070,357,17,17,28,3,13.175,5.8,27.9240454524308
1071,358,18,23,24,3,7.185,5.8,24.8278884466077
1072,358,18,23,24,3,10.185,3.8,25.0965436874564
1073,358,18,23,24,3,13.175,5.8,24.9317063718473
1074,359,21,16,21,3,7.185,5.8,21.475467630184
1075,359,21,16,21,3,10.185,3.8,21.8182793950377
1076,359,21,16,21,3,13.175,5.8,21.562481881539
1077,360,18,23,27,3,7.185,5.8,27.4664304474747
1078,360,18,23,27,3,10.185,3.8,27.7632424786152
1079,360,18,23,27,3,13.175,5.8,27.5424927147849
1080,361,21,8,27,3,7.185,5.8,25.977031187496
1081,361,21,8,27,3,10.185,3.8,25.7905818846077
1082,361,21,8,27,3,13.175,5.8,25.8262478226352
1083,362,15,2,23,3,7.185,5.8,22.5107090570343
1084,362,15,2,23,3,10.185,3.8,22.2763816442323
1085,362,15,2,23,3,13.175,5.8,22.1718990551407
1086,363,15,12,27,3,7.185,5.8,26.7323235718964
1087,363,15,12,27,3,10.185,3.8,26.6613842407752
1088,363,15,12,27,3,13.175,5.8,26.6361866927273
1089,364,15,5,27,3,7.185,5.8,26.3304797713521
1090,364,15,5,27,3,10.185,3.8,26.0479365427328
1091,364,15,5,27,3,13.175,5.8,26.0211468744828
1092,365,11,8,20,3,7.185,5.8,20.2966393200228
1093,365,11,8,20,3,10.185,3.8,20.5064274705675
1094,365,11,8,20,3,13.175,5.8,20.2001246227254
1095,366,18,2,26,3,7.185,5.8,24.8457803059871
1096,366,18,2,26,3,10.185,3.8,24.5676215257366
1097,366,18,2,26,3,13.175,5.8,24.5297828079792
1098,367,18,18,21,3,7.185,5.8,21.7670616096169
1099,367,18,18,21,3,10.185,3.8,22.0446591630331
1100,367,18,18,21,3,13.175,5.8,21.840964631025
1101,368,23,7,20,3,7.185,5.8,19.6243299347724
1102,368,23,7,20,3,10.185,3.8,19.6426814279649
1103,368,23,7,20,3,13.175,5.8,19.665661038946
1104,369,20,2,24,3,7.185,5.8,23.0876194673752
1105,369,20,2,24,3,10.185,3.8,22.7062084254415
1106,369,20,2,24,3,13.175,5.8,22.5911487333154
1107,370,13,11,20,3,7.185,5.8,20.4057998450873
1108,370,13,11,20,3,10.185,3.8,20.7113647593739
1109,370,13,11,20,3,13.175,5.8,20.6020341998713
1110,371,14,5,28,3,7.185,5.8,27.2998024009026
1111,371,14,5,28,3,10.185,3.8,27.0551455774207
1112,371,14,5,28,3,13.175,5.8,27.0180263205217
1113,372,16,1,22,3,7.185,5.8,21.5267357738278
1114,372,16,1,22,3,10.185,3.8,21.3085391287055
1115,372,16,1,22,3,13.175,5.8,21.1510072851814
1116,373,14,12,23,3,7.185,5.8,23.0906997905587
1117,373,14,12,23,3,10.185,3.8,23.3822973720582
1118,373,14,12,23,3,13.175,5.8,23.2707799228623
1119,374,22,29,26,3,7.185,5.8,27.1180272999749
1120,374,22,29,26,3,10.185,3.8,27.3687829091601
1121,374,22,29,26,3,13.175,5.8,27.2708180205056
1122,375,15,7,22,3,7.185,5.8,21.8730158072591
1123,375,15,7,22,3,10.185,3.8,21.9104017249242
1124,375,15,7,22,3,13.175,5.8,21.892399136401
1125,376,14,3,25,3,7.185,5.8,24.5335467472142
1126,376,14,3,25,3,10.185,3.8,24.2125751498731
1127,376,14,3,25,3,13.175,5.8,24.138307843701
1128,377,23,3,25,3,7.185,5.8,23.4116876666105
1129,377,23,3,25,3,10.185,3.8,23.4111189803218
1130,377,23,3,25,3,13.175,5.8,23.4016883200595
1131,378,22,31,28,3,7.185,5.8,29.0629759195931
1132,378,22,31,28,3,10.185,3.8,29.300516347733
1133,378,22,31,28,3,13.175,5.8,29.2099792449836
1134,379,17,5,28,3,7.185,5.8,26.9397659102677
1135,379,17,5,28,3,10.185,3.8,26.364439600027
1136,379,17,5,28,3,13.175,5.8,26.4623973578749
1137,380,20,19,26,3,7.185,5.8,26.0838219026232
1138,380,20,19,26,3,10.185,3.8,26.4381508736799
1139,380,20,19,26,3,13.175,5.8,26.2306072913379
1140,381,15,6,25,3,7.185,5.8,24.5704010648202
1141,381,15,6,25,3,10.185,3.8,24.0855497331855
1142,381,15,6,25,3,13.175,5.8,24.2680183419774
1143,382,21,4,24,3,7.185,5.8,23.0026514026017
1144,382,21,4,24,3,10.185,3.8,22.8261524495077
1145,382,21,4,24,3,13.175,5.8,22.7454183655143
1146,383,16,27,25,3,7.185,5.8,26.0248572491711
1147,383,16,27,25,3,10.185,3.8,26.2620623428073
1148,383,16,27,25,3,13.175,5.8,26.1416980192117
1149,384,19,31,20,3,7.185,5.8,21.8818641263112
1150,384,19,31,20,3,10.185,3.8,22.0225540759729
1151,384,19,31,20,3,13.175,5.8,21.9191955581842
1152,385,18,15,26,3,7.185,5.8,25.8135162325528
1153,385,18,15,26,3,10.185,3.8,25.9296905250879
1154,385,18,15,26,3,13.175,5.8,25.9325901402466
1155,386,21,10,26,3,7.185,5.8,25.2498698875795
1156,386,21,10,26,3,10.185,3.8,25.1592951733258
1157,386,21,10,26,3,13.175,5.8,25.1950901795674
1158,387,12,11,22,3,7.185,5.8,22.2346302189014
1159,387,12,11,22,3,10.185,3.8,22.5126825463313
1160,387,12,11,22,3,13.175,5.8,22.4290805808481
1161,388,17,27,24,3,7.185,5.8,25.1373554179592
1162,388,17,27,24,3,10.185,3.8,25.3742096283575
1163,388,17,27,24,3,13.175,5.8,25.248983067618
1164,389,21,1,28,3,7.185,5.8,25.9988428878235
1165,389,21,1,28,3,10.185,3.8,25.8747578057561
1166,389,21,1,28,3,13.175,5.8,25.8448929319161
1167,390,19,13,20,3,7.185,5.8,20.33620420736
1168,390,19,13,20,3,10.185,3.8,20.6957622318857
1169,390,19,13,20,3,13.175,5.8,20.4778759643451
1170,391,20,29,24,3,7.185,5.8,25.3383300677838
1171,391,20,29,24,3,10.185,3.8,25.5606335071834
1172,391,20,29,24,3,13.175,5.8,25.4076626464722
1173,392,13,21,24,3,7.185,5.8,24.7347610867379
1174,392,13,21,24,3,10.185,3.8,25.0002505395179
1175,392,13,21,24,3,13.175,5.8,24.8745121123994
1176,393,19,23,26,3,7.185,5.8,26.590063977404
1177,393,19,23,26,3,10.185,3.8,26.8549800160861
1178,393,19,23,26,3,13.175,5.8,26.6609749520063
1179,394,16,20,27,3,7.185,5.8,27.2122582436547
1180,394,16,20,27,3,10.185,3.8,27.5354505748173
1181,394,16,20,27,3,13.175,5.8,27.3594368437342
1182,395,15,18,27,3,7.185,5.8,27.0857628151344
1183,395,15,18,27,3,10.185,3.8,27.3438248415699
1184,395,15,18,27,3,13.175,5.8,27.2406110476385
1185,396,19,26,22,3,7.185,5.8,23.2915965458309
1186,396,19,26,22,3,10.185,3.8,23.5334843712285
1187,396,19,26,22,3,13.175,5.8,23.3922113590603
1188,397,20,17,28,3,7.185,5.8,27.5914091428219
1189,397,20,17,28,3,10.185,3.8,27.7095737773321
1190,397,20,17,28,3,13.175,5.8,27.7349001069137
1191,398,16,16,23,3,7.185,5.8,23.3697490739166
1192,398,16,16,23,3,10.185,3.8,23.6839485302392
1193,398,16,16,23,3,13.175,5.8,23.4985121968303
1194,399,14,18,26,3,7.185,5.8,26.242161154295
1195,399,14,18,26,3,10.185,3.8,26.5184527533112
1196,399,14,18,26,3,13.175,5.8,26.4022306993328
1197,400,18,28,28,3,7.185,5.8,28.7851816968976
1198,400,18,28,28,3,10.185,3.8,29.0214602212108
1199,400,18,28,28,3,13.175,5.8,28.9147167684465
1200,401,24,4,27,3,7.185,5.8,25.265340895518
1201,401,24,4,27,3,10.185,3.8,24.9889595144221
1202,401,24,4,27,3,13.175,5.8,25.1078745701789
1203,402,17,5,20,3,7.185,5.8,19.7751521004051
1204,402,17,5,20,3,10.185,3.8,19.8885860281742
1205,402,17,5,20,3,13.175,5.8,19.7960323417521
1206,403,20,18,27,3,7.185,5.8,26.8497216763401
1207,403,20,18,27,3,10.185,3.8,27.0303411756364
1208,403,20,18,27,3,13.175,5.8,26.9969681099338
1209,404,20,21,25,3,7.185,5.8,25.4908230677378
1210,404,20,21,25,3,10.185,3.8,25.7939130978274
1211,404,20,21,25,3,13.175,5.8,25.5599898183223
1212,405,16,12,22,3,7.185,5.8,22.1668188101941
1213,405,16,12,22,3,10.185,3.8,22.390668307707
1214,405,16,12,22,3,13.175,5.8,22.27911406486
1215,406,13,3,21,3,7.185,5.8,20.6968484621623
1216,406,13,3,21,3,10.185,3.8,20.8301159303761
1217,406,13,3,21,3,13.175,5.8,20.742772500152
1218,407,19,3,28,3,7.185,5.8,26.2753517354933
1219,407,19,3,28,3,10.185,3.8,26.3594572929662
1220,407,19,3,28,3,13.175,5.8,26.3808418159638
1221,408,17,30,21,3,7.185,5.8,22.6545215566495
1222,408,17,30,21,3,10.185,3.8,22.834284246441
1223,408,17,30,21,3,13.175,5.8,22.6991766446852
1224,409,20,10,24,3,7.185,5.8,23.6160699005879
1225,409,20,10,24,3,10.185,3.8,23.52449529543
1226,409,20,10,24,3,13.175,5.8,23.5578331432404
1227,410,14,10,22,3,7.185,5.8,22.0709452128087
1228,410,14,10,22,3,10.185,3.8,22.3267057372569
1229,410,14,10,22,3,13.175,5.8,22.2239814317301
1230,411,21,13,23,3,7.185,5.8,22.8512447252267
1231,411,21,13,23,3,10.185,3.8,23.0569835515014
1232,411,21,13,23,3,13.175,5.8,22.9964486585563
1233,412,18,29,28,3,7.185,5.8,28.8600964327637
1234,412,18,29,28,3,10.185,3.8,29.0978279300154
1235,412,18,29,28,3,13.175,5.8,28.9967749088693
1236,413,21,3,21,3,7.185,5.8,20.350084308813
1237,413,21,3,21,3,10.185,3.8,20.0987287241009
1238,413,21,3,21,3,13.175,5.8,20.1561102994542
1239,414,24,9,21,3,7.185,5.8,20.7262690763806
1240,414,24,9,21,3,10.185,3.8,20.646068576574
1241,414,24,9,21,3,13.175,5.8,20.6779127585754
1242,415,25,9,26,3,7.185,5.8,25.0284850668619
1243,415,25,9,26,3,10.185,3.8,24.7881641157674
1244,415,25,9,26,3,13.175,5.8,24.7929055059869
1245,416,15,25,20,3,7.185,5.8,21.3685069869006
1246,416,15,25,20,3,10.185,3.8,21.5981294921621
1247,416,15,25,20,3,13.175,5.8,21.4524466190304
1248,417,19,9,28,3,7.185,5.8,26.9415377357103
1249,417,19,9,28,3,10.185,3.8,26.978823430918
1250,417,19,9,28,3,13.175,5.8,26.944582827577
1251,418,19,26,21,3,7.185,5.8,22.4036514533572
1252,418,19,26,21,3,10.185,3.8,22.6340468097639
1253,418,19,26,21,3,13.175,5.8,22.4680657885131
1254,419,16,30,25,3,7.185,5.8,26.2541916945129
1255,419,16,30,25,3,10.185,3.8,26.4634072884093
1256,419,16,30,25,3,13.175,5.8,26.312970056859
1257,420,18,27,28,3,7.185,5.8,28.7190085924847
1258,420,18,27,28,3,10.185,3.8,28.9583873749164
1259,420,18,27,28,3,13.175,5.8,28.8201373281253
1260,421,27,2,27,3,7.185,5.8,24.6781641043699
1261,421,27,2,27,3,10.185,3.8,24.5482799534813
1262,421,27,2,27,3,13.175,5.8,24.7232703861426
1263,422,13,11,23,3,7.185,5.8,23.1072529852915
1264,422,13,11,23,3,10.185,3.8,23.3247948429565
1265,422,13,11,23,3,13.175,5.8,23.2500121367178
1266,423,15,12,28,3,7.185,5.8,27.6527774761052
1267,423,15,12,28,3,10.185,3.8,27.5285905371447
1268,423,15,12,28,3,13.175,5.8,27.494816069643
1269,424,22,20,27,3,7.185,5.8,26.9530584723951
1270,424,22,20,27,3,10.185,3.8,27.2619693779798
1271,424,22,20,27,3,13.175,5.8,27.1252123673854
1272,425,18,3,26,3,7.185,5.8,24.9647225619587
1273,425,18,3,26,3,10.185,3.8,24.2294203614553
1274,425,18,3,26,3,13.175,5.8,24.4338452165729
1275,426,26,7,27,3,7.185,5.8,25.3941197942186
1276,426,26,7,27,3,10.185,3.8,25.270550428007
1277,426,26,7,27,3,13.175,5.8,25.2975808302426
1278,427,12,5,21,3,7.185,5.8,20.9981785498827
1279,427,12,5,21,3,10.185,3.8,21.1247537600344
1280,427,12,5,21,3,13.175,5.8,21.0896914203152
1281,428,13,16,25,3,7.185,5.8,25.2275920920795
1282,428,13,16,25,3,10.185,3.8,25.5197605095405
1283,428,13,16,25,3,13.175,5.8,25.4171728976011
1284,429,16,4,28,3,7.185,5.8,26.9601165002063
1285,429,16,4,28,3,10.185,3.8,26.6773107385651
1286,429,16,4,28,3,13.175,5.8,26.077455146696
1287,430,18,2,21,3,7.185,5.8,20.4438061864773
1288,430,18,2,21,3,10.185,3.8,20.2809728353445
1289,430,18,2,21,3,13.175,5.8,20.2053810938924
1290,431,14,13,20,3,7.185,5.8,20.5147384220517
1291,431,14,13,20,3,10.185,3.8,20.8319613713751
1292,431,14,13,20,3,13.175,5.8,20.7051821702353
1293,432,27,9,28,3,7.185,5.8,26.5873960508113
1294,432,27,9,28,3,10.185,3.8,26.1738415989996
1295,432,27,9,28,3,13.175,5.8,26.3607091913003
1296,433,22,3,28,3,7.185,5.8,25.8081286771551
1297,433,22,3,28,3,10.185,3.8,25.9746713853556
1298,433,22,3,28,3,13.175,5.8,26.0146520427201
1299,434,17,25,27,3,7.185,5.8,27.6726057586692
1300,434,17,25,27,3,10.185,3.8,27.9208153094812
1301,434,17,25,27,3,13.175,5.8,27.7595884744129
1302,435,15,29,24,3,7.185,5.8,25.2660577221465
1303,435,15,29,24,3,10.185,3.8,25.4735366018933
1304,435,15,29,24,3,13.175,5.8,25.3297914275958
1305,436,18,13,23,3,7.185,5.8,23.0282303814543
1306,436,18,13,23,3,10.185,3.8,23.2819903523914
1307,436,18,13,23,3,13.175,5.8,23.1390061566391
1308,437,22,2,26,3,7.185,5.8,24.4086959919208
1309,437,22,2,26,3,10.185,3.8,24.1678655021868
1310,437,22,2,26,3,13.175,5.8,24.2306238616433
1311,438,20,21,24,3,7.185,5.8,24.6376112834768
1312,438,20,21,24,3,10.185,3.8,24.9107728878746
1313,438,20,21,24,3,13.175,5.8,24.7099608302543
1314,439,20,27,27,3,7.185,5.8,27.8112487958347
1315,439,20,27,27,3,10.185,3.8,28.0651197815767
1316,439,20,27,27,3,13.175,5.8,27.9722528793309
1317,440,13,16,24,3,7.185,5.8,24.3500183396985
1318,440,13,16,24,3,10.185,3.8,24.6364089517065
1319,440,13,16,24,3,13.175,5.8,24.5264556335575
1320,441,16,2,21,3,7.185,5.8,20.3340194104631
1321,441,16,2,21,3,10.185,3.8,20.4125784555673
1322,441,16,2,21,3,13.175,5.8,20.3673381530351
1323,442,17,13,23,3,7.185,5.8,23.078654714846
1324,442,17,13,23,3,10.185,3.8,23.3200423100125
1325,442,17,13,23,3,13.175,5.8,23.1924230548217
1326,443,19,12,23,3,7.185,5.8,22.8563967986534
1327,443,19,12,23,3,10.185,3.8,22.997327428628
1328,443,19,12,23,3,13.175,5.8,22.995358850306
1329,444,15,24,28,3,7.185,5.8,28.4950852330592
1330,444,15,24,28,3,10.185,3.8,28.7660974255369
1331,444,15,24,28,3,13.175,5.8,28.6061695395052
1332,445,18,17,23,3,7.185,5.8,23.3813286250247
1333,445,18,17,23,3,10.185,3.8,23.7252418234597
1334,445,18,17,23,3,13.175,5.8,23.5062157362059
1335,446,14,2,27,3,7.185,5.8,25.8945681235881
1336,446,14,2,27,3,10.185,3.8,25.8391155177664
1337,446,14,2,27,3,13.175,5.8,25.1537198979996
1338,447,24,1,26,3,7.185,5.8,23.9475538392893
1339,447,24,1,26,3,10.185,3.8,23.681288316466
1340,447,24,1,26,3,13.175,5.8,23.9650442828096
1341,448,18,8,21,3,7.185,5.8,20.8895547529045
1342,448,18,8,21,3,10.185,3.8,21.0233414760681
1343,448,18,8,21,3,13.175,5.8,20.9114944794827
1344,449,12,14,21,3,7.185,5.8,21.5760168619245
1345,449,12,14,21,3,10.185,3.8,21.8583195707585
1346,449,12,14,21,3,13.175,5.8,21.7695611680351
1347,450,15,24,24,3,7.185,5.8,24.9040023286033
1348,450,15,24,24,3,10.185,3.8,25.155903385956
1349,450,15,24,24,3,13.175,5.8,25.0297328310649
1350,451,15,1,23,3,7.185,5.8,22.17735092269
1351,451,15,1,23,3,10.185,3.8,22.1390734036819
1352,451,15,1,23,3,13.175,5.8,22.0512249595273
1353,452,21,5,25,3,7.185,5.8,23.997373328988
1354,452,21,5,25,3,10.185,3.8,23.8153360804549
1355,452,21,5,25,3,13.175,5.8,23.7114280538906
1356,453,20,24,25,3,7.185,5.8,25.7917777461959
1357,453,20,24,25,3,10.185,3.8,26.0641779716283
1358,453,20,24,25,3,13.175,5.8,25.9124010264965
1359,454,20,18,20,3,7.185,5.8,20.8548939393386
1360,454,20,18,20,3,10.185,3.8,21.1297416769565
1361,454,20,18,20,3,13.175,5.8,20.9395788912106
1362,455,19,4,27,3,7.185,5.8,26.0253369097922
1363,455,19,4,27,3,10.185,3.8,25.5729653605878
1364,455,19,4,27,3,13.175,5.8,25.3820158860541
1365,456,11,5,25,3,7.185,5.8,24.683100701091
1366,456,11,5,25,3,10.185,3.8,24.5339258081117
1367,456,11,5,25,3,13.175,5.8,24.5492292760926
1368,457,18,30,23,3,7.185,5.8,24.4916538609149
1369,457,18,30,23,3,10.185,3.8,24.6881126931264
1370,457,18,30,23,3,13.175,5.8,24.538408209519
1371,458,18,10,21,3,7.185,5.8,21.0252227854271
1372,458,18,10,21,3,10.185,3.8,21.248061307758
1373,458,18,10,21,3,13.175,5.8,21.1213392402282
1374,459,17,14,21,3,7.185,5.8,21.4032953633174
1375,459,17,14,21,3,10.185,3.8,21.7307201478978
1376,459,17,14,21,3,13.175,5.8,21.5211407481472
1377,460,24,2,28,3,7.185,5.8,25.6530152759078
1378,460,24,2,28,3,10.185,3.8,25.6021891318422
1379,460,24,2,28,3,13.175,5.8,25.7121426997304
1380,461,19,4,28,3,7.185,5.8,26.7434101352205
1381,461,19,4,28,3,10.185,3.8,26.4156274786446
1382,461,19,4,28,3,13.175,5.8,26.3185549204774
1383,462,13,9,26,3,7.185,5.8,25.7734761833318
1384,462,13,9,26,3,10.185,3.8,25.6803791791454
1385,462,13,9,26,3,13.175,5.8,25.1866612776403
1386,463,20,4,24,3,7.185,5.8,23.1127349897423
1387,463,20,4,24,3,10.185,3.8,22.9460859276799
1388,463,20,4,24,3,13.175,5.8,22.8187709842678
1389,464,16,20,23,3,7.185,5.8,23.7424097321929
1390,464,16,20,23,3,10.185,3.8,24.0017987729774
1391,464,16,20,23,3,13.175,5.8,23.8252832363666
1392,465,18,21,23,3,7.185,5.8,23.779776307852
1393,465,18,21,23,3,10.185,3.8,24.0481582125412
1394,465,18,21,23,3,13.175,5.8,23.8737921350577
1395,466,14,6,28,3,7.185,5.8,27.2870193269339
1396,466,14,6,28,3,10.185,3.8,26.86664125371
1397,466,14,6,28,3,13.175,5.8,26.3955065471072
1398,467,15,22,22,3,7.185,5.8,22.9568994746908
1399,467,15,22,22,3,10.185,3.8,23.2198612287472
1400,467,15,22,22,3,13.175,5.8,23.0997149913778
1401,468,18,31,27,3,7.185,5.8,28.1492419504292
1402,468,18,31,27,3,10.185,3.8,28.3606263829478
1403,468,18,31,27,3,13.175,5.8,28.2263753628766
1404,469,17,20,27,3,7.185,5.8,27.1643904933586
1405,469,17,20,27,3,10.185,3.8,27.4658091330601
1406,469,17,20,27,3,13.175,5.8,27.3211509324296
1407,470,16,6,22,3,7.185,5.8,21.6960155423198
1408,470,16,6,22,3,10.185,3.8,21.7935712504629
1409,470,16,6,22,3,13.175,5.8,21.6985713932544
1410,471,17,16,22,3,7.185,5.8,22.4543198843638
1411,471,17,16,22,3,10.185,3.8,22.7900537705926
1412,471,17,16,22,3,13.175,5.8,22.5747459151459
1413,472,21,30,24,3,7.185,5.8,25.4467133074257
1414,472,21,30,24,3,10.185,3.8,25.6613871411101
1415,472,21,30,24,3,13.175,5.8,25.5041420680577
1416,473,21,9,27,3,7.185,5.8,26.0034322417025
1417,473,21,9,27,3,10.185,3.8,25.9194917419586
1418,473,21,9,27,3,13.175,5.8,25.9534390798057
1419,474,13,18,25,3,7.185,5.8,25.3855572136723
1420,474,13,18,25,3,10.185,3.8,25.683121266751
1421,474,13,18,25,3,13.175,5.8,25.5692721212872
1422,475,23,4,21,3,7.185,5.8,20.2183112203233
1423,475,23,4,21,3,10.185,3.8,20.051452182083
1424,475,23,4,21,3,13.175,5.8,20.1366272784642
1425,476,19,19,24,3,7.185,5.8,24.4285692717524
1426,476,19,19,24,3,10.185,3.8,24.7586327997935
1427,476,19,19,24,3,13.175,5.8,24.5218126615329
1428,477,20,17,20,3,7.185,5.8,20.7595376735449
1429,477,20,17,20,3,10.185,3.8,21.0505390152542
1430,477,20,17,20,3,13.175,5.8,20.8341343440572
1431,478,14,9,23,3,7.185,5.8,22.9628366232716
1432,478,14,9,23,3,10.185,3.8,23.0703945379455
1433,478,14,9,23,3,13.175,5.8,22.9912578074112
1434,479,15,29,26,3,7.185,5.8,27.0665075077471
1435,479,15,29,26,3,10.185,3.8,27.2885537518815
1436,479,15,29,26,3,13.175,5.8,27.1674723065606
1437,480,16,28,24,3,7.185,5.8,25.207022258143
1438,480,16,28,24,3,10.185,3.8,25.4278094546819
1439,480,16,28,24,3,13.175,5.8,25.2909849557759
1440,481,13,6,22,3,7.185,5.8,21.9739539313825
1441,481,13,6,22,3,10.185,3.8,21.9958682973858
1442,481,13,6,22,3,13.175,5.8,21.9231829535557
1443,482,21,20,26,3,7.185,5.8,26.1581411608738
1444,482,21,20,26,3,10.185,3.8,26.5369951532571
1445,482,21,20,26,3,13.175,5.8,26.2836984100557
1446,483,15,16,24,3,7.185,5.8,24.2746638804229
1447,483,15,16,24,3,10.185,3.8,24.5623420023293
1448,483,15,16,24,3,13.175,5.8,24.4349548380902
1449,484,17,13,27,3,7.185,5.8,26.6861724993615
1450,484,17,13,27,3,10.185,3.8,26.6507252998558
1451,484,17,13,27,3,13.175,5.8,26.6372410085218
1452,485,22,28,26,3,7.185,5.8,27.0167962269215
1453,485,22,28,26,3,10.185,3.8,27.2705304691863
1454,485,22,28,26,3,13.175,5.8,27.1925439143094
1455,486,19,10,21,3,7.185,5.8,20.9437818604371
1456,486,19,10,21,3,10.185,3.8,21.1975908746614
1457,486,19,10,21,3,13.175,5.8,21.058499032234
1458,487,17,6,25,3,7.185,5.8,24.3927419375955
1459,487,17,6,25,3,10.185,3.8,24.1803316888693
1460,487,17,6,25,3,13.175,5.8,24.1127580778553
1461,488,12,16,26,3,7.185,5.8,26.1596812120659
1462,488,12,16,26,3,10.185,3.8,26.4237942527216
1463,488,12,16,26,3,13.175,5.8,26.3584574018815
1464,489,12,3,21,3,7.185,5.8,20.8382465416985
1465,489,12,3,21,3,10.185,3.8,20.8254961547317
1466,489,12,3,21,3,13.175,5.8,20.4487049133055
1467,490,21,13,27,3,7.185,5.8,26.4187994630836
1468,490,21,13,27,3,10.185,3.8,26.363887663125
1469,490,21,13,27,3,13.175,5.8,26.3995381488771
1470,491,18,26,22,3,7.185,5.8,23.2823651392982
1471,491,18,26,22,3,10.185,3.8,23.5207155277854
1472,491,18,26,22,3,13.175,5.8,23.3743972895966
1473,492,22,30,24,3,7.185,5.8,25.4633303139979
1474,492,22,30,24,3,10.185,3.8,25.6804934771039
1475,492,22,30,24,3,13.175,5.8,25.5263263964618
1476,493,16,19,26,3,7.185,5.8,26.2563438832273
1477,493,16,19,26,3,10.185,3.8,26.5723817255418
1478,493,16,19,26,3,13.175,5.8,26.3974871040056
1479,494,17,17,20,3,7.185,5.8,20.8216387440294
1480,494,17,17,20,3,10.185,3.8,21.0898960642897
1481,494,17,17,20,3,13.175,5.8,20.8998205510092
1482,495,15,5,26,3,7.185,5.8,25.4972592098297
1483,495,15,5,26,3,10.185,3.8,25.2552920398731
1484,495,15,5,26,3,13.175,5.8,25.0221228493151
1485,496,14,24,20,3,7.185,5.8,21.2872796249515
1486,496,14,24,20,3,10.185,3.8,21.5212681610324
1487,496,14,24,20,3,13.175,5.8,21.4004864615445
1488,497,15,3,25,3,7.185,5.8,24.402725216245
1489,497,15,3,25,3,10.185,3.8,23.703797766191
1490,497,15,3,25,3,13.175,5.8,23.9327083780875
1491,498,21,22,23,3,7.185,5.8,23.841170150649
1492,498,21,22,23,3,10.185,3.8,24.1310178480417
1493,498,21,22,23,3,13.175,5.8,23.9647293454244
1494,499,22,2,21,3,7.185,5.8,20.1306090084962
1495,499,22,2,21,3,10.185,3.8,19.9427580228842
1496,499,22,2,21,3,13.175,5.8,20.0277610873231
1497,500,16,28,27,3,7.185,5.8,27.8884805143767
1498,500,16,28,27,3,10.185,3.8,28.1229409296581
1499,500,16,28,27,3,13.175,5.8,28.0128926545618
